"Top10Finishes_RANKTHISWEEK_2016","Top10Finishes_RANKLASTWEEK_2016","Top10Finishes_PLAYERNAME_2016","Top10Finishes_EVENTS_2016","Top10Finishes_TOP10_2016","Top10Finishes_1ST_2016","Top10Finishes_2ND_2016","Top10Finishes_3RD_2016","stat_name","year"
49,47,"Tony Finau",15,2,1,NA,NA,"Top10Finishes",2016
49,47,"Matthew Fitzpatrick",7,2,NA,NA,NA,"Top10Finishes",2016
49,47,"Brice Garnett",9,2,NA,NA,NA,"Top10Finishes",2016
49,79,"Lucas Glover",16,2,NA,NA,NA,"Top10Finishes",2016
49,79,"James Hahn",15,2,1,NA,NA,"Top10Finishes",2016
49,47,"Jim Herman",17,2,1,NA,NA,"Top10Finishes",2016
49,47,"Tom Hoge",15,2,NA,NA,NA,"Top10Finishes",2016
49,47,"Sung Kang",16,2,NA,NA,NA,"Top10Finishes",2016
49,47,"Si Woo Kim",19,2,NA,NA,NA,"Top10Finishes",2016
49,47,"Chris Kirk",15,2,NA,NA,NA,"Top10Finishes",2016
49,47,"Jason Kokrak",17,2,NA,1,NA,"Top10Finishes",2016
49,79,"Danny Lee",16,2,NA,NA,NA,"Top10Finishes",2016
49,47,"Luke List",17,2,NA,NA,NA,"Top10Finishes",2016
49,47,"Louis Oosthuizen",6,2,NA,1,NA,"Top10Finishes",2016
49,47,"Chez Reavie",16,2,NA,NA,NA,"Top10Finishes",2016
49,47,"Kyle Reifers",19,2,NA,NA,NA,"Top10Finishes",2016
49,47,"Patrick Rodgers",16,2,NA,NA,NA,"Top10Finishes",2016
49,47,"Charl Schwartzel",8,2,1,NA,NA,"Top10Finishes",2016
49,47,"Henrik Stenson",8,2,NA,1,1,"Top10Finishes",2016
49,47,"Boo Weekley",17,2,NA,NA,NA,"Top10Finishes",2016
49,47,"Will Wilcox",16,2,NA,NA,NA,"Top10Finishes",2016
82,79,"Kiradech Aphibarnrat",5,1,NA,NA,NA,"Top10Finishes",2016
82,79,"Blayne Barber",16,1,NA,NA,1,"Top10Finishes",2016
82,79,"Steven Bowditch",14,1,NA,NA,NA,"Top10Finishes",2016
82,79,"Keegan Bradley",14,1,NA,NA,NA,"Top10Finishes",2016
82,79,"Rafael Campos",2,1,NA,NA,NA,"Top10Finishes",2016
82,79,"Rodolfo Cazaubon",3,1,NA,NA,1,"Top10Finishes",2016
82,79,"Chad Collins",16,1,NA,NA,1,"Top10Finishes",2016
82,79,"Bryson DeChambeau",5,1,NA,NA,NA,"Top10Finishes",2016
82,79,"Luke Donald",13,1,NA,1,NA,"Top10Finishes",2016
82,79,"Derek Fathauer",18,1,NA,NA,NA,"Top10Finishes",2016
82,79,"Ross Fisher",2,1,NA,NA,1,"Top10Finishes",2016
82,79,"Sergio Garcia",8,1,NA,1,NA,"Top10Finishes",2016
82,79,"Emiliano Grillo",13,1,1,NA,NA,"Top10Finishes",2016
82,79,"Luke Guthrie",11,1,NA,NA,NA,"Top10Finishes",2016
82,79,"Adam Hadwin",16,1,NA,NA,NA,"Top10Finishes",2016
82,79,"Brian Harman",18,1,NA,NA,NA,"Top10Finishes",2016
82,79,"Padraig Harrington",11,1,NA,NA,NA,"Top10Finishes",2016
82,79,"David Hearn",18,1,NA,NA,NA,"Top10Finishes",2016
82,79,"Charley Hoffman",14,1,1,NA,NA,"Top10Finishes",2016
82,79,"Hiroshi Iwata",18,1,NA,NA,NA,"Top10Finishes",2016
82,79,"Jerry Kelly",12,1,NA,NA,NA,"Top10Finishes",2016
82,79,"Whee Kim",18,1,NA,NA,NA,"Top10Finishes",2016
82,79,"Soren Kjeldsen",5,1,NA,NA,NA,"Top10Finishes",2016
82,79,"Martin Laird",13,1,NA,NA,NA,"Top10Finishes",2016
82,79,"Marc Leishman",12,1,NA,NA,NA,"Top10Finishes",2016
82,79,"Spencer Levin",19,1,NA,NA,NA,"Top10Finishes",2016
82,79,"Hao Tong Li",3,1,NA,NA,NA,"Top10Finishes",2016
82,79,"David Lingmerth",15,1,NA,1,NA,"Top10Finishes",2016
82,79,"Shane Lowry",10,1,NA,NA,NA,"Top10Finishes",2016
82,79,"Will Ma Kenzie",17,1,NA,NA,NA,"Top10Finishes",2016
82,79,"Steve Marino",14,1,NA,1,NA,"Top10Finishes",2016
82,79,"Lee McCoy",1,1,NA,NA,NA,"Top10Finishes",2016
82,79,"Troy Merritt",14,1,NA,NA,1,"Top10Finishes",2016
82,79,"Francesco Molinari",10,1,NA,NA,NA,"Top10Finishes",2016
82,79,"Sean OHair",14,1,NA,NA,NA,"Top10Finishes",2016
82,79,"Jeff Overton",17,1,NA,NA,NA,"Top10Finishes",2016
82,79,"Greg Owen",18,1,NA,NA,NA,"Top10Finishes",2016
82,79,"Ryan Palmer",12,1,NA,NA,NA,"Top10Finishes",2016
82,79,"Scott Piercy",12,1,NA,NA,NA,"Top10Finishes",2016
82,79,"Martin Piller",12,1,NA,NA,NA,"Top10Finishes",2016
82,79,"Ian Poulter",10,1,NA,NA,1,"Top10Finishes",2016
82,79,"Jon Rahm",1,1,NA,NA,NA,"Top10Finishes",2016
82,79,"Andres Romero",8,1,NA,NA,NA,"Top10Finishes",2016
82,79,"John Senden",15,1,NA,NA,NA,"Top10Finishes",2016
82,79,"Vijay Singh",13,1,NA,NA,NA,"Top10Finishes",2016
82,79,"Scott Stallings",17,1,NA,NA,NA,"Top10Finishes",2016
82,79,"Brendan Steele",14,1,NA,NA,1,"Top10Finishes",2016
82,79,"Brett Stegmaier",19,1,NA,1,NA,"Top10Finishes",2016
82,79,"Hunter Stewart",7,1,NA,NA,NA,"Top10Finishes",2016
82,79,"Kevin Streelman",15,1,NA,NA,1,"Top10Finishes",2016
82,79,"Steve Stricker",8,1,NA,NA,NA,"Top10Finishes",2016
82,79,"Chris Stroud",17,1,NA,NA,NA,"Top10Finishes",2016
82,79,"Brian Stuard",8,1,1,NA,NA,"Top10Finishes",2016
82,79,"Hudson Swafford",17,1,NA,NA,NA,"Top10Finishes",2016
82,79,"Vaughn Taylor",11,1,1,NA,NA,"Top10Finishes",2016
82,79,"Nick Taylor",17,1,NA,NA,NA,"Top10Finishes",2016
82,79,"David Toms",11,1,NA,1,NA,"Top10Finishes",2016
82,79,"DJ Trahan",7,1,NA,NA,NA,"Top10Finishes",2016
82,79,"Cameron Tringale",14,1,NA,1,NA,"Top10Finishes",2016
82,79,"Tyrone Van Aswegen",20,1,NA,NA,1,"Top10Finishes",2016
82,79,"Johnson Wagner",14,1,NA,NA,NA,"Top10Finishes",2016
82,79,"Lee Westwood",4,1,NA,1,NA,"Top10Finishes",2016
82,79,"Bobby Wyatt",3,1,NA,NA,NA,"Top10Finishes",2016
