"HitFairwayPercentage_RANKTHISWEEK_2007","HitFairwayPercentage_RANKLASTWEEK_2007","HitFairwayPercentage_PLAYERNAME_2007","HitFairwayPercentage_ROUNDS_2007","HitFairwayPercentage_Pct_2007","HitFairwayPercentage_FAIRWAYSHIT_2007","HitFairwayPercentage_POSSIBLEFAIRWAYS_2007","HitFairwayPercentage_RELATIVETOPAR_2007","stat_name","year"
43,43,"Ben Curtis",80,67.67,649,959,-0.09,"HitFairwayPercentage",2007
44,44,"Mathew Goggin",97,67.64,876,1295,-0.15,"HitFairwayPercentage",2007
45,45,"Daisuke Maruyama",86,67.42,772,1145,-0.11,"HitFairwayPercentage",2007
46,46,"Mark Wilson",87,67.35,757,1124,-0.11,"HitFairwayPercentage",2007
47,47,"Anders Hansen",55,67.34,367,545,-0.13,"HitFairwayPercentage",2007
48,48,"Jim Rutledge",59,67.27,518,770,-0.06,"HitFairwayPercentage",2007
49,49,"Charles Warren",101,67.16,947,1410,-0.2,"HitFairwayPercentage",2007
50,50,"Tom Pernice Jr",104,67.03,862,1286,-0.15,"HitFairwayPercentage",2007
51,51,"Peter Lonard",85,67.02,756,1128,-0.13,"HitFairwayPercentage",2007
52,52,"Jeff Brehaut",59,66.85,494,739,-0.13,"HitFairwayPercentage",2007
53,53,"Charlie Wi",90,66.83,820,1227,-0.18,"HitFairwayPercentage",2007
54,54,"Chris Stroud",66,66.74,580,869,-0.15,"HitFairwayPercentage",2007
55,55,"Jeff Quinney",95,66.64,867,1301,-0.15,"HitFairwayPercentage",2007
56,56,"Briny Baird",115,66.3,1027,1549,-0.16,"HitFairwayPercentage",2007
57,57,"Steve Wheatcroft",73,66.29,639,964,-0.13,"HitFairwayPercentage",2007
58,58,"Trevor Immelman",74,66.27,501,756,-0.13,"HitFairwayPercentage",2007
58,58,"John Senden",97,66.27,825,1245,-0.13,"HitFairwayPercentage",2007
60,60,"Stephen Leaney",82,66.22,737,1113,-0.15,"HitFairwayPercentage",2007
61,61,"Bob Estes",88,66.18,777,1174,-0.16,"HitFairwayPercentage",2007
62,62,"Craig Kanada",109,66.13,951,1438,-0.12,"HitFairwayPercentage",2007
62,62,"Mike Weir",82,66.13,619,936,-0.13,"HitFairwayPercentage",2007
64,64,"Matt Kuchar",85,66.09,731,1106,-0.17,"HitFairwayPercentage",2007
65,65,"Jeff Maggert",79,65.91,729,1106,-0.14,"HitFairwayPercentage",2007
66,66,"David Branshaw",83,65.74,760,1156,-0.11,"HitFairwayPercentage",2007
66,66,"Jeff Gove",103,65.74,944,1436,-0.14,"HitFairwayPercentage",2007
68,68,"Frank Lickliter II",95,65.7,835,1271,-0.12,"HitFairwayPercentage",2007
69,69,"DJ Trahan",99,65.68,888,1352,-0.12,"HitFairwayPercentage",2007
70,70,"Richard Johnson",93,65.64,831,1266,-0.11,"HitFairwayPercentage",2007
71,71,"Joey Sindelar",75,65.62,666,1015,-0.1,"HitFairwayPercentage",2007
72,72,"Paul Gow",70,65.51,604,922,-0.11,"HitFairwayPercentage",2007
73,73,"David Toms",80,65.46,580,886,-0.16,"HitFairwayPercentage",2007
74,74,"Dean Wilson",92,65.36,749,1146,-0.13,"HitFairwayPercentage",2007
75,75,"John Rollins",102,65.3,813,1245,-0.18,"HitFairwayPercentage",2007
76,76,"Jason Bohn",57,65.2,517,793,-0.13,"HitFairwayPercentage",2007
76,76,"Lucas Glover",98,65.2,757,1161,-0.22,"HitFairwayPercentage",2007
78,78,"Rich Beem",89,65.18,702,1077,-0.15,"HitFairwayPercentage",2007
79,79,"Boo Weekley",101,65.09,772,1186,-0.14,"HitFairwayPercentage",2007
80,80,"Ted Purdy",102,65.05,873,1342,-0.15,"HitFairwayPercentage",2007
81,81,"Ryan Moore",92,65.04,761,1170,-0.16,"HitFairwayPercentage",2007
82,82,"Johnson Wagner",97,64.93,861,1326,-0.17,"HitFairwayPercentage",2007
82,82,"Duffy Waldorf",69,64.93,609,938,-0.13,"HitFairwayPercentage",2007
84,84,"Bob Heintz",85,64.92,731,1126,-0.16,"HitFairwayPercentage",2007
85,85,"Sean OHair",98,64.88,800,1233,-0.19,"HitFairwayPercentage",2007
86,86,"Tom Lehman",62,64.85,487,751,-0.17,"HitFairwayPercentage",2007
87,87,"Tripp Isenhour",86,64.73,723,1117,-0.14,"HitFairwayPercentage",2007
88,88,"Ian Poulter",63,64.72,398,615,-0.14,"HitFairwayPercentage",2007
89,89,"Rod Pampling",92,64.7,691,1068,-0.17,"HitFairwayPercentage",2007
90,90,"Tom Johnson",74,64.67,648,1002,-0.12,"HitFairwayPercentage",2007
91,91,"Kenny Perry",83,64.54,708,1097,-0.14,"HitFairwayPercentage",2007
92,92,"Mark Calcavecchia",93,64.52,711,1102,-0.18,"HitFairwayPercentage",2007
93,93,"Vaughn Taylor",91,64.4,691,1073,-0.19,"HitFairwayPercentage",2007
94,94,"KJ Choi",87,64.35,639,993,-0.22,"HitFairwayPercentage",2007
95,95,"Michael Allen",74,64.31,627,975,-0.17,"HitFairwayPercentage",2007
96,96,"Greg Owen",81,64.26,712,1108,-0.11,"HitFairwayPercentage",2007
97,97,"Jeff Overton",60,64.15,519,809,-0.17,"HitFairwayPercentage",2007
98,98,"Justin Rose",63,64.06,385,601,-0.21,"HitFairwayPercentage",2007
99,99,"JJ Henry",86,64.05,636,993,-0.16,"HitFairwayPercentage",2007
100,100,"Woody Austin",95,63.9,793,1241,-0.15,"HitFairwayPercentage",2007
101,101,"Steve Flesch",100,63.76,855,1341,-0.11,"HitFairwayPercentage",2007
102,102,"Nick OHern",72,63.65,499,784,-0.12,"HitFairwayPercentage",2007
103,103,"Freddie Jacobson",70,63.62,626,984,-0.19,"HitFairwayPercentage",2007
104,104,"Steve Stricker",81,63.56,586,922,-0.24,"HitFairwayPercentage",2007
105,105,"Mark Hensby",81,63.45,698,1100,-0.13,"HitFairwayPercentage",2007
106,106,"Steve Lowery",74,63.43,659,1039,-0.17,"HitFairwayPercentage",2007
107,107,"Jason Gore",86,63.42,761,1200,-0.16,"HitFairwayPercentage",2007
108,108,"Craig Lile",77,63.37,666,1051,-0.17,"HitFairwayPercentage",2007
109,109,"Chad Campbell",96,63.31,692,1093,-0.15,"HitFairwayPercentage",2007
110,110,"Bill Haas",93,63.09,783,1241,-0.16,"HitFairwayPercentage",2007
111,111,"Shigeki Maruyama",84,63.02,731,1160,-0.16,"HitFairwayPercentage",2007
112,112,"DJ Brigman",67,62.91,519,825,-0.15,"HitFairwayPercentage",2007
112,112,"Will Ma Kenzie",100,62.91,843,1340,-0.16,"HitFairwayPercentage",2007
114,114,"Matt Hendrix",63,62.87,535,851,-0.12,"HitFairwayPercentage",2007
115,115,"Dicky Pride",71,62.86,589,937,-0.15,"HitFairwayPercentage",2007
116,116,"Nathan Green",103,62.72,811,1293,-0.17,"HitFairwayPercentage",2007
117,117,"Kevin Na",84,62.64,736,1175,-0.2,"HitFairwayPercentage",2007
118,118,"Jesper Parnevik",88,62.56,732,1170,-0.16,"HitFairwayPercentage",2007
119,119,"Bo Van Pelt",104,62.49,888,1421,-0.22,"HitFairwayPercentage",2007
120,120,"Stuart Appleby",74,62.44,517,828,-0.16,"HitFairwayPercentage",2007
121,121,"Nick Watney",87,62.36,686,1100,-0.19,"HitFairwayPercentage",2007
122,122,"Tim Herron",98,62.22,746,1199,-0.16,"HitFairwayPercentage",2007
123,123,"Arron Oberholser",69,62.02,467,753,-0.17,"HitFairwayPercentage",2007
124,124,"Michael Sim",52,61.92,452,730,-0.19,"HitFairwayPercentage",2007
125,125,"Chris Tidland",59,61.8,474,767,-0.17,"HitFairwayPercentage",2007
126,126,"Anthony Kim",93,61.73,729,1181,-0.19,"HitFairwayPercentage",2007
127,127,"Bubba Dickerson",51,61.68,404,655,-0.12,"HitFairwayPercentage",2007
128,128,"Robert Allenby",90,61.67,700,1135,-0.19,"HitFairwayPercentage",2007
129,129,"Jason Dufner",100,61.49,824,1340,-0.14,"HitFairwayPercentage",2007
129,129,"John Merrick",92,61.49,757,1231,-0.17,"HitFairwayPercentage",2007
131,131,"JP Hayes",89,61.34,760,1239,-0.17,"HitFairwayPercentage",2007
132,132,"Pat Perez",84,61.33,598,975,-0.21,"HitFairwayPercentage",2007
133,133,"Craig Barlow",52,61.24,444,725,-0.17,"HitFairwayPercentage",2007
133,133,"Joe Ogilvie",102,61.24,817,1334,-0.19,"HitFairwayPercentage",2007
135,135,"Cliff Kresge",107,61.22,914,1493,-0.17,"HitFairwayPercentage",2007
136,136,"Kevin Sutherland",85,61.08,656,1074,-0.17,"HitFairwayPercentage",2007
137,137,"Jarrod Lyle",77,61.04,622,1019,-0.17,"HitFairwayPercentage",2007
138,138,"Bob Tway",103,60.96,809,1327,-0.16,"HitFairwayPercentage",2007
139,139,"Steve Marino",106,60.93,853,1400,-0.15,"HitFairwayPercentage",2007
140,140,"Adam Scott",69,60.92,463,760,-0.25,"HitFairwayPercentage",2007
141,141,"Camilo Villegas",82,60.86,608,999,-0.16,"HitFairwayPercentage",2007
142,142,"Michael Putnam",96,60.76,731,1203,-0.14,"HitFairwayPercentage",2007
143,143,"Chris DiMarco",79,60.66,549,905,-0.12,"HitFairwayPercentage",2007
144,144,"Jason Schultz",63,60.61,500,825,-0.15,"HitFairwayPercentage",2007
145,145,"Vijay Singh",102,60.6,729,1203,-0.23,"HitFairwayPercentage",2007
146,146,"Troy Matteson",87,60.57,685,1131,-0.15,"HitFairwayPercentage",2007
147,147,"Tim Petrovic",106,60.55,878,1450,-0.17,"HitFairwayPercentage",2007
148,148,"Brandt Snedeker",105,60.49,784,1296,-0.17,"HitFairwayPercentage",2007
149,149,"Aaron Baddeley",83,60.42,577,955,-0.23,"HitFairwayPercentage",2007
150,150,"George McNeill",95,60.3,729,1209,-0.14,"HitFairwayPercentage",2007
151,151,"Tiger Woods",63,60.23,371,616,-0.3,"HitFairwayPercentage",2007
152,152,"Kevin Stadler",95,60.2,732,1216,-0.1,"HitFairwayPercentage",2007
153,153,"Steve Allan",63,60.17,494,821,-0.16,"HitFairwayPercentage",2007
154,154,"Geoff Ogilvy",84,60.11,541,900,-0.17,"HitFairwayPercentage",2007
155,155,"Paul Stankowski",52,60.03,401,668,-0.15,"HitFairwayPercentage",2007
156,156,"Marco Dawson",73,59.94,594,991,-0.14,"HitFairwayPercentage",2007
157,157,"Mathias Gronberg",95,59.77,792,1325,-0.17,"HitFairwayPercentage",2007
158,158,"Carl Pettersson",111,59.71,821,1375,-0.2,"HitFairwayPercentage",2007
159,159,"Jonathan Byrd",73,59.59,556,933,-0.23,"HitFairwayPercentage",2007
160,160,"Billy Andrade",88,59.56,729,1224,-0.14,"HitFairwayPercentage",2007
160,160,"Brett Wetterich",88,59.56,626,1051,-0.14,"HitFairwayPercentage",2007
162,162,"Jeff Sluman",60,59.34,394,664,-0.14,"HitFairwayPercentage",2007
163,163,"Lee Janzen",66,59.31,497,838,-0.14,"HitFairwayPercentage",2007
164,164,"Kyle Reifers",71,59.26,573,967,-0.13,"HitFairwayPercentage",2007
165,165,"Brendon de Jonge",76,59.2,595,1005,-0.19,"HitFairwayPercentage",2007
166,166,"Rory Sabbatini",81,58.98,555,941,-0.21,"HitFairwayPercentage",2007
167,167,"JB Holmes",71,58.9,569,966,-0.15,"HitFairwayPercentage",2007
168,168,"Brian Bateman",55,58.88,388,659,-0.1,"HitFairwayPercentage",2007
169,169,"Ryuji Imada",104,58.76,788,1341,-0.2,"HitFairwayPercentage",2007
170,170,"Phil Mickelson",73,58.74,484,824,-0.25,"HitFairwayPercentage",2007
171,171,"Ernie Els",59,58.44,360,616,-0.22,"HitFairwayPercentage",2007
172,172,"Todd Hamilton",76,58.37,537,920,-0.05,"HitFairwayPercentage",2007
173,173,"Ryan Palmer",91,58.34,724,1241,-0.15,"HitFairwayPercentage",2007
174,174,"Davis Love III",66,58.21,450,773,-0.12,"HitFairwayPercentage",2007
175,175,"Rich Barcelo",80,58.07,633,1090,-0.17,"HitFairwayPercentage",2007
176,176,"Andrew Buckle",77,57.97,593,1023,-0.17,"HitFairwayPercentage",2007
177,177,"Charley Hoffman",97,57.65,731,1268,-0.14,"HitFairwayPercentage",2007
178,178,"Padraig Harrington",64,57.53,386,671,-0.15,"HitFairwayPercentage",2007
179,179,"Parker McLachlin",83,57.19,632,1105,-0.14,"HitFairwayPercentage",2007
180,180,"Tag Ridings",52,57.1,398,697,-0.21,"HitFairwayPercentage",2007
181,181,"Chris Couch",76,56.69,602,1062,-0.13,"HitFairwayPercentage",2007
182,182,"Eric Axley",107,56.67,816,1440,-0.13,"HitFairwayPercentage",2007
183,183,"Stewart Cink",91,56.56,586,1036,-0.21,"HitFairwayPercentage",2007
184,184,"Sergio Garcia",68,56.54,441,780,-0.2,"HitFairwayPercentage",2007
185,185,"Bubba Watson",80,56.12,578,1030,-0.22,"HitFairwayPercentage",2007
186,186,"Scott Gutschewski",67,55.96,493,881,-0.15,"HitFairwayPercentage",2007
187,187,"Henrik Stenson",52,55.95,282,504,-0.11,"HitFairwayPercentage",2007
188,188,"Harrison Frazar",88,55.84,641,1148,-0.17,"HitFairwayPercentage",2007
189,189,"Daniel Chopra",106,55.51,806,1452,-0.15,"HitFairwayPercentage",2007
190,190,"Brett Quigley",79,55.04,508,923,-0.18,"HitFairwayPercentage",2007
191,191,"Bryce Molder",56,54.89,415,756,-0.16,"HitFairwayPercentage",2007
192,192,"Robert Garrigus",95,52.94,703,1328,-0.17,"HitFairwayPercentage",2007
193,193,"Retief Goosen",50,52.73,251,476,-0.11,"HitFairwayPercentage",2007
194,194,"Jose Maria Olazabal",52,51.88,290,559,-0.09,"HitFairwayPercentage",2007
195,195,"Charles Howell III",89,49.65,498,1003,-0.24,"HitFairwayPercentage",2007
196,196,"John Daly",59,42.8,318,743,-0.19,"HitFairwayPercentage",2007
