"DrivingAccuracyPercentage_RANKTHISWEEK_2007","DrivingAccuracyPercentage_RANKLASTWEEK_2007","DrivingAccuracyPercentage_PLAYERNAME_2007","DrivingAccuracyPercentage_ROUNDS_2007","DrivingAccuracyPercentage_Pct_2007","DrivingAccuracyPercentage_FAIRWAYSHIT_2007","DrivingAccuracyPercentage_POSSIBLEFAIRWAYS_2007","stat_name","year"
84,84,"Tripp Isenhour",86,64.37,737,1145,"DrivingAccuracyPercentage",2007
85,85,"Michael Allen",74,64.31,627,975,"DrivingAccuracyPercentage",2007
85,85,"Ted Purdy",102,64.31,881,1370,"DrivingAccuracyPercentage",2007
87,87,"Vaughn Taylor",91,64.2,780,1215,"DrivingAccuracyPercentage",2007
88,88,"Johnson Wagner",97,64.18,869,1354,"DrivingAccuracyPercentage",2007
89,89,"Lucas Glover",98,64.14,873,1361,"DrivingAccuracyPercentage",2007
90,90,"Greg Owen",81,64.08,710,1108,"DrivingAccuracyPercentage",2007
91,91,"Tom Lehman",62,64.01,555,867,"DrivingAccuracyPercentage",2007
92,92,"Ryan Moore",92,64,823,1286,"DrivingAccuracyPercentage",2007
92,92,"Dean Wilson",92,64,823,1286,"DrivingAccuracyPercentage",2007
94,94,"JJ Henry",86,63.96,763,1193,"DrivingAccuracyPercentage",2007
95,95,"Justin Rose",63,63.93,530,829,"DrivingAccuracyPercentage",2007
96,96,"Mike Weir",82,63.82,725,1136,"DrivingAccuracyPercentage",2007
97,97,"Steve Stricker",81,63.73,715,1122,"DrivingAccuracyPercentage",2007
98,98,"Jeff Overton",60,63.66,515,809,"DrivingAccuracyPercentage",2007
99,99,"Freddie Jacobson",70,63.62,626,984,"DrivingAccuracyPercentage",2007
100,100,"Steve Flesch",100,63.56,888,1397,"DrivingAccuracyPercentage",2007
101,101,"Mark Hensby",81,63.45,717,1130,"DrivingAccuracyPercentage",2007
102,102,"Jason Gore",86,63.33,760,1200,"DrivingAccuracyPercentage",2007
102,102,"Steve Lowery",74,63.33,658,1039,"DrivingAccuracyPercentage",2007
102,102,"Rod Pampling",92,63.33,803,1268,"DrivingAccuracyPercentage",2007
105,105,"Woody Austin",95,63.32,839,1325,"DrivingAccuracyPercentage",2007
106,106,"Craig Lile",77,63.27,665,1051,"DrivingAccuracyPercentage",2007
107,107,"Ian Poulter",63,63.23,533,843,"DrivingAccuracyPercentage",2007
108,108,"Shigeki Maruyama",84,63.02,731,1160,"DrivingAccuracyPercentage",2007
109,109,"Bill Haas",93,62.93,781,1241,"DrivingAccuracyPercentage",2007
110,110,"Chad Campbell",96,62.79,793,1263,"DrivingAccuracyPercentage",2007
111,111,"Nick OHern",72,62.68,598,954,"DrivingAccuracyPercentage",2007
112,112,"Dicky Pride",71,62.65,587,937,"DrivingAccuracyPercentage",2007
113,113,"Kevin Na",84,62.64,736,1175,"DrivingAccuracyPercentage",2007
114,114,"Matt Hendrix",63,62.63,533,851,"DrivingAccuracyPercentage",2007
115,115,"Jesper Parnevik",88,62.31,729,1170,"DrivingAccuracyPercentage",2007
116,116,"DJ Brigman",67,62.2,548,881,"DrivingAccuracyPercentage",2007
117,117,"Will Ma Kenzie",100,62.11,867,1396,"DrivingAccuracyPercentage",2007
118,118,"Bo Van Pelt",104,61.97,898,1449,"DrivingAccuracyPercentage",2007
119,119,"Michael Sim",52,61.92,452,730,"DrivingAccuracyPercentage",2007
120,120,"Nathan Green",103,61.8,851,1377,"DrivingAccuracyPercentage",2007
120,120,"Chris Tidland",59,61.8,474,767,"DrivingAccuracyPercentage",2007
122,122,"Tim Herron",98,61.78,810,1311,"DrivingAccuracyPercentage",2007
123,123,"Arron Oberholser",69,61.7,588,953,"DrivingAccuracyPercentage",2007
124,124,"Bubba Dickerson",51,61.68,404,655,"DrivingAccuracyPercentage",2007
125,125,"John Merrick",92,61.41,756,1231,"DrivingAccuracyPercentage",2007
126,126,"JP Hayes",89,61.26,759,1239,"DrivingAccuracyPercentage",2007
127,127,"Joe Ogilvie",102,61.23,834,1362,"DrivingAccuracyPercentage",2007
128,128,"Cliff Kresge",107,61.15,913,1493,"DrivingAccuracyPercentage",2007
129,129,"Pat Perez",84,61.13,684,1119,"DrivingAccuracyPercentage",2007
130,130,"Nick Watney",87,61.02,742,1216,"DrivingAccuracyPercentage",2007
131,131,"Craig Barlow",52,60.97,442,725,"DrivingAccuracyPercentage",2007
132,132,"Robert Allenby",90,60.85,760,1249,"DrivingAccuracyPercentage",2007
133,133,"Jarrod Lyle",77,60.84,620,1019,"DrivingAccuracyPercentage",2007
134,134,"Anthony Kim",93,60.79,786,1293,"DrivingAccuracyPercentage",2007
135,135,"Jason Dufner",100,60.74,848,1396,"DrivingAccuracyPercentage",2007
136,136,"Steve Marino",106,60.71,867,1428,"DrivingAccuracyPercentage",2007
137,137,"Kevin Sutherland",85,60.62,719,1186,"DrivingAccuracyPercentage",2007
138,138,"Jason Schultz",63,60.61,500,825,"DrivingAccuracyPercentage",2007
139,139,"Bob Tway",103,60.45,836,1383,"DrivingAccuracyPercentage",2007
140,140,"Stuart Appleby",74,60.43,620,1026,"DrivingAccuracyPercentage",2007
141,141,"Kevin Stadler",95,60.27,769,1276,"DrivingAccuracyPercentage",2007
142,142,"Camilo Villegas",82,60.23,686,1139,"DrivingAccuracyPercentage",2007
143,143,"Tim Petrovic",106,60.22,890,1478,"DrivingAccuracyPercentage",2007
144,144,"Steve Allan",63,60.05,493,821,"DrivingAccuracyPercentage",2007
145,145,"Paul Stankowski",52,60.03,401,668,"DrivingAccuracyPercentage",2007
146,146,"Aaron Baddeley",83,60,675,1125,"DrivingAccuracyPercentage",2007
147,147,"Michael Putnam",96,59.97,773,1289,"DrivingAccuracyPercentage",2007
148,148,"Troy Matteson",87,59.92,728,1215,"DrivingAccuracyPercentage",2007
149,149,"Jonathan Byrd",73,59.84,611,1021,"DrivingAccuracyPercentage",2007
149,149,"Marco Dawson",73,59.84,593,991,"DrivingAccuracyPercentage",2007
149,149,"George McNeill",95,59.84,757,1265,"DrivingAccuracyPercentage",2007
152,152,"Tiger Woods",63,59.83,505,844,"DrivingAccuracyPercentage",2007
153,153,"Brandt Snedeker",105,59.8,842,1408,"DrivingAccuracyPercentage",2007
154,154,"Mathias Gronberg",95,59.7,791,1325,"DrivingAccuracyPercentage",2007
155,155,"Vijay Singh",102,59.66,837,1403,"DrivingAccuracyPercentage",2007
156,156,"Billy Andrade",88,59.56,729,1224,"DrivingAccuracyPercentage",2007
157,157,"Carl Pettersson",111,59.41,919,1547,"DrivingAccuracyPercentage",2007
157,157,"Jeff Sluman",60,59.41,461,776,"DrivingAccuracyPercentage",2007
159,159,"Brendon de Jonge",76,59.2,595,1005,"DrivingAccuracyPercentage",2007
160,160,"Adam Scott",69,59.17,568,960,"DrivingAccuracyPercentage",2007
161,161,"Kyle Reifers",71,59.15,572,967,"DrivingAccuracyPercentage",2007
162,162,"Rory Sabbatini",81,59.14,657,1111,"DrivingAccuracyPercentage",2007
163,163,"Lee Janzen",66,59.06,528,894,"DrivingAccuracyPercentage",2007
164,164,"Chris DiMarco",79,59.05,636,1077,"DrivingAccuracyPercentage",2007
165,165,"Geoff Ogilvy",84,59.02,648,1098,"DrivingAccuracyPercentage",2007
166,166,"Ryuji Imada",104,58.77,821,1397,"DrivingAccuracyPercentage",2007
167,167,"Brian Bateman",55,58.74,420,715,"DrivingAccuracyPercentage",2007
168,168,"JB Holmes",71,58.7,567,966,"DrivingAccuracyPercentage",2007
169,169,"Davis Love III",66,58.58,536,915,"DrivingAccuracyPercentage",2007
170,170,"Brett Wetterich",88,58.15,710,1221,"DrivingAccuracyPercentage",2007
171,171,"Andrew Buckle",77,58.14,611,1051,"DrivingAccuracyPercentage",2007
172,172,"Rich Barcelo",80,58.07,633,1090,"DrivingAccuracyPercentage",2007
173,173,"Ryan Palmer",91,57.92,735,1269,"DrivingAccuracyPercentage",2007
174,174,"Padraig Harrington",64,57.52,501,871,"DrivingAccuracyPercentage",2007
175,175,"Tag Ridings",52,57.1,398,697,"DrivingAccuracyPercentage",2007
176,176,"Charley Hoffman",97,57.08,774,1356,"DrivingAccuracyPercentage",2007
177,177,"Todd Hamilton",76,57.06,606,1062,"DrivingAccuracyPercentage",2007
178,178,"Parker McLachlin",83,57.01,630,1105,"DrivingAccuracyPercentage",2007
179,179,"Ernie Els",59,56.99,465,816,"DrivingAccuracyPercentage",2007
180,180,"Henrik Stenson",52,56.97,368,646,"DrivingAccuracyPercentage",2007
181,181,"Phil Mickelson",73,56.94,566,994,"DrivingAccuracyPercentage",2007
182,182,"Chris Couch",76,56.59,601,1062,"DrivingAccuracyPercentage",2007
183,183,"Stewart Cink",91,56.47,698,1236,"DrivingAccuracyPercentage",2007
184,184,"Sergio Garcia",68,56.28,520,924,"DrivingAccuracyPercentage",2007
185,185,"Scott Gutschewski",67,55.96,493,881,"DrivingAccuracyPercentage",2007
186,186,"Brett Quigley",79,55.9,611,1093,"DrivingAccuracyPercentage",2007
187,187,"Eric Axley",107,55.88,836,1496,"DrivingAccuracyPercentage",2007
188,188,"Bubba Watson",80,55.66,620,1114,"DrivingAccuracyPercentage",2007
189,189,"Daniel Chopra",106,55.34,819,1480,"DrivingAccuracyPercentage",2007
190,190,"Harrison Frazar",88,55.07,663,1204,"DrivingAccuracyPercentage",2007
191,191,"Bryce Molder",56,54.82,415,757,"DrivingAccuracyPercentage",2007
192,192,"Retief Goosen",50,53.55,362,676,"DrivingAccuracyPercentage",2007
193,193,"Robert Garrigus",95,52.86,702,1328,"DrivingAccuracyPercentage",2007
194,194,"Jose Maria Olazabal",52,50.5,353,699,"DrivingAccuracyPercentage",2007
195,195,"Charles Howell III",89,49.54,595,1201,"DrivingAccuracyPercentage",2007
196,196,"John Daly",59,41.86,347,829,"DrivingAccuracyPercentage",2007
