"YTDConsecutiveCuts_RANKTHISWEEK_2015","YTDConsecutiveCuts_RANKLASTWEEK_2015","YTDConsecutiveCuts_PLAYERNAME_2015","YTDConsecutiveCuts__2015","YTDConsecutiveCuts_NUMBEROFCUTS_2015","stat_name","year"
38,38,"Hideki Matsuyama",NA,4,"YTDConsecutiveCuts",2015
38,38,"Kevin Na",NA,4,"YTDConsecutiveCuts",2015
38,38,"Sean OHair",NA,4,"YTDConsecutiveCuts",2015
38,38,"Vijay Singh",NA,4,"YTDConsecutiveCuts",2015
38,38,"Cameron Smith",NA,4,"YTDConsecutiveCuts",2015
38,38,"Kevin Streelman",NA,4,"YTDConsecutiveCuts",2015
38,38,"Daniel Summerhays",NA,4,"YTDConsecutiveCuts",2015
58,58,"Daniel Berger",NA,3,"YTDConsecutiveCuts",2015
58,58,"Zac Blair",NA,3,"YTDConsecutiveCuts",2015
58,58,"Ernie Els",NA,3,"YTDConsecutiveCuts",2015
58,58,"Rickie Fowler",NA,3,"YTDConsecutiveCuts",2015
58,58,"Fabian Gomez",NA,3,"YTDConsecutiveCuts",2015
58,58,"Emiliano Grillo",NA,3,"YTDConsecutiveCuts",2015
58,58,"Brian Harman",NA,3,"YTDConsecutiveCuts",2015
58,58,"Russell Knox",NA,3,"YTDConsecutiveCuts",2015
58,58,"Anirban Lahiri",NA,3,"YTDConsecutiveCuts",2015
58,58,"Justin Leonard",NA,3,"YTDConsecutiveCuts",2015
58,58,"Spencer Levin",NA,3,"YTDConsecutiveCuts",2015
58,58,"Ryan Palmer",NA,3,"YTDConsecutiveCuts",2015
58,58,"Pat Perez",NA,3,"YTDConsecutiveCuts",2015
58,58,"Patrick Rodgers",NA,3,"YTDConsecutiveCuts",2015
58,58,"Rory Sabbatini",NA,3,"YTDConsecutiveCuts",2015
58,58,"Brandt Snedeker",NA,3,"YTDConsecutiveCuts",2015
58,58,"Shawn Stefani",NA,3,"YTDConsecutiveCuts",2015
58,58,"Steve Stricker",NA,3,"YTDConsecutiveCuts",2015
58,58,"Brendon Todd",NA,3,"YTDConsecutiveCuts",2015
58,58,"Cameron Tringale",NA,3,"YTDConsecutiveCuts",2015
58,58,"Camilo Villegas",NA,3,"YTDConsecutiveCuts",2015
58,58,"Danny Willett",NA,3,"YTDConsecutiveCuts",2015
58,58,"YE Yang",NA,3,"YTDConsecutiveCuts",2015
81,81,"Thomas Bjorn",NA,2,"YTDConsecutiveCuts",2015
81,81,"Steven Bowditch",NA,2,"YTDConsecutiveCuts",2015
81,81,"Keegan Bradley",NA,2,"YTDConsecutiveCuts",2015
81,81,"George Coetzee",NA,2,"YTDConsecutiveCuts",2015
81,81,"Austin Connelly",NA,2,"YTDConsecutiveCuts",2015
81,81,"Brendon de Jonge",NA,2,"YTDConsecutiveCuts",2015
81,81,"Victor Dubuisson",NA,2,"YTDConsecutiveCuts",2015
81,81,"Derek Ernst",NA,2,"YTDConsecutiveCuts",2015
81,81,"Martin Flores",NA,2,"YTDConsecutiveCuts",2015
81,81,"Marcus Fraser",NA,2,"YTDConsecutiveCuts",2015
81,81,"Oscar Fraustro",NA,2,"YTDConsecutiveCuts",2015
81,81,"Lucas Glover",NA,2,"YTDConsecutiveCuts",2015
81,81,"Billy Horschel",NA,2,"YTDConsecutiveCuts",2015
81,81,"Mikko Ilonen",NA,2,"YTDConsecutiveCuts",2015
81,81,"Ryo Ishikawa",NA,2,"YTDConsecutiveCuts",2015
81,81,"Jerry Kelly",NA,2,"YTDConsecutiveCuts",2015
81,81,"Troy Kelly",NA,2,"YTDConsecutiveCuts",2015
81,81,"Hyung Sung Kim",NA,2,"YTDConsecutiveCuts",2015
81,81,"Chris Kirk",NA,2,"YTDConsecutiveCuts",2015
81,81,"Jason Knutzon",NA,2,"YTDConsecutiveCuts",2015
81,81,"Brooks Koepka",NA,2,"YTDConsecutiveCuts",2015
81,81,"Antonio Lascuna",NA,2,"YTDConsecutiveCuts",2015
81,81,"Jamie Lovemark",NA,2,"YTDConsecutiveCuts",2015
81,81,"Hunter Mahan",NA,2,"YTDConsecutiveCuts",2015
81,81,"William McGirt",NA,2,"YTDConsecutiveCuts",2015
81,81,"Maverick McNealy",NA,2,"YTDConsecutiveCuts",2015
81,81,"James Morrison",NA,2,"YTDConsecutiveCuts",2015
81,81,"Mark OMeara",NA,2,"YTDConsecutiveCuts",2015
81,81,"Koumei Oda",NA,2,"YTDConsecutiveCuts",2015
81,81,"Carlos Ortiz",NA,2,"YTDConsecutiveCuts",2015
81,81,"Cheng Tsung Pan",NA,2,"YTDConsecutiveCuts",2015
81,81,"Scott Piercy",NA,2,"YTDConsecutiveCuts",2015
81,81,"Scott Pinckney",NA,2,"YTDConsecutiveCuts",2015
81,81,"Andy Pope",NA,2,"YTDConsecutiveCuts",2015
81,81,"Ian Poulter",NA,2,"YTDConsecutiveCuts",2015
81,81,"Alex Prugh",NA,2,"YTDConsecutiveCuts",2015
81,81,"Alvaro Quiros",NA,2,"YTDConsecutiveCuts",2015
81,81,"Jon Rahm",NA,2,"YTDConsecutiveCuts",2015
81,81,"Chris Riley",NA,2,"YTDConsecutiveCuts",2015
81,81,"Justin Rose",NA,2,"YTDConsecutiveCuts",2015
81,81,"John Senden",NA,2,"YTDConsecutiveCuts",2015
81,81,"Marcel Siem",NA,2,"YTDConsecutiveCuts",2015
81,81,"Chris Smith",NA,2,"YTDConsecutiveCuts",2015
81,81,"Byron Smith",NA,2,"YTDConsecutiveCuts",2015
81,81,"Jordan Spieth",NA,2,"YTDConsecutiveCuts",2015
81,81,"Gary Stal",NA,2,"YTDConsecutiveCuts",2015
81,81,"Brendan Steele",NA,2,"YTDConsecutiveCuts",2015
81,81,"Hudson Swafford",NA,2,"YTDConsecutiveCuts",2015
81,81,"DJ Trahan",NA,2,"YTDConsecutiveCuts",2015
81,81,"Johnson Wagner",NA,2,"YTDConsecutiveCuts",2015
81,81,"Jimmy Walker",NA,2,"YTDConsecutiveCuts",2015
81,81,"Nick Watney",NA,2,"YTDConsecutiveCuts",2015
81,81,"Cory Whitsett",NA,2,"YTDConsecutiveCuts",2015
81,81,"Mark Wilson",NA,2,"YTDConsecutiveCuts",2015
81,81,"Oliver Wilson",NA,2,"YTDConsecutiveCuts",2015
81,81,"Gary Woodland",NA,2,"YTDConsecutiveCuts",2015
