"CurrentParorBetterStreak_RANKTHISWEEK_2008","CurrentParorBetterStreak_RANKLASTWEEK_2008","CurrentParorBetterStreak_PLAYERNAME_2008","CurrentParorBetterStreak_EVENTS_2008","CurrentParorBetterStreak_NUMBEROFROUNDS_2008","stat_name","year"
50,50,"Lucas Glover",147,4,"CurrentParorBetterStreak",2008
50,50,"Jason Gore",160,4,"CurrentParorBetterStreak",2008
50,50,"Lee Janzen",508,4,"CurrentParorBetterStreak",2008
50,50,"Brandt Jobe",243,4,"CurrentParorBetterStreak",2008
50,50,"Andrew McLardy",32,4,"CurrentParorBetterStreak",2008
50,50,"Brenden Pappas",129,4,"CurrentParorBetterStreak",2008
50,50,"Tom Pernice Jr",495,4,"CurrentParorBetterStreak",2008
50,50,"Tag Ridings",133,4,"CurrentParorBetterStreak",2008
50,50,"Jeff Sluman",686,4,"CurrentParorBetterStreak",2008
50,50,"Kevin Stadler",105,4,"CurrentParorBetterStreak",2008
50,50,"Scott Sterling",29,4,"CurrentParorBetterStreak",2008
50,50,"Kevin Streelman",36,4,"CurrentParorBetterStreak",2008
50,50,"Esteban Toledo",275,4,"CurrentParorBetterStreak",2008
50,50,"Marc Turnesa",29,4,"CurrentParorBetterStreak",2008
50,50,"Omar Uresti",300,4,"CurrentParorBetterStreak",2008
50,50,"Jhonattan Vegas",2,4,"CurrentParorBetterStreak",2008
50,50,"Jimmy Walker",59,4,"CurrentParorBetterStreak",2008
50,50,"Tim Wilkinson",31,4,"CurrentParorBetterStreak",2008
78,78,"Jason Allred",55,3,"CurrentParorBetterStreak",2008
78,78,"Briny Baird",266,3,"CurrentParorBetterStreak",2008
78,78,"Casey Bourque",2,3,"CurrentParorBetterStreak",2008
78,78,"Mark Brooks",741,3,"CurrentParorBetterStreak",2008
78,78,"Jonathan Byrd",187,3,"CurrentParorBetterStreak",2008
78,78,"Ben Curtis",138,3,"CurrentParorBetterStreak",2008
78,78,"Brian Davis",124,3,"CurrentParorBetterStreak",2008
78,78,"Fred Funk",595,3,"CurrentParorBetterStreak",2008
78,78,"Jim Furyk",375,3,"CurrentParorBetterStreak",2008
78,78,"Mark Hensby",147,3,"CurrentParorBetterStreak",2008
78,78,"Craig Kanada",113,3,"CurrentParorBetterStreak",2008
78,78,"Larry Mize",588,3,"CurrentParorBetterStreak",2008
78,78,"Pat Perez",192,3,"CurrentParorBetterStreak",2008
78,78,"Travis Perkins",23,3,"CurrentParorBetterStreak",2008
78,78,"Brett Quigley",324,3,"CurrentParorBetterStreak",2008
78,78,"Rory Sabbatini",237,3,"CurrentParorBetterStreak",2008
78,78,"Jon Turcott",6,3,"CurrentParorBetterStreak",2008
78,78,"Camilo Villegas",85,3,"CurrentParorBetterStreak",2008
96,96,"Stuart Appleby",311,2,"CurrentParorBetterStreak",2008
96,96,"Ryan Armour",64,2,"CurrentParorBetterStreak",2008
96,96,"Paul Azinger",571,2,"CurrentParorBetterStreak",2008
96,96,"Brian Bateman",173,2,"CurrentParorBetterStreak",2008
96,96,"Shane Bertsch",125,2,"CurrentParorBetterStreak",2008
96,96,"Jason Bohn",119,2,"CurrentParorBetterStreak",2008
96,96,"Justin Bolli",52,2,"CurrentParorBetterStreak",2008
96,96,"SSP Chawrasia",1,2,"CurrentParorBetterStreak",2008
96,96,"Daniel Chopra",157,2,"CurrentParorBetterStreak",2008
96,96,"James Driscoll",95,2,"CurrentParorBetterStreak",2008
96,96,"Brad Elder",146,2,"CurrentParorBetterStreak",2008
96,96,"Ernie Els",238,2,"CurrentParorBetterStreak",2008
96,96,"Brad Faxon",625,2,"CurrentParorBetterStreak",2008
96,96,"Kenneth Ferrie",35,2,"CurrentParorBetterStreak",2008
96,96,"Richard Finch",2,2,"CurrentParorBetterStreak",2008
96,96,"Alastair Forsyth",8,2,"CurrentParorBetterStreak",2008
96,96,"Rob Grube",1,2,"CurrentParorBetterStreak",2008
96,96,"Todd Hamilton",149,2,"CurrentParorBetterStreak",2008
96,96,"Bob Heintz",131,2,"CurrentParorBetterStreak",2008
96,96,"Hidemasa Hoshino",2,2,"CurrentParorBetterStreak",2008
96,96,"David Lutterus",23,2,"CurrentParorBetterStreak",2008
96,96,"Jim McGovern",369,2,"CurrentParorBetterStreak",2008
96,96,"John Morse",166,2,"CurrentParorBetterStreak",2008
96,96,"Nick OHern",78,2,"CurrentParorBetterStreak",2008
96,96,"Geoff Ogilvy",184,2,"CurrentParorBetterStreak",2008
96,96,"Stephen Poole",1,2,"CurrentParorBetterStreak",2008
96,96,"Fran Quinn",47,2,"CurrentParorBetterStreak",2008
96,96,"Jeff Quinney",72,2,"CurrentParorBetterStreak",2008
96,96,"Michael Sim",26,2,"CurrentParorBetterStreak",2008
96,96,"Brandt Snedeker",65,2,"CurrentParorBetterStreak",2008
96,96,"Kyle Thompson",29,2,"CurrentParorBetterStreak",2008
96,96,"Drew Weaver",5,2,"CurrentParorBetterStreak",2008
96,96,"Casey Wittenberg",26,2,"CurrentParorBetterStreak",2008
