"ApproachPuttPerformance_RANKTHISWEEK_2012","ApproachPuttPerformance_RANKLASTWEEK_2012","ApproachPuttPerformance_PLAYERNAME_2012","ApproachPuttPerformance_ROUNDS_2012","ApproachPuttPerformance_VALUE_2012","ApproachPuttPerformance_ATTEMPTS_2012","ApproachPuttPerformance_TOTALDISTANCEFEET_2012","stat_name","year"
74,74,"Stuart Appleby",75,NA,702,1634.25,"ApproachPuttPerformance",2012
74,74,"Arjun Atwal",79,NA,726,1665.833,"ApproachPuttPerformance",2012
74,74,"Aaron Baddeley",73,NA,534,1253.917,"ApproachPuttPerformance",2012
74,74,"Sangmoon Bae",81,NA,596,1371,"ApproachPuttPerformance",2012
74,74,"Scott Brown",65,NA,577,1343.667,"ApproachPuttPerformance",2012
74,74,"Chad Campbell",84,NA,836,1925.083,"ApproachPuttPerformance",2012
74,74,"Roberto Castro",92,NA,834,1953.833,"ApproachPuttPerformance",2012
74,74,"Bud Cauley",99,NA,964,2222.917,"ApproachPuttPerformance",2012
74,74,"Daniel Chopra",55,NA,441,1040.5,"ApproachPuttPerformance",2012
74,74,"Gary Christian",91,NA,842,1983.583,"ApproachPuttPerformance",2012
74,74,"Will Claxton",99,NA,962,2271.083,"ApproachPuttPerformance",2012
74,74,"Chris Couch",61,NA,571,1316.083,"ApproachPuttPerformance",2012
74,74,"Brian Davis",91,NA,806,1865.333,"ApproachPuttPerformance",2012
74,74,"Luke Donald",63,NA,498,1178.75,"ApproachPuttPerformance",2012
74,74,"James Driscoll",83,NA,740,1745.833,"ApproachPuttPerformance",2012
74,74,"Matt Every",80,NA,675,1564,"ApproachPuttPerformance",2012
74,74,"Rickie Fowler",84,NA,702,1657.667,"ApproachPuttPerformance",2012
74,74,"Harrison Frazar",56,NA,511,1209.167,"ApproachPuttPerformance",2012
74,74,"Bobby Gates",87,NA,852,1994.25,"ApproachPuttPerformance",2012
74,74,"Charley Hoffman",88,NA,838,1975.75,"ApproachPuttPerformance",2012
74,74,"JB Holmes",90,NA,830,1937.417,"ApproachPuttPerformance",2012
74,74,"JJ Killeen",101,NA,867,2012.833,"ApproachPuttPerformance",2012
74,74,"Chris Kirk",93,NA,914,2164,"ApproachPuttPerformance",2012
74,74,"Kevin Kisner",69,NA,556,1305.917,"ApproachPuttPerformance",2012
74,74,"Russell Knox",72,NA,635,1475.417,"ApproachPuttPerformance",2012
74,74,"Marc Leishman",84,NA,819,1890.083,"ApproachPuttPerformance",2012
74,74,"Hunter Mahan",88,NA,736,1739.833,"ApproachPuttPerformance",2012
74,74,"Troy Matteson",100,NA,900,2065.75,"ApproachPuttPerformance",2012
74,74,"Rory McIlroy",60,NA,407,949.167,"ApproachPuttPerformance",2012
74,74,"Rod Pampling",88,NA,774,1832.25,"ApproachPuttPerformance",2012
74,74,"Carl Pettersson",92,NA,821,1882.917,"ApproachPuttPerformance",2012
74,74,"Kyle Reifers",86,NA,844,1966.25,"ApproachPuttPerformance",2012
74,74,"Vijay Singh",99,NA,891,2073.75,"ApproachPuttPerformance",2012
74,74,"David Toms",60,NA,483,1136.583,"ApproachPuttPerformance",2012
74,74,"Camilo Villegas",79,NA,841,1990.083,"ApproachPuttPerformance",2012
74,74,"Jimmy Walker",101,NA,980,2294.833,"ApproachPuttPerformance",2012
74,74,"Boo Weekley",74,NA,699,1652.417,"ApproachPuttPerformance",2012
111,111,"Blake Adams",107,NA,979,2349,"ApproachPuttPerformance",2012
111,111,"Stephen Ames",54,NA,426,1029.333,"ApproachPuttPerformance",2012
111,111,"Jonas Blixt",72,NA,628,1511.25,"ApproachPuttPerformance",2012
111,111,"Tim Clark",60,NA,542,1288.667,"ApproachPuttPerformance",2012
111,111,"Graham DeLaet",79,NA,782,1900.667,"ApproachPuttPerformance",2012
111,111,"Martin Flores",95,NA,870,2080.833,"ApproachPuttPerformance",2012
111,111,"Stephen Gangluff",57,NA,478,1136.417,"ApproachPuttPerformance",2012
111,111,"Robert Garrigus",89,NA,810,1957.333,"ApproachPuttPerformance",2012
111,111,"Mathew Goggin",65,NA,625,1520.417,"ApproachPuttPerformance",2012
111,111,"Billy Hurley III",70,NA,597,1463.333,"ApproachPuttPerformance",2012
111,111,"Ryuji Imada",78,NA,712,1745.417,"ApproachPuttPerformance",2012
111,111,"Brandt Jobe",57,NA,507,1210.417,"ApproachPuttPerformance",2012
111,111,"Sung Kang",75,NA,653,1574.25,"ApproachPuttPerformance",2012
111,111,"Robert Karlsson",54,NA,414,1014.25,"ApproachPuttPerformance",2012
111,111,"Edward Loar",59,NA,483,1152.417,"ApproachPuttPerformance",2012
111,111,"Jeff Maggert",83,NA,864,2063.333,"ApproachPuttPerformance",2012
111,111,"David Mathis",83,NA,707,1726.333,"ApproachPuttPerformance",2012
111,111,"Graeme McDowell",55,NA,413,990.083,"ApproachPuttPerformance",2012
111,111,"William McGirt",96,NA,874,2082.667,"ApproachPuttPerformance",2012
111,111,"Ryan Moore",89,NA,865,2076.333,"ApproachPuttPerformance",2012
111,111,"Kevin Na",80,NA,663,1576,"ApproachPuttPerformance",2012
111,111,"Louis Oosthuizen",65,NA,548,1337.75,"ApproachPuttPerformance",2012
111,111,"Jeff Overton",101,NA,949,2291.083,"ApproachPuttPerformance",2012
111,111,"Ryan Palmer",81,NA,734,1777.75,"ApproachPuttPerformance",2012
111,111,"Scott Piercy",95,NA,903,2170.833,"ApproachPuttPerformance",2012
111,111,"Alexandre Rocha",62,NA,596,1417.083,"ApproachPuttPerformance",2012
111,111,"Rory Sabbatini",84,NA,741,1770.917,"ApproachPuttPerformance",2012
111,111,"Adam Scott",59,NA,459,1127.167,"ApproachPuttPerformance",2012
111,111,"Brandt Snedeker",81,NA,640,1537.833,"ApproachPuttPerformance",2012
111,111,"Scott Stallings",78,NA,773,1895.667,"ApproachPuttPerformance",2012
111,111,"Kyle Thompson",51,NA,429,1045.583,"ApproachPuttPerformance",2012
111,111,"Bo Van Pelt",84,NA,665,1631.333,"ApproachPuttPerformance",2012
111,111,"Jhonattan Vegas",77,NA,791,1933.167,"ApproachPuttPerformance",2012
111,111,"Johnson Wagner",88,NA,843,2067.167,"ApproachPuttPerformance",2012
111,111,"Charlie Wi",86,NA,752,1804.667,"ApproachPuttPerformance",2012
146,146,"Mark Anderson",75,NA,654,1621.167,"ApproachPuttPerformance",2012
146,146,"Charlie Beljan",61,NA,500,1263.833,"ApproachPuttPerformance",2012
146,146,"Matt Bettencourt",80,NA,631,1565.917,"ApproachPuttPerformance",2012
146,146,"Kris Blanks",65,NA,681,1705.417,"ApproachPuttPerformance",2012
146,146,"Jonathan Byrd",69,NA,584,1438.5,"ApproachPuttPerformance",2012
146,146,"Miguel Angel Carballo",73,NA,641,1607.083,"ApproachPuttPerformance",2012
146,146,"Gavin Coles",72,NA,587,1461.583,"ApproachPuttPerformance",2012
146,146,"John Daly",50,NA,400,1010.417,"ApproachPuttPerformance",2012
146,146,"Harris English",98,NA,978,2452.25,"ApproachPuttPerformance",2012
146,146,"Tommy Gainey",98,NA,948,2399.583,"ApproachPuttPerformance",2012
146,146,"Tom Gillis",75,NA,717,1805.583,"ApproachPuttPerformance",2012
146,146,"Nathan Green",73,NA,614,1558.417,"ApproachPuttPerformance",2012
146,146,"Derek Lamely",64,NA,589,1455.25,"ApproachPuttPerformance",2012
146,146,"Danny Lee",74,NA,630,1551.25,"ApproachPuttPerformance",2012
146,146,"Richard Lee",71,NA,635,1600,"ApproachPuttPerformance",2012
146,146,"Bill Lunde",83,NA,720,1785.583,"ApproachPuttPerformance",2012
146,146,"Billy Mayfair",90,NA,855,2155.75,"ApproachPuttPerformance",2012
146,146,"Sean OHair",84,NA,867,2132.5,"ApproachPuttPerformance",2012
146,146,"Geoff Ogilvy",73,NA,564,1425.333,"ApproachPuttPerformance",2012
146,146,"Pat Perez",81,NA,720,1782.167,"ApproachPuttPerformance",2012
146,146,"Tom Pernice Jr",62,NA,557,1383.25,"ApproachPuttPerformance",2012
146,146,"Ian Poulter",57,NA,391,967.25,"ApproachPuttPerformance",2012
146,146,"Charl Schwartzel",56,NA,422,1060.417,"ApproachPuttPerformance",2012
146,146,"Chris Stroud",86,NA,806,2000.417,"ApproachPuttPerformance",2012
146,146,"Josh Teater",97,NA,900,2217.417,"ApproachPuttPerformance",2012
146,146,"Roland Thatcher",55,NA,502,1253.083,"ApproachPuttPerformance",2012
146,146,"Brendon Todd",78,NA,670,1674.25,"ApproachPuttPerformance",2012
146,146,"Steve Wheatcroft",56,NA,479,1200.083,"ApproachPuttPerformance",2012
146,146,"Gary Woodland",70,NA,595,1473.667,"ApproachPuttPerformance",2012
175,175,"Cameron Beckman",81,NA,766,1974.417,"ApproachPuttPerformance",2012
175,175,"Tommy Biershenk",74,NA,607,1583.583,"ApproachPuttPerformance",2012
175,175,"Keegan Bradley",90,NA,745,1894.667,"ApproachPuttPerformance",2012
175,175,"Kevin Chappell",91,NA,780,2019.833,"ApproachPuttPerformance",2012
175,175,"Ben Crane",73,NA,637,1664,"ApproachPuttPerformance",2012
175,175,"Jason Day",57,NA,470,1195.833,"ApproachPuttPerformance",2012
175,175,"John Huh",99,NA,914,2377.25,"ApproachPuttPerformance",2012
175,175,"Martin Laird",77,NA,578,1500.583,"ApproachPuttPerformance",2012
175,175,"Ted Potter Jr",77,NA,646,1651.917,"ApproachPuttPerformance",2012
175,175,"Michael Thompson",80,NA,694,1794.167,"ApproachPuttPerformance",2012
175,175,"Cameron Tringale",88,NA,842,2176.833,"ApproachPuttPerformance",2012
175,175,"Nick Watney",97,NA,822,2135.917,"ApproachPuttPerformance",2012
187,187,"David Hearn",95,NA,957,2512.333,"ApproachPuttPerformance",2012
187,187,"Phil Mickelson",79,NA,599,1618.75,"ApproachPuttPerformance",2012
187,187,"Henrik Stenson",51,NA,458,1216.333,"ApproachPuttPerformance",2012
190,190,"Andres Romero",68,NA,565,1550,"ApproachPuttPerformance",2012
191,191,"Brendan Steele",77,NA,736,2071.917,"ApproachPuttPerformance",2012
