"ScramblingfromOtherLocations_RANKTHISWEEK_2012","ScramblingfromOtherLocations_RANKLASTWEEK_2012","ScramblingfromOtherLocations_PLAYERNAME_2012","ScramblingfromOtherLocations_ROUNDS_2012","ScramblingfromOtherLocations_Pct_2012","ScramblingfromOtherLocations_SUCCESSES_2012","ScramblingfromOtherLocations_ATTEMPTS_2012","stat_name","year"
35,35,"Greg Chalmers",88,62.07,108,174,"ScramblingfromOtherLocations",2012
36,36,"Chad Campbell",84,62.04,85,137,"ScramblingfromOtherLocations",2012
37,37,"Matt Kuchar",86,61.95,70,113,"ScramblingfromOtherLocations",2012
37,37,"Pat Perez",81,61.95,70,113,"ScramblingfromOtherLocations",2012
39,39,"Patrick Sheehan",58,61.63,53,86,"ScramblingfromOtherLocations",2012
40,40,"Kris Blanks",65,61.61,69,112,"ScramblingfromOtherLocations",2012
41,41,"David Hearn",95,61.59,101,164,"ScramblingfromOtherLocations",2012
42,42,"Tiger Woods",69,61.43,43,70,"ScramblingfromOtherLocations",2012
43,43,"David Mathis",83,61.39,97,158,"ScramblingfromOtherLocations",2012
44,44,"John Rollins",81,61.31,84,137,"ScramblingfromOtherLocations",2012
45,45,"Bryce Molder",83,61.15,96,157,"ScramblingfromOtherLocations",2012
46,46,"Jason Day",57,60.98,50,82,"ScramblingfromOtherLocations",2012
46,46,"Colt Knost",79,60.98,100,164,"ScramblingfromOtherLocations",2012
46,46,"Jimmy Walker",101,60.98,100,164,"ScramblingfromOtherLocations",2012
49,49,"Chris Stroud",86,60.69,105,173,"ScramblingfromOtherLocations",2012
50,50,"Justin Rose",69,60.61,40,66,"ScramblingfromOtherLocations",2012
50,50,"Bubba Watson",68,60.61,40,66,"ScramblingfromOtherLocations",2012
52,52,"Jeff Maggert",83,60.56,86,142,"ScramblingfromOtherLocations",2012
53,53,"Chez Reavie",83,60.45,81,134,"ScramblingfromOtherLocations",2012
54,54,"John Merrick",83,60.4,90,149,"ScramblingfromOtherLocations",2012
54,54,"DA Points",88,60.4,90,149,"ScramblingfromOtherLocations",2012
56,56,"Graham DeLaet",79,60.38,96,159,"ScramblingfromOtherLocations",2012
56,56,"Rory McIlroy",60,60.38,32,53,"ScramblingfromOtherLocations",2012
58,58,"Ernie Els",80,60.34,70,116,"ScramblingfromOtherLocations",2012
59,59,"Ben Curtis",62,60.24,50,83,"ScramblingfromOtherLocations",2012
59,59,"Josh Teater",97,60.24,100,166,"ScramblingfromOtherLocations",2012
61,61,"Jason Bohn",81,60.19,65,108,"ScramblingfromOtherLocations",2012
62,62,"Brian Gay",91,60.12,101,168,"ScramblingfromOtherLocations",2012
63,63,"Ted Potter Jr",77,60,60,100,"ScramblingfromOtherLocations",2012
64,64,"Mark Wilson",84,59.83,70,117,"ScramblingfromOtherLocations",2012
65,65,"Matt Jones",53,59.81,64,107,"ScramblingfromOtherLocations",2012
66,66,"Marc Leishman",84,59.71,83,139,"ScramblingfromOtherLocations",2012
67,67,"Ryan Palmer",81,59.66,71,119,"ScramblingfromOtherLocations",2012
68,68,"Carl Pettersson",92,59.46,88,148,"ScramblingfromOtherLocations",2012
69,69,"JB Holmes",90,59.26,96,162,"ScramblingfromOtherLocations",2012
69,69,"Billy Mayfair",90,59.26,96,162,"ScramblingfromOtherLocations",2012
69,69,"Scott Piercy",95,59.26,96,162,"ScramblingfromOtherLocations",2012
72,72,"George McNeill",85,59.23,77,130,"ScramblingfromOtherLocations",2012
73,73,"Bud Cauley",99,59.09,91,154,"ScramblingfromOtherLocations",2012
73,73,"Steve Stricker",73,59.09,39,66,"ScramblingfromOtherLocations",2012
75,75,"Greg Owen",90,59.03,85,144,"ScramblingfromOtherLocations",2012
76,76,"Padraig Harrington",67,58.9,43,73,"ScramblingfromOtherLocations",2012
77,77,"Kevin Na",80,58.87,73,124,"ScramblingfromOtherLocations",2012
78,78,"JJ Killeen",101,58.82,110,187,"ScramblingfromOtherLocations",2012
79,79,"Boo Weekley",74,58.65,61,104,"ScramblingfromOtherLocations",2012
80,80,"Freddie Jacobson",61,58.62,51,87,"ScramblingfromOtherLocations",2012
81,81,"Rod Pampling",88,58.59,75,128,"ScramblingfromOtherLocations",2012
82,82,"Sean OHair",84,58.57,82,140,"ScramblingfromOtherLocations",2012
83,83,"Ryuji Imada",78,58.56,106,181,"ScramblingfromOtherLocations",2012
84,84,"Sung Kang",75,58.43,104,178,"ScramblingfromOtherLocations",2012
85,85,"Matt Every",80,58.33,77,132,"ScramblingfromOtherLocations",2012
86,86,"Will Claxton",99,58.13,93,160,"ScramblingfromOtherLocations",2012
87,87,"Keegan Bradley",90,58.1,61,105,"ScramblingfromOtherLocations",2012
88,88,"Jerry Kelly",84,58.04,83,143,"ScramblingfromOtherLocations",2012
89,89,"Roberto Castro",92,57.96,91,157,"ScramblingfromOtherLocations",2012
90,90,"Zach Johnson",95,57.85,70,121,"ScramblingfromOtherLocations",2012
91,91,"Adam Scott",59,57.81,37,64,"ScramblingfromOtherLocations",2012
92,92,"Alexandre Rocha",62,57.8,63,109,"ScramblingfromOtherLocations",2012
93,93,"JJ Henry",93,57.79,89,154,"ScramblingfromOtherLocations",2012
94,94,"Dicky Pride",62,57.78,52,90,"ScramblingfromOtherLocations",2012
95,95,"Cameron Beckman",81,57.72,86,149,"ScramblingfromOtherLocations",2012
96,96,"Billy Horschel",63,57.69,60,104,"ScramblingfromOtherLocations",2012
97,97,"Troy Matteson",100,57.65,98,170,"ScramblingfromOtherLocations",2012
98,98,"Nick OHern",78,57.52,88,153,"ScramblingfromOtherLocations",2012
99,99,"Mathew Goggin",65,57.5,69,120,"ScramblingfromOtherLocations",2012
100,100,"Bo Van Pelt",84,57.47,50,87,"ScramblingfromOtherLocations",2012
101,101,"Charles Howell III",98,57.32,94,164,"ScramblingfromOtherLocations",2012
102,102,"John Senden",81,57.3,51,89,"ScramblingfromOtherLocations",2012
103,103,"Chris Couch",61,57.26,71,124,"ScramblingfromOtherLocations",2012
103,103,"Tom Gillis",75,57.26,71,124,"ScramblingfromOtherLocations",2012
105,105,"Daniel Summerhays",81,57.25,79,138,"ScramblingfromOtherLocations",2012
106,106,"Chris Kirk",93,57.24,83,145,"ScramblingfromOtherLocations",2012
107,107,"Bobby Gates",87,57.23,91,159,"ScramblingfromOtherLocations",2012
108,108,"Justin Leonard",79,57.06,101,177,"ScramblingfromOtherLocations",2012
109,109,"Brian Harman",101,56.91,107,188,"ScramblingfromOtherLocations",2012
110,110,"Russell Knox",72,56.9,66,116,"ScramblingfromOtherLocations",2012
111,111,"Andres Romero",68,56.86,58,102,"ScramblingfromOtherLocations",2012
112,112,"Tommy Gainey",98,56.83,104,183,"ScramblingfromOtherLocations",2012
113,113,"Brian Davis",91,56.65,98,173,"ScramblingfromOtherLocations",2012
114,114,"Nick Watney",97,56.49,74,131,"ScramblingfromOtherLocations",2012
115,115,"Ryan Moore",89,56.29,85,151,"ScramblingfromOtherLocations",2012
116,116,"Dustin Johnson",70,56.25,36,64,"ScramblingfromOtherLocations",2012
117,117,"Gavin Coles",72,56.2,77,137,"ScramblingfromOtherLocations",2012
118,118,"Martin Flores",95,56.13,87,155,"ScramblingfromOtherLocations",2012
119,119,"Stephen Ames",54,56.1,46,82,"ScramblingfromOtherLocations",2012
120,120,"Stewart Cink",71,56,56,100,"ScramblingfromOtherLocations",2012
121,121,"Robert Karlsson",54,55.84,43,77,"ScramblingfromOtherLocations",2012
122,122,"Derek Lamely",64,55.41,82,148,"ScramblingfromOtherLocations",2012
122,122,"Kyle Reifers",86,55.41,87,157,"ScramblingfromOtherLocations",2012
124,124,"Aaron Baddeley",73,55.36,62,112,"ScramblingfromOtherLocations",2012
125,125,"Cameron Tringale",88,55.24,79,143,"ScramblingfromOtherLocations",2012
126,126,"Heath Slocum",93,55.22,74,134,"ScramblingfromOtherLocations",2012
127,127,"Hunter Mahan",88,55.21,53,96,"ScramblingfromOtherLocations",2012
128,128,"Gary Christian",91,55.07,76,138,"ScramblingfromOtherLocations",2012
129,129,"Spencer Levin",81,54.97,83,151,"ScramblingfromOtherLocations",2012
130,130,"Vaughn Taylor",81,54.84,85,155,"ScramblingfromOtherLocations",2012
131,131,"Rory Sabbatini",84,54.81,74,135,"ScramblingfromOtherLocations",2012
132,132,"Brendon Todd",78,54.79,80,146,"ScramblingfromOtherLocations",2012
133,133,"Jonas Blixt",72,54.69,70,128,"ScramblingfromOtherLocations",2012
134,134,"David Toms",60,54.65,47,86,"ScramblingfromOtherLocations",2012
135,135,"Miguel Angel Carballo",73,54.62,65,119,"ScramblingfromOtherLocations",2012
136,136,"Brendon de Jonge",115,54.44,92,169,"ScramblingfromOtherLocations",2012
136,136,"Webb Simpson",77,54.44,49,90,"ScramblingfromOtherLocations",2012
138,138,"Blake Adams",107,54.4,99,182,"ScramblingfromOtherLocations",2012
139,139,"Scott Stallings",78,54.39,62,114,"ScramblingfromOtherLocations",2012
140,140,"Rickie Fowler",84,54.37,56,103,"ScramblingfromOtherLocations",2012
140,140,"Robert Garrigus",89,54.37,56,103,"ScramblingfromOtherLocations",2012
142,142,"Charley Hoffman",88,54.23,77,142,"ScramblingfromOtherLocations",2012
143,143,"Danny Lee",74,54.01,74,137,"ScramblingfromOtherLocations",2012
144,144,"Scott Dunlap",57,53.66,44,82,"ScramblingfromOtherLocations",2012
145,145,"Billy Hurley III",70,53.57,75,140,"ScramblingfromOtherLocations",2012
146,146,"Mark Anderson",75,53.47,77,144,"ScramblingfromOtherLocations",2012
146,146,"Gary Woodland",70,53.47,54,101,"ScramblingfromOtherLocations",2012
148,148,"Garth Mulroy",59,53.4,55,103,"ScramblingfromOtherLocations",2012
149,149,"Erik Compton",81,53.33,72,135,"ScramblingfromOtherLocations",2012
150,150,"Arjun Atwal",79,53.28,73,137,"ScramblingfromOtherLocations",2012
151,151,"Scott Brown",65,53.17,67,126,"ScramblingfromOtherLocations",2012
152,152,"Brendan Steele",77,53.15,59,111,"ScramblingfromOtherLocations",2012
153,153,"DJ Trahan",73,53.08,69,130,"ScramblingfromOtherLocations",2012
154,154,"Louis Oosthuizen",65,52.94,36,68,"ScramblingfromOtherLocations",2012
154,154,"Kevin Streelman",89,52.94,72,136,"ScramblingfromOtherLocations",2012
156,156,"James Driscoll",83,52.8,85,161,"ScramblingfromOtherLocations",2012
157,157,"Tom Pernice Jr",62,52.73,58,110,"ScramblingfromOtherLocations",2012
158,158,"Tommy Biershenk",74,52.63,70,133,"ScramblingfromOtherLocations",2012
159,159,"Robert Allenby",76,52.59,61,116,"ScramblingfromOtherLocations",2012
159,159,"Daniel Chopra",55,52.59,61,116,"ScramblingfromOtherLocations",2012
161,161,"Chris DiMarco",83,52.53,83,158,"ScramblingfromOtherLocations",2012
162,162,"Ricky Barnes",92,52.48,74,141,"ScramblingfromOtherLocations",2012
163,163,"Ryo Ishikawa",54,52.38,44,84,"ScramblingfromOtherLocations",2012
164,164,"Tim Herron",88,52.14,73,140,"ScramblingfromOtherLocations",2012
164,164,"Richard Lee",71,52.14,61,117,"ScramblingfromOtherLocations",2012
166,166,"John Huh",99,52,91,175,"ScramblingfromOtherLocations",2012
167,167,"Angel Cabrera",54,51.9,41,79,"ScramblingfromOtherLocations",2012
168,168,"Harris English",98,51.81,86,166,"ScramblingfromOtherLocations",2012
169,169,"Michael Bradley",63,51.67,62,120,"ScramblingfromOtherLocations",2012
170,170,"Harrison Frazar",56,51.43,54,105,"ScramblingfromOtherLocations",2012
171,171,"Matt Bettencourt",80,51.39,74,144,"ScramblingfromOtherLocations",2012
172,172,"Charlie Beljan",61,51.06,48,94,"ScramblingfromOtherLocations",2012
173,173,"Edward Loar",59,50.41,62,123,"ScramblingfromOtherLocations",2012
174,174,"Davis Love III",64,50,39,78,"ScramblingfromOtherLocations",2012
174,174,"Roland Thatcher",55,50,39,78,"ScramblingfromOtherLocations",2012
174,174,"Camilo Villegas",79,50,52,104,"ScramblingfromOtherLocations",2012
174,174,"Lee Westwood",60,50,20,40,"ScramblingfromOtherLocations",2012
178,178,"Jhonattan Vegas",77,49.64,68,137,"ScramblingfromOtherLocations",2012
179,179,"Nathan Green",73,49.21,62,126,"ScramblingfromOtherLocations",2012
180,180,"Vijay Singh",99,49.15,58,118,"ScramblingfromOtherLocations",2012
181,181,"Kyle Thompson",51,48.75,39,80,"ScramblingfromOtherLocations",2012
182,182,"John Daly",50,48.65,36,74,"ScramblingfromOtherLocations",2012
183,183,"Kyle Stanley",86,48.45,47,97,"ScramblingfromOtherLocations",2012
184,184,"Michael Thompson",80,48.09,63,131,"ScramblingfromOtherLocations",2012
185,185,"Jason Kokrak",79,47.83,66,138,"ScramblingfromOtherLocations",2012
186,186,"Marco Dawson",60,47.57,49,103,"ScramblingfromOtherLocations",2012
187,187,"Graeme McDowell",55,46.77,29,62,"ScramblingfromOtherLocations",2012
188,188,"Brandt Jobe",57,46.67,56,120,"ScramblingfromOtherLocations",2012
189,189,"Stephen Gangluff",57,46.46,59,127,"ScramblingfromOtherLocations",2012
190,190,"KJ Choi",71,46.43,39,84,"ScramblingfromOtherLocations",2012
191,191,"Sangmoon Bae",81,45.45,40,88,"ScramblingfromOtherLocations",2012
