"AverageDistanceafterGoingforitShot_RANKTHISWEEK_2011","AverageDistanceafterGoingforitShot_RANKLASTWEEK_2011","AverageDistanceafterGoingforitShot_PLAYERNAME_2011","AverageDistanceafterGoingforitShot_ROUNDS_2011","AverageDistanceafterGoingforitShot_AVG_2011","AverageDistanceafterGoingforitShot_TOTALDISTAFTERGFGSHOT_2011","AverageDistanceafterGoingforitShot_TOTALGFGSHOTS_2011","stat_name","year"
30,30,"Bo Van Pelt",92,22.6,137711,169,"AverageDistanceafterGoingforitShot",2011
34,34,"Heath Slocum",89,22.7,81833,100,"AverageDistanceafterGoingforitShot",2011
34,34,"Bubba Watson",85,22.7,152564,187,"AverageDistanceafterGoingforitShot",2011
36,36,"Bill Haas",93,22.8,143631,175,"AverageDistanceafterGoingforitShot",2011
36,36,"Sung Kang",63,22.8,84372,103,"AverageDistanceafterGoingforitShot",2011
36,36,"Steve Marino",76,22.8,103203,126,"AverageDistanceafterGoingforitShot",2011
36,36,"Phil Mickelson",79,22.8,122248,149,"AverageDistanceafterGoingforitShot",2011
36,36,"Brandt Snedeker",85,22.8,96669,118,"AverageDistanceafterGoingforitShot",2011
36,36,"Kyle Stanley",98,22.8,160098,195,"AverageDistanceafterGoingforitShot",2011
36,36,"Kevin Streelman",90,22.8,119723,146,"AverageDistanceafterGoingforitShot",2011
43,43,"Martin Laird",77,22.9,130497,158,"AverageDistanceafterGoingforitShot",2011
43,43,"William McGirt",103,22.9,117180,142,"AverageDistanceafterGoingforitShot",2011
45,45,"Jonathan Byrd",83,23,131599,159,"AverageDistanceafterGoingforitShot",2011
45,45,"Freddie Jacobson",92,23,95248,115,"AverageDistanceafterGoingforitShot",2011
45,45,"Carl Pettersson",95,23,140720,170,"AverageDistanceafterGoingforitShot",2011
45,45,"Jim Renner",65,23,84386,102,"AverageDistanceafterGoingforitShot",2011
45,45,"Camilo Villegas",69,23,83672,101,"AverageDistanceafterGoingforitShot",2011
50,50,"Keegan Bradley",91,23.1,128305,154,"AverageDistanceafterGoingforitShot",2011
50,50,"Brendon de Jonge",105,23.1,126255,152,"AverageDistanceafterGoingforitShot",2011
50,50,"JJ Henry",96,23.1,141328,170,"AverageDistanceafterGoingforitShot",2011
50,50,"Ian Poulter",52,23.1,51453,62,"AverageDistanceafterGoingforitShot",2011
54,54,"John Rollins",85,23.2,127531,153,"AverageDistanceafterGoingforitShot",2011
55,55,"Woody Austin",59,23.3,64517,77,"AverageDistanceafterGoingforitShot",2011
55,55,"KJ Choi",77,23.3,75414,90,"AverageDistanceafterGoingforitShot",2011
55,55,"David Duval",67,23.3,85538,102,"AverageDistanceafterGoingforitShot",2011
55,55,"Tom Gillis",55,23.3,77853,93,"AverageDistanceafterGoingforitShot",2011
55,55,"Scott Gutschewski",67,23.3,89585,107,"AverageDistanceafterGoingforitShot",2011
55,55,"Martin Piller",63,23.3,70472,84,"AverageDistanceafterGoingforitShot",2011
61,61,"Ernie Els",71,23.4,97593,116,"AverageDistanceafterGoingforitShot",2011
61,61,"Trevor Immelman",84,23.4,88539,105,"AverageDistanceafterGoingforitShot",2011
61,61,"Jerry Kelly",85,23.4,75094,89,"AverageDistanceafterGoingforitShot",2011
61,61,"Bill Lunde",92,23.4,133026,158,"AverageDistanceafterGoingforitShot",2011
61,61,"Ben Martin",74,23.4,101808,121,"AverageDistanceafterGoingforitShot",2011
61,61,"Roland Thatcher",67,23.4,89988,107,"AverageDistanceafterGoingforitShot",2011
67,67,"Jason Day",76,23.5,118445,140,"AverageDistanceafterGoingforitShot",2011
67,67,"Matt Jones",71,23.5,114911,136,"AverageDistanceafterGoingforitShot",2011
67,67,"Charl Schwartzel",58,23.5,72691,86,"AverageDistanceafterGoingforitShot",2011
67,67,"Boo Weekley",66,23.5,120831,143,"AverageDistanceafterGoingforitShot",2011
71,71,"JB Holmes",57,23.6,113761,134,"AverageDistanceafterGoingforitShot",2011
71,71,"Hunter Mahan",92,23.6,139457,164,"AverageDistanceafterGoingforitShot",2011
71,71,"Adam Scott",60,23.6,91847,108,"AverageDistanceafterGoingforitShot",2011
74,74,"Kris Blanks",92,23.7,116243,136,"AverageDistanceafterGoingforitShot",2011
74,74,"Luke Donald",73,23.7,70693,83,"AverageDistanceafterGoingforitShot",2011
74,74,"Retief Goosen",50,23.7,58778,69,"AverageDistanceafterGoingforitShot",2011
74,74,"Alexandre Rocha",65,23.7,65820,77,"AverageDistanceafterGoingforitShot",2011
74,74,"YE Yang",63,23.7,68368,80,"AverageDistanceafterGoingforitShot",2011
79,79,"Andres Romero",77,23.8,134661,157,"AverageDistanceafterGoingforitShot",2011
80,80,"Kevin Na",84,24,112226,130,"AverageDistanceafterGoingforitShot",2011
80,80,"Tim Petrovic",88,24,107147,124,"AverageDistanceafterGoingforitShot",2011
80,80,"Dean Wilson",62,24,63878,74,"AverageDistanceafterGoingforitShot",2011
83,83,"David Hearn",88,24.1,92828,107,"AverageDistanceafterGoingforitShot",2011
83,83,"Charles Howell III",108,24.1,158023,182,"AverageDistanceafterGoingforitShot",2011
83,83,"Justin Rose",79,24.1,119557,138,"AverageDistanceafterGoingforitShot",2011
83,83,"Kevin Stadler",88,24.1,137084,158,"AverageDistanceafterGoingforitShot",2011
87,87,"Stephen Ames",69,24.2,71367,82,"AverageDistanceafterGoingforitShot",2011
87,87,"Michael Connell",76,24.2,81166,93,"AverageDistanceafterGoingforitShot",2011
87,87,"Shaun Micheel",77,24.2,76821,88,"AverageDistanceafterGoingforitShot",2011
87,87,"DA Points",89,24.2,129050,148,"AverageDistanceafterGoingforitShot",2011
91,91,"Shane Bertsch",62,24.3,63937,73,"AverageDistanceafterGoingforitShot",2011
91,91,"Matt Bettencourt",84,24.3,137340,157,"AverageDistanceafterGoingforitShot",2011
91,91,"Justin Leonard",82,24.3,82349,94,"AverageDistanceafterGoingforitShot",2011
91,91,"Joe Ogilvie",75,24.3,88533,101,"AverageDistanceafterGoingforitShot",2011
91,91,"Chez Reavie",92,24.3,135678,155,"AverageDistanceafterGoingforitShot",2011
91,91,"Cameron Tringale",110,24.3,179868,206,"AverageDistanceafterGoingforitShot",2011
97,97,"DJ Brigman",67,24.4,81852,93,"AverageDistanceafterGoingforitShot",2011
97,97,"Marc Leishman",87,24.4,145769,166,"AverageDistanceafterGoingforitShot",2011
97,97,"Jarrod Lyle",83,24.4,107975,123,"AverageDistanceafterGoingforitShot",2011
97,97,"Scott McCarron",65,24.4,93240,106,"AverageDistanceafterGoingforitShot",2011
101,101,"Aaron Baddeley",77,24.5,135012,153,"AverageDistanceafterGoingforitShot",2011
101,101,"Kent Jones",76,24.5,74854,85,"AverageDistanceafterGoingforitShot",2011
101,101,"Rory Sabbatini",85,24.5,112682,128,"AverageDistanceafterGoingforitShot",2011
101,101,"Marc Turnesa",54,24.5,49451,56,"AverageDistanceafterGoingforitShot",2011
101,101,"Jhonattan Vegas",84,24.5,162241,184,"AverageDistanceafterGoingforitShot",2011
106,106,"Nathan Green",81,24.6,107114,121,"AverageDistanceafterGoingforitShot",2011
106,106,"Derek Lamely",65,24.6,109804,124,"AverageDistanceafterGoingforitShot",2011
106,106,"Bryce Molder",82,24.6,83308,94,"AverageDistanceafterGoingforitShot",2011
109,109,"Matt McQuillan",59,24.7,61315,69,"AverageDistanceafterGoingforitShot",2011
110,110,"Blake Adams",116,24.8,153315,172,"AverageDistanceafterGoingforitShot",2011
110,110,"Tommy Gainey",104,24.8,164294,184,"AverageDistanceafterGoingforitShot",2011
110,110,"Sergio Garcia",61,24.8,99899,112,"AverageDistanceafterGoingforitShot",2011
110,110,"Paul Goydos",81,24.8,66075,74,"AverageDistanceafterGoingforitShot",2011
110,110,"Bio Kim",71,24.8,98920,111,"AverageDistanceafterGoingforitShot",2011
115,115,"Joe Durant",71,24.9,84366,94,"AverageDistanceafterGoingforitShot",2011
115,115,"Lucas Glover",74,24.9,105649,118,"AverageDistanceafterGoingforitShot",2011
115,115,"JP Hayes",56,24.9,71600,80,"AverageDistanceafterGoingforitShot",2011
115,115,"Anthony Kim",72,24.9,109460,122,"AverageDistanceafterGoingforitShot",2011
115,115,"Jimmy Walker",79,24.9,132005,147,"AverageDistanceafterGoingforitShot",2011
115,115,"Mark Wilson",89,24.9,100353,112,"AverageDistanceafterGoingforitShot",2011
121,121,"Robert Allenby",84,25,134001,149,"AverageDistanceafterGoingforitShot",2011
121,121,"Fabian Gomez",84,25,112332,125,"AverageDistanceafterGoingforitShot",2011
123,123,"Michael Thompson",79,25.1,99474,110,"AverageDistanceafterGoingforitShot",2011
124,124,"Jim Furyk",87,25.2,90828,100,"AverageDistanceafterGoingforitShot",2011
124,124,"Spencer Levin",113,25.2,145009,160,"AverageDistanceafterGoingforitShot",2011
124,124,"David Mathis",83,25.2,79057,87,"AverageDistanceafterGoingforitShot",2011
124,124,"Troy Merritt",63,25.2,93412,103,"AverageDistanceafterGoingforitShot",2011
124,124,"Ryan Palmer",82,25.2,135895,150,"AverageDistanceafterGoingforitShot",2011
129,129,"Steven Bowditch",86,25.3,175026,192,"AverageDistanceafterGoingforitShot",2011
130,130,"Matt Kuchar",94,25.4,116939,128,"AverageDistanceafterGoingforitShot",2011
130,130,"Rod Pampling",72,25.4,110673,121,"AverageDistanceafterGoingforitShot",2011
132,132,"Ricky Barnes",78,25.5,116733,127,"AverageDistanceafterGoingforitShot",2011
132,132,"Brian Davis",105,25.5,155104,169,"AverageDistanceafterGoingforitShot",2011
132,132,"DJ Trahan",91,25.5,180882,197,"AverageDistanceafterGoingforitShot",2011
135,135,"Ryan Moore",79,25.6,125403,136,"AverageDistanceafterGoingforitShot",2011
136,136,"Arjun Atwal",91,25.7,120180,130,"AverageDistanceafterGoingforitShot",2011
136,136,"Tim Herron",85,25.7,115609,125,"AverageDistanceafterGoingforitShot",2011
138,138,"Joseph Bramlett",73,25.8,123699,133,"AverageDistanceafterGoingforitShot",2011
138,138,"Ben Crane",76,25.8,99510,107,"AverageDistanceafterGoingforitShot",2011
138,138,"Colt Knost",80,25.8,73400,79,"AverageDistanceafterGoingforitShot",2011
141,141,"Greg Chalmers",88,25.9,103369,111,"AverageDistanceafterGoingforitShot",2011
142,142,"Briny Baird",60,26,66537,71,"AverageDistanceafterGoingforitShot",2011
142,142,"James Driscoll",71,26,128407,137,"AverageDistanceafterGoingforitShot",2011
144,144,"Dustin Johnson",72,26.1,145539,155,"AverageDistanceafterGoingforitShot",2011
144,144,"Chris Riley",76,26.1,80701,86,"AverageDistanceafterGoingforitShot",2011
146,146,"Jason Bohn",74,26.3,114557,121,"AverageDistanceafterGoingforitShot",2011
146,146,"Michael Bradley",74,26.3,85157,90,"AverageDistanceafterGoingforitShot",2011
146,146,"Ryuji Imada",83,26.3,118131,125,"AverageDistanceafterGoingforitShot",2011
146,146,"Kevin Kisner",70,26.3,77570,82,"AverageDistanceafterGoingforitShot",2011
150,150,"Stuart Appleby",65,26.4,88462,93,"AverageDistanceafterGoingforitShot",2011
150,150,"Rich Beem",53,26.4,72342,76,"AverageDistanceafterGoingforitShot",2011
152,152,"Cameron Beckman",71,26.5,103860,109,"AverageDistanceafterGoingforitShot",2011
153,153,"Chris DiMarco",93,26.6,103303,108,"AverageDistanceafterGoingforitShot",2011
153,153,"Hunter Haas",96,26.6,160746,168,"AverageDistanceafterGoingforitShot",2011
155,155,"Andres Gonzales",60,26.7,71050,74,"AverageDistanceafterGoingforitShot",2011
155,155,"Pat Perez",76,26.7,130704,136,"AverageDistanceafterGoingforitShot",2011
157,157,"Brian Gay",90,26.8,57004,59,"AverageDistanceafterGoingforitShot",2011
157,157,"Billy Mayfair",94,26.8,155613,161,"AverageDistanceafterGoingforitShot",2011
159,159,"David Toms",78,26.9,83372,86,"AverageDistanceafterGoingforitShot",2011
160,160,"Steve Flesch",88,27,107998,111,"AverageDistanceafterGoingforitShot",2011
160,160,"Graeme McDowell",50,27,72888,75,"AverageDistanceafterGoingforitShot",2011
160,160,"Nate Smith",66,27,57261,59,"AverageDistanceafterGoingforitShot",2011
163,163,"Padraig Harrington",60,27.1,80964,83,"AverageDistanceafterGoingforitShot",2011
163,163,"Zach Johnson",79,27.1,99639,102,"AverageDistanceafterGoingforitShot",2011
163,163,"Sean OHair",71,27.1,102353,105,"AverageDistanceafterGoingforitShot",2011
163,163,"Charlie Wi",83,27.1,121103,124,"AverageDistanceafterGoingforitShot",2011
167,167,"Tag Ridings",87,27.2,170290,174,"AverageDistanceafterGoingforitShot",2011
168,168,"Alex Cejka",59,27.6,77412,78,"AverageDistanceafterGoingforitShot",2011
168,168,"Jeff Overton",92,27.6,167701,169,"AverageDistanceafterGoingforitShot",2011
170,170,"Chris Kirk",87,27.7,139849,140,"AverageDistanceafterGoingforitShot",2011
170,170,"Michael Putnam",67,27.7,104596,105,"AverageDistanceafterGoingforitShot",2011
170,170,"Johnson Wagner",81,27.7,97565,98,"AverageDistanceafterGoingforitShot",2011
173,173,"Aron Price",58,28.1,71783,71,"AverageDistanceafterGoingforitShot",2011
173,173,"Daniel Summerhays",75,28.1,107377,106,"AverageDistanceafterGoingforitShot",2011
175,175,"Billy Horschel",75,28.2,118697,117,"AverageDistanceafterGoingforitShot",2011
175,175,"Lee Janzen",62,28.2,80108,79,"AverageDistanceafterGoingforitShot",2011
177,177,"Justin Hicks",60,28.3,56012,55,"AverageDistanceafterGoingforitShot",2011
178,178,"Steve Elkington",50,28.4,74538,73,"AverageDistanceafterGoingforitShot",2011
178,178,"Vaughn Taylor",89,28.4,130780,128,"AverageDistanceafterGoingforitShot",2011
180,180,"Richard Johnson",64,28.9,51040,49,"AverageDistanceafterGoingforitShot",2011
180,180,"Nick OHern",89,28.9,93703,90,"AverageDistanceafterGoingforitShot",2011
182,182,"Geoff Ogilvy",69,29,92987,89,"AverageDistanceafterGoingforitShot",2011
183,183,"Paul Stankowski",78,29.1,117416,112,"AverageDistanceafterGoingforitShot",2011
184,184,"Ben Curtis",66,29.5,83807,79,"AverageDistanceafterGoingforitShot",2011
185,185,"Garrett Willis",71,29.8,113903,106,"AverageDistanceafterGoingforitShot",2011
186,186,"Rocco Mediate",53,32.1,82067,71,"AverageDistanceafterGoingforitShot",2011
