"CurrentParorBetterStreak_RANKTHISWEEK_2012","CurrentParorBetterStreak_RANKLASTWEEK_2012","CurrentParorBetterStreak_PLAYERNAME_2012","CurrentParorBetterStreak_EVENTS_2012","CurrentParorBetterStreak_NUMBEROFROUNDS_2012","stat_name","year"
60,60,"Garrett Willis",220,3,"CurrentParorBetterStreak",2012
81,81,"Notah Begay III",211,2,"CurrentParorBetterStreak",2012
81,81,"Matt Bettencourt",123,2,"CurrentParorBetterStreak",2012
81,81,"Ken Duke",167,2,"CurrentParorBetterStreak",2012
81,81,"Keith Fergus",317,2,"CurrentParorBetterStreak",2012
81,81,"Lucas Glover",234,2,"CurrentParorBetterStreak",2012
81,81,"Andres Gonzales",25,2,"CurrentParorBetterStreak",2012
81,81,"Peter Hanson",40,2,"CurrentParorBetterStreak",2012
81,81,"Jay Hwang",1,2,"CurrentParorBetterStreak",2012
81,81,"Miguel Angel Jimenez",118,2,"CurrentParorBetterStreak",2012
81,81,"Richard Johnson",240,2,"CurrentParorBetterStreak",2012
81,81,"Edward Loar",32,2,"CurrentParorBetterStreak",2012
81,81,"Peter Lonard",224,2,"CurrentParorBetterStreak",2012
81,81,"Steve Lowery",580,2,"CurrentParorBetterStreak",2012
81,81,"David Lynn",2,2,"CurrentParorBetterStreak",2012
81,81,"Billy Mayfair",715,2,"CurrentParorBetterStreak",2012
81,81,"Mike Miles",58,2,"CurrentParorBetterStreak",2012
81,81,"Thorbjorn Olesen",3,2,"CurrentParorBetterStreak",2012
81,81,"Cory Renfrew",1,2,"CurrentParorBetterStreak",2012
81,81,"Jose de Jesus Rodriguez",5,2,"CurrentParorBetterStreak",2012
81,81,"Brendan Steele",50,2,"CurrentParorBetterStreak",2012
81,81,"Roland Thatcher",150,2,"CurrentParorBetterStreak",2012
81,81,"Casey Wittenberg",53,2,"CurrentParorBetterStreak",2012
81,81,"Willie Wood",480,2,"CurrentParorBetterStreak",2012
