"DistancetoApex_RANKTHISWEEK_2008","DistancetoApex_RANKLASTWEEK_2008","DistancetoApex_PLAYERNAME_2008","DistancetoApex_ROUNDS_2008","DistancetoApex_AVG_2008","DistancetoApex_TOTALAPEXRANGE_2008","DistancetoApex_TOTALATTEMPTS_2008","DistancetoApex_LONGESTDISTTOAPEX_2008","DistancetoApex_SHORTESTDISTTOAPEX_2008","stat_name","year"
54,NA,"Johnson Wagner",83,184.1,11784.4,64,199.2,169.7,"DistancetoApex",2008
56,NA,"Sean OHair",81,184,11225.4,61,197.1,149.9,"DistancetoApex",2008
57,NA,"Brad Adamonis",87,183.9,12508.5,68,201.1,163.6,"DistancetoApex",2008
58,NA,"Mathew Goggin",91,183.7,12122.2,66,198.2,168.6,"DistancetoApex",2008
58,NA,"John Huston",56,183.7,8082.4,44,196.1,169.8,"DistancetoApex",2008
60,NA,"John Rollins",94,183.4,13390.9,73,195.7,166.7,"DistancetoApex",2008
61,NA,"Kevin Sutherland",98,183.3,14846,81,196.1,163.5,"DistancetoApex",2008
62,NA,"Nick Flanagan",89,183.2,13190,72,201.2,158.4,"DistancetoApex",2008
63,NA,"Stuart Appleby",87,183.1,11352.6,62,196.9,168.4,"DistancetoApex",2008
63,NA,"John Merrick",98,183.1,12635.4,69,196.6,164.7,"DistancetoApex",2008
65,NA,"Brett Quigley",80,182.8,10966,60,206.2,79.6,"DistancetoApex",2008
66,NA,"Brenden Pappas",66,182.7,7308,40,198.7,155.7,"DistancetoApex",2008
66,NA,"Steve Stricker",75,182.7,9681,53,197.9,167.4,"DistancetoApex",2008
68,NA,"Mathias Gronberg",87,182.5,11318,62,195.5,165.7,"DistancetoApex",2008
68,NA,"Todd Hamilton",92,182.5,8030.6,44,197,144.5,"DistancetoApex",2008
68,NA,"YE Yang",89,182.5,12776.2,70,194.7,156.6,"DistancetoApex",2008
71,NA,"DJ Trahan",94,182.4,12948.9,71,194.6,156.4,"DistancetoApex",2008
72,NA,"Ted Purdy",68,182.2,7835.3,43,196,162,"DistancetoApex",2008
73,NA,"Joe Durant",92,182.1,13472.7,74,197.6,139.8,"DistancetoApex",2008
74,NA,"Michael Letzig",88,181.9,12186.4,67,199.4,156.3,"DistancetoApex",2008
74,NA,"Jon Mills",95,181.9,9823.7,54,198.5,160,"DistancetoApex",2008
74,NA,"Brett Rumford",72,181.9,10002.7,55,196.5,151.7,"DistancetoApex",2008
77,NA,"Kenny Perry",97,181.8,15088.2,83,196.9,144.5,"DistancetoApex",2008
78,NA,"Nathan Green",95,181.7,12174.5,67,196.5,164.4,"DistancetoApex",2008
78,NA,"Camilo Villegas",79,181.7,10358.2,57,198.2,130.7,"DistancetoApex",2008
80,NA,"Billy Andrade",71,181.6,8896.6,49,193.2,163.9,"DistancetoApex",2008
81,NA,"Rich Beem",90,181.4,13061.2,72,193.9,161.7,"DistancetoApex",2008
81,NA,"Steve Lowery",74,181.4,11248.5,62,196.6,161.8,"DistancetoApex",2008
83,NA,"Marc Turnesa",87,181.2,12141.3,67,194.6,161.1,"DistancetoApex",2008
84,NA,"Todd Demsey",80,181.1,11408.9,63,195.8,163.5,"DistancetoApex",2008
84,NA,"Will Ma Kenzie",62,181.1,9959,55,193.1,151,"DistancetoApex",2008
86,NA,"Tommy Gainey",60,180.7,7047,39,202.8,156.7,"DistancetoApex",2008
87,NA,"Chad Campbell",94,180.4,15876.2,88,196.3,164.1,"DistancetoApex",2008
87,NA,"Steve Marino",119,180.4,15514,86,197.7,163,"DistancetoApex",2008
89,NA,"Jeff Overton",103,180.2,13152.7,73,202,132.7,"DistancetoApex",2008
90,NA,"Stephen Ames",83,179.9,13129.7,73,205.9,141.2,"DistancetoApex",2008
90,NA,"JJ Henry",108,179.9,15471,86,202.5,145.5,"DistancetoApex",2008
90,NA,"John Riegger",73,179.9,9713.6,54,192.7,162.7,"DistancetoApex",2008
90,NA,"Kevin Stadler",90,179.9,10071.8,56,195.3,149.3,"DistancetoApex",2008
94,NA,"Jim Furyk",95,179.8,14746.5,82,194,156.4,"DistancetoApex",2008
95,NA,"Lee Janzen",89,179.7,12038.2,67,193.5,157.2,"DistancetoApex",2008
96,NA,"Hunter Mahan",87,179.6,12390.4,69,194.5,141.3,"DistancetoApex",2008
96,NA,"Rory Sabbatini",77,179.6,10957.2,61,200,145.5,"DistancetoApex",2008
98,NA,"Scott McCarron",63,179.4,8971.7,50,189.4,163.4,"DistancetoApex",2008
99,NA,"Rocco Mediate",87,179.3,11656.4,65,191.4,161.4,"DistancetoApex",2008
100,NA,"Brad Elder",67,179.1,8419.3,47,194.8,153.6,"DistancetoApex",2008
100,NA,"Ernie Els",51,179.1,6807.2,38,190.8,158.8,"DistancetoApex",2008
102,NA,"Briny Baird",113,178.9,15204.6,85,199.7,159.4,"DistancetoApex",2008
103,NA,"Frank Lickliter II",107,178.8,15909.3,89,192.7,160.7,"DistancetoApex",2008
104,NA,"Retief Goosen",59,178.6,6606.4,37,196.3,153,"DistancetoApex",2008
105,NA,"Chris DiMarco",87,178.4,12844.6,72,193.3,152.3,"DistancetoApex",2008
106,NA,"Charlie Wi",97,178.3,14799.6,83,200.1,157.4,"DistancetoApex",2008
107,NA,"Carl Pettersson",110,178,16198.4,91,193.7,156.2,"DistancetoApex",2008
107,NA,"Jay Williamson",96,178,11924,67,190.7,164.7,"DistancetoApex",2008
109,NA,"KJ Choi",74,177.9,10850.6,61,196.3,160.2,"DistancetoApex",2008
109,NA,"Parker McLachlin",88,177.9,11918.5,67,203.7,159.8,"DistancetoApex",2008
111,NA,"Chris Stroud",81,177.6,11191,63,203.3,155.4,"DistancetoApex",2008
112,NA,"Ben Curtis",80,177.5,11538.9,65,197.9,157.8,"DistancetoApex",2008
112,NA,"Tim Herron",97,177.5,13315.5,75,192.7,157.9,"DistancetoApex",2008
114,NA,"Jesper Parnevik",88,177,12569.6,71,197.5,151.3,"DistancetoApex",2008
115,NA,"Tim Petrovic",97,176.9,12560.8,71,196.4,152.9,"DistancetoApex",2008
116,NA,"Mark Calcavecchia",67,176.7,8127.8,46,190.6,147.2,"DistancetoApex",2008
117,NA,"Ian Poulter",51,176.5,6529.5,37,187.1,166.8,"DistancetoApex",2008
118,NA,"Cody Freeman",66,176.3,8284.4,47,194.2,145.6,"DistancetoApex",2008
118,NA,"Ryuji Imada",80,176.3,11107.9,63,190.6,163.7,"DistancetoApex",2008
118,NA,"Ryan Moore",72,176.3,9520.1,54,192,153.7,"DistancetoApex",2008
121,NA,"Joe Ogilvie",100,176.2,14094,80,191.1,158.6,"DistancetoApex",2008
122,NA,"Justin Leonard",101,175.9,13547.2,77,188.7,150.2,"DistancetoApex",2008
123,NA,"Justin Bolli",87,175.7,11946.6,68,189.1,140,"DistancetoApex",2008
123,NA,"Marco Dawson",64,175.7,7730.8,44,193.3,148.6,"DistancetoApex",2008
123,NA,"Rod Pampling",83,175.7,10717.4,61,199,155.9,"DistancetoApex",2008
126,NA,"Michael Allen",91,175.5,12110.7,69,198.3,144.3,"DistancetoApex",2008
126,NA,"Alex Cejka",75,175.5,9126.5,52,185.6,158.1,"DistancetoApex",2008
126,NA,"Steve Flesch",95,175.5,13337.7,76,188.9,146.9,"DistancetoApex",2008
129,NA,"Eric Axley",113,175.4,14736.1,84,192.7,146.3,"DistancetoApex",2008
129,NA,"Tom Lehman",51,175.4,6489.3,37,184.5,163.3,"DistancetoApex",2008
131,NA,"Freddie Jacobson",78,175.3,10869.6,62,190.4,131.2,"DistancetoApex",2008
132,NA,"Mark Wilson",107,175.1,18210.3,104,186.4,152.4,"DistancetoApex",2008
133,NA,"Mike Weir",88,174.8,11361.4,65,189.4,157.2,"DistancetoApex",2008
134,NA,"Ryan Armour",87,174.5,11345,65,190,147.5,"DistancetoApex",2008
134,NA,"Kent Jones",68,174.5,8550.1,49,194.3,154.1,"DistancetoApex",2008
136,NA,"Billy Mayfair",103,174.4,15345.5,88,185.5,156.6,"DistancetoApex",2008
137,NA,"Ben Crane",86,174.3,12549.5,72,185.8,155.6,"DistancetoApex",2008
138,NA,"Ken Duke",116,174.2,15854.8,91,191,146.6,"DistancetoApex",2008
139,NA,"Kevin Na",97,174.1,13930.5,80,191.3,150.1,"DistancetoApex",2008
140,NA,"David Toms",70,174,9221.8,53,184.3,148.7,"DistancetoApex",2008
141,NA,"Mark Hensby",71,173.8,9386.5,54,191.4,152.8,"DistancetoApex",2008
142,NA,"David Lutterus",59,173.7,7469.9,43,186.8,139.1,"DistancetoApex",2008
142,NA,"Ron Whittaker",54,173.7,6426.7,37,185.7,153.3,"DistancetoApex",2008
144,NA,"Kyle Thompson",70,173.6,9547.6,55,191,138,"DistancetoApex",2008
145,NA,"Cliff Kresge",84,173.4,11791.4,68,186.6,153,"DistancetoApex",2008
146,NA,"Tommy Armour III",77,173.1,9867.5,57,190.2,146.6,"DistancetoApex",2008
146,NA,"Tom Scherrer",56,173.1,6404.9,37,190.3,144.7,"DistancetoApex",2008
148,NA,"Dudley Hart",74,173,10899.3,63,190.4,152.9,"DistancetoApex",2008
148,NA,"Patrick Sheehan",124,173,16089.8,93,186,150.8,"DistancetoApex",2008
148,NA,"Dean Wilson",109,173,14535,84,186.2,143.6,"DistancetoApex",2008
151,NA,"Chad Collins",72,172.6,10185.9,59,187.4,135.8,"DistancetoApex",2008
152,NA,"Chris Riley",51,172.5,5349,31,187.8,138.8,"DistancetoApex",2008
153,NA,"Jeff Gove",50,172.4,6549.7,38,185.2,153.9,"DistancetoApex",2008
154,NA,"Omar Uresti",74,172.3,9305.6,54,183.9,150.4,"DistancetoApex",2008
155,NA,"Kenneth Ferrie",72,172,9460.3,55,186.2,151.7,"DistancetoApex",2008
155,NA,"Tim Wilkinson",95,172,12555.7,73,186.2,146.4,"DistancetoApex",2008
157,NA,"Cameron Beckman",87,170.9,10252.8,60,189.5,140.9,"DistancetoApex",2008
157,NA,"Tom Pernice Jr",104,170.9,16407.8,96,188.3,143.3,"DistancetoApex",2008
159,NA,"Jeff Maggert",86,170.8,13148,77,186.9,148.8,"DistancetoApex",2008
159,NA,"Bob Tway",70,170.8,8197.4,48,187.3,154.6,"DistancetoApex",2008
161,NA,"Doug LaBelle II",65,170.7,7000,41,185.2,149.2,"DistancetoApex",2008
161,NA,"Brandt Snedeker",85,170.7,11780.1,69,185.8,146.1,"DistancetoApex",2008
163,NA,"Alejandro Canizares",52,170.6,6826,40,184.9,128.9,"DistancetoApex",2008
164,NA,"Scott Sterling",89,170.5,10739.1,63,185.5,133.3,"DistancetoApex",2008
165,NA,"Vaughn Taylor",103,170.3,14476.3,85,185.1,147.8,"DistancetoApex",2008
166,NA,"Stephen Leaney",53,170.2,6637.6,39,184.1,149,"DistancetoApex",2008
168,NA,"Tim Clark",90,169.9,11214.5,66,185.4,149.1,"DistancetoApex",2008
169,NA,"Jim McGovern",75,169.8,9848.3,58,191.8,140.2,"DistancetoApex",2008
169,NA,"Chez Reavie",102,169.8,15283.4,90,184.3,144.6,"DistancetoApex",2008
171,NA,"Brian Davis",108,169.6,16279.6,96,186.8,146.9,"DistancetoApex",2008
172,NA,"Zach Johnson",85,169.5,12372.1,73,181.9,154.6,"DistancetoApex",2008
173,NA,"Matt Kuchar",88,169.3,10835.3,64,181.1,145.9,"DistancetoApex",2008
174,NA,"Bob Estes",90,169.2,12010.3,71,187.1,146.3,"DistancetoApex",2008
175,NA,"Peter Lonard",92,168.7,12991.2,77,184.5,137.1,"DistancetoApex",2008
176,NA,"Jeff Quinney",87,168.5,10279.2,61,179.3,138,"DistancetoApex",2008
177,NA,"Robert Gamez",79,168.3,10768.9,64,182.6,134.3,"DistancetoApex",2008
178,NA,"Heath Slocum",104,168.1,14794.8,88,184.1,102.3,"DistancetoApex",2008
179,NA,"Bart Bryant",81,167.7,11070.9,66,182.5,146.1,"DistancetoApex",2008
180,NA,"Jerry Kelly",89,167.6,12238,73,180.6,142.6,"DistancetoApex",2008
181,NA,"John Mallinger",95,167.4,12723.6,76,179.8,148.8,"DistancetoApex",2008
182,NA,"JP Hayes",67,167.2,10031.7,60,179.1,148.2,"DistancetoApex",2008
183,NA,"Steve Elkington",84,167.1,10195.7,61,185.7,143.9,"DistancetoApex",2008
184,NA,"Scott Verplank",82,166.3,11643,70,177.4,135.9,"DistancetoApex",2008
185,NA,"Paul Claxton",63,166.1,7476.4,45,175.9,147.2,"DistancetoApex",2008
186,NA,"Paul Goydos",78,165.8,10613,64,179.5,142.5,"DistancetoApex",2008
187,NA,"Jin Park",85,164.5,10531,64,183.5,124.3,"DistancetoApex",2008
188,NA,"Nick OHern",82,163.9,9836.4,60,179.1,141.2,"DistancetoApex",2008
189,NA,"Glen Day",64,163,7659,47,174,151.4,"DistancetoApex",2008
190,NA,"Olin Browne",77,162.4,10067.8,62,174.1,85.7,"DistancetoApex",2008
190,NA,"Greg Kraft",63,162.4,7145.6,44,175.8,142.6,"DistancetoApex",2008
192,NA,"Brian Gay",102,160.8,13509.8,84,172.8,144.2,"DistancetoApex",2008
193,NA,"Shigeki Maruyama",50,160.7,6909.6,43,179.4,137.8,"DistancetoApex",2008
194,NA,"Craig Kanada",65,160.2,7690.1,48,171.5,140.7,"DistancetoApex",2008
195,NA,"Shane Bertsch",96,157.6,13553.3,86,176.1,133.6,"DistancetoApex",2008
196,NA,"Gavin Coles",54,157,5810.8,37,198.5,131.8,"DistancetoApex",2008
197,NA,"Corey Pavin",69,155.6,7623.5,49,171.4,128,"DistancetoApex",2008
