"ProximitytoHolefromSand_RANKTHISWEEK_2011","ProximitytoHolefromSand_RANKLASTWEEK_2011","ProximitytoHolefromSand_PLAYERNAME_2011","ProximitytoHolefromSand_ROUNDS_2011","ProximitytoHolefromSand_AVGDTP_2011","ProximitytoHolefromSand_TOTALDISTANCEFEET_2011","ProximitytoHolefromSand_OFSHOTS_2011","ProximitytoHolefromSand_SCRAMBLINGRANK_2011","stat_name","year"
161,NA,"Keegan Bradley",91,NA,1349.583,120,125,"ProximitytoHolefromSand",2011
161,NA,"Jhonattan Vegas",84,NA,1222.917,109,148,"ProximitytoHolefromSand",2011
163,NA,"Sung Kang",63,NA,716.25,63,115,"ProximitytoHolefromSand",2011
163,NA,"John Senden",94,NA,1312.167,116,145,"ProximitytoHolefromSand",2011
165,NA,"Fabian Gomez",84,NA,1182.917,103,177,"ProximitytoHolefromSand",2011
165,NA,"Vaughn Taylor",89,NA,1162,101,72,"ProximitytoHolefromSand",2011
167,NA,"Rich Beem",53,NA,646.917,56,168,"ProximitytoHolefromSand",2011
167,NA,"DJ Brigman",67,NA,946.833,82,166,"ProximitytoHolefromSand",2011
167,NA,"Justin Hicks",60,NA,577.167,50,185,"ProximitytoHolefromSand",2011
170,NA,"Ben Martin",74,NA,1046.333,90,167,"ProximitytoHolefromSand",2011
170,NA,"Brandt Snedeker",85,NA,1328,114,22,"ProximitytoHolefromSand",2011
172,NA,"Ben Crane",76,NA,902.083,77,23,"ProximitytoHolefromSand",2011
172,NA,"Graeme McDowell",50,NA,647.833,55,160,"ProximitytoHolefromSand",2011
174,NA,"Angel Cabrera",50,NA,744.25,61,176,"ProximitytoHolefromSand",2011
175,NA,"Andres Gonzales",60,NA,711.167,58,169,"ProximitytoHolefromSand",2011
175,NA,"Kevin Kisner",70,NA,982.917,80,142,"ProximitytoHolefromSand",2011
175,NA,"Troy Matteson",91,NA,1372.083,112,132,"ProximitytoHolefromSand",2011
175,NA,"John Merrick",71,NA,916.417,75,91,"ProximitytoHolefromSand",2011
179,NA,"JJ Henry",96,NA,1143.5,93,126,"ProximitytoHolefromSand",2011
179,NA,"Alexandre Rocha",65,NA,737.917,60,136,"ProximitytoHolefromSand",2011
181,NA,"Kent Jones",76,NA,1248.083,100,151,"ProximitytoHolefromSand",2011
182,NA,"Alex Prugh",82,NA,1426.583,112,186,"ProximitytoHolefromSand",2011
183,NA,"Michael Bradley",74,NA,928.417,72,179,"ProximitytoHolefromSand",2011
184,NA,"Robert Garrigus",83,NA,1381.417,106,164,"ProximitytoHolefromSand",2011
185,NA,"Scott Stallings",84,NA,1012.833,75,165,"ProximitytoHolefromSand",2011
186,NA,"Jim Herman",69,NA,966,71,118,"ProximitytoHolefromSand",2011
