"FairwayBunkerTendency_RANKTHISWEEK_2014","FairwayBunkerTendency_RANKLASTWEEK_2014","FairwayBunkerTendency_PLAYERNAME_2014","FairwayBunkerTendency_ROUNDS_2014","FairwayBunkerTendency_Pct_2014","FairwayBunkerTendency_TOTALFAIRWAYBUNKERS_2014","FairwayBunkerTendency_POSSIBLEFWYS_2014","FairwayBunkerTendency_RELATIVETOPAR_2014","stat_name","year"
58,58,"Rory McIlroy",66,5.9,39,665,0.385,"FairwayBunkerTendency",2014
58,58,"Robert Streb",75,5.9,52,887,0.25,"FairwayBunkerTendency",2014
58,58,"Brendon Todd",108,5.9,75,1263,0.187,"FairwayBunkerTendency",2014
66,66,"Roberto Castro",76,6,49,811,0.184,"FairwayBunkerTendency",2014
66,66,"Erik Compton",88,6,62,1029,0.194,"FairwayBunkerTendency",2014
66,66,"James Hahn",82,6,61,1010,0.213,"FairwayBunkerTendency",2014
66,66,"Jason Kokrak",65,6,50,835,0.16,"FairwayBunkerTendency",2014
66,66,"John Merrick",87,6,60,1002,0.317,"FairwayBunkerTendency",2014
71,71,"KJ Choi",80,6.1,56,925,0.143,"FairwayBunkerTendency",2014
71,71,"Richard Lee",80,6.1,52,846,0.462,"FairwayBunkerTendency",2014
71,71,"Hunter Mahan",88,6.1,61,1001,0.115,"FairwayBunkerTendency",2014
71,71,"Charl Schwartzel",64,6.1,46,748,0.217,"FairwayBunkerTendency",2014
71,71,"Nicholas Thompson",85,6.1,59,969,0.186,"FairwayBunkerTendency",2014
71,71,"Camilo Villegas",95,6.1,71,1156,0.239,"FairwayBunkerTendency",2014
71,71,"YE Yang",79,6.1,51,841,0.235,"FairwayBunkerTendency",2014
78,78,"Stuart Appleby",92,6.2,72,1164,0.069,"FairwayBunkerTendency",2014
78,78,"Stewart Cink",91,6.2,61,991,0.246,"FairwayBunkerTendency",2014
78,78,"Harris English",95,6.2,63,1018,0.016,"FairwayBunkerTendency",2014
78,78,"Hideki Matsuyama",82,6.2,55,893,0.164,"FairwayBunkerTendency",2014
78,78,"Carl Pettersson",91,6.2,73,1175,0.164,"FairwayBunkerTendency",2014
78,78,"Ian Poulter",57,6.2,35,565,0.4,"FairwayBunkerTendency",2014
78,78,"Wes Roach",67,6.2,43,696,0.163,"FairwayBunkerTendency",2014
78,78,"John Rollins",84,6.2,57,920,0.018,"FairwayBunkerTendency",2014
78,78,"John Senden",99,6.2,70,1122,0.2,"FairwayBunkerTendency",2014
78,78,"Brian Stuard",91,6.2,64,1028,0.219,"FairwayBunkerTendency",2014
88,88,"Robert Allenby",83,6.3,61,965,0.18,"FairwayBunkerTendency",2014
88,88,"JB Holmes",86,6.3,66,1044,0.318,"FairwayBunkerTendency",2014
88,88,"Andrew Loupe",65,6.3,43,679,0.233,"FairwayBunkerTendency",2014
88,88,"Josh Teater",90,6.3,65,1036,0.262,"FairwayBunkerTendency",2014
92,92,"Luke Donald",57,6.4,39,606,0.103,"FairwayBunkerTendency",2014
92,92,"Martin Flores",85,6.4,60,934,0.3,"FairwayBunkerTendency",2014
92,92,"Brian Harman",111,6.4,90,1403,0.178,"FairwayBunkerTendency",2014
92,92,"Graeme McDowell",66,6.4,41,640,0.293,"FairwayBunkerTendency",2014
92,92,"Seung Yul Noh",92,6.4,66,1029,0.106,"FairwayBunkerTendency",2014
92,92,"Geoff Ogilvy",84,6.4,64,1007,0.25,"FairwayBunkerTendency",2014
92,92,"Scott Stallings",77,6.4,55,863,0.364,"FairwayBunkerTendency",2014
92,92,"Andrew Svoboda",77,6.4,59,918,0.034,"FairwayBunkerTendency",2014
100,100,"Tommy Gainey",73,6.5,54,828,0.444,"FairwayBunkerTendency",2014
100,100,"Matt Kuchar",91,6.5,69,1056,0.174,"FairwayBunkerTendency",2014
100,100,"Phil Mickelson",71,6.5,45,690,0.133,"FairwayBunkerTendency",2014
100,100,"Michael Thompson",74,6.5,54,829,0.056,"FairwayBunkerTendency",2014
100,100,"Gary Woodland",93,6.5,66,1010,0.152,"FairwayBunkerTendency",2014
105,105,"Scott Brown",100,6.6,76,1160,0.132,"FairwayBunkerTendency",2014
105,105,"Derek Ernst",80,6.6,58,879,0.241,"FairwayBunkerTendency",2014
105,105,"Danny Lee",84,6.6,63,956,0.254,"FairwayBunkerTendency",2014
105,105,"Marc Leishman",81,6.6,62,945,0.226,"FairwayBunkerTendency",2014
105,105,"George McNeill",79,6.6,64,968,0.109,"FairwayBunkerTendency",2014
105,105,"Bryce Molder",77,6.6,58,883,0.138,"FairwayBunkerTendency",2014
105,105,"Patrick Reed",92,6.6,68,1027,0.206,"FairwayBunkerTendency",2014
105,105,"Vijay Singh",83,6.6,70,1053,0.1,"FairwayBunkerTendency",2014
105,105,"Kevin Stadler",90,6.6,60,905,0.267,"FairwayBunkerTendency",2014
105,105,"Kyle Stanley",87,6.6,65,991,0.215,"FairwayBunkerTendency",2014
105,105,"Tim Wilkinson",86,6.6,65,990,0.215,"FairwayBunkerTendency",2014
116,116,"Steven Bowditch",93,6.7,72,1074,0.153,"FairwayBunkerTendency",2014
116,116,"Brooks Koepka",56,6.7,39,580,0.231,"FairwayBunkerTendency",2014
116,116,"David Lingmerth",80,6.7,61,915,0.23,"FairwayBunkerTendency",2014
116,116,"Louis Oosthuizen",50,6.7,28,415,0.143,"FairwayBunkerTendency",2014
116,116,"DA Points",75,6.7,51,763,0.255,"FairwayBunkerTendency",2014
116,116,"Andres Romero",81,6.7,66,982,0.318,"FairwayBunkerTendency",2014
116,116,"Charlie Wi",72,6.7,60,901,0.217,"FairwayBunkerTendency",2014
123,123,"Keegan Bradley",89,6.8,63,928,0.19,"FairwayBunkerTendency",2014
123,123,"Charley Hoffman",93,6.8,71,1048,0.07,"FairwayBunkerTendency",2014
123,123,"Troy Merritt",62,6.8,52,762,0.327,"FairwayBunkerTendency",2014
126,126,"Kevin Chappell",100,6.9,83,1199,0.313,"FairwayBunkerTendency",2014
126,126,"Morgan Hoffmann",103,6.9,85,1232,0.282,"FairwayBunkerTendency",2014
126,126,"Billy Horschel",92,6.9,66,963,0.364,"FairwayBunkerTendency",2014
126,126,"Freddie Jacobson",91,6.9,77,1110,0.13,"FairwayBunkerTendency",2014
126,126,"Kevin Kisner",85,6.9,67,966,0.119,"FairwayBunkerTendency",2014
126,126,"Ben Martin",80,6.9,60,875,0.283,"FairwayBunkerTendency",2014
126,126,"Hudson Swafford",75,6.9,55,801,0.236,"FairwayBunkerTendency",2014
126,126,"Cameron Tringale",111,6.9,93,1356,0.215,"FairwayBunkerTendency",2014
134,134,"Davis Love III",74,7,60,862,0.217,"FairwayBunkerTendency",2014
134,134,"Kevin Tway",64,7,45,647,0.289,"FairwayBunkerTendency",2014
134,134,"Boo Weekley",73,7,55,785,0.236,"FairwayBunkerTendency",2014
137,137,"Gonzalo Fdez Castano",83,7.1,68,958,0.324,"FairwayBunkerTendency",2014
137,137,"Sergio Garcia",61,7.1,39,552,0.128,"FairwayBunkerTendency",2014
137,137,"JJ Henry",91,7.1,76,1078,0.224,"FairwayBunkerTendency",2014
137,137,"Trevor Immelman",84,7.1,66,925,0.303,"FairwayBunkerTendency",2014
137,137,"Brandt Snedeker",89,7.1,65,914,0.092,"FairwayBunkerTendency",2014
142,142,"Graham DeLaet",80,7.2,64,885,0.172,"FairwayBunkerTendency",2014
142,142,"John Peterson",62,7.2,55,764,0.255,"FairwayBunkerTendency",2014
144,144,"Aaron Baddeley",74,7.3,58,797,0.103,"FairwayBunkerTendency",2014
144,144,"Matt Every",85,7.3,65,887,0.292,"FairwayBunkerTendency",2014
144,144,"Retief Goosen",94,7.3,78,1073,0.064,"FairwayBunkerTendency",2014
144,144,"Luke Guthrie",85,7.3,77,1048,0.195,"FairwayBunkerTendency",2014
144,144,"Charles Howell III",106,7.3,95,1308,0.105,"FairwayBunkerTendency",2014
149,149,"James Driscoll",71,7.4,59,794,0.051,"FairwayBunkerTendency",2014
149,149,"David Hearn",97,7.4,84,1134,0.167,"FairwayBunkerTendency",2014
149,149,"Sean OHair",77,7.4,68,914,0.176,"FairwayBunkerTendency",2014
149,149,"Brendan Steele",89,7.4,72,971,0.167,"FairwayBunkerTendency",2014
149,149,"Chris Stroud",88,7.4,74,1001,0.081,"FairwayBunkerTendency",2014
149,149,"Johnson Wagner",69,7.4,59,801,0.068,"FairwayBunkerTendency",2014
149,149,"Lee Westwood",57,7.4,44,597,0.159,"FairwayBunkerTendency",2014
156,156,"Jason Dufner",57,7.5,44,586,0.25,"FairwayBunkerTendency",2014
156,156,"Jeff Overton",80,7.5,69,914,0.203,"FairwayBunkerTendency",2014
156,156,"Justin Rose",70,7.5,54,717,0.148,"FairwayBunkerTendency",2014
159,159,"Troy Matteson",62,7.6,51,667,0.137,"FairwayBunkerTendency",2014
160,160,"Bill Haas",107,7.7,87,1129,0.184,"FairwayBunkerTendency",2014
160,160,"Tyrone Van Aswegen",79,7.7,68,886,0.324,"FairwayBunkerTendency",2014
160,160,"Nick Watney",80,7.7,60,783,0.283,"FairwayBunkerTendency",2014
163,163,"Jonas Blixt",64,7.8,46,593,0.261,"FairwayBunkerTendency",2014
163,163,"Matt Jones",83,7.8,64,823,0.141,"FairwayBunkerTendency",2014
163,163,"Jordan Spieth",102,7.8,85,1094,0.165,"FairwayBunkerTendency",2014
166,166,"Ryo Ishikawa",75,7.9,67,846,0.149,"FairwayBunkerTendency",2014
167,167,"Brice Garnett",92,8,86,1080,0.314,"FairwayBunkerTendency",2014
167,167,"Chris Kirk",105,8,96,1199,0.115,"FairwayBunkerTendency",2014
169,169,"Mike Weir",69,8.1,59,726,0.186,"FairwayBunkerTendency",2014
170,170,"Greg Chalmers",85,8.2,82,1003,0.22,"FairwayBunkerTendency",2014
171,171,"Ernie Els",85,8.3,71,860,0.155,"FairwayBunkerTendency",2014
172,172,"Rory Sabbatini",82,8.4,75,896,0.173,"FairwayBunkerTendency",2014
172,172,"Jimmy Walker",98,8.4,84,1003,0.119,"FairwayBunkerTendency",2014
174,174,"Ricky Barnes",92,8.7,94,1077,0.202,"FairwayBunkerTendency",2014
175,175,"Paul Casey",56,9,55,609,0.273,"FairwayBunkerTendency",2014
176,176,"Bud Cauley",56,9.4,60,638,0.117,"FairwayBunkerTendency",2014
177,177,"Jim Renner",61,9.8,70,716,0.343,"FairwayBunkerTendency",2014
