"BestYTDStreakwoa3Putt_RANKTHISWEEK_2015","BestYTDStreakwoa3Putt_RANKLASTWEEK_2015","BestYTDStreakwoa3Putt_PLAYERNAME_2015","BestYTDStreakwoa3Putt_EVENTS_2015","BestYTDStreakwoa3Putt_BESTSTREAK_2015","BestYTDStreakwoa3Putt_CURRENTSTREAK_2015","stat_name","year"
89,89,"Pat Perez",26,151,94,"BestYTDStreakwoa3Putt",2015
89,89,"Alex Prugh",27,151,3,"BestYTDStreakwoa3Putt",2015
89,89,"Steve Stricker",9,151,151,"BestYTDStreakwoa3Putt",2015
95,95,"Sangmoon Bae",30,149,55,"BestYTDStreakwoa3Putt",2015
96,96,"Gonzalo Fdez Castano",28,146,21,"BestYTDStreakwoa3Putt",2015
96,96,"Anirban Lahiri",12,146,8,"BestYTDStreakwoa3Putt",2015
96,96,"Ian Poulter",19,146,27,"BestYTDStreakwoa3Putt",2015
96,96,"Nick Taylor",28,146,76,"BestYTDStreakwoa3Putt",2015
100,100,"Matt Every",26,145,12,"BestYTDStreakwoa3Putt",2015
100,100,"John Peterson",25,145,7,"BestYTDStreakwoa3Putt",2015
102,102,"Marc Leishman",23,143,22,"BestYTDStreakwoa3Putt",2015
102,102,"Andrew Putnam",23,143,5,"BestYTDStreakwoa3Putt",2015
102,102,"Hudson Swafford",30,143,10,"BestYTDStreakwoa3Putt",2015
102,102,"Vaughn Taylor",12,143,2,"BestYTDStreakwoa3Putt",2015
102,102,"Cory Whitsett",2,143,143,"BestYTDStreakwoa3Putt",2015
107,107,"Blayne Barber",26,142,9,"BestYTDStreakwoa3Putt",2015
107,107,"Ken Duke",30,142,2,"BestYTDStreakwoa3Putt",2015
109,109,"Morgan Hoffmann",26,141,20,"BestYTDStreakwoa3Putt",2015
109,109,"Matt Jones",25,141,18,"BestYTDStreakwoa3Putt",2015
109,109,"Scott Piercy",28,141,10,"BestYTDStreakwoa3Putt",2015
109,109,"Steve Wheatcroft",28,141,24,"BestYTDStreakwoa3Putt",2015
113,113,"Chad Campbell",30,140,29,"BestYTDStreakwoa3Putt",2015
113,113,"Tyrone Van Aswegen",20,140,84,"BestYTDStreakwoa3Putt",2015
115,115,"Matt Bettencourt",8,139,39,"BestYTDStreakwoa3Putt",2015
115,115,"Luke Donald",20,139,20,"BestYTDStreakwoa3Putt",2015
115,115,"Branden Grace",13,139,139,"BestYTDStreakwoa3Putt",2015
118,118,"Tom Hoge",26,138,7,"BestYTDStreakwoa3Putt",2015
118,118,"Colt Knost",29,138,22,"BestYTDStreakwoa3Putt",2015
118,118,"Brooks Koepka",23,138,74,"BestYTDStreakwoa3Putt",2015
118,118,"Johnson Wagner",23,138,58,"BestYTDStreakwoa3Putt",2015
122,122,"Rory Sabbatini",25,137,11,"BestYTDStreakwoa3Putt",2015
122,122,"Heath Slocum",22,137,10,"BestYTDStreakwoa3Putt",2015
122,122,"Jimmy Walker",24,137,20,"BestYTDStreakwoa3Putt",2015
125,125,"Louis Oosthuizen",20,136,1,"BestYTDStreakwoa3Putt",2015
125,125,"Kyle Reifers",31,136,20,"BestYTDStreakwoa3Putt",2015
127,127,"Erik Compton",28,135,1,"BestYTDStreakwoa3Putt",2015
127,127,"Brandon Hagy",8,135,5,"BestYTDStreakwoa3Putt",2015
127,127,"Richard Sterne",18,135,40,"BestYTDStreakwoa3Putt",2015
130,130,"Daniel Berger",31,134,NA,"BestYTDStreakwoa3Putt",2015
130,130,"Jim Herman",27,134,3,"BestYTDStreakwoa3Putt",2015
132,132,"Ernie Els",18,133,18,"BestYTDStreakwoa3Putt",2015
133,133,"Michael Thompson",27,132,1,"BestYTDStreakwoa3Putt",2015
134,134,"Jason Day",20,131,81,"BestYTDStreakwoa3Putt",2015
134,134,"Harris English",29,131,74,"BestYTDStreakwoa3Putt",2015
134,134,"Jon Rahm",3,131,131,"BestYTDStreakwoa3Putt",2015
134,134,"John Senden",24,131,6,"BestYTDStreakwoa3Putt",2015
134,134,"Chris Stroud",28,131,2,"BestYTDStreakwoa3Putt",2015
139,139,"Tiger Woods",11,128,18,"BestYTDStreakwoa3Putt",2015
140,140,"Brian Davis",31,127,22,"BestYTDStreakwoa3Putt",2015
140,140,"Jamie Donaldson",16,127,6,"BestYTDStreakwoa3Putt",2015
140,140,"Thongchai Jaidee",10,127,98,"BestYTDStreakwoa3Putt",2015
140,140,"Robert Streb",30,127,71,"BestYTDStreakwoa3Putt",2015
144,144,"Andres Gonzales",28,126,8,"BestYTDStreakwoa3Putt",2015
144,144,"Martin Kaymer",13,126,126,"BestYTDStreakwoa3Putt",2015
144,144,"Cameron Smith",13,126,83,"BestYTDStreakwoa3Putt",2015
147,147,"Ryan Palmer",22,125,21,"BestYTDStreakwoa3Putt",2015
147,147,"Marcel Siem",8,125,3,"BestYTDStreakwoa3Putt",2015
147,147,"Bubba Watson",19,125,103,"BestYTDStreakwoa3Putt",2015
150,150,"Greg Chalmers",17,124,NA,"BestYTDStreakwoa3Putt",2015
150,150,"Henrik Stenson",16,124,1,"BestYTDStreakwoa3Putt",2015
152,152,"Keegan Bradley",24,123,19,"BestYTDStreakwoa3Putt",2015
152,152,"Justin Hicks",14,123,11,"BestYTDStreakwoa3Putt",2015
152,152,"Mark Hubbard",25,123,22,"BestYTDStreakwoa3Putt",2015
155,155,"Aaron Baddeley",25,122,11,"BestYTDStreakwoa3Putt",2015
156,156,"Robert Garrigus",25,121,121,"BestYTDStreakwoa3Putt",2015
156,156,"Fabian Gomez",26,121,11,"BestYTDStreakwoa3Putt",2015
156,156,"Ben Martin",27,121,33,"BestYTDStreakwoa3Putt",2015
156,156,"Greg Owen",19,121,2,"BestYTDStreakwoa3Putt",2015
156,156,"Bo Van Pelt",28,121,4,"BestYTDStreakwoa3Putt",2015
161,161,"Angel Cabrera",19,120,18,"BestYTDStreakwoa3Putt",2015
161,161,"Marc Warren",9,120,11,"BestYTDStreakwoa3Putt",2015
163,163,"Derek Ernst",26,119,13,"BestYTDStreakwoa3Putt",2015
163,163,"Rickie Fowler",21,119,67,"BestYTDStreakwoa3Putt",2015
163,163,"Koumei Oda",4,119,119,"BestYTDStreakwoa3Putt",2015
163,163,"Gary Woodland",24,119,37,"BestYTDStreakwoa3Putt",2015
167,167,"Ben Curtis",14,118,20,"BestYTDStreakwoa3Putt",2015
168,168,"Austin Cook",7,116,15,"BestYTDStreakwoa3Putt",2015
168,168,"Martin Laird",24,116,17,"BestYTDStreakwoa3Putt",2015
168,168,"Nick Watney",28,116,29,"BestYTDStreakwoa3Putt",2015
171,171,"Graham DeLaet",22,114,31,"BestYTDStreakwoa3Putt",2015
171,171,"Padraig Harrington",21,114,2,"BestYTDStreakwoa3Putt",2015
171,171,"Rod Pampling",10,114,1,"BestYTDStreakwoa3Putt",2015
174,174,"Tommy Gainey",9,113,28,"BestYTDStreakwoa3Putt",2015
174,174,"Francesco Molinari",16,113,9,"BestYTDStreakwoa3Putt",2015
174,174,"Lee Westwood",15,113,6,"BestYTDStreakwoa3Putt",2015
177,177,"Charlie Beljan",27,112,1,"BestYTDStreakwoa3Putt",2015
177,177,"DA Points",26,112,8,"BestYTDStreakwoa3Putt",2015
179,179,"Ryo Ishikawa",28,111,6,"BestYTDStreakwoa3Putt",2015
180,180,"Chris Kirk",21,110,64,"BestYTDStreakwoa3Putt",2015
180,180,"Cameron Tringale",28,110,25,"BestYTDStreakwoa3Putt",2015
182,182,"Ben Crane",22,109,1,"BestYTDStreakwoa3Putt",2015
183,183,"Fred Funk",2,108,108,"BestYTDStreakwoa3Putt",2015
183,183,"Max Homa",27,108,3,"BestYTDStreakwoa3Putt",2015
183,183,"Hunter Mahan",24,108,12,"BestYTDStreakwoa3Putt",2015
183,183,"Jim Renner",27,108,21,"BestYTDStreakwoa3Putt",2015
183,183,"Mike Weir",18,108,64,"BestYTDStreakwoa3Putt",2015
188,188,"Trevor Immelman",19,107,3,"BestYTDStreakwoa3Putt",2015
189,189,"Blake Adams",13,106,12,"BestYTDStreakwoa3Putt",2015
189,189,"Scott Pinckney",27,106,9,"BestYTDStreakwoa3Putt",2015
191,191,"Kevin Chappell",26,105,77,"BestYTDStreakwoa3Putt",2015
191,191,"Retief Goosen",25,105,22,"BestYTDStreakwoa3Putt",2015
191,191,"Billy Horschel",28,105,21,"BestYTDStreakwoa3Putt",2015
194,194,"Arjun Atwal",7,104,104,"BestYTDStreakwoa3Putt",2015
194,194,"Jonathan Randolph",25,104,11,"BestYTDStreakwoa3Putt",2015
194,194,"Andrew Svoboda",30,104,3,"BestYTDStreakwoa3Putt",2015
194,194,"Jhonattan Vegas",27,104,NA,"BestYTDStreakwoa3Putt",2015
194,194,"Danny Willett",10,104,104,"BestYTDStreakwoa3Putt",2015
199,199,"Paul Casey",24,102,102,"BestYTDStreakwoa3Putt",2015
199,199,"Tom Gillis",16,102,3,"BestYTDStreakwoa3Putt",2015
199,199,"Mark OMeara",2,102,7,"BestYTDStreakwoa3Putt",2015
199,199,"Camilo Villegas",27,102,32,"BestYTDStreakwoa3Putt",2015
203,203,"Stuart Appleby",7,101,51,"BestYTDStreakwoa3Putt",2015
203,203,"George Coetzee",7,101,17,"BestYTDStreakwoa3Putt",2015
203,203,"Will Ma Kenzie",16,101,3,"BestYTDStreakwoa3Putt",2015
203,203,"Andres Romero",24,101,80,"BestYTDStreakwoa3Putt",2015
203,203,"Scott Stallings",19,101,12,"BestYTDStreakwoa3Putt",2015
203,203,"Kyle Stanley",12,101,8,"BestYTDStreakwoa3Putt",2015
203,203,"Will Wilcox",17,101,93,"BestYTDStreakwoa3Putt",2015
210,210,"David Lipsky",5,100,11,"BestYTDStreakwoa3Putt",2015
210,210,"Joost Luiten",13,100,42,"BestYTDStreakwoa3Putt",2015
212,212,"Chesson Hadley",30,99,3,"BestYTDStreakwoa3Putt",2015
212,212,"Jason Knutzon",2,99,9,"BestYTDStreakwoa3Putt",2015
212,212,"Vijay Singh",23,99,22,"BestYTDStreakwoa3Putt",2015
212,212,"David Toms",21,99,99,"BestYTDStreakwoa3Putt",2015
216,216,"James Morrison",2,97,15,"BestYTDStreakwoa3Putt",2015
217,217,"Troy Matteson",9,96,24,"BestYTDStreakwoa3Putt",2015
217,217,"Chez Reavie",19,96,2,"BestYTDStreakwoa3Putt",2015
217,217,"Roger Sloan",20,96,29,"BestYTDStreakwoa3Putt",2015
217,217,"DJ Trahan",5,96,10,"BestYTDStreakwoa3Putt",2015
221,221,"Shane Lowry",13,93,24,"BestYTDStreakwoa3Putt",2015
222,222,"Jonathan Byrd",22,92,72,"BestYTDStreakwoa3Putt",2015
223,223,"Phil Mickelson",19,91,33,"BestYTDStreakwoa3Putt",2015
223,223,"Dicky Pride",5,91,29,"BestYTDStreakwoa3Putt",2015
223,223,"Byron Smith",21,91,9,"BestYTDStreakwoa3Putt",2015
226,226,"Oscar Fraustro",21,89,12,"BestYTDStreakwoa3Putt",2015
226,226,"Graeme McDowell",15,89,2,"BestYTDStreakwoa3Putt",2015
226,226,"Chris Smith",9,89,NA,"BestYTDStreakwoa3Putt",2015
229,229,"Lee Janzen",4,88,5,"BestYTDStreakwoa3Putt",2015
229,229,"Pablo Larrazabal",4,88,5,"BestYTDStreakwoa3Putt",2015
229,229,"Antonio Lascuna",2,88,88,"BestYTDStreakwoa3Putt",2015
229,229,"Carlos Sainz Jr",20,88,11,"BestYTDStreakwoa3Putt",2015
229,229,"Webb Simpson",22,88,25,"BestYTDStreakwoa3Putt",2015
234,234,"Bill Haas",25,87,8,"BestYTDStreakwoa3Putt",2015
235,235,"Brandt Jobe",6,86,5,"BestYTDStreakwoa3Putt",2015
236,236,"John Merrick",27,85,13,"BestYTDStreakwoa3Putt",2015
237,237,"Miguel Angel Jimenez",6,84,18,"BestYTDStreakwoa3Putt",2015
237,237,"Bill Lunde",18,84,1,"BestYTDStreakwoa3Putt",2015
237,237,"Jarrod Lyle",10,84,34,"BestYTDStreakwoa3Putt",2015
237,237,"Scott McCarron",7,84,14,"BestYTDStreakwoa3Putt",2015
237,237,"Maverick McNealy",2,84,35,"BestYTDStreakwoa3Putt",2015
242,242,"Woody Austin",11,82,62,"BestYTDStreakwoa3Putt",2015
242,242,"John Daly",10,82,11,"BestYTDStreakwoa3Putt",2015
244,244,"Austin Connelly",2,81,81,"BestYTDStreakwoa3Putt",2015
245,245,"Mark Anderson",7,80,10,"BestYTDStreakwoa3Putt",2015
245,245,"Kiradech Aphibarnrat",4,80,18,"BestYTDStreakwoa3Putt",2015
245,245,"DH Lee",2,80,27,"BestYTDStreakwoa3Putt",2015
245,245,"Alexander Levy",8,80,31,"BestYTDStreakwoa3Putt",2015
249,249,"Charl Schwartzel",19,79,5,"BestYTDStreakwoa3Putt",2015
250,250,"Dudley Hart",8,78,33,"BestYTDStreakwoa3Putt",2015
251,251,"Ryuji Imada",4,77,8,"BestYTDStreakwoa3Putt",2015
251,251,"Cheng Tsung Pan",2,77,77,"BestYTDStreakwoa3Putt",2015
253,253,"Tommy Fleetwood",7,76,9,"BestYTDStreakwoa3Putt",2015
254,254,"Stewart Cink",23,75,9,"BestYTDStreakwoa3Putt",2015
254,254,"Stephen Gallacher",11,75,14,"BestYTDStreakwoa3Putt",2015
254,254,"Troy Kelly",9,75,4,"BestYTDStreakwoa3Putt",2015
254,254,"Patton Kizzire",2,75,5,"BestYTDStreakwoa3Putt",2015
258,258,"Tim Petrovic",11,74,21,"BestYTDStreakwoa3Putt",2015
258,258,"Andy Sullivan",6,74,1,"BestYTDStreakwoa3Putt",2015
260,260,"Bernd Wiesberger",11,73,73,"BestYTDStreakwoa3Putt",2015
261,261,"Patrick Cantlay",1,72,72,"BestYTDStreakwoa3Putt",2015
261,261,"Paul Dunne",1,72,72,"BestYTDStreakwoa3Putt",2015
261,261,"Brian Gaffney",1,72,72,"BestYTDStreakwoa3Putt",2015
261,261,"Andrew Loupe",15,72,9,"BestYTDStreakwoa3Putt",2015
261,261,"Adam Svensson",1,72,72,"BestYTDStreakwoa3Putt",2015
261,261,"Jay Woodson",1,72,72,"BestYTDStreakwoa3Putt",2015
261,261,"Gunn Yang",9,72,5,"BestYTDStreakwoa3Putt",2015
261,261,"Fabrizio Zanotti",1,72,72,"BestYTDStreakwoa3Putt",2015
269,269,"WC Liang",5,71,18,"BestYTDStreakwoa3Putt",2015
269,269,"Len Mattiace",6,71,3,"BestYTDStreakwoa3Putt",2015
271,271,"Victor Dubuisson",10,70,15,"BestYTDStreakwoa3Putt",2015
271,271,"Ryan Kennedy",2,70,70,"BestYTDStreakwoa3Putt",2015
271,271,"Brett Rumford",1,70,1,"BestYTDStreakwoa3Putt",2015
274,274,"Joe Affrunti",4,69,34,"BestYTDStreakwoa3Putt",2015
274,274,"Mark Hensby",2,69,6,"BestYTDStreakwoa3Putt",2015
276,276,"Rafa Cabrera Bello",4,68,6,"BestYTDStreakwoa3Putt",2015
276,276,"Chris DiMarco",4,68,40,"BestYTDStreakwoa3Putt",2015
278,278,"Mark Brooks",3,67,9,"BestYTDStreakwoa3Putt",2015
278,278,"Oliver Wilson",2,67,67,"BestYTDStreakwoa3Putt",2015
280,280,"Emiliano Grillo",5,66,8,"BestYTDStreakwoa3Putt",2015
280,280,"Eddie Pepperell",2,66,2,"BestYTDStreakwoa3Putt",2015
282,282,"Sebastian Cappelen",2,65,3,"BestYTDStreakwoa3Putt",2015
282,282,"Todd Hamilton",3,65,1,"BestYTDStreakwoa3Putt",2015
282,282,"Ollie Schniederjans",7,65,10,"BestYTDStreakwoa3Putt",2015
282,282,"Tom Watson",3,65,17,"BestYTDStreakwoa3Putt",2015
286,286,"Michael Block",6,64,18,"BestYTDStreakwoa3Putt",2015
286,286,"Steve Flesch",7,64,45,"BestYTDStreakwoa3Putt",2015
286,286,"Alvaro Quiros",2,64,11,"BestYTDStreakwoa3Putt",2015
286,286,"John Rollins",14,64,29,"BestYTDStreakwoa3Putt",2015
290,290,"Nicholas Fung",1,63,8,"BestYTDStreakwoa3Putt",2015
290,290,"Chris Naegel",2,63,63,"BestYTDStreakwoa3Putt",2015
290,290,"Gary Stal",2,63,63,"BestYTDStreakwoa3Putt",2015
293,293,"Jake Knapp",2,62,62,"BestYTDStreakwoa3Putt",2015
294,294,"Ryan Armour",17,61,4,"BestYTDStreakwoa3Putt",2015
294,294,"Sam Burns",2,61,7,"BestYTDStreakwoa3Putt",2015
294,294,"Hiroshi Iwata",4,61,15,"BestYTDStreakwoa3Putt",2015
294,294,"Michael Smith",1,61,10,"BestYTDStreakwoa3Putt",2015
294,294,"Charlie Wi",9,61,8,"BestYTDStreakwoa3Putt",2015
299,299,"Corey Conners",6,60,60,"BestYTDStreakwoa3Putt",2015
299,299,"Glen Day",8,60,4,"BestYTDStreakwoa3Putt",2015
299,299,"Bryson DeChambeau",3,60,60,"BestYTDStreakwoa3Putt",2015
299,299,"Steve Lewton",1,60,60,"BestYTDStreakwoa3Putt",2015
303,303,"Garrett Osborn",4,59,51,"BestYTDStreakwoa3Putt",2015
303,303,"Peter Uihlein",4,59,21,"BestYTDStreakwoa3Putt",2015
305,305,"David Howell",2,58,49,"BestYTDStreakwoa3Putt",2015
305,305,"Mikko Ilonen",8,58,15,"BestYTDStreakwoa3Putt",2015
307,307,"Benjamin Alvarado",8,57,NA,"BestYTDStreakwoa3Putt",2015
307,307,"Jamie Lovemark",2,57,15,"BestYTDStreakwoa3Putt",2015
307,307,"Colin Montgomerie",2,57,26,"BestYTDStreakwoa3Putt",2015
310,310,"Brian Campbell",2,55,5,"BestYTDStreakwoa3Putt",2015
310,310,"Kelvin Day",2,55,6,"BestYTDStreakwoa3Putt",2015
310,310,"Smylie Kaufman",2,55,1,"BestYTDStreakwoa3Putt",2015
313,313,"Shaun Micheel",5,54,41,"BestYTDStreakwoa3Putt",2015
313,313,"Marcelo Rozo",1,54,54,"BestYTDStreakwoa3Putt",2015
313,313,"Adam Scott",15,54,6,"BestYTDStreakwoa3Putt",2015
313,313,"Kevin Stadler",5,54,37,"BestYTDStreakwoa3Putt",2015
313,313,"Yoshitaka Takeya",1,54,54,"BestYTDStreakwoa3Putt",2015
318,318,"Guy Boros",2,53,25,"BestYTDStreakwoa3Putt",2015
318,318,"Tim Herron",7,53,14,"BestYTDStreakwoa3Putt",2015
318,318,"Robby Shelton",1,53,18,"BestYTDStreakwoa3Putt",2015
318,318,"Kevin Tway",1,53,2,"BestYTDStreakwoa3Putt",2015
322,322,"Thomas Bjorn",7,52,6,"BestYTDStreakwoa3Putt",2015
322,322,"Thorbjorn Olesen",1,52,1,"BestYTDStreakwoa3Putt",2015
322,322,"Curtis Thompson",2,52,52,"BestYTDStreakwoa3Putt",2015
325,325,"Jeff Maggert",2,51,51,"BestYTDStreakwoa3Putt",2015
326,326,"Rikard Karlberg",2,50,11,"BestYTDStreakwoa3Putt",2015
326,326,"Andy Pope",2,50,4,"BestYTDStreakwoa3Putt",2015
326,326,"Angelo Que",1,50,50,"BestYTDStreakwoa3Putt",2015
326,326,"Cory Renfrew",1,50,50,"BestYTDStreakwoa3Putt",2015
330,330,"Tom Johnson",2,49,7,"BestYTDStreakwoa3Putt",2015
330,330,"Hyung Sung Kim",2,49,16,"BestYTDStreakwoa3Putt",2015
332,332,"Harrison Frazar",7,48,14,"BestYTDStreakwoa3Putt",2015
332,332,"Ryan Ruffels",1,48,5,"BestYTDStreakwoa3Putt",2015
334,334,"Cameron Beckman",8,47,18,"BestYTDStreakwoa3Putt",2015
334,334,"Martin Piller",1,47,1,"BestYTDStreakwoa3Putt",2015
336,336,"Nick Cullen",1,46,46,"BestYTDStreakwoa3Putt",2015
336,336,"Ross Fisher",3,46,6,"BestYTDStreakwoa3Putt",2015
336,336,"YE Yang",4,46,23,"BestYTDStreakwoa3Putt",2015
339,339,"Michael Bradley",4,45,13,"BestYTDStreakwoa3Putt",2015
339,339,"David Duval",6,45,16,"BestYTDStreakwoa3Putt",2015
339,339,"Soren Kjeldsen",3,45,24,"BestYTDStreakwoa3Putt",2015
339,339,"Lian Wei Zhang",1,45,45,"BestYTDStreakwoa3Putt",2015
343,343,"Daniel Chopra",5,44,14,"BestYTDStreakwoa3Putt",2015
343,343,"Darren Clarke",6,44,5,"BestYTDStreakwoa3Putt",2015
343,343,"Tom Lehman",2,44,5,"BestYTDStreakwoa3Putt",2015
