"ApproachesLeftRoughRTPScore_RANKTHISWEEK_2005","ApproachesLeftRoughRTPScore_RANKLASTWEEK_2005","ApproachesLeftRoughRTPScore_PLAYERNAME_2005","ApproachesLeftRoughRTPScore_ROUNDS_2005","ApproachesLeftRoughRTPScore_AVGRTP_2005","stat_name","year"
36,36,"Brett Quigley",96,0.053,"ApproachesLeftRoughRTPScore",2005
38,38,"Jason Bohn",91,0.058,"ApproachesLeftRoughRTPScore",2005
38,38,"Scott McCarron",78,0.058,"ApproachesLeftRoughRTPScore",2005
40,40,"Jonathan Byrd",103,0.063,"ApproachesLeftRoughRTPScore",2005
40,40,"Phillip Price",77,0.063,"ApproachesLeftRoughRTPScore",2005
42,42,"Tim Herron",100,0.064,"ApproachesLeftRoughRTPScore",2005
42,42,"Brandt Jobe",96,0.064,"ApproachesLeftRoughRTPScore",2005
42,42,"Nick Watney",91,0.064,"ApproachesLeftRoughRTPScore",2005
45,45,"Woody Austin",100,0.068,"ApproachesLeftRoughRTPScore",2005
45,45,"Mark Calcavecchia",92,0.068,"ApproachesLeftRoughRTPScore",2005
45,45,"Luke Donald",67,0.068,"ApproachesLeftRoughRTPScore",2005
48,48,"JP Hayes",63,0.07,"ApproachesLeftRoughRTPScore",2005
49,49,"Robert Allenby",95,0.071,"ApproachesLeftRoughRTPScore",2005
50,50,"Joe Durant",81,0.076,"ApproachesLeftRoughRTPScore",2005
51,51,"Lee Janzen",75,0.077,"ApproachesLeftRoughRTPScore",2005
52,52,"Ryuji Imada",78,0.078,"ApproachesLeftRoughRTPScore",2005
53,53,"Stewart Cink",98,0.079,"ApproachesLeftRoughRTPScore",2005
53,53,"Lucas Glover",88,0.079,"ApproachesLeftRoughRTPScore",2005
55,55,"Brad Faxon",75,0.08,"ApproachesLeftRoughRTPScore",2005
55,55,"Ted Purdy",122,0.08,"ApproachesLeftRoughRTPScore",2005
57,57,"Kevin Sutherland",89,0.081,"ApproachesLeftRoughRTPScore",2005
58,58,"Carl Pettersson",109,0.083,"ApproachesLeftRoughRTPScore",2005
58,58,"Brett Wetterich",76,0.083,"ApproachesLeftRoughRTPScore",2005
60,60,"Aaron Baddeley",84,0.086,"ApproachesLeftRoughRTPScore",2005
60,60,"Brendan Jones",81,0.086,"ApproachesLeftRoughRTPScore",2005
62,62,"Bo Van Pelt",112,0.089,"ApproachesLeftRoughRTPScore",2005
63,63,"John Huston",90,0.092,"ApproachesLeftRoughRTPScore",2005
64,64,"Justin Bolli",65,0.093,"ApproachesLeftRoughRTPScore",2005
64,64,"Harrison Frazar",105,0.093,"ApproachesLeftRoughRTPScore",2005
66,66,"Rocco Mediate",73,0.094,"ApproachesLeftRoughRTPScore",2005
67,67,"Marco Dawson",82,0.096,"ApproachesLeftRoughRTPScore",2005
67,67,"John Rollins",97,0.096,"ApproachesLeftRoughRTPScore",2005
69,69,"Jason Allred",75,0.098,"ApproachesLeftRoughRTPScore",2005
70,70,"Olin Browne",99,0.099,"ApproachesLeftRoughRTPScore",2005
70,70,"Glen Day",80,0.099,"ApproachesLeftRoughRTPScore",2005
70,70,"Brent Geiberger",61,0.099,"ApproachesLeftRoughRTPScore",2005
73,73,"Justin Rose",99,0.1,"ApproachesLeftRoughRTPScore",2005
74,74,"Bob Estes",92,0.101,"ApproachesLeftRoughRTPScore",2005
75,75,"Carlos Franco",78,0.102,"ApproachesLeftRoughRTPScore",2005
76,76,"Matt Gogel",78,0.104,"ApproachesLeftRoughRTPScore",2005
77,77,"Billy Mayfair",114,0.107,"ApproachesLeftRoughRTPScore",2005
78,78,"Rod Pampling",89,0.109,"ApproachesLeftRoughRTPScore",2005
79,79,"Gavin Coles",70,0.111,"ApproachesLeftRoughRTPScore",2005
80,80,"Craig Barlow",81,0.112,"ApproachesLeftRoughRTPScore",2005
80,80,"Len Mattiace",86,0.112,"ApproachesLeftRoughRTPScore",2005
82,82,"Hunter Mahan",103,0.114,"ApproachesLeftRoughRTPScore",2005
83,83,"Steve Elkington",67,0.115,"ApproachesLeftRoughRTPScore",2005
84,84,"Duffy Waldorf",86,0.117,"ApproachesLeftRoughRTPScore",2005
85,85,"Ryan Palmer",101,0.118,"ApproachesLeftRoughRTPScore",2005
86,86,"Cameron Beckman",96,0.119,"ApproachesLeftRoughRTPScore",2005
87,87,"Skip Kendall",80,0.12,"ApproachesLeftRoughRTPScore",2005
88,88,"Billy Andrade",83,0.124,"ApproachesLeftRoughRTPScore",2005
88,88,"Davis Love III",80,0.124,"ApproachesLeftRoughRTPScore",2005
90,90,"DJ Brigman",76,0.126,"ApproachesLeftRoughRTPScore",2005
91,91,"Roland Thatcher",75,0.127,"ApproachesLeftRoughRTPScore",2005
92,92,"Steve Lowery",100,0.129,"ApproachesLeftRoughRTPScore",2005
93,93,"Richard Johnson",50,0.13,"ApproachesLeftRoughRTPScore",2005
93,93,"Jose Maria Olazabal",55,0.13,"ApproachesLeftRoughRTPScore",2005
95,95,"Michael Allen",90,0.132,"ApproachesLeftRoughRTPScore",2005
95,95,"Loren Roberts",54,0.132,"ApproachesLeftRoughRTPScore",2005
97,97,"Brian Bateman",98,0.133,"ApproachesLeftRoughRTPScore",2005
98,98,"Todd Fischer",99,0.134,"ApproachesLeftRoughRTPScore",2005
99,99,"Jerry Kelly",101,0.135,"ApproachesLeftRoughRTPScore",2005
100,100,"John Daly",78,0.137,"ApproachesLeftRoughRTPScore",2005
101,101,"Freddie Jacobson",72,0.138,"ApproachesLeftRoughRTPScore",2005
101,101,"Mario Tiziani",67,0.138,"ApproachesLeftRoughRTPScore",2005
103,103,"Brenden Pappas",51,0.142,"ApproachesLeftRoughRTPScore",2005
104,104,"Fred Couples",72,0.143,"ApproachesLeftRoughRTPScore",2005
105,105,"Brian Gay",101,0.145,"ApproachesLeftRoughRTPScore",2005
105,105,"Ian Poulter",62,0.145,"ApproachesLeftRoughRTPScore",2005
107,107,"John Cook",72,0.146,"ApproachesLeftRoughRTPScore",2005
107,107,"Jeff Sluman",94,0.146,"ApproachesLeftRoughRTPScore",2005
109,109,"Adam Scott",72,0.147,"ApproachesLeftRoughRTPScore",2005
110,110,"Hidemichi Tanaka",106,0.148,"ApproachesLeftRoughRTPScore",2005
111,111,"Neal Lancaster",95,0.15,"ApproachesLeftRoughRTPScore",2005
111,111,"Stephen Leaney",89,0.15,"ApproachesLeftRoughRTPScore",2005
111,111,"Kevin Stadler",96,0.15,"ApproachesLeftRoughRTPScore",2005
114,114,"Jose Coceres",56,0.151,"ApproachesLeftRoughRTPScore",2005
114,114,"Dean Wilson",86,0.151,"ApproachesLeftRoughRTPScore",2005
116,116,"Hank Kuehne",84,0.153,"ApproachesLeftRoughRTPScore",2005
117,117,"Fred Funk",102,0.156,"ApproachesLeftRoughRTPScore",2005
118,118,"Kent Jones",99,0.157,"ApproachesLeftRoughRTPScore",2005
118,118,"Shaun Micheel",81,0.157,"ApproachesLeftRoughRTPScore",2005
118,118,"DJ Trahan",81,0.157,"ApproachesLeftRoughRTPScore",2005
121,121,"Tim Clark",92,0.159,"ApproachesLeftRoughRTPScore",2005
122,122,"Scott Hend",75,0.16,"ApproachesLeftRoughRTPScore",2005
122,122,"Shigeki Maruyama",99,0.16,"ApproachesLeftRoughRTPScore",2005
124,124,"Jesper Parnevik",84,0.162,"ApproachesLeftRoughRTPScore",2005
124,124,"Mike Weir",71,0.162,"ApproachesLeftRoughRTPScore",2005
126,126,"Steve Flesch",90,0.163,"ApproachesLeftRoughRTPScore",2005
126,126,"Bill Glasson",54,0.163,"ApproachesLeftRoughRTPScore",2005
128,128,"Joey Snyder III",102,0.164,"ApproachesLeftRoughRTPScore",2005
129,129,"Jonathan Kaye",77,0.167,"ApproachesLeftRoughRTPScore",2005
130,130,"Chris Anderson",66,0.168,"ApproachesLeftRoughRTPScore",2005
131,131,"Charlie Wi",67,0.171,"ApproachesLeftRoughRTPScore",2005
132,132,"Stephen Ames",82,0.172,"ApproachesLeftRoughRTPScore",2005
133,133,"Rory Sabbatini",81,0.173,"ApproachesLeftRoughRTPScore",2005
134,134,"Doug Barron",70,0.176,"ApproachesLeftRoughRTPScore",2005
134,134,"Tom Byrum",83,0.176,"ApproachesLeftRoughRTPScore",2005
134,134,"Dudley Hart",84,0.176,"ApproachesLeftRoughRTPScore",2005
137,137,"Ben Crane",78,0.18,"ApproachesLeftRoughRTPScore",2005
138,138,"Mathias Gronberg",60,0.181,"ApproachesLeftRoughRTPScore",2005
138,138,"JL Lewis",98,0.181,"ApproachesLeftRoughRTPScore",2005
140,140,"Tommy Armour III",103,0.184,"ApproachesLeftRoughRTPScore",2005
141,141,"Larry Mize",54,0.186,"ApproachesLeftRoughRTPScore",2005
142,142,"Bob Heintz",67,0.188,"ApproachesLeftRoughRTPScore",2005
142,142,"Jay Williamson",53,0.188,"ApproachesLeftRoughRTPScore",2005
144,144,"Andrew Magee",82,0.191,"ApproachesLeftRoughRTPScore",2005
145,145,"Joe Ogilvie",103,0.192,"ApproachesLeftRoughRTPScore",2005
146,146,"Matt Kuchar",60,0.194,"ApproachesLeftRoughRTPScore",2005
147,147,"Bart Bryant",91,0.195,"ApproachesLeftRoughRTPScore",2005
148,148,"Joey Sindelar",104,0.197,"ApproachesLeftRoughRTPScore",2005
149,149,"Rich Beem",66,0.2,"ApproachesLeftRoughRTPScore",2005
149,149,"Chad Campbell",95,0.2,"ApproachesLeftRoughRTPScore",2005
149,149,"Robert Damron",89,0.2,"ApproachesLeftRoughRTPScore",2005
149,149,"Chris DiMarco",83,0.2,"ApproachesLeftRoughRTPScore",2005
153,153,"Steve Allan",102,0.201,"ApproachesLeftRoughRTPScore",2005
154,154,"Dennis Paulson",63,0.202,"ApproachesLeftRoughRTPScore",2005
155,155,"Jim Carter",62,0.204,"ApproachesLeftRoughRTPScore",2005
156,156,"Tag Ridings",93,0.205,"ApproachesLeftRoughRTPScore",2005
157,157,"Alex Cejka",84,0.207,"ApproachesLeftRoughRTPScore",2005
158,158,"Todd Hamilton",94,0.209,"ApproachesLeftRoughRTPScore",2005
158,158,"Padraig Harrington",50,0.209,"ApproachesLeftRoughRTPScore",2005
158,158,"Bradley Hughes",52,0.209,"ApproachesLeftRoughRTPScore",2005
161,161,"Tom Gillis",77,0.21,"ApproachesLeftRoughRTPScore",2005
162,162,"Brian Davis",75,0.211,"ApproachesLeftRoughRTPScore",2005
162,162,"Frank Lickliter II",100,0.211,"ApproachesLeftRoughRTPScore",2005
164,164,"Danny Briggs",70,0.213,"ApproachesLeftRoughRTPScore",2005
165,165,"Chris Smith",93,0.214,"ApproachesLeftRoughRTPScore",2005
166,166,"Zach Johnson",96,0.216,"ApproachesLeftRoughRTPScore",2005
167,167,"Jeff Maggert",79,0.218,"ApproachesLeftRoughRTPScore",2005
167,167,"Vaughn Taylor",99,0.218,"ApproachesLeftRoughRTPScore",2005
169,169,"Corey Pavin",77,0.221,"ApproachesLeftRoughRTPScore",2005
169,169,"Pat Perez",89,0.221,"ApproachesLeftRoughRTPScore",2005
171,171,"Jay Haas",54,0.224,"ApproachesLeftRoughRTPScore",2005
172,172,"Peter Lonard",85,0.226,"ApproachesLeftRoughRTPScore",2005
173,173,"Kirk Triplett",55,0.228,"ApproachesLeftRoughRTPScore",2005
174,174,"Jeff Brehaut",71,0.229,"ApproachesLeftRoughRTPScore",2005
174,174,"Franklin Langham",91,0.229,"ApproachesLeftRoughRTPScore",2005
176,176,"David Hearn",68,0.231,"ApproachesLeftRoughRTPScore",2005
177,177,"John Elliott",58,0.235,"ApproachesLeftRoughRTPScore",2005
177,177,"Paul Gow",78,0.235,"ApproachesLeftRoughRTPScore",2005
177,177,"Sean OHair",103,0.235,"ApproachesLeftRoughRTPScore",2005
177,177,"Patrick Sheehan",114,0.235,"ApproachesLeftRoughRTPScore",2005
177,177,"Scott Verplank",87,0.235,"ApproachesLeftRoughRTPScore",2005
182,182,"KJ Choi",78,0.236,"ApproachesLeftRoughRTPScore",2005
183,183,"Robert Gamez",91,0.24,"ApproachesLeftRoughRTPScore",2005
183,183,"Michael Long",72,0.24,"ApproachesLeftRoughRTPScore",2005
185,185,"Paul Claxton",79,0.246,"ApproachesLeftRoughRTPScore",2005
186,186,"Will Ma Kenzie",75,0.248,"ApproachesLeftRoughRTPScore",2005
187,187,"DA Points",94,0.25,"ApproachesLeftRoughRTPScore",2005
188,188,"Paul Azinger",66,0.253,"ApproachesLeftRoughRTPScore",2005
189,189,"Steve Jones",56,0.258,"ApproachesLeftRoughRTPScore",2005
190,190,"Mark OMeara",66,0.265,"ApproachesLeftRoughRTPScore",2005
191,191,"Mark Brooks",72,0.268,"ApproachesLeftRoughRTPScore",2005
192,192,"Ben Curtis",65,0.271,"ApproachesLeftRoughRTPScore",2005
193,193,"Tom Lehman",69,0.275,"ApproachesLeftRoughRTPScore",2005
194,194,"Mark Wilson",74,0.278,"ApproachesLeftRoughRTPScore",2005
195,195,"Craig Perks",67,0.31,"ApproachesLeftRoughRTPScore",2005
195,195,"Lee Westwood",50,0.31,"ApproachesLeftRoughRTPScore",2005
197,197,"Rob Rashell",65,0.326,"ApproachesLeftRoughRTPScore",2005
198,198,"Thomas Levet",54,0.329,"ApproachesLeftRoughRTPScore",2005
199,199,"Tim Petrovic",97,0.331,"ApproachesLeftRoughRTPScore",2005
200,200,"Mark Hensby",70,0.348,"ApproachesLeftRoughRTPScore",2005
201,201,"Hideto Tanihara",50,0.351,"ApproachesLeftRoughRTPScore",2005
202,202,"Chris Riley",67,0.385,"ApproachesLeftRoughRTPScore",2005
