"BirdieAverage_RANKTHISWEEK_2006","BirdieAverage_RANKLASTWEEK_2006","BirdieAverage_PLAYERNAME_2006","BirdieAverage_ROUNDS_2006","BirdieAverage_AVG_2006","BirdieAverage_OFBIRDIES_2006","BirdieAverage_TOTALROUNDS_2006","stat_name","year"
31,31,"Stuart Appleby",83,3.74,292,78,"BirdieAverage",2006
31,31,"Marco Dawson",87,3.74,325,87,"BirdieAverage",2006
31,31,"Mike Weir",88,3.74,318,85,"BirdieAverage",2006
31,31,"Mark Wilson",79,3.74,284,76,"BirdieAverage",2006
36,36,"Michael Allen",84,3.73,313,84,"BirdieAverage",2006
36,36,"Craig Barlow",77,3.73,272,73,"BirdieAverage",2006
36,36,"Luke Donald",66,3.73,235,63,"BirdieAverage",2006
36,36,"Joe Ogilvie",95,3.73,339,91,"BirdieAverage",2006
40,40,"Eric Axley",91,3.72,331,89,"BirdieAverage",2006
40,40,"Padraig Harrington",54,3.72,186,50,"BirdieAverage",2006
42,42,"Alex Cejka",93,3.71,338,91,"BirdieAverage",2006
42,42,"Bubba Dickerson",98,3.71,356,96,"BirdieAverage",2006
44,44,"Pat Perez",50,3.7,185,50,"BirdieAverage",2006
44,44,"Scott Verplank",88,3.7,318,86,"BirdieAverage",2006
44,44,"Bubba Watson",83,3.7,292,79,"BirdieAverage",2006
47,47,"Greg Owen",79,3.69,284,77,"BirdieAverage",2006
47,47,"John Rollins",93,3.69,336,91,"BirdieAverage",2006
49,49,"Tom Pernice Jr",108,3.68,383,104,"BirdieAverage",2006
50,50,"Arron Oberholser",82,3.67,290,79,"BirdieAverage",2006
51,51,"Stephen Ames",63,3.66,227,62,"BirdieAverage",2006
51,51,"Stewart Cink",93,3.66,322,88,"BirdieAverage",2006
51,51,"Ernie Els",69,3.66,234,64,"BirdieAverage",2006
51,51,"Bob May",65,3.66,227,62,"BirdieAverage",2006
51,51,"Camilo Villegas",95,3.66,340,93,"BirdieAverage",2006
56,56,"Nathan Green",108,3.65,380,104,"BirdieAverage",2006
56,56,"JB Holmes",81,3.65,281,77,"BirdieAverage",2006
58,58,"Shane Bertsch",104,3.64,371,102,"BirdieAverage",2006
58,58,"Brian Gay",107,3.64,389,107,"BirdieAverage",2006
58,58,"Mathias Gronberg",92,3.64,324,89,"BirdieAverage",2006
58,58,"Rod Pampling",89,3.64,306,84,"BirdieAverage",2006
62,62,"Shigeki Maruyama",94,3.63,334,92,"BirdieAverage",2006
62,62,"Ian Poulter",53,3.63,189,52,"BirdieAverage",2006
64,64,"Joe Durant",101,3.62,366,101,"BirdieAverage",2006
64,64,"Retief Goosen",68,3.62,217,60,"BirdieAverage",2006
64,64,"Ryan Moore",68,3.62,235,65,"BirdieAverage",2006
64,64,"Brett Quigley",109,3.62,380,105,"BirdieAverage",2006
68,68,"Jesper Parnevik",84,3.61,303,84,"BirdieAverage",2006
68,68,"Rory Sabbatini",84,3.61,300,83,"BirdieAverage",2006
70,70,"Woody Austin",107,3.6,385,107,"BirdieAverage",2006
70,70,"Jeff Brehaut",100,3.6,346,96,"BirdieAverage",2006
70,70,"Mark Calcavecchia",94,3.6,335,93,"BirdieAverage",2006
70,70,"Tag Ridings",103,3.6,360,100,"BirdieAverage",2006
70,70,"Wes Short Jr",96,3.6,338,94,"BirdieAverage",2006
75,75,"Rich Beem",85,3.59,298,83,"BirdieAverage",2006
75,75,"Geoff Ogilvy",76,3.59,251,70,"BirdieAverage",2006
75,75,"Kirk Triplett",58,3.59,201,56,"BirdieAverage",2006
78,78,"Jerry Kelly",100,3.58,358,100,"BirdieAverage",2006
78,78,"Will Ma Kenzie",91,3.58,315,88,"BirdieAverage",2006
80,80,"Tommy Armour III",65,3.57,232,65,"BirdieAverage",2006
80,80,"Jeff Sluman",101,3.57,361,101,"BirdieAverage",2006
82,82,"Chris DiMarco",83,3.55,277,78,"BirdieAverage",2006
82,82,"Freddie Jacobson",56,3.55,199,56,"BirdieAverage",2006
82,82,"Ted Purdy",103,3.55,359,101,"BirdieAverage",2006
82,82,"Heath Slocum",96,3.55,330,93,"BirdieAverage",2006
82,82,"Dean Wilson",115,3.55,394,111,"BirdieAverage",2006
87,87,"JJ Henry",96,3.54,329,93,"BirdieAverage",2006
87,87,"Daisuke Maruyama",83,3.54,280,79,"BirdieAverage",2006
87,87,"Chris Riley",86,3.54,290,82,"BirdieAverage",2006
87,87,"John Senden",96,3.54,329,93,"BirdieAverage",2006
87,87,"Jerry Smith",94,3.54,326,92,"BirdieAverage",2006
92,92,"Olin Browne",108,3.53,367,104,"BirdieAverage",2006
92,92,"Lee Janzen",79,3.53,279,79,"BirdieAverage",2006
92,92,"DA Points",82,3.53,282,80,"BirdieAverage",2006
95,95,"Brian Davis",92,3.52,317,90,"BirdieAverage",2006
96,96,"Dudley Hart",83,3.51,291,83,"BirdieAverage",2006
96,96,"John Huston",74,3.51,253,72,"BirdieAverage",2006
96,96,"Sean OHair",100,3.51,344,98,"BirdieAverage",2006
99,99,"Jason Bohn",104,3.49,363,104,"BirdieAverage",2006
99,99,"John Daly",51,3.49,171,49,"BirdieAverage",2006
99,99,"Todd Fischer",101,3.49,346,99,"BirdieAverage",2006
99,99,"Scott Gutschewski",53,3.49,178,51,"BirdieAverage",2006
99,99,"Bill Haas",99,3.49,335,96,"BirdieAverage",2006
99,99,"Kent Jones",103,3.49,352,101,"BirdieAverage",2006
99,99,"Shaun Micheel",96,3.49,325,93,"BirdieAverage",2006
106,106,"Chad Campbell",91,3.48,303,87,"BirdieAverage",2006
106,106,"Jeff Overton",95,3.48,324,93,"BirdieAverage",2006
106,106,"Duffy Waldorf",96,3.48,320,92,"BirdieAverage",2006
109,109,"KJ Choi",93,3.47,319,92,"BirdieAverage",2006
109,109,"Kris Cox",83,3.47,281,81,"BirdieAverage",2006
109,109,"Bob Estes",85,3.47,295,85,"BirdieAverage",2006
109,109,"Jeff Gove",91,3.47,302,87,"BirdieAverage",2006
109,109,"DJ Trahan",92,3.47,312,90,"BirdieAverage",2006
109,109,"Charles Warren",93,3.47,312,90,"BirdieAverage",2006
115,115,"Arjun Atwal",97,3.46,329,95,"BirdieAverage",2006
115,115,"Steve Flesch",119,3.46,398,115,"BirdieAverage",2006
115,115,"David McKenzie",82,3.46,277,80,"BirdieAverage",2006
115,115,"Carl Pettersson",95,3.46,322,93,"BirdieAverage",2006
119,119,"Richard Johnson",94,3.45,324,94,"BirdieAverage",2006
119,119,"Stephen Leaney",84,3.45,290,84,"BirdieAverage",2006
119,119,"Steve Lowery",99,3.45,335,97,"BirdieAverage",2006
122,122,"Aaron Baddeley",78,3.43,261,76,"BirdieAverage",2006
122,122,"Bernhard Langer",77,3.43,247,72,"BirdieAverage",2006
122,122,"Troy Matteson",101,3.43,346,101,"BirdieAverage",2006
125,125,"Chris Smith",67,3.42,229,67,"BirdieAverage",2006
126,126,"David Branshaw",98,3.41,334,98,"BirdieAverage",2006
126,126,"David Duval",71,3.41,235,69,"BirdieAverage",2006
126,126,"Danny Ellis",68,3.41,218,64,"BirdieAverage",2006
126,126,"Brandt Jobe",91,3.41,300,88,"BirdieAverage",2006
126,126,"Jose Maria Olazabal",62,3.41,198,58,"BirdieAverage",2006
131,131,"Ryuji Imada",105,3.4,347,102,"BirdieAverage",2006
132,132,"Mathew Goggin",72,3.39,237,70,"BirdieAverage",2006
132,132,"Skip Kendall",72,3.39,244,72,"BirdieAverage",2006
132,132,"Vance Veazey",59,3.39,200,59,"BirdieAverage",2006
135,135,"Brent Geiberger",99,3.38,328,97,"BirdieAverage",2006
136,136,"Billy Andrade",78,3.36,249,74,"BirdieAverage",2006
136,136,"Carlos Franco",86,3.36,289,86,"BirdieAverage",2006
136,136,"Matt Hansen",68,3.36,222,66,"BirdieAverage",2006
136,136,"Jeff Maggert",81,3.36,272,81,"BirdieAverage",2006
136,136,"Kenny Perry",73,3.36,242,72,"BirdieAverage",2006
136,136,"Joey Sindelar",90,3.36,302,90,"BirdieAverage",2006
136,136,"Kevin Sutherland",100,3.36,323,96,"BirdieAverage",2006
143,143,"Robert Gamez",94,3.35,315,94,"BirdieAverage",2006
143,143,"Jason Gore",86,3.35,281,84,"BirdieAverage",2006
143,143,"Paul Goydos",72,3.35,241,72,"BirdieAverage",2006
146,146,"Robert Damron",91,3.34,304,91,"BirdieAverage",2006
147,147,"Fred Funk",106,3.32,349,105,"BirdieAverage",2006
147,147,"Jonathan Kaye",95,3.32,305,92,"BirdieAverage",2006
149,149,"Omar Uresti",61,3.31,195,59,"BirdieAverage",2006
149,149,"Jimmy Walker",60,3.31,192,58,"BirdieAverage",2006
151,151,"Billy Mayfair",94,3.3,310,94,"BirdieAverage",2006
151,151,"Nicholas Thompson",96,3.3,307,93,"BirdieAverage",2006
153,153,"Paul Azinger",87,3.29,286,87,"BirdieAverage",2006
153,153,"Ian Leggatt",80,3.29,250,76,"BirdieAverage",2006
155,155,"Zach Johnson",98,3.28,289,88,"BirdieAverage",2006
156,156,"Doug Barron",74,3.26,238,73,"BirdieAverage",2006
156,156,"James Driscoll",80,3.26,261,80,"BirdieAverage",2006
156,156,"Bob Tway",81,3.26,254,78,"BirdieAverage",2006
159,159,"Greg Chalmers",71,3.25,218,67,"BirdieAverage",2006
159,159,"John Cook",67,3.25,218,67,"BirdieAverage",2006
159,159,"Jason Schultz",77,3.25,244,75,"BirdieAverage",2006
162,162,"Charles Howell III",96,3.23,300,93,"BirdieAverage",2006
162,162,"Greg Kraft",79,3.23,242,75,"BirdieAverage",2006
162,162,"Paul Stankowski",70,3.23,226,70,"BirdieAverage",2006
165,165,"Fred Couples",52,3.22,161,50,"BirdieAverage",2006
165,165,"Steve Elkington",52,3.22,164,51,"BirdieAverage",2006
165,165,"Patrick Sheehan",104,3.22,322,100,"BirdieAverage",2006
168,168,"Henrik Bjornstad",97,3.19,303,95,"BirdieAverage",2006
168,168,"Ben Curtis",86,3.19,274,86,"BirdieAverage",2006
168,168,"Ron Whittaker",81,3.19,252,79,"BirdieAverage",2006
171,171,"Mike Sposa",68,3.18,207,65,"BirdieAverage",2006
172,172,"Len Mattiace",59,3.17,187,59,"BirdieAverage",2006
173,173,"Alex Aragon",63,3.16,193,61,"BirdieAverage",2006
174,174,"Steve Jones",83,3.15,258,82,"BirdieAverage",2006
175,175,"Bart Bryant",87,3.14,270,86,"BirdieAverage",2006
175,175,"Tim Petrovic",95,3.14,286,91,"BirdieAverage",2006
177,177,"Roger Tambellini",64,3.13,191,61,"BirdieAverage",2006
178,178,"Tim Herron",82,3.11,252,81,"BirdieAverage",2006
178,178,"Justin Leonard",83,3.11,246,79,"BirdieAverage",2006
180,180,"Brian Bateman",69,3.09,201,65,"BirdieAverage",2006
180,180,"Brad Faxon",78,3.09,241,78,"BirdieAverage",2006
182,182,"Michael Connell",51,3.08,148,48,"BirdieAverage",2006
182,182,"Mark OMeara",52,3.08,154,50,"BirdieAverage",2006
184,184,"JL Lewis",57,3.07,175,57,"BirdieAverage",2006
185,185,"Peter Lonard",77,3.04,231,76,"BirdieAverage",2006
186,186,"Ryan Hietala",61,3.02,178,59,"BirdieAverage",2006
186,186,"Tjaart van der Walt",60,3.02,172,57,"BirdieAverage",2006
188,188,"Tom Lehman",70,2.95,177,60,"BirdieAverage",2006
189,189,"Thomas Levet",53,2.9,148,51,"BirdieAverage",2006
190,190,"Todd Hamilton",72,2.89,208,72,"BirdieAverage",2006
190,190,"Corey Pavin",74,2.89,202,70,"BirdieAverage",2006
192,192,"Mark Brooks",90,2.88,256,89,"BirdieAverage",2006
193,193,"Jon Mills",68,2.83,187,66,"BirdieAverage",2006
194,194,"John Engler Jr",69,2.82,189,67,"BirdieAverage",2006
195,195,"Larry Mize",53,2.75,140,51,"BirdieAverage",2006
196,196,"Hidemichi Tanaka",74,2.64,193,73,"BirdieAverage",2006
