"ScramblingfromtheSand_RANKTHISWEEK_2015","ScramblingfromtheSand_RANKLASTWEEK_2015","ScramblingfromtheSand_PLAYERNAME_2015","ScramblingfromtheSand_ROUNDS_2015","ScramblingfromtheSand_Pct_2015","ScramblingfromtheSand_SUCCESSES_2015","ScramblingfromtheSand_ATTEMPTS_2015","stat_name","year"
156,156,"Adam Scott",51,45.95,17,37,"ScramblingfromtheSand",2015
157,157,"Morgan Hoffmann",85,45.68,37,81,"ScramblingfromtheSand",2015
158,158,"Gonzalo Fdez Castano",81,45.45,45,99,"ScramblingfromtheSand",2015
159,159,"Andres Romero",69,45.31,29,64,"ScramblingfromtheSand",2015
160,160,"Charlie Beljan",76,44.59,33,74,"ScramblingfromtheSand",2015
161,161,"Camilo Villegas",83,44.44,44,99,"ScramblingfromtheSand",2015
162,162,"Max Homa",78,43.82,39,89,"ScramblingfromtheSand",2015
163,163,"Scott Piercy",90,43.53,37,85,"ScramblingfromtheSand",2015
164,164,"Spencer Levin",99,43.02,37,86,"ScramblingfromtheSand",2015
165,165,"Johnson Wagner",68,42.62,26,61,"ScramblingfromtheSand",2015
166,166,"Davis Love III",51,42.59,23,54,"ScramblingfromtheSand",2015
167,167,"Robert Allenby",63,42.31,22,52,"ScramblingfromtheSand",2015
168,168,"Hudson Swafford",97,42.17,35,83,"ScramblingfromtheSand",2015
169,169,"JJ Henry",94,41.43,29,70,"ScramblingfromtheSand",2015
170,170,"David Hearn",97,41.28,45,109,"ScramblingfromtheSand",2015
171,171,"Paul Casey",87,41.27,26,63,"ScramblingfromtheSand",2015
171,171,"Jim Renner",68,41.27,26,63,"ScramblingfromtheSand",2015
173,173,"Russell Knox",96,41.03,32,78,"ScramblingfromtheSand",2015
174,174,"Alex Prugh",84,40.51,32,79,"ScramblingfromtheSand",2015
175,175,"Nicholas Thompson",90,40,36,90,"ScramblingfromtheSand",2015
176,176,"Derek Ernst",75,39.71,27,68,"ScramblingfromtheSand",2015
177,177,"Oscar Fraustro",58,39.34,24,61,"ScramblingfromtheSand",2015
178,178,"Fabian Gomez",83,39.33,35,89,"ScramblingfromtheSand",2015
179,179,"Charles Howell III",105,38.64,34,88,"ScramblingfromtheSand",2015
180,180,"Robert Garrigus",70,35.59,21,59,"ScramblingfromtheSand",2015
181,181,"Andrew Svoboda",80,34.94,29,83,"ScramblingfromtheSand",2015
182,182,"Chez Reavie",56,34,17,50,"ScramblingfromtheSand",2015
183,183,"Dustin Johnson",75,33.96,18,53,"ScramblingfromtheSand",2015
184,184,"Jason Dufner",76,33.82,23,68,"ScramblingfromtheSand",2015
