"SmashFactor_RANKTHISWEEK_2016","SmashFactor_RANKLASTWEEK_2016","SmashFactor_PLAYERNAME_2016","SmashFactor_ROUNDS_2016","SmashFactor_AVG_2016","SmashFactor_TOTALSMASHFACTOR_2016","SmashFactor_TOTALATTEMPTS_2016","SmashFactor_HIGHESTVALUE_2016","SmashFactor_LOWESTVALUE_2016","stat_name","year"
87,88,"Will Ma Kenzie",54,1.491,70.065,47,1.52,1.276,"SmashFactor",2016
87,91,"Johnson Wagner",44,1.491,55.157,37,1.518,1.447,"SmashFactor",2016
90,91,"Jason Gore",51,1.49,65.574,44,1.52,1.459,"SmashFactor",2016
90,97,"David Hearn",55,1.49,77.47,52,1.526,1.433,"SmashFactor",2016
90,91,"Charley Hoffman",49,1.49,70.015,47,1.527,1.455,"SmashFactor",2016
90,91,"Troy Merritt",41,1.49,47.692,32,1.527,1.421,"SmashFactor",2016
90,91,"Patrick Rodgers",49,1.49,59.615,40,1.52,1.425,"SmashFactor",2016
90,91,"Vijay Singh",42,1.49,73.029,49,1.524,1.444,"SmashFactor",2016
96,97,"Thomas Aiken",42,1.489,37.233,25,1.526,1.438,"SmashFactor",2016
96,102,"Alex Cejka",47,1.489,47.633,32,1.53,1.431,"SmashFactor",2016
96,97,"Dustin Johnson",37,1.489,37.225,25,1.52,1.447,"SmashFactor",2016
96,102,"Kelly Kraft",35,1.489,31.267,21,1.529,1.448,"SmashFactor",2016
100,100,"Aaron Baddeley",51,1.488,53.575,36,1.515,1.424,"SmashFactor",2016
100,100,"Roberto Castro",55,1.488,75.882,51,1.523,1.404,"SmashFactor",2016
100,107,"Retief Goosen",37,1.488,65.462,44,1.525,1.423,"SmashFactor",2016
100,102,"Whee Kim",54,1.488,65.453,44,1.517,1.433,"SmashFactor",2016
104,107,"Angel Cabrera",42,1.487,52.059,35,1.517,1.452,"SmashFactor",2016
104,107,"Rickie Fowler",42,1.487,53.52,36,1.527,1.449,"SmashFactor",2016
104,118,"James Hahn",45,1.487,60.953,41,1.528,1.435,"SmashFactor",2016
104,107,"Hunter Mahan",43,1.487,59.491,40,1.518,1.444,"SmashFactor",2016
104,102,"Brandt Snedeker",47,1.487,52.054,35,1.52,1.426,"SmashFactor",2016
104,107,"Kevin Streelman",46,1.487,49.066,33,1.527,1.429,"SmashFactor",2016
104,114,"Boo Weekley",53,1.487,72.854,49,1.53,1.399,"SmashFactor",2016
111,102,"Chad Collins",45,1.486,59.443,40,1.52,1.423,"SmashFactor",2016
111,82,"Henrik Stenson",30,1.486,16.344,11,1.515,1.455,"SmashFactor",2016
111,107,"Andy Sullivan",25,1.486,34.175,23,1.519,1.461,"SmashFactor",2016
114,114,"Keegan Bradley",40,1.485,49.008,33,1.529,1.426,"SmashFactor",2016
114,114,"Jason Dufner",53,1.485,71.281,48,1.53,1.447,"SmashFactor",2016
114,114,"Matthew Fitzpatrick",23,1.485,26.73,18,1.531,1.437,"SmashFactor",2016
114,107,"Geoff Ogilvy",37,1.485,53.476,36,1.538,1.427,"SmashFactor",2016
118,118,"Miguel Angel Carballo",24,1.484,16.324,11,1.531,1.438,"SmashFactor",2016
118,118,"Davis Love III",40,1.484,54.923,37,1.519,1.407,"SmashFactor",2016
118,118,"William McGirt",54,1.484,69.738,47,1.518,1.421,"SmashFactor",2016
121,122,"Abraham Ancer",26,1.483,23.728,16,1.52,1.436,"SmashFactor",2016
121,122,"Brian Gay",22,1.483,25.205,17,1.509,1.435,"SmashFactor",2016
121,126,"Lucas Glover",53,1.483,84.506,57,1.515,1.435,"SmashFactor",2016
121,127,"Fabian Gomez",49,1.483,75.608,51,1.523,1.429,"SmashFactor",2016
121,127,"Morgan Hoffmann",43,1.483,62.265,42,1.519,1.424,"SmashFactor",2016
121,122,"Matt Jones",45,1.483,34.11,23,1.516,1.412,"SmashFactor",2016
121,122,"Rob Oppenheim",37,1.483,45.959,31,1.522,1.441,"SmashFactor",2016
128,127,"Jason Bohn",37,1.481,28.144,19,1.517,1.442,"SmashFactor",2016
128,131,"Scott Pinckney",53,1.481,59.247,40,1.534,1.42,"SmashFactor",2016
128,143,"Brendan Steele",48,1.481,53.3,36,1.523,1.426,"SmashFactor",2016
128,127,"Robert Streb",51,1.481,68.133,46,1.507,1.456,"SmashFactor",2016
132,134,"Daniel Berger",52,1.48,60.689,41,1.521,1.43,"SmashFactor",2016
132,131,"Steve Marino",40,1.48,39.968,27,1.517,1.431,"SmashFactor",2016
132,136,"Ollie Schniederjans",23,1.48,23.679,16,1.514,1.451,"SmashFactor",2016
132,131,"Will Wilcox",47,1.48,59.184,40,1.51,1.449,"SmashFactor",2016
136,136,"Kyle Stanley",57,1.479,87.24,59,1.521,1.388,"SmashFactor",2016
136,134,"Daniel Summerhays",55,1.479,75.42,51,1.514,1.45,"SmashFactor",2016
138,136,"Charlie Beljan",26,1.478,19.217,13,1.502,1.427,"SmashFactor",2016
138,136,"Steven Bowditch",40,1.478,42.866,29,1.522,1.447,"SmashFactor",2016
138,143,"Ben Martin",48,1.478,66.495,45,1.515,1.433,"SmashFactor",2016
138,136,"Graeme McDowell",33,1.478,47.289,32,1.529,1.438,"SmashFactor",2016
138,136,"Andres Romero",22,1.478,22.177,15,1.526,1.414,"SmashFactor",2016
138,136,"Charl Schwartzel",29,1.478,33.991,23,1.515,1.432,"SmashFactor",2016
144,156,"Erik Compton",45,1.477,54.653,37,1.513,1.403,"SmashFactor",2016
144,143,"Michael Kim",62,1.477,90.086,61,1.517,1.433,"SmashFactor",2016
144,147,"Spencer Levin",62,1.477,84.172,57,1.512,1.417,"SmashFactor",2016
144,143,"Bryce Molder",50,1.477,72.379,49,1.527,1.368,"SmashFactor",2016
148,152,"Adam Hadwin",53,1.476,76.73,52,1.517,1.418,"SmashFactor",2016
148,147,"Mark Hubbard",73,1.476,98.891,67,1.518,1.433,"SmashFactor",2016
148,147,"Peter Malnati",53,1.476,48.713,33,1.512,1.434,"SmashFactor",2016
148,147,"Rory Sabbatini",40,1.476,32.482,22,1.515,1.409,"SmashFactor",2016
148,147,"Sam Saunders",40,1.476,44.285,30,1.516,1.422,"SmashFactor",2016
153,152,"Russell Knox",48,1.475,58.999,40,1.524,1.437,"SmashFactor",2016
153,156,"Jamie Lovemark",57,1.475,79.649,54,1.539,1.425,"SmashFactor",2016
153,156,"Chris Stroud",52,1.475,66.387,45,1.52,1.314,"SmashFactor",2016
156,161,"Paul Casey",39,1.474,44.229,30,1.515,1.428,"SmashFactor",2016
156,152,"Tony Finau",49,1.474,48.638,33,1.501,1.439,"SmashFactor",2016
156,156,"DH Lee",35,1.474,33.898,23,1.508,1.447,"SmashFactor",2016
156,156,"Cameron Tringale",47,1.474,69.301,47,1.511,1.408,"SmashFactor",2016
160,161,"Stewart Cink",45,1.473,47.144,32,1.513,1.421,"SmashFactor",2016
161,163,"Jerry Kelly",44,1.472,48.579,33,1.515,1.442,"SmashFactor",2016
161,167,"Henrik Norlander",41,1.472,44.164,30,1.522,1.434,"SmashFactor",2016
161,163,"Dicky Pride",33,1.472,38.262,26,1.512,1.439,"SmashFactor",2016
161,163,"Webb Simpson",34,1.472,47.109,32,1.513,1.423,"SmashFactor",2016
165,167,"Billy Hurley III",22,1.471,25.008,17,1.522,1.437,"SmashFactor",2016
165,152,"Scott Langley",41,1.471,45.6,31,1.508,1.423,"SmashFactor",2016
165,167,"Greg Owen",56,1.471,70.623,48,1.509,1.422,"SmashFactor",2016
165,172,"Brendon Todd",43,1.471,60.32,41,1.522,1.423,"SmashFactor",2016
165,163,"Mark Wilson",42,1.471,57.355,39,1.512,1.424,"SmashFactor",2016
170,167,"Colt Knost",56,1.47,79.386,54,1.507,1.415,"SmashFactor",2016
170,173,"Luke List",51,1.47,66.136,45,1.513,1.418,"SmashFactor",2016
170,167,"Harold Varner III",58,1.47,77.936,53,1.517,1.424,"SmashFactor",2016
173,173,"Ricky Barnes",57,1.469,61.686,42,1.519,1.402,"SmashFactor",2016
173,176,"Matt Every",34,1.469,57.306,39,1.516,1.405,"SmashFactor",2016
173,173,"Emiliano Grillo",47,1.469,55.821,38,1.517,1.428,"SmashFactor",2016
173,176,"Hiroshi Iwata",51,1.469,61.679,42,1.51,1.414,"SmashFactor",2016
177,176,"Rhein Gibson",36,1.468,39.641,27,1.525,1.418,"SmashFactor",2016
177,176,"Bill Haas",42,1.468,48.443,33,1.509,1.399,"SmashFactor",2016
179,187,"Brian Harman",60,1.467,70.401,48,1.518,1.422,"SmashFactor",2016
179,176,"Francesco Molinari",36,1.467,57.208,39,1.507,1.433,"SmashFactor",2016
181,182,"Graham DeLaet",50,1.466,67.413,46,1.517,1.42,"SmashFactor",2016
181,183,"Andrew Loupe",50,1.466,68.9,47,1.52,1.418,"SmashFactor",2016
181,181,"Justin Rose",35,1.466,41.059,28,1.512,1.433,"SmashFactor",2016
184,184,"Brendon de Jonge",55,1.465,68.863,47,1.497,1.421,"SmashFactor",2016
184,184,"Shawn Stefani",45,1.465,61.538,42,1.518,1.414,"SmashFactor",2016
186,190,"Kevin Chappell",49,1.464,51.227,35,1.516,1.394,"SmashFactor",2016
186,184,"Si Woo Kim",63,1.464,81.989,56,1.519,1.404,"SmashFactor",2016
188,187,"Freddie Jacobson",54,1.462,67.254,46,1.49,1.428,"SmashFactor",2016
189,189,"Cameron Smith",45,1.461,40.914,28,1.508,1.419,"SmashFactor",2016
190,192,"Jhonattan Vegas",49,1.46,52.549,36,1.51,1.421,"SmashFactor",2016
191,190,"George McNeill",33,1.459,46.698,32,1.524,1.417,"SmashFactor",2016
192,193,"Derek Ernst",36,1.456,32.039,22,1.503,1.408,"SmashFactor",2016
193,197,"Patrick Reed",53,1.455,61.126,42,1.508,1.404,"SmashFactor",2016
193,197,"Gary Woodland",45,1.455,49.462,34,1.52,1.357,"SmashFactor",2016
195,194,"Smylie Kaufman",57,1.454,61.076,42,1.502,1.418,"SmashFactor",2016
196,197,"Zac Blair",56,1.453,74.112,51,1.514,1.395,"SmashFactor",2016
196,196,"Brooks Koepka",39,1.453,40.68,28,1.5,1.409,"SmashFactor",2016
196,197,"Dawie van der Walt",48,1.453,50.863,35,1.49,1.365,"SmashFactor",2016
199,194,"Steve Wheatcroft",53,1.452,69.71,48,1.516,1.374,"SmashFactor",2016
199,197,"Bernd Wiesberger",23,1.452,27.596,19,1.491,1.417,"SmashFactor",2016
201,202,"Kevin Na",52,1.447,53.546,37,1.514,1.407,"SmashFactor",2016
202,203,"Tom Hoge",47,1.444,51.983,36,1.498,1.401,"SmashFactor",2016
203,204,"Jon Curran",55,1.441,72.066,50,1.486,1.407,"SmashFactor",2016
204,205,"Pat Perez",28,1.437,25.866,18,1.47,1.411,"SmashFactor",2016
205,206,"Sergio Garcia",28,1.434,20.081,14,1.531,1.379,"SmashFactor",2016
206,208,"John Senden",48,1.429,28.579,20,1.483,1.374,"SmashFactor",2016
206,207,"Hudson Swafford",52,1.429,50.001,35,1.485,1.376,"SmashFactor",2016
