"BogeyAverage_RANKTHISWEEK_2015","BogeyAverage_RANKLASTWEEK_2015","BogeyAverage_PLAYERNAME_2015","BogeyAverage_EVENTS_2015","BogeyAverage_AVERAGEBOGEYSPERROUND_2015","BogeyAverage_TOTALBOGEYS_2015","BogeyAverage_ROUNDSPLAYED_2015","stat_name","year"
116,116,"Erik Compton",28,2.65,228,86,"BogeyAverage",2015
116,116,"Scott Pinckney",27,2.65,233,88,"BogeyAverage",2015
116,116,"Adam Scott",15,2.65,127,48,"BogeyAverage",2015
116,116,"Cameron Tringale",28,2.65,254,96,"BogeyAverage",2015
120,120,"Brice Garnett",29,2.66,210,79,"BogeyAverage",2015
120,120,"Matt Jones",25,2.66,229,86,"BogeyAverage",2015
120,120,"Carlos Ortiz",30,2.66,255,96,"BogeyAverage",2015
120,120,"Daniel Summerhays",29,2.66,269,101,"BogeyAverage",2015
124,124,"Davis Love III",18,2.67,136,51,"BogeyAverage",2015
124,124,"Ben Martin",27,2.67,240,90,"BogeyAverage",2015
124,124,"Bo Van Pelt",28,2.67,211,79,"BogeyAverage",2015
124,124,"Jimmy Walker",24,2.67,230,86,"BogeyAverage",2015
124,124,"Boo Weekley",24,2.67,211,79,"BogeyAverage",2015
129,129,"Scott Langley",28,2.68,247,92,"BogeyAverage",2015
129,129,"Scott Piercy",28,2.68,241,90,"BogeyAverage",2015
131,131,"Keegan Bradley",24,2.69,226,84,"BogeyAverage",2015
132,132,"Nick Watney",28,2.7,246,91,"BogeyAverage",2015
133,133,"James Hahn",28,2.71,255,94,"BogeyAverage",2015
134,134,"Bill Lunde",18,2.72,125,46,"BogeyAverage",2015
134,134,"Seung Yul Noh",21,2.72,177,65,"BogeyAverage",2015
136,136,"Lucas Glover",26,2.73,216,79,"BogeyAverage",2015
137,137,"JB Holmes",25,2.74,233,85,"BogeyAverage",2015
137,137,"Cameron Percy",23,2.74,192,70,"BogeyAverage",2015
137,137,"Nick Taylor",28,2.74,249,91,"BogeyAverage",2015
140,140,"Jonas Blixt",26,2.76,204,74,"BogeyAverage",2015
141,141,"Brian Davis",31,2.77,227,82,"BogeyAverage",2015
141,141,"Fabian Gomez",26,2.77,230,83,"BogeyAverage",2015
141,141,"John Senden",24,2.77,208,75,"BogeyAverage",2015
144,144,"Ben Crane",22,2.78,161,58,"BogeyAverage",2015
144,144,"Jason Dufner",21,2.78,203,73,"BogeyAverage",2015
144,144,"Byron Smith",21,2.78,153,55,"BogeyAverage",2015
147,147,"Marc Leishman",23,2.79,195,70,"BogeyAverage",2015
148,148,"Sam Saunders",28,2.8,227,81,"BogeyAverage",2015
149,149,"Ernie Els",18,2.81,160,57,"BogeyAverage",2015
149,149,"Morgan Hoffmann",26,2.81,239,85,"BogeyAverage",2015
149,149,"DA Points",26,2.81,197,70,"BogeyAverage",2015
152,152,"Derek Ernst",26,2.82,200,71,"BogeyAverage",2015
153,153,"Luke Guthrie",27,2.83,232,82,"BogeyAverage",2015
154,154,"Gonzalo Fdez Castano",28,2.84,219,77,"BogeyAverage",2015
155,155,"John Merrick",27,2.85,211,74,"BogeyAverage",2015
156,156,"Retief Goosen",25,2.86,220,77,"BogeyAverage",2015
157,157,"Ken Duke",30,2.88,256,89,"BogeyAverage",2015
157,157,"Jason Gore",26,2.88,207,72,"BogeyAverage",2015
159,159,"Ryo Ishikawa",28,2.89,254,88,"BogeyAverage",2015
159,159,"Phil Mickelson",19,2.89,202,70,"BogeyAverage",2015
159,159,"Tim Wilkinson",28,2.89,205,71,"BogeyAverage",2015
162,162,"Nicholas Thompson",31,2.9,249,86,"BogeyAverage",2015
163,163,"Greg Chalmers",17,2.91,157,54,"BogeyAverage",2015
164,164,"Roberto Castro",16,2.92,146,50,"BogeyAverage",2015
164,164,"Jim Renner",27,2.92,193,66,"BogeyAverage",2015
166,166,"Oscar Fraustro",21,2.93,158,54,"BogeyAverage",2015
167,167,"Derek Fathauer",27,2.94,226,77,"BogeyAverage",2015
168,168,"Andres Romero",24,2.95,195,66,"BogeyAverage",2015
169,169,"Michael Thompson",27,2.96,240,81,"BogeyAverage",2015
169,169,"Camilo Villegas",27,2.96,246,83,"BogeyAverage",2015
171,171,"Charl Schwartzel",19,2.97,187,63,"BogeyAverage",2015
172,172,"Roger Sloan",20,3.02,157,52,"BogeyAverage",2015
172,172,"Scott Stallings",19,3.02,181,60,"BogeyAverage",2015
174,174,"Robert Allenby",25,3.03,179,59,"BogeyAverage",2015
175,175,"Lee Westwood",15,3.08,160,52,"BogeyAverage",2015
176,176,"Andrew Putnam",23,3.09,198,64,"BogeyAverage",2015
177,177,"Padraig Harrington",21,3.12,187,60,"BogeyAverage",2015
178,178,"Angel Cabrera",19,3.13,166,53,"BogeyAverage",2015
178,178,"Heath Slocum",22,3.13,166,53,"BogeyAverage",2015
180,180,"Matt Every",26,3.2,224,70,"BogeyAverage",2015
181,181,"Robert Garrigus",25,3.23,213,66,"BogeyAverage",2015
182,182,"Geoff Ogilvy",15,3.27,157,48,"BogeyAverage",2015
183,183,"Andrew Svoboda",30,3.29,257,78,"BogeyAverage",2015
184,184,"Charlie Beljan",27,3.35,241,72,"BogeyAverage",2015
