"BirdieorBetterPercentageFairway_RANKTHISWEEK_2014","BirdieorBetterPercentageFairway_RANKLASTWEEK_2014","BirdieorBetterPercentageFairway_PLAYERNAME_2014","BirdieorBetterPercentageFairway_ROUNDS_2014","BirdieorBetterPercentageFairway_Pct_2014","BirdieorBetterPercentageFairway_TOTALBIRDIES_2014","BirdieorBetterPercentageFairway_TOTALHOLES_2014","stat_name","year"
25,25,"Sergio Garcia",61,23.35,120,514,"BirdieorBetterPercentageFairway",2014
25,25,"Michael Thompson",74,23.35,188,805,"BirdieorBetterPercentageFairway",2014
27,27,"George McNeill",79,23.27,219,941,"BirdieorBetterPercentageFairway",2014
28,28,"Justin Rose",70,23.24,152,654,"BirdieorBetterPercentageFairway",2014
29,29,"Chris Stroud",88,23.21,221,952,"BirdieorBetterPercentageFairway",2014
30,30,"Harris English",95,23.18,220,949,"BirdieorBetterPercentageFairway",2014
31,31,"Lee Westwood",57,23.15,128,553,"BirdieorBetterPercentageFairway",2014
32,32,"Henrik Stenson",56,23.12,123,532,"BirdieorBetterPercentageFairway",2014
33,33,"David Hearn",97,22.97,266,1158,"BirdieorBetterPercentageFairway",2014
34,34,"Matt Every",85,22.91,186,812,"BirdieorBetterPercentageFairway",2014
34,34,"Russell Henley",92,22.91,228,995,"BirdieorBetterPercentageFairway",2014
36,36,"Graeme McDowell",66,22.8,148,649,"BirdieorBetterPercentageFairway",2014
36,36,"Ian Poulter",57,22.8,119,522,"BirdieorBetterPercentageFairway",2014
38,38,"Billy Horschel",92,22.76,216,949,"BirdieorBetterPercentageFairway",2014
38,38,"Brendan Steele",89,22.76,206,905,"BirdieorBetterPercentageFairway",2014
40,40,"Jason Kokrak",65,22.75,169,743,"BirdieorBetterPercentageFairway",2014
41,41,"Camilo Villegas",95,22.74,249,1095,"BirdieorBetterPercentageFairway",2014
42,42,"Luke Guthrie",85,22.69,221,974,"BirdieorBetterPercentageFairway",2014
43,43,"Luke Donald",57,22.65,135,596,"BirdieorBetterPercentageFairway",2014
44,44,"Kevin Na",94,22.6,233,1031,"BirdieorBetterPercentageFairway",2014
45,45,"Charley Hoffman",93,22.58,217,961,"BirdieorBetterPercentageFairway",2014
46,46,"Jeff Overton",80,22.55,182,807,"BirdieorBetterPercentageFairway",2014
47,47,"Graham DeLaet",80,22.53,194,861,"BirdieorBetterPercentageFairway",2014
48,48,"Robert Streb",75,22.5,187,831,"BirdieorBetterPercentageFairway",2014
49,49,"JB Holmes",86,22.48,210,934,"BirdieorBetterPercentageFairway",2014
50,50,"Nick Watney",80,22.45,172,766,"BirdieorBetterPercentageFairway",2014
51,51,"Keegan Bradley",89,22.42,198,883,"BirdieorBetterPercentageFairway",2014
51,51,"Charles Howell III",106,22.42,250,1115,"BirdieorBetterPercentageFairway",2014
51,51,"Zach Johnson",97,22.42,263,1173,"BirdieorBetterPercentageFairway",2014
54,54,"Gonzalo Fdez Castano",83,22.41,199,888,"BirdieorBetterPercentageFairway",2014
55,55,"Kevin Kisner",85,22.38,207,925,"BirdieorBetterPercentageFairway",2014
56,56,"Bud Cauley",56,22.32,129,578,"BirdieorBetterPercentageFairway",2014
57,57,"Martin Laird",66,22.3,161,722,"BirdieorBetterPercentageFairway",2014
58,58,"Tyrone Van Aswegen",79,22.2,182,820,"BirdieorBetterPercentageFairway",2014
59,59,"Andrew Loupe",65,22.16,129,582,"BirdieorBetterPercentageFairway",2014
60,60,"Sangmoon Bae",76,22.11,189,855,"BirdieorBetterPercentageFairway",2014
61,61,"Louis Oosthuizen",50,22.05,86,390,"BirdieorBetterPercentageFairway",2014
62,62,"Scott Brown",100,22.02,248,1126,"BirdieorBetterPercentageFairway",2014
63,63,"Ricky Barnes",92,21.99,212,964,"BirdieorBetterPercentageFairway",2014
64,64,"Danny Lee",84,21.98,204,928,"BirdieorBetterPercentageFairway",2014
64,64,"Andres Romero",81,21.98,193,878,"BirdieorBetterPercentageFairway",2014
66,66,"Chesson Hadley",84,21.97,201,915,"BirdieorBetterPercentageFairway",2014
66,66,"Brian Stuard",91,21.97,225,1024,"BirdieorBetterPercentageFairway",2014
68,68,"Ben Martin",80,21.94,190,866,"BirdieorBetterPercentageFairway",2014
69,69,"Martin Kaymer",65,21.93,134,611,"BirdieorBetterPercentageFairway",2014
70,70,"Bo Van Pelt",83,21.91,202,922,"BirdieorBetterPercentageFairway",2014
71,71,"Brian Harman",111,21.88,289,1321,"BirdieorBetterPercentageFairway",2014
72,72,"Aaron Baddeley",74,21.85,156,714,"BirdieorBetterPercentageFairway",2014
73,73,"Wes Roach",67,21.84,145,664,"BirdieorBetterPercentageFairway",2014
74,74,"Bill Haas",107,21.83,236,1081,"BirdieorBetterPercentageFairway",2014
74,74,"Will Ma Kenzie",82,21.83,212,971,"BirdieorBetterPercentageFairway",2014
76,76,"Stuart Appleby",92,21.81,246,1128,"BirdieorBetterPercentageFairway",2014
76,76,"Scott Langley",95,21.81,227,1041,"BirdieorBetterPercentageFairway",2014
78,78,"Retief Goosen",94,21.8,213,977,"BirdieorBetterPercentageFairway",2014
79,79,"Charlie Beljan",76,21.78,186,854,"BirdieorBetterPercentageFairway",2014
80,80,"Patrick Reed",92,21.72,194,893,"BirdieorBetterPercentageFairway",2014
81,81,"Stewart Cink",91,21.71,203,935,"BirdieorBetterPercentageFairway",2014
82,82,"Seung Yul Noh",92,21.69,205,945,"BirdieorBetterPercentageFairway",2014
83,83,"Brad Fritsch",50,21.65,110,508,"BirdieorBetterPercentageFairway",2014
84,84,"Steven Bowditch",93,21.64,203,938,"BirdieorBetterPercentageFairway",2014
85,85,"Marc Leishman",81,21.63,188,869,"BirdieorBetterPercentageFairway",2014
86,86,"Phil Mickelson",71,21.61,134,620,"BirdieorBetterPercentageFairway",2014
86,86,"Gary Woodland",93,21.61,201,930,"BirdieorBetterPercentageFairway",2014
88,88,"Brandt Snedeker",89,21.56,193,895,"BirdieorBetterPercentageFairway",2014
89,89,"Andrew Svoboda",77,21.55,195,905,"BirdieorBetterPercentageFairway",2014
90,90,"Cameron Tringale",111,21.52,288,1338,"BirdieorBetterPercentageFairway",2014
91,91,"Jamie Lovemark",64,21.45,118,550,"BirdieorBetterPercentageFairway",2014
91,91,"Rory Sabbatini",82,21.45,169,788,"BirdieorBetterPercentageFairway",2014
93,93,"Brendon Todd",108,21.4,266,1243,"BirdieorBetterPercentageFairway",2014
94,94,"Ernie Els",85,21.37,159,744,"BirdieorBetterPercentageFairway",2014
95,95,"Hudson Swafford",75,21.29,165,775,"BirdieorBetterPercentageFairway",2014
96,96,"John Senden",99,21.23,232,1093,"BirdieorBetterPercentageFairway",2014
97,97,"Daniel Summerhays",98,21.22,257,1211,"BirdieorBetterPercentageFairway",2014
98,98,"David Toms",64,21.15,166,785,"BirdieorBetterPercentageFairway",2014
99,99,"Tommy Gainey",73,21.12,162,767,"BirdieorBetterPercentageFairway",2014
100,100,"Brian Davis",93,21.06,231,1097,"BirdieorBetterPercentageFairway",2014
101,101,"Martin Flores",85,21.03,180,856,"BirdieorBetterPercentageFairway",2014
102,102,"David Lingmerth",80,21.02,182,866,"BirdieorBetterPercentageFairway",2014
103,103,"William McGirt",96,21.01,233,1109,"BirdieorBetterPercentageFairway",2014
104,104,"Freddie Jacobson",91,21,218,1038,"BirdieorBetterPercentageFairway",2014
105,105,"Hunter Mahan",88,20.99,200,953,"BirdieorBetterPercentageFairway",2014
106,106,"Jonas Blixt",64,20.98,111,529,"BirdieorBetterPercentageFairway",2014
106,106,"Jim Renner",61,20.98,137,653,"BirdieorBetterPercentageFairway",2014
108,108,"Ken Duke",80,20.97,194,925,"BirdieorBetterPercentageFairway",2014
109,109,"Michael Putnam",106,20.92,249,1190,"BirdieorBetterPercentageFairway",2014
110,110,"Justin Leonard",75,20.91,179,856,"BirdieorBetterPercentageFairway",2014
111,111,"Woody Austin",63,20.9,154,737,"BirdieorBetterPercentageFairway",2014
112,112,"Brice Garnett",92,20.8,208,1000,"BirdieorBetterPercentageFairway",2014
113,113,"Angel Cabrera",69,20.79,158,760,"BirdieorBetterPercentageFairway",2014
114,114,"Shawn Stefani",60,20.74,157,757,"BirdieorBetterPercentageFairway",2014
115,115,"Erik Compton",88,20.73,198,955,"BirdieorBetterPercentageFairway",2014
116,116,"Troy Merritt",62,20.58,148,719,"BirdieorBetterPercentageFairway",2014
117,117,"Matt Jones",83,20.54,153,745,"BirdieorBetterPercentageFairway",2014
117,117,"Carl Pettersson",91,20.54,220,1071,"BirdieorBetterPercentageFairway",2014
119,119,"Greg Chalmers",85,20.52,188,916,"BirdieorBetterPercentageFairway",2014
120,120,"Robert Allenby",83,20.47,190,928,"BirdieorBetterPercentageFairway",2014
121,121,"Russell Knox",92,20.46,238,1163,"BirdieorBetterPercentageFairway",2014
121,121,"Will Wilcox",51,20.46,106,518,"BirdieorBetterPercentageFairway",2014
123,123,"KJ Choi",80,20.34,189,929,"BirdieorBetterPercentageFairway",2014
124,124,"Jerry Kelly",80,20.31,181,891,"BirdieorBetterPercentageFairway",2014
125,125,"Billy Hurley III",86,20.12,206,1024,"BirdieorBetterPercentageFairway",2014
126,126,"Troy Matteson",62,20.07,121,603,"BirdieorBetterPercentageFairway",2014
127,127,"Jim Furyk",84,20.02,195,974,"BirdieorBetterPercentageFairway",2014
128,128,"Sean OHair",77,20,165,825,"BirdieorBetterPercentageFairway",2014
129,129,"Pat Perez",84,19.98,199,996,"BirdieorBetterPercentageFairway",2014
130,130,"Bryce Molder",77,19.86,167,841,"BirdieorBetterPercentageFairway",2014
131,131,"Vijay Singh",83,19.74,195,988,"BirdieorBetterPercentageFairway",2014
132,132,"James Driscoll",71,19.73,134,679,"BirdieorBetterPercentageFairway",2014
132,132,"Justin Hicks",103,19.73,262,1328,"BirdieorBetterPercentageFairway",2014
134,134,"James Hahn",82,19.7,187,949,"BirdieorBetterPercentageFairway",2014
135,135,"Tim Clark",75,19.65,180,916,"BirdieorBetterPercentageFairway",2014
136,136,"Briny Baird",50,19.63,118,601,"BirdieorBetterPercentageFairway",2014
136,136,"Ben Crane",81,19.63,211,1075,"BirdieorBetterPercentageFairway",2014
138,138,"Ben Curtis",77,19.62,174,887,"BirdieorBetterPercentageFairway",2014
138,138,"Richard Lee",80,19.62,154,785,"BirdieorBetterPercentageFairway",2014
140,140,"Charlie Wi",72,19.59,164,837,"BirdieorBetterPercentageFairway",2014
141,141,"Tim Wilkinson",86,19.56,177,905,"BirdieorBetterPercentageFairway",2014
142,142,"Spencer Levin",59,19.55,130,665,"BirdieorBetterPercentageFairway",2014
143,143,"Brendon de Jonge",109,19.51,247,1266,"BirdieorBetterPercentageFairway",2014
144,144,"Jhonattan Vegas",77,19.49,162,831,"BirdieorBetterPercentageFairway",2014
145,145,"Derek Ernst",80,19.43,164,844,"BirdieorBetterPercentageFairway",2014
145,145,"Heath Slocum",71,19.43,177,911,"BirdieorBetterPercentageFairway",2014
145,145,"Scott Stallings",77,19.43,156,803,"BirdieorBetterPercentageFairway",2014
145,145,"YE Yang",79,19.43,156,803,"BirdieorBetterPercentageFairway",2014
149,149,"Josh Teater",90,19.33,190,983,"BirdieorBetterPercentageFairway",2014
150,150,"Jim Herman",62,19.21,121,630,"BirdieorBetterPercentageFairway",2014
151,151,"Chad Collins",78,19.15,149,778,"BirdieorBetterPercentageFairway",2014
152,152,"Davis Love III",74,19.12,157,821,"BirdieorBetterPercentageFairway",2014
153,153,"Jason Bohn",81,19.07,189,991,"BirdieorBetterPercentageFairway",2014
153,153,"John Huh",87,19.07,184,965,"BirdieorBetterPercentageFairway",2014
153,153,"John Peterson",62,19.07,140,734,"BirdieorBetterPercentageFairway",2014
153,153,"Kyle Stanley",87,19.07,180,944,"BirdieorBetterPercentageFairway",2014
157,157,"Lucas Glover",68,19.02,124,652,"BirdieorBetterPercentageFairway",2014
158,158,"Jonathan Byrd",76,18.92,164,867,"BirdieorBetterPercentageFairway",2014
159,159,"Geoff Ogilvy",84,18.8,173,920,"BirdieorBetterPercentageFairway",2014
160,160,"Nicholas Thompson",85,18.76,182,970,"BirdieorBetterPercentageFairway",2014
161,161,"Johnson Wagner",69,18.65,138,740,"BirdieorBetterPercentageFairway",2014
162,162,"Trevor Immelman",84,18.57,161,867,"BirdieorBetterPercentageFairway",2014
163,163,"Roberto Castro",76,18.56,149,803,"BirdieorBetterPercentageFairway",2014
164,164,"Chad Campbell",57,18.33,114,622,"BirdieorBetterPercentageFairway",2014
165,165,"John Merrick",87,18.29,186,1017,"BirdieorBetterPercentageFairway",2014
166,166,"DA Points",75,18.1,133,735,"BirdieorBetterPercentageFairway",2014
167,167,"Ted Potter Jr",68,18.06,151,836,"BirdieorBetterPercentageFairway",2014
168,168,"Brian Gay",81,17.7,145,819,"BirdieorBetterPercentageFairway",2014
169,169,"Boo Weekley",73,17.51,135,771,"BirdieorBetterPercentageFairway",2014
170,170,"Kevin Tway",64,17.39,104,598,"BirdieorBetterPercentageFairway",2014
171,171,"DH Lee",54,17.31,108,624,"BirdieorBetterPercentageFairway",2014
172,172,"Mike Weir",69,17.1,111,649,"BirdieorBetterPercentageFairway",2014
173,173,"Mark Wilson",69,17,135,794,"BirdieorBetterPercentageFairway",2014
174,174,"JJ Henry",91,16.7,179,1072,"BirdieorBetterPercentageFairway",2014
175,175,"Jeff Maggert",54,16.33,98,600,"BirdieorBetterPercentageFairway",2014
176,176,"John Rollins",84,16.28,142,872,"BirdieorBetterPercentageFairway",2014
177,177,"Bronson La Cassie",51,15.94,73,458,"BirdieorBetterPercentageFairway",2014
