"Top10Finishes_RANKTHISWEEK_2013","Top10Finishes_RANKLASTWEEK_2013","Top10Finishes_PLAYERNAME_2013","Top10Finishes_EVENTS_2013","Top10Finishes_TOP10_2013","Top10Finishes_1ST_2013","Top10Finishes_2ND_2013","Top10Finishes_3RD_2013","stat_name","year"
20,20,"Rory McIlroy",16,5,NA,1,NA,"Top10Finishes",2013
20,20,"Patrick Reed",26,5,1,NA,NA,"Top10Finishes",2013
20,20,"Rory Sabbatini",27,5,NA,NA,NA,"Top10Finishes",2013
20,20,"Charl Schwartzel",19,5,NA,NA,2,"Top10Finishes",2013
20,20,"Webb Simpson",25,5,NA,1,NA,"Top10Finishes",2013
20,20,"Kevin Streelman",25,5,1,1,1,"Top10Finishes",2013
20,20,"Jimmy Walker",24,5,NA,1,1,"Top10Finishes",2013
34,34,"Roberto Castro",29,4,NA,1,NA,"Top10Finishes",2013
34,34,"Brian Davis",28,4,NA,NA,NA,"Top10Finishes",2013
34,34,"Brendon de Jonge",30,4,NA,NA,NA,"Top10Finishes",2013
34,34,"Harris English",26,4,1,NA,NA,"Top10Finishes",2013
34,34,"Matt Every",28,4,NA,NA,NA,"Top10Finishes",2013
34,34,"Jason Kokrak",25,4,NA,NA,1,"Top10Finishes",2013
34,34,"Marc Leishman",23,4,NA,NA,NA,"Top10Finishes",2013
34,34,"Graeme McDowell",16,4,1,NA,1,"Top10Finishes",2013
34,34,"Ryan Palmer",22,4,NA,NA,NA,"Top10Finishes",2013
34,34,"Pat Perez",22,4,NA,NA,NA,"Top10Finishes",2013
34,34,"Scott Piercy",24,4,NA,NA,1,"Top10Finishes",2013
34,34,"Ian Poulter",16,4,NA,NA,1,"Top10Finishes",2013
34,34,"Scott Stallings",27,4,NA,1,NA,"Top10Finishes",2013
34,34,"Chris Stroud",26,4,NA,1,NA,"Top10Finishes",2013
34,34,"Brian Stuard",25,4,NA,NA,NA,"Top10Finishes",2013
34,34,"Daniel Summerhays",26,4,NA,1,NA,"Top10Finishes",2013
34,34,"Nick Watney",26,4,NA,1,NA,"Top10Finishes",2013
34,34,"Boo Weekley",27,4,1,1,NA,"Top10Finishes",2013
52,52,"Kevin Chappell",24,3,NA,1,NA,"Top10Finishes",2013
52,52,"Stewart Cink",22,3,NA,NA,NA,"Top10Finishes",2013
52,52,"Tim Clark",20,3,NA,1,NA,"Top10Finishes",2013
52,52,"Nicolas Colsaerts",17,3,NA,NA,NA,"Top10Finishes",2013
52,52,"Gonzalo Fdez Castano",12,3,NA,NA,1,"Top10Finishes",2013
52,52,"Padraig Harrington",17,3,NA,NA,NA,"Top10Finishes",2013
52,52,"Russell Henley",24,3,1,NA,NA,"Top10Finishes",2013
52,52,"Morgan Hoffmann",20,3,NA,NA,NA,"Top10Finishes",2013
52,52,"Freddie Jacobson",19,3,NA,NA,1,"Top10Finishes",2013
52,52,"Martin Kaymer",17,3,NA,NA,NA,"Top10Finishes",2013
52,52,"Chris Kirk",24,3,NA,1,NA,"Top10Finishes",2013
52,52,"DH Lee",22,3,NA,NA,1,"Top10Finishes",2013
52,52,"David Lingmerth",23,3,NA,2,NA,"Top10Finishes",2013
52,52,"Ryan Moore",22,3,NA,NA,NA,"Top10Finishes",2013
52,52,"DA Points",28,3,1,1,NA,"Top10Finishes",2013
52,52,"Kevin Stadler",25,3,NA,NA,1,"Top10Finishes",2013
52,52,"Kyle Stanley",24,3,NA,NA,2,"Top10Finishes",2013
52,52,"Josh Teater",24,3,NA,1,NA,"Top10Finishes",2013
52,52,"Michael Thompson",22,3,1,NA,NA,"Top10Finishes",2013
52,52,"Bubba Watson",21,3,NA,NA,NA,"Top10Finishes",2013
52,52,"Mark Wilson",19,3,NA,NA,1,"Top10Finishes",2013
73,73,"Aaron Baddeley",24,2,NA,NA,NA,"Top10Finishes",2013
73,73,"Sangmoon Bae",26,2,1,NA,NA,"Top10Finishes",2013
73,73,"Jonas Blixt",24,2,1,NA,NA,"Top10Finishes",2013
73,73,"Jason Bohn",23,2,NA,1,NA,"Top10Finishes",2013
73,73,"Justin Bolli",23,2,NA,NA,NA,"Top10Finishes",2013
73,73,"Jonathan Byrd",16,2,NA,1,NA,"Top10Finishes",2013
73,73,"Angel Cabrera",21,2,NA,1,NA,"Top10Finishes",2013
73,73,"Greg Chalmers",25,2,NA,NA,NA,"Top10Finishes",2013
73,73,"KJ Choi",24,2,NA,NA,NA,"Top10Finishes",2013
73,73,"Ben Crane",21,2,NA,NA,NA,"Top10Finishes",2013
73,73,"James Driscoll",23,2,NA,NA,NA,"Top10Finishes",2013
73,73,"Ken Duke",28,2,1,NA,NA,"Top10Finishes",2013
73,73,"Bob Estes",18,2,NA,NA,NA,"Top10Finishes",2013
73,73,"Martin Flores",25,2,NA,NA,NA,"Top10Finishes",2013
73,73,"Robert Garrigus",22,2,NA,NA,NA,"Top10Finishes",2013
73,73,"Lucas Glover",23,2,NA,NA,NA,"Top10Finishes",2013
73,73,"Luke Guthrie",27,2,NA,NA,1,"Top10Finishes",2013
73,73,"James Hahn",26,2,NA,NA,1,"Top10Finishes",2013
73,73,"Brian Harman",29,2,NA,NA,1,"Top10Finishes",2013
73,73,"David Hearn",26,2,NA,1,NA,"Top10Finishes",2013
73,73,"JJ Henry",26,2,NA,NA,NA,"Top10Finishes",2013
73,73,"Jim Herman",19,2,NA,NA,NA,"Top10Finishes",2013
73,73,"John Huh",28,2,NA,NA,1,"Top10Finishes",2013
73,73,"Jerry Kelly",22,2,NA,NA,NA,"Top10Finishes",2013
73,73,"Martin Laird",21,2,1,NA,NA,"Top10Finishes",2013
73,73,"Richard Lee",24,2,NA,NA,NA,"Top10Finishes",2013
73,73,"David Lynn",22,2,NA,1,NA,"Top10Finishes",2013
73,73,"Jeff Maggert",21,2,NA,1,NA,"Top10Finishes",2013
73,73,"Hideki Matsuyama",7,2,NA,NA,NA,"Top10Finishes",2013
73,73,"William McGirt",24,2,NA,1,NA,"Top10Finishes",2013
73,73,"John Merrick",23,2,1,NA,NA,"Top10Finishes",2013
73,73,"Thorbjorn Olesen",11,2,NA,NA,NA,"Top10Finishes",2013
73,73,"Jeff Overton",24,2,NA,NA,NA,"Top10Finishes",2013
73,73,"Ted Potter Jr",22,2,NA,NA,NA,"Top10Finishes",2013
73,73,"Dicky Pride",23,2,NA,NA,NA,"Top10Finishes",2013
73,73,"John Rollins",24,2,NA,NA,NA,"Top10Finishes",2013
73,73,"Andres Romero",21,2,NA,1,NA,"Top10Finishes",2013
73,73,"Brendan Steele",26,2,NA,NA,NA,"Top10Finishes",2013
73,73,"Shawn Stefani",21,2,NA,NA,NA,"Top10Finishes",2013
73,73,"Nicholas Thompson",29,2,NA,NA,NA,"Top10Finishes",2013
73,73,"Camilo Villegas",23,2,NA,NA,NA,"Top10Finishes",2013
73,73,"Johnson Wagner",24,2,NA,1,NA,"Top10Finishes",2013
73,73,"Gary Woodland",26,2,1,1,NA,"Top10Finishes",2013
116,116,"Robert Allenby",24,1,NA,NA,NA,"Top10Finishes",2013
116,116,"Billy Andrade",3,1,NA,NA,NA,"Top10Finishes",2013
116,116,"Stuart Appleby",25,1,NA,NA,NA,"Top10Finishes",2013
116,116,"Woody Austin",8,1,1,NA,NA,"Top10Finishes",2013
116,116,"Cameron Beckman",8,1,NA,1,NA,"Top10Finishes",2013
116,116,"Charlie Beljan",24,1,NA,1,NA,"Top10Finishes",2013
116,116,"Steven Bowditch",22,1,NA,1,NA,"Top10Finishes",2013
116,116,"Scott Brown",21,1,1,NA,NA,"Top10Finishes",2013
116,116,"Chad Campbell",25,1,NA,NA,NA,"Top10Finishes",2013
116,116,"Patrick Cantlay",7,1,NA,NA,NA,"Top10Finishes",2013
116,116,"Erik Compton",24,1,NA,NA,NA,"Top10Finishes",2013
116,116,"Glen Day",6,1,NA,NA,NA,"Top10Finishes",2013
116,116,"Chris DiMarco",11,1,NA,NA,NA,"Top10Finishes",2013
116,116,"Ernie Els",19,1,NA,NA,NA,"Top10Finishes",2013
116,116,"Derek Ernst",21,1,1,NA,NA,"Top10Finishes",2013
116,116,"Ross Fisher",15,1,NA,NA,NA,"Top10Finishes",2013
116,116,"Brad Fritsch",24,1,NA,NA,NA,"Top10Finishes",2013
116,116,"Tommy Gainey",28,1,NA,NA,NA,"Top10Finishes",2013
116,116,"Bobby Gates",20,1,NA,NA,NA,"Top10Finishes",2013
116,116,"Brian Gay",24,1,1,NA,NA,"Top10Finishes",2013
116,116,"Fabian Gomez",23,1,NA,1,NA,"Top10Finishes",2013
116,116,"Andres Gonzales",17,1,NA,NA,NA,"Top10Finishes",2013
116,116,"Retief Goosen",9,1,NA,NA,NA,"Top10Finishes",2013
116,116,"Peter Hanson",15,1,NA,NA,NA,"Top10Finishes",2013
116,116,"Justin Hicks",25,1,NA,NA,NA,"Top10Finishes",2013
116,116,"Trevor Immelman",24,1,NA,NA,NA,"Top10Finishes",2013
116,116,"Ryo Ishikawa",23,1,NA,NA,NA,"Top10Finishes",2013
116,116,"Miguel Angel Jimenez",3,1,NA,NA,NA,"Top10Finishes",2013
116,116,"Robert Karlsson",18,1,NA,NA,NA,"Top10Finishes",2013
116,116,"Ben Kohles",25,1,NA,NA,NA,"Top10Finishes",2013
116,116,"Scott Langley",27,1,NA,NA,1,"Top10Finishes",2013
116,116,"Justin Leonard",24,1,NA,NA,NA,"Top10Finishes",2013
116,116,"Davis Love III",15,1,NA,NA,NA,"Top10Finishes",2013
116,116,"Shane Lowry",9,1,NA,NA,NA,"Top10Finishes",2013
116,116,"Bill Lunde",10,1,NA,NA,NA,"Top10Finishes",2013
116,116,"David Mathis",24,1,NA,NA,NA,"Top10Finishes",2013
116,116,"Billy Mayfair",14,1,NA,NA,NA,"Top10Finishes",2013
116,116,"Francesco Molinari",9,1,NA,NA,NA,"Top10Finishes",2013
116,116,"Seung Yul Noh",25,1,NA,NA,NA,"Top10Finishes",2013
116,116,"Nick OHern",10,1,NA,NA,NA,"Top10Finishes",2013
116,116,"Geoff Ogilvy",19,1,NA,1,NA,"Top10Finishes",2013
116,116,"Louis Oosthuizen",12,1,NA,NA,NA,"Top10Finishes",2013
116,116,"John Peterson",6,1,NA,NA,NA,"Top10Finishes",2013
116,116,"Tim Petrovic",12,1,NA,NA,NA,"Top10Finishes",2013
116,116,"Carl Pettersson",24,1,NA,NA,NA,"Top10Finishes",2013
116,116,"Kyle Reifers",4,1,NA,NA,NA,"Top10Finishes",2013
116,116,"Tag Ridings",24,1,NA,NA,NA,"Top10Finishes",2013
116,116,"Marcel Siem",9,1,NA,NA,NA,"Top10Finishes",2013
116,116,"Richard Sterne",7,1,NA,NA,NA,"Top10Finishes",2013
116,116,"Vaughn Taylor",16,1,NA,NA,NA,"Top10Finishes",2013
116,116,"David Toms",16,1,NA,NA,NA,"Top10Finishes",2013
116,116,"DJ Trahan",16,1,NA,NA,NA,"Top10Finishes",2013
116,116,"Cameron Tringale",24,1,NA,NA,1,"Top10Finishes",2013
116,116,"Peter Uihlein",4,1,NA,NA,NA,"Top10Finishes",2013
116,116,"Bo Van Pelt",22,1,NA,NA,NA,"Top10Finishes",2013
116,116,"Aaron Watkins",19,1,NA,NA,NA,"Top10Finishes",2013
116,116,"Charlie Wi",23,1,NA,NA,NA,"Top10Finishes",2013
116,116,"Casey Wittenberg",27,1,NA,NA,NA,"Top10Finishes",2013
116,116,"Chris Wood",5,1,NA,NA,NA,"Top10Finishes",2013
