"LeftRoughTendencyRTPScore_RANKTHISWEEK_2013","LeftRoughTendencyRTPScore_RANKLASTWEEK_2013","LeftRoughTendencyRTPScore_PLAYERNAME_2013","LeftRoughTendencyRTPScore_ROUNDS_2013","LeftRoughTendencyRTPScore_RTPSCORE_2013","stat_name","year"
104,104,"Padraig Harrington",52,0.091,"LeftRoughTendencyRTPScore",2013
105,105,"Jonas Blixt",76,0.092,"LeftRoughTendencyRTPScore",2013
106,106,"Aaron Watkins",46,0.094,"LeftRoughTendencyRTPScore",2013
107,107,"Ken Duke",87,0.095,"LeftRoughTendencyRTPScore",2013
107,107,"Matt Jones",83,0.095,"LeftRoughTendencyRTPScore",2013
109,109,"Robert Streb",75,0.096,"LeftRoughTendencyRTPScore",2013
110,110,"Dicky Pride",71,0.097,"LeftRoughTendencyRTPScore",2013
111,111,"Zach Johnson",84,0.099,"LeftRoughTendencyRTPScore",2013
111,111,"Daniel Summerhays",83,0.099,"LeftRoughTendencyRTPScore",2013
113,113,"Brendon de Jonge",110,0.104,"LeftRoughTendencyRTPScore",2013
114,114,"George McNeill",68,0.105,"LeftRoughTendencyRTPScore",2013
115,115,"Fabian Gomez",65,0.106,"LeftRoughTendencyRTPScore",2013
116,116,"Charlie Wi",75,0.108,"LeftRoughTendencyRTPScore",2013
117,117,"Tim Clark",64,0.109,"LeftRoughTendencyRTPScore",2013
118,118,"Ryo Ishikawa",72,0.11,"LeftRoughTendencyRTPScore",2013
119,119,"Luke Guthrie",82,0.111,"LeftRoughTendencyRTPScore",2013
120,120,"Chad Campbell",78,0.112,"LeftRoughTendencyRTPScore",2013
120,120,"Shawn Stefani",63,0.112,"LeftRoughTendencyRTPScore",2013
120,120,"Nicholas Thompson",99,0.112,"LeftRoughTendencyRTPScore",2013
123,123,"Tommy Gainey",84,0.115,"LeftRoughTendencyRTPScore",2013
123,123,"Bryce Molder",82,0.115,"LeftRoughTendencyRTPScore",2013
125,125,"Jin Park",52,0.123,"LeftRoughTendencyRTPScore",2013
126,126,"Steve LeBrun",66,0.125,"LeftRoughTendencyRTPScore",2013
127,127,"Vijay Singh",61,0.128,"LeftRoughTendencyRTPScore",2013
127,127,"Mike Weir",60,0.128,"LeftRoughTendencyRTPScore",2013
129,129,"Jim Furyk",80,0.13,"LeftRoughTendencyRTPScore",2013
129,129,"Josh Teater",86,0.13,"LeftRoughTendencyRTPScore",2013
131,131,"David Lynn",70,0.132,"LeftRoughTendencyRTPScore",2013
132,132,"Brendan Steele",86,0.133,"LeftRoughTendencyRTPScore",2013
133,133,"Charlie Beljan",62,0.135,"LeftRoughTendencyRTPScore",2013
133,133,"Justin Leonard",86,0.135,"LeftRoughTendencyRTPScore",2013
133,133,"Boo Weekley",100,0.135,"LeftRoughTendencyRTPScore",2013
136,136,"James Hahn",78,0.136,"LeftRoughTendencyRTPScore",2013
137,137,"Trevor Immelman",73,0.139,"LeftRoughTendencyRTPScore",2013
138,138,"David Hearn",88,0.142,"LeftRoughTendencyRTPScore",2013
139,139,"Will Claxton",67,0.143,"LeftRoughTendencyRTPScore",2013
139,139,"Tim Herron",45,0.143,"LeftRoughTendencyRTPScore",2013
139,139,"Richard Lee",81,0.143,"LeftRoughTendencyRTPScore",2013
139,139,"Troy Matteson",68,0.143,"LeftRoughTendencyRTPScore",2013
139,139,"Casey Wittenberg",72,0.143,"LeftRoughTendencyRTPScore",2013
144,144,"David Mathis",71,0.144,"LeftRoughTendencyRTPScore",2013
145,145,"Geoff Ogilvy",57,0.145,"LeftRoughTendencyRTPScore",2013
146,146,"JJ Henry",83,0.146,"LeftRoughTendencyRTPScore",2013
147,147,"David Toms",49,0.148,"LeftRoughTendencyRTPScore",2013
148,148,"Michael Bradley",56,0.149,"LeftRoughTendencyRTPScore",2013
148,148,"Tom Gillis",69,0.149,"LeftRoughTendencyRTPScore",2013
150,150,"Robert Allenby",58,0.15,"LeftRoughTendencyRTPScore",2013
151,151,"Scott Brown",65,0.151,"LeftRoughTendencyRTPScore",2013
152,152,"Lee Williams",62,0.152,"LeftRoughTendencyRTPScore",2013
153,153,"Jeff Overton",78,0.154,"LeftRoughTendencyRTPScore",2013
154,154,"Lucas Glover",65,0.157,"LeftRoughTendencyRTPScore",2013
155,155,"Derek Ernst",58,0.16,"LeftRoughTendencyRTPScore",2013
156,156,"Alistair Presnell",59,0.167,"LeftRoughTendencyRTPScore",2013
157,157,"Justin Hicks",79,0.17,"LeftRoughTendencyRTPScore",2013
158,158,"Brad Fritsch",81,0.172,"LeftRoughTendencyRTPScore",2013
159,159,"Greg Owen",73,0.173,"LeftRoughTendencyRTPScore",2013
160,160,"Ben Kohles",75,0.176,"LeftRoughTendencyRTPScore",2013
160,160,"Eric Meierdierks",48,0.176,"LeftRoughTendencyRTPScore",2013
160,160,"Carl Pettersson",82,0.176,"LeftRoughTendencyRTPScore",2013
160,160,"Johnson Wagner",64,0.176,"LeftRoughTendencyRTPScore",2013
164,164,"Doug LaBelle II",72,0.177,"LeftRoughTendencyRTPScore",2013
165,165,"Michael Thompson",66,0.183,"LeftRoughTendencyRTPScore",2013
166,166,"Justin Bolli",59,0.195,"LeftRoughTendencyRTPScore",2013
167,167,"Ben Curtis",59,0.196,"LeftRoughTendencyRTPScore",2013
168,168,"Colt Knost",69,0.198,"LeftRoughTendencyRTPScore",2013
169,169,"Bob Estes",66,0.2,"LeftRoughTendencyRTPScore",2013
169,169,"Andrew Svoboda",46,0.2,"LeftRoughTendencyRTPScore",2013
171,171,"Jason Bohn",70,0.203,"LeftRoughTendencyRTPScore",2013
171,171,"YE Yang",56,0.203,"LeftRoughTendencyRTPScore",2013
173,173,"Kyle Stanley",71,0.206,"LeftRoughTendencyRTPScore",2013
174,174,"Scott Gardiner",61,0.213,"LeftRoughTendencyRTPScore",2013
175,175,"Jeff Maggert",63,0.215,"LeftRoughTendencyRTPScore",2013
176,176,"Darron Stiles",51,0.222,"LeftRoughTendencyRTPScore",2013
177,177,"Stephen Ames",49,0.225,"LeftRoughTendencyRTPScore",2013
178,178,"Sean OHair",56,0.238,"LeftRoughTendencyRTPScore",2013
179,179,"Rod Pampling",46,0.275,"LeftRoughTendencyRTPScore",2013
180,180,"Vaughn Taylor",50,0.307,"LeftRoughTendencyRTPScore",2013
