"AverageApproachDistancePar_RANKTHISWEEK_2016","AverageApproachDistancePar_RANKLASTWEEK_2016","AverageApproachDistancePar_PLAYERNAME_2016","AverageApproachDistancePar_ROUNDS_2016","AverageApproachDistancePar_AVGYARDS_2016","AverageApproachDistancePar_TOTALDISTANCEINCHES_2016","AverageApproachDistancePar_NUMBEROFAPPROACHSHOTS_2016","stat_name","year"
122,139,"Si Woo Kim",63,165.2,3627108,610,"AverageApproachDistancePar",2016
125,124,"Matt Jones",45,165.4,1822008,306,"AverageApproachDistancePar",2016
125,145,"Chez Reavie",56,165.4,3311640,556,"AverageApproachDistancePar",2016
127,154,"Padraig Harrington",38,165.5,2186146,367,"AverageApproachDistancePar",2016
127,80,"Scott Stallings",46,165.5,2620767,440,"AverageApproachDistancePar",2016
129,105,"Tony Finau",49,165.6,2462765,413,"AverageApproachDistancePar",2016
130,135,"Scott Brown",59,165.7,2726661,457,"AverageApproachDistancePar",2016
130,151,"Sergio Garcia",28,165.7,912947,153,"AverageApproachDistancePar",2016
130,104,"Chesson Hadley",51,165.7,2565641,430,"AverageApproachDistancePar",2016
130,107,"Jeff Overton",51,165.7,3059272,513,"AverageApproachDistancePar",2016
134,83,"Gary Woodland",45,165.8,2398767,402,"AverageApproachDistancePar",2016
135,139,"Graham DeLaet",50,165.9,2782772,466,"AverageApproachDistancePar",2016
135,149,"Davis Love III",40,165.9,2197945,368,"AverageApproachDistancePar",2016
135,154,"Pat Perez",28,165.9,1116898,187,"AverageApproachDistancePar",2016
135,145,"Tyrone Van Aswegen",67,165.9,3642076,610,"AverageApproachDistancePar",2016
135,159,"Mark Wilson",42,165.9,2567969,430,"AverageApproachDistancePar",2016
140,159,"Ben Crane",48,166,2497632,418,"AverageApproachDistancePar",2016
140,156,"Harris English",51,166,2384318,399,"AverageApproachDistancePar",2016
140,71,"Carlos Ortiz",47,166,2199625,368,"AverageApproachDistancePar",2016
140,143,"Patrick Rodgers",49,166,2647857,443,"AverageApproachDistancePar",2016
140,156,"Bernd Wiesberger",23,166,830722,139,"AverageApproachDistancePar",2016
145,132,"Zac Blair",56,166.1,2983671,499,"AverageApproachDistancePar",2016
145,159,"Jon Curran",55,166.1,2751142,460,"AverageApproachDistancePar",2016
147,145,"Bronson Burgoon",53,166.2,2597374,434,"AverageApproachDistancePar",2016
147,163,"Jason Dufner",53,166.2,2268258,379,"AverageApproachDistancePar",2016
149,164,"Charley Hoffman",49,166.3,2400201,401,"AverageApproachDistancePar",2016
150,165,"Marc Leishman",41,166.4,1737418,290,"AverageApproachDistancePar",2016
150,166,"Rory McIlroy",37,166.4,1395965,233,"AverageApproachDistancePar",2016
150,119,"Rob Oppenheim",37,166.4,1916363,320,"AverageApproachDistancePar",2016
153,166,"Chad Campbell",54,166.5,3051646,509,"AverageApproachDistancePar",2016
153,166,"Jason Day",36,166.5,1438403,240,"AverageApproachDistancePar",2016
153,173,"Sam Saunders",40,166.5,1749773,292,"AverageApproachDistancePar",2016
156,180,"George McNeill",33,166.6,1876743,313,"AverageApproachDistancePar",2016
157,170,"Angel Cabrera",42,166.8,2132340,355,"AverageApproachDistancePar",2016
157,119,"Justin Rose",35,166.8,1693281,282,"AverageApproachDistancePar",2016
159,151,"Matt Every",34,167.1,1906997,317,"AverageApproachDistancePar",2016
159,142,"Sung Kang",51,167.1,2886887,480,"AverageApproachDistancePar",2016
161,175,"Fabian Gomez",49,167.3,2963182,492,"AverageApproachDistancePar",2016
161,156,"Mark Hubbard",73,167.3,4150582,689,"AverageApproachDistancePar",2016
161,150,"Patton Kizzire",57,167.3,3024320,502,"AverageApproachDistancePar",2016
161,153,"Scott Pinckney",53,167.3,2631301,437,"AverageApproachDistancePar",2016
161,170,"Patrick Reed",53,167.3,2228241,370,"AverageApproachDistancePar",2016
161,135,"Brendan Steele",48,167.3,2638103,438,"AverageApproachDistancePar",2016
167,105,"Henrik Norlander",41,167.4,1849620,307,"AverageApproachDistancePar",2016
168,159,"Phil Mickelson",37,167.5,1906004,316,"AverageApproachDistancePar",2016
168,170,"Ian Poulter",37,167.5,1706422,283,"AverageApproachDistancePar",2016
168,179,"Charl Schwartzel",29,167.5,1405342,233,"AverageApproachDistancePar",2016
171,139,"Rickie Fowler",42,167.6,2221005,368,"AverageApproachDistancePar",2016
171,182,"Adam Hadwin",53,167.6,3319286,550,"AverageApproachDistancePar",2016
173,176,"Ryan Moore",40,167.8,1921352,318,"AverageApproachDistancePar",2016
174,89,"Robert Garrigus",34,167.9,1613479,267,"AverageApproachDistancePar",2016
174,183,"Graeme McDowell",33,167.9,1655873,274,"AverageApproachDistancePar",2016
174,143,"Daniel Summerhays",55,167.9,2900472,480,"AverageApproachDistancePar",2016
174,183,"DJ Trahan",23,167.9,713410,118,"AverageApproachDistancePar",2016
174,178,"Will Wilcox",47,167.9,2628853,435,"AverageApproachDistancePar",2016
179,119,"Francesco Molinari",36,168,2303808,381,"AverageApproachDistancePar",2016
179,186,"Scott Piercy",45,168,1868733,309,"AverageApproachDistancePar",2016
179,166,"Webb Simpson",34,168,1887145,312,"AverageApproachDistancePar",2016
182,188,"Billy Horschel",45,168.3,2296867,379,"AverageApproachDistancePar",2016
183,189,"Jimmy Walker",43,168.4,2054596,339,"AverageApproachDistancePar",2016
184,192,"Kevin Na",52,168.6,2300851,379,"AverageApproachDistancePar",2016
185,194,"Troy Merritt",41,168.7,2046713,337,"AverageApproachDistancePar",2016
186,202,"Anirban Lahiri",44,168.8,1756625,289,"AverageApproachDistancePar",2016
186,183,"William McGirt",54,168.8,3336993,549,"AverageApproachDistancePar",2016
188,190,"Paul Casey",39,168.9,1598720,263,"AverageApproachDistancePar",2016
189,196,"John Huh",51,169,3090710,508,"AverageApproachDistancePar",2016
190,192,"Emiliano Grillo",47,169.1,2355853,387,"AverageApproachDistancePar",2016
190,197,"Rory Sabbatini",40,169.1,1704218,280,"AverageApproachDistancePar",2016
190,180,"John Senden",48,169.1,2776210,456,"AverageApproachDistancePar",2016
193,187,"Chris Stroud",52,169.2,2838694,466,"AverageApproachDistancePar",2016
194,176,"Byeong Hun An",23,169.3,840959,138,"AverageApproachDistancePar",2016
195,174,"Ernie Els",34,169.5,1867475,306,"AverageApproachDistancePar",2016
195,198,"Luke List",51,169.5,2757654,452,"AverageApproachDistancePar",2016
197,199,"Vijay Singh",42,169.6,2528142,414,"AverageApproachDistancePar",2016
198,200,"Daniel Berger",52,169.7,2529598,414,"AverageApproachDistancePar",2016
199,203,"Jamie Donaldson",28,169.8,1491649,244,"AverageApproachDistancePar",2016
200,201,"Danny Lee",53,169.9,2458185,402,"AverageApproachDistancePar",2016
201,190,"Adam Scott",39,170.7,1622373,264,"AverageApproachDistancePar",2016
202,204,"Keegan Bradley",40,170.9,1912960,311,"AverageApproachDistancePar",2016
203,195,"Jhonattan Vegas",49,171.3,2572073,417,"AverageApproachDistancePar",2016
204,205,"Henrik Stenson",30,172,1195223,193,"AverageApproachDistancePar",2016
205,207,"Matthew Fitzpatrick",23,175.6,815536,129,"AverageApproachDistancePar",2016
206,206,"Hideki Matsuyama",40,176.7,1755406,276,"AverageApproachDistancePar",2016
207,208,"Andy Sullivan",25,177,1153311,181,"AverageApproachDistancePar",2016
