"DrivingDistance_RANKTHISWEEK_2013","DrivingDistance_RANKLASTWEEK_2013","DrivingDistance_PLAYERNAME_2013","DrivingDistance_ROUNDS_2013","DrivingDistance_AVG_2013","DrivingDistance_TOTALDISTANCE_2013","DrivingDistance_TOTALDRIVES_2013","stat_name","year"
24,24,"Robert Streb",75,297.7,42270,142,"DrivingDistance",2013
25,25,"Shawn Stefani",63,297.2,37452,126,"DrivingDistance",2013
26,26,"Brad Fritsch",81,297,45743,154,"DrivingDistance",2013
27,27,"Justin Rose",62,296.6,35301,119,"DrivingDistance",2013
28,28,"Bobby Gates",49,296.2,26654,90,"DrivingDistance",2013
29,29,"Charl Schwartzel",69,296.1,40271,136,"DrivingDistance",2013
30,30,"Scott Stallings",79,295.7,46720,158,"DrivingDistance",2013
31,31,"John Rollins",77,295.6,43152,146,"DrivingDistance",2013
32,32,"Charlie Beljan",62,295.4,36630,124,"DrivingDistance",2013
32,32,"Morgan Hoffmann",64,295.4,37807,128,"DrivingDistance",2013
34,34,"Peter Hanson",45,295.3,25099,85,"DrivingDistance",2013
35,35,"Harris English",95,295.2,56092,190,"DrivingDistance",2013
36,36,"Henrik Norlander",70,295,40114,136,"DrivingDistance",2013
37,37,"Charles Howell III",87,294.8,50109,170,"DrivingDistance",2013
38,38,"Steve LeBrun",66,294.1,36471,124,"DrivingDistance",2013
38,38,"Troy Matteson",68,294.1,38818,132,"DrivingDistance",2013
40,40,"Angel Cabrera",73,294,42922,146,"DrivingDistance",2013
40,40,"Charley Hoffman",84,294,49394,168,"DrivingDistance",2013
42,42,"Billy Horschel",96,293.8,56406,192,"DrivingDistance",2013
43,43,"Lucas Glover",65,293.7,38183,130,"DrivingDistance",2013
43,43,"Josh Teater",86,293.7,48173,164,"DrivingDistance",2013
45,45,"Cameron Percy",68,293.6,38751,132,"DrivingDistance",2013
46,46,"Martin Laird",68,293.4,39903,136,"DrivingDistance",2013
46,46,"DJ Trahan",48,293.4,26992,92,"DrivingDistance",2013
48,48,"James Hahn",78,293.3,43407,148,"DrivingDistance",2013
49,49,"Tiger Woods",61,293.2,35187,120,"DrivingDistance",2013
50,50,"Andres Romero",63,293.1,34588,118,"DrivingDistance",2013
50,50,"Rory Sabbatini",86,293.1,48064,164,"DrivingDistance",2013
52,52,"Kevin Chappell",80,292.9,46861,160,"DrivingDistance",2013
53,53,"Greg Owen",73,292.8,41575,142,"DrivingDistance",2013
54,54,"Erik Compton",74,292.7,43318,148,"DrivingDistance",2013
55,55,"Jeff Overton",78,292.4,45618,156,"DrivingDistance",2013
56,56,"Matt Jones",83,292.3,48223,165,"DrivingDistance",2013
57,57,"Brandt Jobe",62,292.1,33887,116,"DrivingDistance",2013
58,58,"Patrick Reed",83,292,48472,166,"DrivingDistance",2013
59,59,"Camilo Villegas",79,291.8,43763,150,"DrivingDistance",2013
60,60,"Nicholas Thompson",99,291.6,57738,198,"DrivingDistance",2013
61,61,"Derek Ernst",58,291.5,33813,116,"DrivingDistance",2013
62,62,"Ryo Ishikawa",72,291.3,40206,138,"DrivingDistance",2013
63,63,"Nick Watney",88,291.2,50093,172,"DrivingDistance",2013
64,64,"Tommy Gainey",84,291,48888,168,"DrivingDistance",2013
64,64,"Sergio Garcia",65,291,36666,126,"DrivingDistance",2013
66,66,"Henrik Stenson",65,290.9,37239,128,"DrivingDistance",2013
66,66,"Boo Weekley",100,290.9,58180,200,"DrivingDistance",2013
68,68,"Brendan Steele",86,290.7,47680,164,"DrivingDistance",2013
69,69,"Lee Westwood",70,290.3,39775,137,"DrivingDistance",2013
70,70,"Carl Pettersson",82,290.2,46429,160,"DrivingDistance",2013
71,71,"Pat Perez",69,290.1,40037,138,"DrivingDistance",2013
71,71,"Andrew Svoboda",46,290.1,25532,88,"DrivingDistance",2013
73,73,"Stewart Cink",71,290,41178,142,"DrivingDistance",2013
73,73,"Hunter Mahan",91,290,49004,169,"DrivingDistance",2013
75,75,"Kevin Stadler",83,289.8,45781,158,"DrivingDistance",2013
75,75,"Vaughn Taylor",50,289.8,26663,92,"DrivingDistance",2013
77,77,"Ernie Els",63,289.6,35916,124,"DrivingDistance",2013
78,78,"Scott Brown",65,289.5,37635,130,"DrivingDistance",2013
78,78,"Fabian Gomez",65,289.5,37637,130,"DrivingDistance",2013
80,80,"Ricky Barnes",74,289.4,40510,140,"DrivingDistance",2013
80,80,"Jordan Spieth",82,289.4,47466,164,"DrivingDistance",2013
82,82,"John Senden",79,289.3,45127,156,"DrivingDistance",2013
83,83,"Russell Henley",80,289,45082,156,"DrivingDistance",2013
83,83,"Chris Kirk",89,289,51441,178,"DrivingDistance",2013
85,85,"Chad Campbell",78,288.9,43914,152,"DrivingDistance",2013
86,86,"Aaron Baddeley",68,288.5,38086,132,"DrivingDistance",2013
87,87,"Scott Gardiner",61,288.4,34037,118,"DrivingDistance",2013
87,87,"Martin Kaymer",61,288.4,33457,116,"DrivingDistance",2013
89,89,"Padraig Harrington",52,288.3,28253,98,"DrivingDistance",2013
90,90,"Bill Haas",85,288.2,48412,168,"DrivingDistance",2013
91,91,"Matt Every",89,288.1,51278,178,"DrivingDistance",2013
91,91,"Vijay Singh",61,288.1,35154,122,"DrivingDistance",2013
93,93,"Phil Mickelson",78,287.9,44907,156,"DrivingDistance",2013
94,94,"Bud Cauley",67,287.5,36225,126,"DrivingDistance",2013
94,94,"Brian Harman",89,287.5,48873,170,"DrivingDistance",2013
94,94,"Kevin Streelman",86,287.5,49445,172,"DrivingDistance",2013
97,97,"Freddie Jacobson",63,287.3,34471,120,"DrivingDistance",2013
98,98,"Robert Karlsson",56,287.2,29865,104,"DrivingDistance",2013
98,98,"Cameron Tringale",80,287.2,45950,160,"DrivingDistance",2013
100,100,"James Driscoll",76,287.1,41348,144,"DrivingDistance",2013
101,101,"YE Yang",56,286.7,31828,111,"DrivingDistance",2013
102,102,"Marc Leishman",77,286.6,43846,153,"DrivingDistance",2013
103,103,"Rickie Fowler",75,286.4,42106,147,"DrivingDistance",2013
104,104,"Brendon de Jonge",110,286.3,62976,220,"DrivingDistance",2013
104,104,"Tom Gillis",69,286.3,37217,130,"DrivingDistance",2013
106,106,"George McNeill",68,286,38893,136,"DrivingDistance",2013
107,107,"Jason Dufner",78,285.9,44026,154,"DrivingDistance",2013
107,107,"Bo Van Pelt",72,285.9,39743,139,"DrivingDistance",2013
109,109,"David Lingmerth",68,285.8,38875,136,"DrivingDistance",2013
110,110,"Daniel Summerhays",83,285.7,47421,166,"DrivingDistance",2013
111,111,"Webb Simpson",92,285.4,49937,175,"DrivingDistance",2013
112,112,"Sangmoon Bae",83,285.3,47365,166,"DrivingDistance",2013
112,112,"Michael Bradley",56,285.3,29670,104,"DrivingDistance",2013
114,114,"Geoff Ogilvy",57,285.1,32496,114,"DrivingDistance",2013
115,115,"Bob Estes",66,285,37624,132,"DrivingDistance",2013
116,116,"Robert Allenby",58,284.9,31910,112,"DrivingDistance",2013
116,116,"Will Claxton",67,284.9,35893,126,"DrivingDistance",2013
116,116,"Matt Kuchar",93,284.9,49573,174,"DrivingDistance",2013
119,119,"Stuart Appleby",88,284.7,47834,168,"DrivingDistance",2013
119,119,"JJ Henry",83,284.7,45843,161,"DrivingDistance",2013
121,121,"Alistair Presnell",59,284.6,32446,114,"DrivingDistance",2013
122,122,"John Merrick",79,284.3,44918,158,"DrivingDistance",2013
123,123,"Jonas Blixt",76,283.7,42837,151,"DrivingDistance",2013
124,124,"Tim Herron",45,283.6,25523,90,"DrivingDistance",2013
124,124,"Trevor Immelman",73,283.6,39143,138,"DrivingDistance",2013
124,124,"Steve Stricker",51,283.6,26658,94,"DrivingDistance",2013
127,127,"Luke Guthrie",82,283.5,46490,164,"DrivingDistance",2013
128,128,"Chez Reavie",72,282.8,40721,144,"DrivingDistance",2013
129,129,"Rod Pampling",46,282.6,23736,84,"DrivingDistance",2013
130,130,"Roberto Castro",97,282.3,54478,193,"DrivingDistance",2013
130,130,"Ryan Moore",72,282.3,40093,142,"DrivingDistance",2013
132,132,"Charlie Wi",75,282.1,40061,142,"DrivingDistance",2013
133,133,"John Huh",88,282,48792,173,"DrivingDistance",2013
134,134,"William McGirt",75,281.8,42266,150,"DrivingDistance",2013
134,134,"Brian Stuard",78,281.8,41704,148,"DrivingDistance",2013
136,136,"Ian Poulter",59,281.7,29859,106,"DrivingDistance",2013
137,137,"Brandt Snedeker",79,281.3,44440,158,"DrivingDistance",2013
138,138,"DA Points",87,281.1,48905,174,"DrivingDistance",2013
139,139,"Ben Crane",62,281,32592,116,"DrivingDistance",2013
140,140,"DH Lee",65,280.9,36522,130,"DrivingDistance",2013
141,141,"Stephen Ames",49,280.7,27511,98,"DrivingDistance",2013
142,142,"David Mathis",71,280.6,37598,134,"DrivingDistance",2013
143,143,"Casey Wittenberg",72,280.5,39275,140,"DrivingDistance",2013
144,144,"Ted Potter Jr",65,280.3,34194,122,"DrivingDistance",2013
145,145,"Doug LaBelle II",72,280.1,39215,140,"DrivingDistance",2013
146,146,"Justin Hicks",79,280,42003,150,"DrivingDistance",2013
147,147,"David Hearn",88,279.7,49231,176,"DrivingDistance",2013
148,148,"Michael Thompson",66,279.4,36878,132,"DrivingDistance",2013
149,149,"Justin Bolli",59,279.1,30706,110,"DrivingDistance",2013
149,149,"Richard Lee",81,279.1,42975,154,"DrivingDistance",2013
151,151,"Ben Kohles",75,279,39615,142,"DrivingDistance",2013
152,152,"Scott Langley",79,278.9,41834,150,"DrivingDistance",2013
153,153,"Brian Davis",91,278.8,50734,182,"DrivingDistance",2013
153,153,"Zach Johnson",84,278.8,46275,166,"DrivingDistance",2013
155,155,"Johnson Wagner",64,278.6,33436,120,"DrivingDistance",2013
156,156,"KJ Choi",85,278.3,46748,168,"DrivingDistance",2013
157,157,"Luke Donald",60,278.1,32262,116,"DrivingDistance",2013
158,158,"Mark Wilson",56,278,28911,104,"DrivingDistance",2013
159,159,"David Lynn",70,277.9,38077,137,"DrivingDistance",2013
160,160,"Jeff Maggert",63,277.6,34980,126,"DrivingDistance",2013
161,161,"Graeme McDowell",53,277.5,26916,97,"DrivingDistance",2013
162,162,"David Toms",49,277.4,24133,87,"DrivingDistance",2013
163,163,"Aaron Watkins",46,277.1,24388,88,"DrivingDistance",2013
164,164,"Chris Stroud",88,277,48753,176,"DrivingDistance",2013
165,165,"Greg Chalmers",77,276.8,40414,146,"DrivingDistance",2013
166,166,"Jason Bohn",70,276.3,38680,140,"DrivingDistance",2013
166,166,"Justin Leonard",86,276.3,47520,172,"DrivingDistance",2013
168,168,"Lee Williams",62,275.6,33068,120,"DrivingDistance",2013
169,169,"Jim Furyk",80,275.3,42952,156,"DrivingDistance",2013
170,170,"Ken Duke",87,275.1,47871,174,"DrivingDistance",2013
170,170,"Brian Gay",79,275.1,43193,157,"DrivingDistance",2013
170,170,"Darron Stiles",51,275.1,26964,98,"DrivingDistance",2013
173,173,"Ben Curtis",59,274.9,31333,114,"DrivingDistance",2013
174,174,"Dicky Pride",71,274.8,36825,134,"DrivingDistance",2013
175,175,"Tim Clark",64,273.9,33143,121,"DrivingDistance",2013
176,176,"Bryce Molder",82,273.8,43801,160,"DrivingDistance",2013
177,177,"Jerry Kelly",75,273.2,40984,150,"DrivingDistance",2013
177,177,"Jin Park",52,273.2,27321,100,"DrivingDistance",2013
179,179,"Colt Knost",69,271.7,35317,130,"DrivingDistance",2013
180,180,"Mike Weir",60,270.5,31380,116,"DrivingDistance",2013
