"PresidentsCupInternational_RANKTHISWEEK_2013","PresidentsCupInternational_RANKLASTWEEK_2013","PresidentsCupInternational_PLAYERNAME_2013","PresidentsCupInternational_EVENTS_2013","PresidentsCupInternational_AVGPOINTS_2013","PresidentsCupInternational_TOTALPOINTS_2013","PresidentsCupInternational_POINTSLOST_2013","PresidentsCupInternational_POINTSGAINED_2013","stat_name","year"
51,51,"Prayad Marksaeng",52,0.95,49.51,-26,40.8,"PresidentsCupInternational",2013
52,52,"Junggon Hwang",52,0.95,49.19,-27.8,20.19,"PresidentsCupInternational",2013
53,53,"Jeev Milkha Singh",52,0.93,48.17,-47.49,13.43,"PresidentsCupInternational",2013
54,54,"Kyoung Hoon Lee",41,0.93,37.93,-20.64,17.05,"PresidentsCupInternational",2013
55,55,"Garth Mulroy",52,0.92,47.93,-36.86,28.32,"PresidentsCupInternational",2013
56,56,"Toshinori Muto",52,0.89,46.38,-45.52,12.57,"PresidentsCupInternational",2013
57,57,"Trevor Immelman",52,0.89,46.04,-32,34.56,"PresidentsCupInternational",2013
58,58,"Retief Goosen",40,0.89,35.41,-47.54,13.52,"PresidentsCupInternational",2013
59,59,"Jake Roos",44,0.86,37.82,-14.02,23.11,"PresidentsCupInternational",2013
60,60,"Yuta Ikeda",52,0.86,44.66,-44.73,8.21,"PresidentsCupInternational",2013
61,61,"Shingo Katayama",51,0.85,43.46,-31.23,22.86,"PresidentsCupInternational",2013
62,62,"Hyunwoo Ryu",49,0.84,41.33,-21.16,17.11,"PresidentsCupInternational",2013
63,63,"Shiv Kapur",52,0.84,43.75,-20.91,29.74,"PresidentsCupInternational",2013
64,64,"Koumei Oda",52,0.83,43.31,-47.55,10.8,"PresidentsCupInternational",2013
65,65,"DH Lee",52,0.82,42.84,-24.57,31.98,"PresidentsCupInternational",2013
66,66,"Hennie Otto",52,0.82,42.78,-37.05,28.36,"PresidentsCupInternational",2013
67,67,"Scott Hend",50,0.81,40.41,-21.08,24.77,"PresidentsCupInternational",2013
68,68,"Adilson da Silva",52,0.8,41.59,-12.8,32.7,"PresidentsCupInternational",2013
69,69,"I J Jang",52,0.77,40.2,-21.64,19,"PresidentsCupInternational",2013
70,70,"Satoshi Kodaira",40,0.76,30.48,-4.05,28.56,"PresidentsCupInternational",2013
71,71,"Wu Ashun",40,0.75,30.18,-17.93,5.99,"PresidentsCupInternational",2013
72,72,"Camilo Villegas",52,0.74,38.64,-31.08,31.82,"PresidentsCupInternational",2013
73,73,"Ricardo Gonzalez",44,0.74,32.41,-19.2,22.32,"PresidentsCupInternational",2013
74,74,"Juvic Pagunsan",48,0.72,34.63,-32.3,10.36,"PresidentsCupInternational",2013
75,75,"Arnond Vongvanij",40,0.72,28.67,-10.55,11.86,"PresidentsCupInternational",2013
76,76,"Peter Senior",40,0.7,28.08,-14.01,1.5,"PresidentsCupInternational",2013
77,77,"Kunihiro Kamii",49,0.68,33.42,-19.35,15.77,"PresidentsCupInternational",2013
78,78,"Stuart Appleby",52,0.68,35.18,-13.07,24.96,"PresidentsCupInternational",2013
79,79,"James Kingston",52,0.67,35,-16.23,30.84,"PresidentsCupInternational",2013
80,80,"Trevor Fisher Jr",40,0.67,26.69,-16.56,14.57,"PresidentsCupInternational",2013
81,81,"Wade Ormsby",40,0.65,26.15,-5.79,23.65,"PresidentsCupInternational",2013
82,82,"Siddikur Rahman",42,0.65,27.25,-22.81,14.21,"PresidentsCupInternational",2013
83,83,"Kenichi Kuboya",52,0.63,32.96,-37.35,3.04,"PresidentsCupInternational",2013
84,84,"Dylan Frittelli",40,0.63,25.29,-2.01,26.28,"PresidentsCupInternational",2013
85,85,"Dawie van der Walt",52,0.63,32.86,-15.03,28.4,"PresidentsCupInternational",2013
86,86,"YE Yang",52,0.63,32.84,-55.23,9.97,"PresidentsCupInternational",2013
87,87,"Sihwan Kim",40,0.63,25.14,-6.06,17.92,"PresidentsCupInternational",2013
88,88,"Michio Matsumura",52,0.62,32.46,-20.17,21.66,"PresidentsCupInternational",2013
89,89,"Nick Cullen",40,0.62,24.63,-13.07,13.2,"PresidentsCupInternational",2013
90,90,"Emiliano Grillo",44,0.61,27.05,-8.85,19,"PresidentsCupInternational",2013
91,91,"SK Ho",48,0.61,29.17,-18.59,19.48,"PresidentsCupInternational",2013
92,92,"Prom Meesawat",49,0.61,29.73,-22.87,6.82,"PresidentsCupInternational",2013
93,93,"Shunsuke Sonoda",42,0.61,25.42,-13.88,16,"PresidentsCupInternational",2013
94,94,"Cameron Percy",52,0.6,31.36,-20.15,8.66,"PresidentsCupInternational",2013
95,95,"Tomohiro Kondo",49,0.6,29.31,-32.93,15.01,"PresidentsCupInternational",2013
96,96,"Danny Lee",52,0.59,30.59,-30.29,22.39,"PresidentsCupInternational",2013
97,97,"Tim Wilkinson",50,0.59,29.32,-6.7,27.92,"PresidentsCupInternational",2013
98,98,"Richard Green",48,0.59,28.14,-24.57,14.01,"PresidentsCupInternational",2013
99,99,"Whee Kim",40,0.58,23.25,-12.07,12.74,"PresidentsCupInternational",2013
100,100,"Yusaku Miyazato",51,0.58,29.56,-20.72,11.65,"PresidentsCupInternational",2013
101,101,"Kazuhiro Yamashita",50,0.58,28.88,-16.87,9.8,"PresidentsCupInternational",2013
102,102,"Steven Bowditch",52,0.58,29.93,-9.86,27.19,"PresidentsCupInternational",2013
103,103,"Seukhyun Baek",40,0.57,22.75,-9.22,15.52,"PresidentsCupInternational",2013
104,104,"Jbe Kruger",52,0.57,29.53,-36.46,20.23,"PresidentsCupInternational",2013
105,105,"Jake Higginbottom",40,0.57,22.67,-7.32,10.88,"PresidentsCupInternational",2013
106,106,"Scott Strange",40,0.56,22.45,-7.98,23.69,"PresidentsCupInternational",2013
107,107,"Michael Campbell",46,0.56,25.55,-14.81,9.16,"PresidentsCupInternational",2013
108,108,"Brad Fritsch",52,0.55,28.67,-13.49,18.6,"PresidentsCupInternational",2013
109,109,"Merrick Bremner",46,0.55,25.28,-7.08,18.18,"PresidentsCupInternational",2013
110,110,"Angelo Que",44,0.55,24.02,-9.34,15.29,"PresidentsCupInternational",2013
111,111,"Yoshinobu Tsukada",45,0.55,24.54,-9.36,17.22,"PresidentsCupInternational",2013
112,112,"Bronson La Cassie",52,0.54,28.08,-4.37,25.59,"PresidentsCupInternational",2013
113,113,"Steven Alker",45,0.54,24.25,-5.36,20.01,"PresidentsCupInternational",2013
114,114,"Scott Gardiner",52,0.53,27.58,-13.51,11.75,"PresidentsCupInternational",2013
115,115,"Nick OHern",52,0.52,27.24,-25.95,15.57,"PresidentsCupInternational",2013
116,116,"Mark Tullo",50,0.52,25.9,-15.04,17.82,"PresidentsCupInternational",2013
117,117,"Kyung Nam Kang",40,0.51,20.57,-12.92,11.2,"PresidentsCupInternational",2013
118,118,"Keith Horne",52,0.51,26.38,-26.34,9.85,"PresidentsCupInternational",2013
119,119,"Rod Pampling",52,0.5,26.08,-23.64,6.28,"PresidentsCupInternational",2013
120,120,"Antonio Lascuna",40,0.5,20.01,-11.66,7.76,"PresidentsCupInternational",2013
121,121,"Tetsuji Hiratsuka",52,0.49,25.37,-33.41,11.97,"PresidentsCupInternational",2013
122,122,"Masamichi Uehira",48,0.48,23.1,-19.71,1.28,"PresidentsCupInternational",2013
123,123,"Benjamin Alvarado",40,0.47,18.89,-9.46,19.88,"PresidentsCupInternational",2013
124,124,"Sanghee Lee",40,0.47,18.88,-11.49,7.78,"PresidentsCupInternational",2013
125,125,"Fabian Gomez",52,0.47,24.48,-8.75,21.9,"PresidentsCupInternational",2013
126,126,"Jean Hugo",45,0.47,21.03,-8.91,19.81,"PresidentsCupInternational",2013
127,127,"Desvonde Botes",44,0.47,20.51,-8.23,14.56,"PresidentsCupInternational",2013
128,128,"Justin Walters",52,0.47,24.22,-15.98,13.44,"PresidentsCupInternational",2013
129,129,"Do Hoon Kim",52,0.46,24.17,-24.68,5.27,"PresidentsCupInternational",2013
130,130,"Mathew Goggin",52,0.46,24.07,-16.07,17.8,"PresidentsCupInternational",2013
131,131,"Tjaart van der Walt",51,0.46,23.49,-13.49,18.88,"PresidentsCupInternational",2013
132,132,"Ashley Hall",46,0.46,21.04,-6.3,16.04,"PresidentsCupInternational",2013
133,133,"Thitiphan Chuayprako",40,0.46,18.29,-8.95,2,"PresidentsCupInternational",2013
134,134,"Jose de Jesus Rodriguez",40,0.46,18.22,-7.64,16.4,"PresidentsCupInternational",2013
135,135,"Alexandre Rocha",52,0.45,23.51,-11.83,13.7,"PresidentsCupInternational",2013
136,136,"Ruan de Smidt",40,0.45,18.07,-5.66,10.94,"PresidentsCupInternational",2013
137,137,"Ariel Canete",44,0.44,19.54,-8.91,6.36,"PresidentsCupInternational",2013
138,138,"Masanori Kobayashi",52,0.44,23.1,-21.7,NA,"PresidentsCupInternational",2013
139,139,"Jaco Ahlers",41,0.44,18.03,-9.43,8.84,"PresidentsCupInternational",2013
140,140,"Choi Hosung",40,0.44,17.42,-9.33,15.02,"PresidentsCupInternational",2013
141,141,"Alistair Presnell",52,0.43,22.41,-13.95,9.43,"PresidentsCupInternational",2013
142,142,"Aaron Townsend",40,0.43,17.15,-6.22,10.99,"PresidentsCupInternational",2013
143,143,"Pariya Junhasavasdikul",47,0.43,20.03,-7.75,15.21,"PresidentsCupInternational",2013
144,144,"Daisuke Kataoka",52,0.42,22.02,-9.27,18.51,"PresidentsCupInternational",2013
145,145,"Wen Tang Lin",40,0.42,16.71,-5.98,15.23,"PresidentsCupInternational",2013
146,146,"Matthew Griffin",40,0.42,16.7,-6.43,9.01,"PresidentsCupInternational",2013
147,147,"Jacques Blaauw",42,0.42,17.5,-2.93,15.38,"PresidentsCupInternational",2013
148,148,"Masahiro Kawamura",40,0.41,16.38,-8.15,7.1,"PresidentsCupInternational",2013
149,149,"Kim Daesub",40,0.4,15.96,-6.9,5.06,"PresidentsCupInternational",2013
150,150,"Daniel Gaunt",52,0.4,20.67,-4.6,18.96,"PresidentsCupInternational",2013
151,151,"Oscar Fraustro",40,0.39,15.63,-6,4.91,"PresidentsCupInternational",2013
152,152,"Mark Brown",40,0.39,15.5,-10.47,2.65,"PresidentsCupInternational",2013
153,153,"SSP Chawrasia",52,0.38,19.96,-13.06,11.94,"PresidentsCupInternational",2013
154,154,"Kieran Pratt",40,0.38,15.29,-14.51,2.47,"PresidentsCupInternational",2013
155,155,"Azuma Yano",49,0.38,18.59,-13.34,12.79,"PresidentsCupInternational",2013
156,156,"Camilo Benedetti",52,0.38,19.69,-12.69,10.44,"PresidentsCupInternational",2013
157,157,"Bryce Easton",47,0.37,17.45,-7.11,14.49,"PresidentsCupInternational",2013
158,158,"Fabrizio Zanotti",51,0.37,18.77,-21.56,4.48,"PresidentsCupInternational",2013
159,159,"Oliver Bekker",47,0.36,17.12,-11.39,9.21,"PresidentsCupInternational",2013
160,160,"Park Sangeon",40,0.36,14.5,-13.75,6.33,"PresidentsCupInternational",2013
161,161,"Jorge Fernandez Valdes",40,0.36,14.48,-1.9,12.78,"PresidentsCupInternational",2013
162,162,"Chapchai Nirat",50,0.36,18.09,-12.59,5.37,"PresidentsCupInternational",2013
163,163,"Steven Conran",40,0.36,14.44,-11.33,9.38,"PresidentsCupInternational",2013
164,164,"Dean Burmester",40,0.36,14.38,-4.92,10.82,"PresidentsCupInternational",2013
165,165,"Jhonattan Vegas",40,0.36,14.37,-26.39,NA,"PresidentsCupInternational",2013
166,166,"Boonchu Ruangkit",40,0.35,14.18,-5.87,10.5,"PresidentsCupInternational",2013
167,167,"Yuki Kono",40,0.35,14.18,-0.22,14.4,"PresidentsCupInternational",2013
168,168,"Miguel Angel Carballo",52,0.35,18.32,-15.25,14.49,"PresidentsCupInternational",2013
169,169,"Vaughn Groenewald",44,0.35,15.4,-6.55,9.37,"PresidentsCupInternational",2013
170,170,"Nicholas Fung",40,0.35,13.97,-1.25,14.69,"PresidentsCupInternational",2013
171,171,"Katsumasa Miyamoto",49,0.35,16.98,-14.11,5.61,"PresidentsCupInternational",2013
172,172,"Tyrone Van Aswegen",52,0.35,17.98,-10.52,6.3,"PresidentsCupInternational",2013
173,173,"Elmer Salvador",40,0.34,13.77,-6.57,10.62,"PresidentsCupInternational",2013
174,174,"Daniel Popovic",40,0.34,13.75,-5.45,NA,"PresidentsCupInternational",2013
175,175,"Byeong Hun An",40,0.34,13.71,-1.87,12.36,"PresidentsCupInternational",2013
176,176,"Chawalit Plaphol",52,0.34,17.56,-22.77,14,"PresidentsCupInternational",2013
177,177,"Taichi Teshima",45,0.33,15.02,-12.72,3.2,"PresidentsCupInternational",2013
178,178,"Ulrich Van den Berg",47,0.33,15.47,-6.91,12.45,"PresidentsCupInternational",2013
179,179,"Gareth Paddison",40,0.33,13.04,-7.12,6.86,"PresidentsCupInternational",2013
180,180,"Ryuichi Oda",42,0.32,13.64,-17.95,NA,"PresidentsCupInternational",2013
181,181,"Matthew Stieger",40,0.32,12.8,-3.66,8.22,"PresidentsCupInternational",2013
182,182,"Mu Hu",40,0.32,12.74,-3.52,11.57,"PresidentsCupInternational",2013
183,183,"Gi Whan Kim",46,0.32,14.52,-6.06,9.49,"PresidentsCupInternational",2013
184,184,"Kurt Barnes",45,0.31,14.13,-27.96,NA,"PresidentsCupInternational",2013
185,185,"Cho Minjun",49,0.31,15.28,-20.12,9.29,"PresidentsCupInternational",2013
186,186,"Daehyun Kim",40,0.31,12.42,-12.32,1.29,"PresidentsCupInternational",2013
187,187,"Robert Allenby",52,0.31,16.05,-37.96,7.56,"PresidentsCupInternational",2013
188,188,"Tadahiro Takayama",51,0.31,15.73,-21.29,7.13,"PresidentsCupInternational",2013
189,189,"Jang Dong Kyu",42,0.31,12.95,-6.44,5.36,"PresidentsCupInternational",2013
190,190,"Kaname Yokoo",47,0.31,14.48,-8.42,8.24,"PresidentsCupInternational",2013
191,191,"Danie van Tonder",41,0.31,12.51,-4.12,7.67,"PresidentsCupInternational",2013
192,192,"PH McIntyre",44,0.3,13.36,-2.3,11.46,"PresidentsCupInternational",2013
193,193,"Mardan Mamat",49,0.3,14.77,-16.16,2.72,"PresidentsCupInternational",2013
194,194,"Hiroshi Iwata",48,0.3,14.43,-6.24,10.17,"PresidentsCupInternational",2013
195,195,"Iain Steel",40,0.3,12,0,12,"PresidentsCupInternational",2013
196,196,"Jay Choi",50,0.3,14.88,-18.69,3.09,"PresidentsCupInternational",2013
197,197,"Louis de Jager",40,0.3,11.85,-4.89,9.53,"PresidentsCupInternational",2013
198,198,"SS Hong",40,0.3,11.81,-9.24,9.66,"PresidentsCupInternational",2013
199,199,"Clodomiro Carranza",40,0.29,11.77,-6.08,2.44,"PresidentsCupInternational",2013
200,200,"Fernando Mechereffe",42,0.29,12.27,-1.98,9.67,"PresidentsCupInternational",2013
201,201,"Daniel Alfredo Vancsik",52,0.29,15.11,-9.15,6.63,"PresidentsCupInternational",2013
202,202,"Andrew Curlewis",44,0.29,12.72,-1.54,12.21,"PresidentsCupInternational",2013
203,203,"Adam Hadwin",51,0.29,14.63,-14.28,5.49,"PresidentsCupInternational",2013
204,204,"Scott Barr",45,0.29,12.87,-10.23,4.01,"PresidentsCupInternational",2013
205,205,"David Smail",48,0.28,13.59,-12.91,2.93,"PresidentsCupInternational",2013
206,206,"Alex Haindl",47,0.28,13.17,-9.52,7,"PresidentsCupInternational",2013
207,207,"Titch Moore",41,0.28,11.49,-2.04,9.75,"PresidentsCupInternational",2013
208,208,"Dohoon Kim",40,0.28,11.15,-2.21,9.34,"PresidentsCupInternational",2013
209,209,"Mackenzie Hughes",40,0.28,11.1,0,11.1,"PresidentsCupInternational",2013
210,210,"Hyun Bin Park",45,0.28,12.49,-5.71,5.09,"PresidentsCupInternational",2013
211,211,"Lindsay Renolds",40,0.28,11.09,-1.41,11.31,"PresidentsCupInternational",2013
212,212,"Mark Williams",40,0.28,11.09,-3.28,6.65,"PresidentsCupInternational",2013
213,213,"Nick Flanagan",47,0.28,12.94,-9.39,6.54,"PresidentsCupInternational",2013
214,214,"Adam Crawford",44,0.27,12.06,-7.91,5.43,"PresidentsCupInternational",2013
215,215,"David McKenzie",40,0.27,10.94,-3.67,12.09,"PresidentsCupInternational",2013
216,216,"Seong Ho Lee",40,0.27,10.91,-10.61,2.61,"PresidentsCupInternational",2013
217,217,"Makoto Inoue",40,0.27,10.87,-2.11,8.56,"PresidentsCupInternational",2013
218,218,"Mithun Perera",40,0.27,10.83,-4.54,10.56,"PresidentsCupInternational",2013
219,219,"Justin Harding",44,0.27,11.78,-5.12,6.54,"PresidentsCupInternational",2013
220,220,"Allan Versfeld",48,0.27,12.82,-8.9,1.62,"PresidentsCupInternational",2013
221,221,"Joong Kyung Mo",47,0.27,12.46,-13.51,4.89,"PresidentsCupInternational",2013
222,222,"Bio Kim",52,0.26,13.77,-15.01,2.65,"PresidentsCupInternational",2013
223,223,"Akio Sadakata",40,0.26,10.35,-7.53,3.16,"PresidentsCupInternational",2013
224,224,"Shigeru Nonaka",44,0.26,11.32,-3.68,8.04,"PresidentsCupInternational",2013
225,225,"Mike Weir",40,0.26,10.27,-0.1,10.37,"PresidentsCupInternational",2013
226,226,"Daisuke Maruyama",52,0.26,13.29,-17.09,5.4,"PresidentsCupInternational",2013
227,227,"Chris Swanepoel",42,0.25,10.61,-6.72,7.28,"PresidentsCupInternational",2013
228,228,"Lee Taehee",40,0.25,10.1,-3.54,7.56,"PresidentsCupInternational",2013
229,229,"Manuel Villegas",40,0.25,10.08,-1.22,11.31,"PresidentsCupInternational",2013
230,230,"Thammanoon Sriroj",40,0.25,10.04,-2.34,8.32,"PresidentsCupInternational",2013
231,231,"Andres Echavarria",40,0.25,10.03,-5.26,4.41,"PresidentsCupInternational",2013
232,232,"Kim Hyung Tae",42,0.25,10.47,-10.77,8.82,"PresidentsCupInternational",2013
233,233,"Scott Laycock",40,0.25,9.95,-4.78,6.14,"PresidentsCupInternational",2013
234,234,"Chan Shihchang",40,0.24,9.74,-0.99,9.6,"PresidentsCupInternational",2013
235,235,"Namchoak Tantipokakul",46,0.24,11.12,-4.46,7.42,"PresidentsCupInternational",2013
236,236,"Gunn Charoenkul",40,0.24,9.6,-3.38,3.79,"PresidentsCupInternational",2013
237,237,"Richard Lee",40,0.24,9.53,-1.01,10.54,"PresidentsCupInternational",2013
238,238,"Kim Taehoon",40,0.24,9.48,-0.03,9.51,"PresidentsCupInternational",2013
239,239,"Peter Wilson",40,0.24,9.46,-5.43,NA,"PresidentsCupInternational",2013
240,240,"David Bransdon",40,0.23,9.3,-4.59,7.23,"PresidentsCupInternational",2013
241,241,"Shaun Norris",40,0.23,9.21,-10.75,2.42,"PresidentsCupInternational",2013
242,242,"Hugo Leon",40,0.23,9.07,-4.32,7.2,"PresidentsCupInternational",2013
243,243,"Andrew Dodt",52,0.23,11.77,-8.24,6.75,"PresidentsCupInternational",2013
244,244,"Inn Choon Hwang",40,0.23,9.03,-7.94,5.48,"PresidentsCupInternational",2013
245,245,"Ryan Cairns",40,0.22,8.91,-3.92,5.23,"PresidentsCupInternational",2013
246,246,"Nathan Green",52,0.22,11.51,-8.35,4.57,"PresidentsCupInternational",2013
247,247,"Digvijay Singh",40,0.22,8.75,-6.94,4.89,"PresidentsCupInternational",2013
248,248,"Darren Beck",41,0.22,8.93,-6.61,3.45,"PresidentsCupInternational",2013
249,249,"Yui Ueda",46,0.21,9.82,-9.97,1.4,"PresidentsCupInternational",2013
250,250,"Younghan Song",40,0.21,8.41,-0.69,9.1,"PresidentsCupInternational",2013
251,251,"Stephen Ames",43,0.21,9.02,-8.96,7.63,"PresidentsCupInternational",2013
252,252,"Riley Wheeldon",40,0.21,8.37,-0.03,8.4,"PresidentsCupInternational",2013
253,253,"Chehuang Tsai",40,0.21,8.37,-5.48,NA,"PresidentsCupInternational",2013
254,254,"Jyoti Randhawa",40,0.21,8.23,-6.71,3.94,"PresidentsCupInternational",2013
255,255,"Norio Shinozaki",41,0.21,8.43,-6.15,1.38,"PresidentsCupInternational",2013
256,256,"Danny Chia",44,0.2,8.99,-6.2,7.32,"PresidentsCupInternational",2013
257,257,"Sattaya Supupramai",40,0.2,8.14,-0.79,8.43,"PresidentsCupInternational",2013
258,258,"Christiaan Basson",45,0.2,9.06,-7.83,2.63,"PresidentsCupInternational",2013
259,259,"Rahil Gangjee",44,0.2,8.85,-5.52,7.88,"PresidentsCupInternational",2013
260,260,"Miguel Tabuena",40,0.2,7.91,-4.4,5.5,"PresidentsCupInternational",2013
261,261,"Yasuharu Imano",42,0.2,8.3,-8.93,1.4,"PresidentsCupInternational",2013
262,262,"Colin Nel",41,0.2,8.1,-4.6,1.68,"PresidentsCupInternational",2013
263,263,"Eugene Wong",40,0.2,7.85,-4.7,1.2,"PresidentsCupInternational",2013
264,264,"Martin du Toit",40,0.2,7.8,-0.41,8.22,"PresidentsCupInternational",2013
265,265,"Kiyoshi Miyazato",48,0.19,9.23,-13.54,NA,"PresidentsCupInternational",2013
266,266,"Charl Coetzee",43,0.19,8.26,-2.84,7.83,"PresidentsCupInternational",2013
267,267,"James Kamte",44,0.19,8.44,-4.73,4.68,"PresidentsCupInternational",2013
268,268,"Quincy Quek",40,0.19,7.64,-3.05,7.38,"PresidentsCupInternational",2013
269,269,"Jin Park",48,0.19,9.16,-4.71,6.36,"PresidentsCupInternational",2013
270,270,"Takashi Kanemoto",47,0.19,8.96,-8.42,NA,"PresidentsCupInternational",2013
271,271,"Cory Renfrew",40,0.19,7.61,-3.52,3.6,"PresidentsCupInternational",2013
272,272,"Panuphol Pittayarat",43,0.19,8.13,-7.05,3.22,"PresidentsCupInternational",2013
273,273,"Sebastian Vazquez",40,0.19,7.42,-2.82,2.82,"PresidentsCupInternational",2013
274,274,"Nick Taylor",40,0.18,7.4,-1.01,6.65,"PresidentsCupInternational",2013
275,275,"Terry Pilkadaris",48,0.18,8.86,-3.83,8.28,"PresidentsCupInternational",2013
276,276,"Jared Harvey",40,0.18,7.37,-0.99,6.72,"PresidentsCupInternational",2013
277,277,"Oscar Serna",40,0.18,7.33,-2.56,6.6,"PresidentsCupInternational",2013
278,278,"Chih Bing Lam",43,0.18,7.83,-2.38,7.7,"PresidentsCupInternational",2013
279,279,"Wallie Coetsee",40,0.18,7.18,-3.62,5.81,"PresidentsCupInternational",2013
280,280,"Roger Sloan",40,0.18,7.15,-4.69,5.7,"PresidentsCupInternational",2013
281,281,"Maximiliano Godoy",40,0.18,7.14,-4.66,3.6,"PresidentsCupInternational",2013
282,282,"Rashid Khan",40,0.18,7.12,-1.9,8.4,"PresidentsCupInternational",2013
283,283,"Eun Shin Park",42,0.18,7.47,-5.56,2.34,"PresidentsCupInternational",2013
