"PuttingfromGrtr10_RANKTHISWEEK_2010","PuttingfromGrtr10_RANKLASTWEEK_2010","PuttingfromGrtr10_PLAYERNAME_2010","PuttingfromGrtr10_ROUNDS_2010","PuttingfromGrtr10_PctMADE_2010","PuttingfromGrtr10_ATTEMPTS_2010","PuttingfromGrtr10_PUTTSMADE_2010","stat_name","year"
66,66,"Ernie Els",72,16.06,579,93,"PuttingfromGrtr10",2010
67,67,"Jeff Maggert",76,16.04,692,111,"PuttingfromGrtr10",2010
67,67,"Chris Tidland",77,16.04,742,119,"PuttingfromGrtr10",2010
69,69,"Pat Perez",90,16.01,887,142,"PuttingfromGrtr10",2010
70,70,"George McNeill",79,15.91,767,122,"PuttingfromGrtr10",2010
71,71,"Michael Sim",64,15.9,547,87,"PuttingfromGrtr10",2010
72,72,"Joe Durant",67,15.81,645,102,"PuttingfromGrtr10",2010
72,72,"DA Points",90,15.81,860,136,"PuttingfromGrtr10",2010
74,74,"Michael Letzig",84,15.76,863,136,"PuttingfromGrtr10",2010
75,75,"Kevin Streelman",90,15.75,838,132,"PuttingfromGrtr10",2010
76,76,"Skip Kendall",58,15.73,534,84,"PuttingfromGrtr10",2010
77,77,"Rich Barcelo",70,15.72,617,97,"PuttingfromGrtr10",2010
78,78,"Vance Veazey",58,15.67,504,79,"PuttingfromGrtr10",2010
79,79,"Tim Herron",79,15.63,736,115,"PuttingfromGrtr10",2010
80,80,"Steve Marino",81,15.62,666,104,"PuttingfromGrtr10",2010
81,81,"Retief Goosen",75,15.58,552,86,"PuttingfromGrtr10",2010
81,81,"Joe Ogilvie",99,15.58,924,144,"PuttingfromGrtr10",2010
83,83,"Paul Goydos",78,15.57,681,106,"PuttingfromGrtr10",2010
83,83,"Greg Kraft",52,15.57,424,66,"PuttingfromGrtr10",2010
85,85,"Garrett Willis",82,15.48,788,122,"PuttingfromGrtr10",2010
86,86,"Bob Estes",79,15.42,778,120,"PuttingfromGrtr10",2010
87,87,"Stuart Appleby",101,15.4,896,138,"PuttingfromGrtr10",2010
87,87,"Rory Sabbatini",79,15.4,682,105,"PuttingfromGrtr10",2010
89,89,"Brent Delahoussaye",57,15.36,534,82,"PuttingfromGrtr10",2010
90,90,"Ryan Moore",80,15.34,652,100,"PuttingfromGrtr10",2010
91,91,"Mathias Gronberg",61,15.23,532,81,"PuttingfromGrtr10",2010
92,92,"Brendon de Jonge",114,15.21,993,151,"PuttingfromGrtr10",2010
93,93,"Dustin Johnson",83,15.19,645,98,"PuttingfromGrtr10",2010
94,94,"Jim Furyk",76,15.18,626,95,"PuttingfromGrtr10",2010
95,95,"Richard Johnson",90,15.11,834,126,"PuttingfromGrtr10",2010
96,96,"John Mallinger",78,15.09,696,105,"PuttingfromGrtr10",2010
97,97,"Matt Jones",89,15.08,829,125,"PuttingfromGrtr10",2010
98,98,"Kevin Stadler",86,15.07,763,115,"PuttingfromGrtr10",2010
99,99,"Padraig Harrington",57,15.05,412,62,"PuttingfromGrtr10",2010
100,100,"Robert Garrigus",71,15,680,102,"PuttingfromGrtr10",2010
101,101,"Craig Bowden",56,14.96,508,76,"PuttingfromGrtr10",2010
102,102,"Blake Adams",84,14.93,837,125,"PuttingfromGrtr10",2010
102,102,"JB Holmes",100,14.93,891,133,"PuttingfromGrtr10",2010
104,104,"Paul Stankowski",62,14.89,591,88,"PuttingfromGrtr10",2010
105,105,"Chris Stroud",90,14.88,800,119,"PuttingfromGrtr10",2010
106,106,"Jonathan Byrd",85,14.87,901,134,"PuttingfromGrtr10",2010
107,107,"Cameron Beckman",68,14.75,651,96,"PuttingfromGrtr10",2010
107,107,"Chris Riley",73,14.75,678,100,"PuttingfromGrtr10",2010
109,109,"Sean OHair",84,14.74,726,107,"PuttingfromGrtr10",2010
110,110,"Bill Haas",87,14.71,816,120,"PuttingfromGrtr10",2010
110,110,"Vaughn Taylor",87,14.71,836,123,"PuttingfromGrtr10",2010
112,112,"Ted Purdy",86,14.68,824,121,"PuttingfromGrtr10",2010
113,113,"Ian Poulter",55,14.67,334,49,"PuttingfromGrtr10",2010
114,114,"Steve Lowery",67,14.61,623,91,"PuttingfromGrtr10",2010
115,115,"Bill Lunde",79,14.6,733,107,"PuttingfromGrtr10",2010
116,116,"Mark Wilson",87,14.59,891,130,"PuttingfromGrtr10",2010
117,117,"Greg Owen",69,14.58,686,100,"PuttingfromGrtr10",2010
118,118,"Scott McCarron",90,14.57,899,131,"PuttingfromGrtr10",2010
119,119,"Nick Watney",91,14.55,715,104,"PuttingfromGrtr10",2010
120,120,"Graham DeLaet",88,14.49,856,124,"PuttingfromGrtr10",2010
121,121,"DJ Trahan",92,14.46,892,129,"PuttingfromGrtr10",2010
122,122,"Ben Curtis",78,14.44,727,105,"PuttingfromGrtr10",2010
123,123,"Charles Howell III",103,14.39,973,140,"PuttingfromGrtr10",2010
123,123,"Will Ma Kenzie",72,14.39,716,103,"PuttingfromGrtr10",2010
125,125,"Brett Wetterich",54,14.38,591,85,"PuttingfromGrtr10",2010
126,126,"James Driscoll",78,14.37,807,116,"PuttingfromGrtr10",2010
127,127,"Mark Calcavecchia",50,14.29,357,51,"PuttingfromGrtr10",2010
127,127,"Lucas Glover",75,14.29,616,88,"PuttingfromGrtr10",2010
127,127,"David Lutterus",69,14.29,595,85,"PuttingfromGrtr10",2010
127,127,"Brenden Pappas",66,14.29,602,86,"PuttingfromGrtr10",2010
131,131,"Steve Elkington",74,14.24,646,92,"PuttingfromGrtr10",2010
132,132,"Davis Love III",79,14.23,752,107,"PuttingfromGrtr10",2010
133,133,"Trevor Immelman",55,14.2,479,68,"PuttingfromGrtr10",2010
134,134,"Michael Bradley",77,14.17,734,104,"PuttingfromGrtr10",2010
134,134,"Tim Petrovic",105,14.17,1016,144,"PuttingfromGrtr10",2010
136,136,"Boo Weekley",88,14.16,812,115,"PuttingfromGrtr10",2010
137,137,"John Daly",63,14.14,481,68,"PuttingfromGrtr10",2010
138,138,"John Rollins",81,14.13,835,118,"PuttingfromGrtr10",2010
139,139,"Kenny Perry",69,14.12,609,86,"PuttingfromGrtr10",2010
140,140,"Chris DiMarco",88,14.1,787,111,"PuttingfromGrtr10",2010
141,141,"Aron Price",70,14.05,676,95,"PuttingfromGrtr10",2010
142,142,"Ricky Barnes",103,14.01,885,124,"PuttingfromGrtr10",2010
143,143,"Lee Janzen",77,13.94,739,103,"PuttingfromGrtr10",2010
144,144,"Hunter Mahan",85,13.9,712,99,"PuttingfromGrtr10",2010
145,145,"Daniel Chopra",74,13.89,691,96,"PuttingfromGrtr10",2010
146,146,"Marc Leishman",87,13.87,728,101,"PuttingfromGrtr10",2010
146,146,"Spencer Levin",110,13.87,1053,146,"PuttingfromGrtr10",2010
148,148,"Bubba Watson",77,13.81,724,100,"PuttingfromGrtr10",2010
149,149,"Jason Dufner",87,13.77,748,103,"PuttingfromGrtr10",2010
150,150,"Camilo Villegas",78,13.76,574,79,"PuttingfromGrtr10",2010
151,151,"Charles Warren",64,13.74,604,83,"PuttingfromGrtr10",2010
152,152,"Jeev Milkha Singh",59,13.7,533,73,"PuttingfromGrtr10",2010
153,153,"Jerry Kelly",99,13.68,877,120,"PuttingfromGrtr10",2010
153,153,"Andrew McLardy",52,13.68,468,64,"PuttingfromGrtr10",2010
155,155,"Jerod Turner",54,13.63,411,56,"PuttingfromGrtr10",2010
156,156,"Alex Prugh",88,13.62,881,120,"PuttingfromGrtr10",2010
157,157,"Cameron Tringale",55,13.56,509,69,"PuttingfromGrtr10",2010
158,158,"Heath Slocum",97,13.52,769,104,"PuttingfromGrtr10",2010
159,159,"Kevin Sutherland",86,13.42,894,120,"PuttingfromGrtr10",2010
160,160,"Briny Baird",87,13.41,880,118,"PuttingfromGrtr10",2010
161,161,"Angel Cabrera",64,13.39,545,73,"PuttingfromGrtr10",2010
162,162,"John Merrick",109,13.28,1039,138,"PuttingfromGrtr10",2010
163,163,"JJ Henry",92,13.24,876,116,"PuttingfromGrtr10",2010
164,164,"Chris Wilson",65,13.22,537,71,"PuttingfromGrtr10",2010
165,165,"Tom Pernice Jr",74,13.19,614,81,"PuttingfromGrtr10",2010
166,166,"Josh Teater",101,13.18,994,131,"PuttingfromGrtr10",2010
166,166,"Nicholas Thompson",88,13.18,812,107,"PuttingfromGrtr10",2010
168,168,"Justin Bolli",55,13.13,457,60,"PuttingfromGrtr10",2010
168,168,"Chad Campbell",95,13.13,868,114,"PuttingfromGrtr10",2010
170,170,"Alex Cejka",81,12.91,705,91,"PuttingfromGrtr10",2010
171,171,"Vijay Singh",75,12.86,583,75,"PuttingfromGrtr10",2010
172,172,"Billy Mayfair",78,12.85,708,91,"PuttingfromGrtr10",2010
173,173,"Martin Laird",91,12.78,845,108,"PuttingfromGrtr10",2010
174,174,"Brett Quigley",96,12.74,1005,128,"PuttingfromGrtr10",2010
175,175,"Sergio Garcia",58,12.69,386,49,"PuttingfromGrtr10",2010
176,176,"Troy Matteson",84,12.65,909,115,"PuttingfromGrtr10",2010
177,177,"Rocco Mediate",71,12.59,675,85,"PuttingfromGrtr10",2010
178,178,"Kevin Johnson",62,12.57,517,65,"PuttingfromGrtr10",2010
179,179,"Garth Mulroy",53,12.55,470,59,"PuttingfromGrtr10",2010
180,180,"Roland Thatcher",72,12.38,735,91,"PuttingfromGrtr10",2010
181,181,"Phil Mickelson",76,12.32,560,69,"PuttingfromGrtr10",2010
182,182,"Kris Blanks",91,12.31,853,105,"PuttingfromGrtr10",2010
183,183,"Henrik Bjornstad",72,12.26,677,83,"PuttingfromGrtr10",2010
183,183,"Jarrod Lyle",54,12.26,473,58,"PuttingfromGrtr10",2010
185,185,"Rod Pampling",77,12.25,710,87,"PuttingfromGrtr10",2010
186,186,"Cameron Percy",73,12.2,656,80,"PuttingfromGrtr10",2010
187,187,"Jeff Gove",57,12.18,501,61,"PuttingfromGrtr10",2010
188,188,"John Senden",103,12.12,982,119,"PuttingfromGrtr10",2010
189,189,"Mathew Goggin",85,11.91,865,103,"PuttingfromGrtr10",2010
190,190,"Roger Tambellini",77,11.79,704,83,"PuttingfromGrtr10",2010
191,191,"Omar Uresti",74,11.58,639,74,"PuttingfromGrtr10",2010
192,192,"Cliff Kresge",50,11.42,473,54,"PuttingfromGrtr10",2010
