"BogeyAvoidance_RANKTHISWEEK_2009","BogeyAvoidance_RANKLASTWEEK_2009","BogeyAvoidance_PLAYERNAME_2009","BogeyAvoidance_ROUNDS_2009","BogeyAvoidance_PctMAKESBOGEY_2009","BogeyAvoidance_BOGEYS_2009","BogeyAvoidance_HOLESPLAYED_2009","stat_name","year"
133,133,"Mathew Goggin",76,17.49,233,1332,"BogeyAvoidance",2009
134,134,"Ryan Palmer",78,17.59,247,1404,"BogeyAvoidance",2009
135,135,"John Rollins",92,17.63,292,1656,"BogeyAvoidance",2009
136,136,"Ted Purdy",101,17.71,322,1818,"BogeyAvoidance",2009
137,137,"Bart Bryant",58,17.72,185,1044,"BogeyAvoidance",2009
138,138,"Joe Durant",62,17.74,198,1116,"BogeyAvoidance",2009
138,138,"Todd Hamilton",83,17.74,265,1494,"BogeyAvoidance",2009
138,138,"Cliff Kresge",78,17.74,249,1404,"BogeyAvoidance",2009
138,138,"Steve Lowery",83,17.74,265,1494,"BogeyAvoidance",2009
142,142,"Colt Knost",71,17.84,228,1278,"BogeyAvoidance",2009
143,143,"Kevin Streelman",97,17.87,312,1746,"BogeyAvoidance",2009
144,144,"Nicholas Thompson",96,17.94,310,1728,"BogeyAvoidance",2009
145,145,"Brendon de Jonge",90,18.02,292,1620,"BogeyAvoidance",2009
145,145,"Anthony Kim",76,18.02,240,1332,"BogeyAvoidance",2009
147,147,"Jason Gore",74,18.24,243,1332,"BogeyAvoidance",2009
147,147,"Jeff Overton",92,18.24,302,1656,"BogeyAvoidance",2009
149,149,"Boo Weekley",79,18.25,253,1386,"BogeyAvoidance",2009
150,150,"Aaron Baddeley",66,18.29,214,1170,"BogeyAvoidance",2009
150,150,"Mark Calcavecchia",72,18.29,237,1296,"BogeyAvoidance",2009
152,152,"Brian Vranesh",51,18.3,168,918,"BogeyAvoidance",2009
153,153,"Will Ma Kenzie",69,18.36,228,1242,"BogeyAvoidance",2009
154,154,"Brian Bateman",55,18.38,182,990,"BogeyAvoidance",2009
155,155,"Vijay Singh",71,18.44,229,1242,"BogeyAvoidance",2009
156,156,"Fred Couples",54,18.52,180,972,"BogeyAvoidance",2009
157,157,"Daniel Chopra",89,18.6,298,1602,"BogeyAvoidance",2009
158,158,"Rick Price",54,18.62,181,972,"BogeyAvoidance",2009
159,159,"Rocco Mediate",79,18.64,265,1422,"BogeyAvoidance",2009
160,160,"Angel Cabrera",55,18.72,182,972,"BogeyAvoidance",2009
160,160,"Bubba Watson",73,18.72,246,1314,"BogeyAvoidance",2009
162,162,"Peter Lonard",86,18.73,290,1548,"BogeyAvoidance",2009
163,163,"Ricky Barnes",67,18.82,227,1206,"BogeyAvoidance",2009
164,164,"Paul Goydos",79,19.06,271,1422,"BogeyAvoidance",2009
165,165,"Carl Pettersson",86,19.12,296,1548,"BogeyAvoidance",2009
165,165,"Darron Stiles",52,19.12,179,936,"BogeyAvoidance",2009
167,167,"Stuart Appleby",79,19.16,269,1404,"BogeyAvoidance",2009
168,168,"Martin Laird",72,19.29,250,1296,"BogeyAvoidance",2009
169,169,"Billy Mayfair",83,19.34,289,1494,"BogeyAvoidance",2009
170,170,"Matt Bettencourt",98,19.67,347,1764,"BogeyAvoidance",2009
171,171,"Andres Romero",58,19.98,205,1026,"BogeyAvoidance",2009
172,172,"Parker McLachlin",71,20.34,260,1278,"BogeyAvoidance",2009
173,173,"Marc Turnesa",77,20.56,285,1386,"BogeyAvoidance",2009
174,174,"Greg Kraft",51,20.59,189,918,"BogeyAvoidance",2009
175,175,"Peter Tomasulo",61,20.86,229,1098,"BogeyAvoidance",2009
176,176,"Adam Scott",53,20.94,196,936,"BogeyAvoidance",2009
177,177,"David Duval",56,21.13,213,1008,"BogeyAvoidance",2009
178,178,"Derek Fathauer",63,21.6,245,1134,"BogeyAvoidance",2009
179,179,"Brad Faxon",59,21.85,232,1062,"BogeyAvoidance",2009
180,180,"Leif Olson",51,21.9,201,918,"BogeyAvoidance",2009
181,181,"JB Holmes",74,21.92,292,1332,"BogeyAvoidance",2009
182,182,"Brendon Todd",53,22.33,213,954,"BogeyAvoidance",2009
183,183,"Eric Axley",71,22.46,287,1278,"BogeyAvoidance",2009
184,184,"Gary Woodland",53,22.85,218,954,"BogeyAvoidance",2009
