"LongestHoleOutsinyards_RANKTHISWEEK_2012","LongestHoleOutsinyards_RANKLASTWEEK_2012","LongestHoleOutsinyards_PLAYERNAME_2012","LongestHoleOutsinyards_ROUNDS_2012","LongestHoleOutsinyards_DISTANCE_2012","LongestHoleOutsinyards_TOURNAMENT_2012","LongestHoleOutsinyards_ROUNDCOURSE_2012","LongestHoleOutsinyards_HOLE_2012","stat_name","year"
29,29,"Bill Haas",79,175,NA,2,14,"LongestHoleOutsinyards",2012
29,30,"Jason Gore",17,175,NA,3,15,"LongestHoleOutsinyards",2012
31,31,"Robert Allenby",76,172,NA,1,11,"LongestHoleOutsinyards",2012
31,32,"Bill Lunde",83,172,NA,2,13,"LongestHoleOutsinyards",2012
31,33,"Jim Furyk",85,172,NA,4,11,"LongestHoleOutsinyards",2012
34,34,"Zach Johnson",95,166,NA,4,15,"LongestHoleOutsinyards",2012
34,35,"Paul Casey",20,166,NA,4,15,"LongestHoleOutsinyards",2012
36,36,"John Mallinger",74,165,NA,3,2,"LongestHoleOutsinyards",2012
38,38,"Joe Ogilvie",47,162,NA,2,16,"LongestHoleOutsinyards",2012
39,39,"Rory Sabbatini",84,161,NA,4,16,"LongestHoleOutsinyards",2012
41,42,"Luke Donald",63,159,NA,3,14,"LongestHoleOutsinyards",2012
43,43,"David Mathis",83,158,NA,1,11,"LongestHoleOutsinyards",2012
43,44,"Michael Bradley",63,158,NA,3,16,"LongestHoleOutsinyards",2012
45,45,"Briny Baird",38,157,NA,3,7,"LongestHoleOutsinyards",2012
48,48,"Graeme McDowell",55,154,NA,1,8,"LongestHoleOutsinyards",2012
48,49,"Brendon Todd",78,154,NA,1,8,"LongestHoleOutsinyards",2012
48,50,"JJ Henry",93,154,NA,4,5,"LongestHoleOutsinyards",2012
52,52,"Troy Matteson",100,152,NA,2,3,"LongestHoleOutsinyards",2012
52,53,"Graham DeLaet",79,152,NA,4,15,"LongestHoleOutsinyards",2012
54,54,"Darren Clarke",17,149,NA,1,15,"LongestHoleOutsinyards",2012
56,56,"Scott Piercy",95,147,NA,2,5,"LongestHoleOutsinyards",2012
57,57,"Bobby Gates",87,146,NA,4,15,"LongestHoleOutsinyards",2012
59,59,"Harris English",98,145,NA,4,15,"LongestHoleOutsinyards",2012
60,60,"David Sanchez",2,144,NA,2,9,"LongestHoleOutsinyards",2012
60,62,"Brendon de Jonge",115,144,NA,2,7,"LongestHoleOutsinyards",2012
63,63,"Bo Van Pelt",84,143,NA,2,9,"LongestHoleOutsinyards",2012
64,64,"Cameron Tringale",88,142,NA,1,11,"LongestHoleOutsinyards",2012
65,65,"Danny Lee",74,141,NA,4,17,"LongestHoleOutsinyards",2012
66,67,"Ken Duke",104,140,NA,1,16,"LongestHoleOutsinyards",2012
68,68,"Greg Chalmers",88,137,NA,2,1,"LongestHoleOutsinyards",2012
68,69,"Bubba Watson",68,137,NA,1,10,"LongestHoleOutsinyards",2012
72,72,"Justin Leonard",79,136,NA,3,11,"LongestHoleOutsinyards",2012
73,73,"Ian Poulter",57,134,NA,2,1,"LongestHoleOutsinyards",2012
73,74,"Andres Romero",68,134,NA,2,1,"LongestHoleOutsinyards",2012
73,76,"Shaun Micheel",36,134,NA,2,12,"LongestHoleOutsinyards",2012
77,77,"Tim Herron",88,128,NA,2,18,"LongestHoleOutsinyards",2012
78,78,"Brian Gay",91,127,NA,1,10,"LongestHoleOutsinyards",2012
79,79,"Derek Ernst",4,125,NA,1,18,"LongestHoleOutsinyards",2012
80,80,"Dustin Johnson",70,124,NA,3,13,"LongestHoleOutsinyards",2012
80,81,"Brian Harman",101,124,NA,3,9,"LongestHoleOutsinyards",2012
82,82,"Steven Bowditch",45,123,NA,3,15,"LongestHoleOutsinyards",2012
82,83,"Gus Ulrich",2,123,NA,1,8,"LongestHoleOutsinyards",2012
82,84,"David Toms",60,123,NA,4,6,"LongestHoleOutsinyards",2012
82,85,"Marco Dawson",60,123,NA,1,3,"LongestHoleOutsinyards",2012
82,86,"Daniel Chopra",55,123,NA,2,12,"LongestHoleOutsinyards",2012
87,87,"Scott Verplank",18,120,NA,2,5,"LongestHoleOutsinyards",2012
87,88,"Hunter Haas",69,120,NA,4,8,"LongestHoleOutsinyards",2012
87,89,"Boo Weekley",74,120,NA,1,16,"LongestHoleOutsinyards",2012
91,91,"Louis Oosthuizen",65,117,NA,1,18,"LongestHoleOutsinyards",2012
91,92,"Patrick Cantlay",36,117,NA,4,15,"LongestHoleOutsinyards",2012
91,93,"Edward Loar",59,117,NA,2,4,"LongestHoleOutsinyards",2012
91,94,"Gary Christian",91,117,NA,2,12,"LongestHoleOutsinyards",2012
95,95,"Tommy Gainey",98,115,NA,3,1,"LongestHoleOutsinyards",2012
95,96,"Steve Flesch",25,115,NA,2,1,"LongestHoleOutsinyards",2012
97,97,"Charlie Wi",86,114,NA,2,13,"LongestHoleOutsinyards",2012
97,98,"DA Points",88,114,NA,2,3,"LongestHoleOutsinyards",2012
100,100,"Steve Marino",16,113,NA,2,17,"LongestHoleOutsinyards",2012
100,101,"Martin Flores",95,113,NA,3,6,"LongestHoleOutsinyards",2012
102,102,"Tommy Biershenk",74,110,NA,3,7,"LongestHoleOutsinyards",2012
102,103,"Phil Mickelson",79,110,NA,2,8,"LongestHoleOutsinyards",2012
105,106,"James Driscoll",83,106,NA,2,7,"LongestHoleOutsinyards",2012
108,108,"Blake Adams",107,104,NA,1,17,"LongestHoleOutsinyards",2012
108,109,"Ben Crane",73,104,NA,2,9,"LongestHoleOutsinyards",2012
108,110,"Jonas Blixt",72,104,NA,2,7,"LongestHoleOutsinyards",2012
111,111,"Vaughn Taylor",81,103,NA,1,9,"LongestHoleOutsinyards",2012
111,112,"Scott Stallings",78,103,NA,3,10,"LongestHoleOutsinyards",2012
113,114,"Robert Garrigus",89,101,NA,2,11,"LongestHoleOutsinyards",2012
115,115,"John Merrick",83,100,NA,2,7,"LongestHoleOutsinyards",2012
116,116,"Ted Potter Jr",77,98,NA,2,18,"LongestHoleOutsinyards",2012
116,119,"Chris Stroud",86,98,NA,1,13,"LongestHoleOutsinyards",2012
121,121,"Brian Davis",91,96,NA,3,2,"LongestHoleOutsinyards",2012
121,122,"Tim Petrovic",46,96,NA,4,10,"LongestHoleOutsinyards",2012
123,124,"Will Claxton",99,93,NA,1,14,"LongestHoleOutsinyards",2012
126,126,"Billy Horschel",63,91,NA,3,18,"LongestHoleOutsinyards",2012
127,129,"Marc Leishman",84,90,NA,2,14,"LongestHoleOutsinyards",2012
131,131,"Zack Miller",32,86,NA,1,10,"LongestHoleOutsinyards",2012
136,138,"Vijay Singh",99,80,NA,2,18,"LongestHoleOutsinyards",2012
139,141,"Henrik Stenson",51,79,NA,4,5,"LongestHoleOutsinyards",2012
142,142,"Bryce Molder",83,77,NA,3,14,"LongestHoleOutsinyards",2012
143,143,"Charley Hoffman",88,76,NA,3,18,"LongestHoleOutsinyards",2012
144,144,"Freddie Jacobson",61,75,NA,3,5,"LongestHoleOutsinyards",2012
144,145,"Matt McQuillan",27,75,NA,2,16,"LongestHoleOutsinyards",2012
146,147,"Keegan Bradley",90,73,NA,4,16,"LongestHoleOutsinyards",2012
148,148,"Mathew Goggin",65,71,NA,3,13,"LongestHoleOutsinyards",2012
150,150,"Patrick Reed",38,69,NA,4,15,"LongestHoleOutsinyards",2012
151,151,"Rickie Fowler",84,68,NA,1,15,"LongestHoleOutsinyards",2012
152,152,"Justin Rose",69,67,NA,4,12,"LongestHoleOutsinyards",2012
152,153,"Matt Bettencourt",80,67,NA,3,18,"LongestHoleOutsinyards",2012
154,154,"Hunter Hamrick",16,62,NA,2,4,"LongestHoleOutsinyards",2012
155,155,"John Huh",99,58,NA,1,6,"LongestHoleOutsinyards",2012
156,156,"Bud Cauley",99,57,NA,2,18,"LongestHoleOutsinyards",2012
160,160,"Matt Jones",53,53,NA,4,15,"LongestHoleOutsinyards",2012
161,161,"Jimmy Walker",101,51,NA,2,3,"LongestHoleOutsinyards",2012
162,162,"Mark Wilson",84,50,NA,2,18,"LongestHoleOutsinyards",2012
163,163,"Sung Kang",75,49,NA,1,18,"LongestHoleOutsinyards",2012
167,167,"Jhonattan Vegas",77,43,NA,4,8,"LongestHoleOutsinyards",2012
170,170,"Jason Kokrak",79,42,NA,2,12,"LongestHoleOutsinyards",2012
172,172,"Sangmoon Bae",81,41,NA,3,3,"LongestHoleOutsinyards",2012
172,174,"Miguel Angel Carballo",73,41,NA,2,16,"LongestHoleOutsinyards",2012
177,177,"Francesco Molinari",28,39,NA,1,4,"LongestHoleOutsinyards",2012
177,178,"Scott Dunlap",57,39,NA,2,15,"LongestHoleOutsinyards",2012
179,180,"Kevin Stadler",85,38,NA,4,4,"LongestHoleOutsinyards",2012
183,183,"Webb Simpson",77,36,NA,1,8,"LongestHoleOutsinyards",2012
183,185,"Lonny Alexander",4,36,NA,2,14,"LongestHoleOutsinyards",2012
191,192,"Hank Kuehne",28,34,NA,2,6,"LongestHoleOutsinyards",2012
191,193,"Kevin Chappell",91,34,NA,1,15,"LongestHoleOutsinyards",2012
191,194,"Kevin Kisner",69,34,NA,3,14,"LongestHoleOutsinyards",2012
195,196,"JB Holmes",90,33,NA,2,18,"LongestHoleOutsinyards",2012
195,199,"Kevin Streelman",89,33,NA,1,17,"LongestHoleOutsinyards",2012
