"TotalBirdies_RANKTHISWEEK_2011","TotalBirdies_RANKLASTWEEK_2011","TotalBirdies_PLAYERNAME_2011","TotalBirdies_ROUNDS_2011","TotalBirdies_TOTAL_2011","stat_name","year"
163,163,"YE Yang",63,206,"TotalBirdies",2011
164,164,"Alex Cejka",59,203,"TotalBirdies",2011
164,164,"Charl Schwartzel",58,203,"TotalBirdies",2011
166,166,"Andres Gonzales",60,200,"TotalBirdies",2011
166,166,"Alexandre Rocha",65,200,"TotalBirdies",2011
168,168,"Matt McQuillan",59,199,"TotalBirdies",2011
169,169,"Padraig Harrington",60,198,"TotalBirdies",2011
169,169,"Dean Wilson",62,198,"TotalBirdies",2011
171,171,"Harrison Frazar",58,196,"TotalBirdies",2011
172,172,"Martin Piller",63,194,"TotalBirdies",2011
173,173,"Angel Cabrera",50,188,"TotalBirdies",2011
174,174,"Troy Merritt",63,185,"TotalBirdies",2011
175,175,"Richard Johnson",64,182,"TotalBirdies",2011
176,176,"Retief Goosen",50,181,"TotalBirdies",2011
177,177,"Ian Poulter",52,179,"TotalBirdies",2011
178,178,"Justin Hicks",60,178,"TotalBirdies",2011
179,179,"Tom Gillis",55,176,"TotalBirdies",2011
180,180,"JP Hayes",56,174,"TotalBirdies",2011
181,181,"Graeme McDowell",50,170,"TotalBirdies",2011
182,182,"Marc Turnesa",54,167,"TotalBirdies",2011
183,183,"Rocco Mediate",53,162,"TotalBirdies",2011
184,184,"Will Strickler",51,159,"TotalBirdies",2011
185,185,"Steve Elkington",50,158,"TotalBirdies",2011
186,186,"Rich Beem",53,146,"TotalBirdies",2011
