"ScramblingfromOtherLocations_RANKTHISWEEK_2013","ScramblingfromOtherLocations_RANKLASTWEEK_2013","ScramblingfromOtherLocations_PLAYERNAME_2013","ScramblingfromOtherLocations_ROUNDS_2013","ScramblingfromOtherLocations_Pct_2013","ScramblingfromOtherLocations_SUCCESSES_2013","ScramblingfromOtherLocations_ATTEMPTS_2013","stat_name","year"
142,142,"Scott Langley",79,54.71,93,170,"ScramblingfromOtherLocations",2013
143,143,"Charley Hoffman",84,54.35,75,138,"ScramblingfromOtherLocations",2013
143,143,"John Rollins",77,54.35,75,138,"ScramblingfromOtherLocations",2013
145,145,"Cameron Percy",68,54.24,64,118,"ScramblingfromOtherLocations",2013
145,145,"Scott Stallings",79,54.24,64,118,"ScramblingfromOtherLocations",2013
147,147,"Charlie Wi",75,54.11,79,146,"ScramblingfromOtherLocations",2013
148,148,"Jason Dufner",78,54.1,66,122,"ScramblingfromOtherLocations",2013
149,149,"Michael Thompson",66,54.08,53,98,"ScramblingfromOtherLocations",2013
150,150,"Nicolas Colsaerts",50,54,27,50,"ScramblingfromOtherLocations",2013
151,151,"Bud Cauley",67,53.85,56,104,"ScramblingfromOtherLocations",2013
152,152,"Tim Herron",45,53.77,57,106,"ScramblingfromOtherLocations",2013
153,153,"Charl Schwartzel",69,53.61,52,97,"ScramblingfromOtherLocations",2013
154,154,"Michael Bradley",56,53.39,63,118,"ScramblingfromOtherLocations",2013
155,155,"Gary Woodland",94,53.21,83,156,"ScramblingfromOtherLocations",2013
156,156,"Brandt Jobe",62,53.1,60,113,"ScramblingfromOtherLocations",2013
157,157,"Adam Scott",61,52.73,29,55,"ScramblingfromOtherLocations",2013
158,158,"Sangmoon Bae",83,52.7,78,148,"ScramblingfromOtherLocations",2013
159,159,"Matt Every",89,52.69,98,186,"ScramblingfromOtherLocations",2013
160,160,"Nicholas Thompson",99,52.47,85,162,"ScramblingfromOtherLocations",2013
161,161,"Robert Streb",75,52.08,75,144,"ScramblingfromOtherLocations",2013
162,162,"James Hahn",78,52,65,125,"ScramblingfromOtherLocations",2013
162,162,"Ryo Ishikawa",72,52,52,100,"ScramblingfromOtherLocations",2013
164,164,"Tommy Gainey",84,51.98,92,177,"ScramblingfromOtherLocations",2013
165,165,"Andres Romero",63,51.52,68,132,"ScramblingfromOtherLocations",2013
166,166,"Brendan Steele",86,51.33,77,150,"ScramblingfromOtherLocations",2013
167,167,"Greg Owen",73,51.05,73,143,"ScramblingfromOtherLocations",2013
168,168,"David Lynn",70,50.42,60,119,"ScramblingfromOtherLocations",2013
169,169,"Ben Kohles",75,50,57,114,"ScramblingfromOtherLocations",2013
170,170,"Charlie Beljan",62,49.62,65,131,"ScramblingfromOtherLocations",2013
170,170,"David Mathis",71,49.62,66,133,"ScramblingfromOtherLocations",2013
172,172,"Henrik Stenson",65,49.28,34,69,"ScramblingfromOtherLocations",2013
173,173,"Martin Laird",68,49,49,100,"ScramblingfromOtherLocations",2013
174,174,"Peter Hanson",45,48.57,34,70,"ScramblingfromOtherLocations",2013
175,175,"Lucas Glover",65,48.31,43,89,"ScramblingfromOtherLocations",2013
176,176,"Scott Gardiner",61,47.52,48,101,"ScramblingfromOtherLocations",2013
177,177,"Luke List",65,47.15,58,123,"ScramblingfromOtherLocations",2013
178,178,"Jim Furyk",80,45.98,40,87,"ScramblingfromOtherLocations",2013
179,179,"Eric Meierdierks",48,44.44,36,81,"ScramblingfromOtherLocations",2013
180,180,"Robert Allenby",58,34.74,33,95,"ScramblingfromOtherLocations",2013
