"ConsecutiveCuts_RANKTHISWEEK_2016","ConsecutiveCuts_RANKLASTWEEK_2016","ConsecutiveCuts_PLAYERNAME_2016","ConsecutiveCuts__2016","ConsecutiveCuts_TOTAL_2016","ConsecutiveCuts_STARTTOURNAMENTID_2016","stat_name","year"
24,30,"Steve LeBrun",NA,5,2013290,"ConsecutiveCuts",2016
24,30,"Wayne Levi",NA,5,2001300,"ConsecutiveCuts",2016
24,30,"David Lipsky",NA,5,2015040,"ConsecutiveCuts",2016
24,45,"Hideki Matsuyama",NA,5,2016180,"ConsecutiveCuts",2016
24,45,"Rory McIlroy",NA,5,2016180,"ConsecutiveCuts",2016
24,30,"Kevin Na",NA,5,2016180,"ConsecutiveCuts",2016
24,30,"Jordan Spieth",NA,5,2016180,"ConsecutiveCuts",2016
24,45,"David Toms",NA,5,2016210,"ConsecutiveCuts",2016
24,45,"Cameron Tringale",NA,5,2016200,"ConsecutiveCuts",2016
24,30,"Chris Wood",NA,5,2016050,"ConsecutiveCuts",2016
41,45,"Gregory Bourdy",NA,4,2013310,"ConsecutiveCuts",2016
41,45,"Rafa Cabrera Bello",NA,4,2016180,"ConsecutiveCuts",2016
41,45,"SSP Chawrasia",NA,4,2008140,"ConsecutiveCuts",2016
41,45,"Danny Chia",NA,4,2010310,"ConsecutiveCuts",2016
41,45,"George Coetzee",NA,4,2015440,"ConsecutiveCuts",2016
41,68,"Luke Donald",NA,4,2016210,"ConsecutiveCuts",2016
41,68,"Colt Knost",NA,4,2016200,"ConsecutiveCuts",2016
41,45,"Matt Kuchar",NA,4,2016220,"ConsecutiveCuts",2016
41,45,"Justin Leonard",NA,4,2016160,"ConsecutiveCuts",2016
41,68,"Francesco Molinari",NA,4,2016200,"ConsecutiveCuts",2016
41,45,"James Morrison",NA,4,2012320,"ConsecutiveCuts",2016
41,45,"Hennie Otto",NA,4,2010350,"ConsecutiveCuts",2016
41,45,"Scott Piercy",NA,4,2016180,"ConsecutiveCuts",2016
41,68,"Harold Varner III",NA,4,2016250,"ConsecutiveCuts",2016
41,68,"Johnson Wagner",NA,4,2016230,"ConsecutiveCuts",2016
41,45,"Bernd Wiesberger",NA,4,2016180,"ConsecutiveCuts",2016
41,68,"Tim Wilkinson",NA,4,2016210,"ConsecutiveCuts",2016
58,68,"Aaron Baddeley",NA,3,2016250,"ConsecutiveCuts",2016
58,98,"Roberto Castro",NA,3,2016260,"ConsecutiveCuts",2016
58,98,"Kevin Chappell",NA,3,2016250,"ConsecutiveCuts",2016
58,68,"Andrew Dodt",NA,3,2015430,"ConsecutiveCuts",2016
58,68,"Darren Fichardt",NA,3,2014040,"ConsecutiveCuts",2016
58,68,"Martin Flores",NA,3,2015420,"ConsecutiveCuts",2016
58,98,"Adam Hadwin",NA,3,2016250,"ConsecutiveCuts",2016
58,68,"Scott Hend",NA,3,2016030,"ConsecutiveCuts",2016
58,68,"Mike Hendry",NA,3,2013110,"ConsecutiveCuts",2016
58,68,"Beau Hossler",NA,3,2012260,"ConsecutiveCuts",2016
58,98,"Mark Hubbard",NA,3,2016260,"ConsecutiveCuts",2016
58,98,"Martin Kaymer",NA,3,2016220,"ConsecutiveCuts",2016
58,68,"Chris Kirk",NA,3,2016250,"ConsecutiveCuts",2016
58,98,"Patton Kizzire",NA,3,2016250,"ConsecutiveCuts",2016
58,68,"Satoshi Kodaira",NA,3,2013340,"ConsecutiveCuts",2016
58,68,"Doug LaBelle II",NA,3,2014420,"ConsecutiveCuts",2016
58,98,"Anirban Lahiri",NA,3,2016240,"ConsecutiveCuts",2016
58,98,"Martin Laird",NA,3,2016200,"ConsecutiveCuts",2016
58,98,"Scott Langley",NA,3,2016260,"ConsecutiveCuts",2016
58,98,"William McGirt",NA,3,2016250,"ConsecutiveCuts",2016
58,68,"Maverick McNealy",NA,3,2015360,"ConsecutiveCuts",2016
58,98,"Rob Oppenheim",NA,3,2016260,"ConsecutiveCuts",2016
58,68,"Carl Paulson",NA,3,2011450,"ConsecutiveCuts",2016
58,68,"Thomas Pieters",NA,3,2016050,"ConsecutiveCuts",2016
58,68,"Jon Rahm",NA,3,2015130,"ConsecutiveCuts",2016
58,68,"Alexandre Rocha",NA,3,2013100,"ConsecutiveCuts",2016
58,68,"John Rollins",NA,3,2016150,"ConsecutiveCuts",2016
58,68,"Bob Shearer",NA,3,1984320,"ConsecutiveCuts",2016
58,98,"Vijay Singh",NA,3,2016250,"ConsecutiveCuts",2016
58,98,"Scott Stallings",NA,3,2016260,"ConsecutiveCuts",2016
58,68,"Andre Stolz",NA,3,2011300,"ConsecutiveCuts",2016
58,98,"Daniel Summerhays",NA,3,2016250,"ConsecutiveCuts",2016
58,98,"Gary Woodland",NA,3,2016230,"ConsecutiveCuts",2016
58,68,"YE Yang",NA,3,2015170,"ConsecutiveCuts",2016
92,98,"Felipe Aguilar",NA,2,2009110,"ConsecutiveCuts",2016
92,98,"Wu Ashun",NA,2,2015060,"ConsecutiveCuts",2016
92,98,"Shane Bertsch",NA,2,2016130,"ConsecutiveCuts",2016
92,98,"Thomas Bjorn",NA,2,2015430,"ConsecutiveCuts",2016
92,98,"Kristoffer Broberg",NA,2,2014400,"ConsecutiveCuts",2016
92,98,"Rafael Campos",NA,2,2016210,"ConsecutiveCuts",2016
92,NA,"Erik Compton",NA,2,2016270,"ConsecutiveCuts",2016
92,98,"Nick Cullen",NA,2,2015430,"ConsecutiveCuts",2016
92,98,"Jon Curran",NA,2,2016260,"ConsecutiveCuts",2016
92,NA,"Matt Dobyns",NA,2,2016230,"ConsecutiveCuts",2016
92,98,"Zecheng Dou",NA,2,2015060,"ConsecutiveCuts",2016
92,98,"James Driscoll",NA,2,2015180,"ConsecutiveCuts",2016
92,NA,"Derek Ernst",NA,2,2016270,"ConsecutiveCuts",2016
92,NA,"Tony Finau",NA,2,2016250,"ConsecutiveCuts",2016
92,98,"Ross Fisher",NA,2,2016050,"ConsecutiveCuts",2016
92,NA,"Rickie Fowler",NA,2,2016270,"ConsecutiveCuts",2016
92,98,"Nicholas Fung",NA,2,2014030,"ConsecutiveCuts",2016
92,NA,"Robert Garrigus",NA,2,2016270,"ConsecutiveCuts",2016
92,NA,"Fabian Gomez",NA,2,2016250,"ConsecutiveCuts",2016
92,98,"Branden Grace",NA,2,2016250,"ConsecutiveCuts",2016
92,98,"Scott Gutschewski",NA,2,2011450,"ConsecutiveCuts",2016
92,NA,"Chesson Hadley",NA,2,2016270,"ConsecutiveCuts",2016
92,98,"Brandon Hagy",NA,2,2016130,"ConsecutiveCuts",2016
92,98,"Tyrrell Hatton",NA,2,2015440,"ConsecutiveCuts",2016
92,98,"Scott Hoch",NA,2,2008100,"ConsecutiveCuts",2016
92,98,"Mu Hu",NA,2,2014040,"ConsecutiveCuts",2016
92,98,"Mikko Ilonen",NA,2,2015430,"ConsecutiveCuts",2016
92,98,"Freddie Jacobson",NA,2,2016260,"ConsecutiveCuts",2016
92,98,"Steven Jeffress",NA,2,2015190,"ConsecutiveCuts",2016
92,98,"Zach Johnson",NA,2,2016250,"ConsecutiveCuts",2016
92,98,"Troy Kelly",NA,2,2015420,"ConsecutiveCuts",2016
92,98,"Soren Kjeldsen",NA,2,2016220,"ConsecutiveCuts",2016
92,98,"Jason Knutzon",NA,2,2015040,"ConsecutiveCuts",2016
92,98,"Romain Langasque",NA,2,2015390,"ConsecutiveCuts",2016
92,98,"Bernhard Langer",NA,2,2015390,"ConsecutiveCuts",2016
92,98,"Antonio Lascuna",NA,2,2015040,"ConsecutiveCuts",2016
92,NA,"Danny Lee",NA,2,2016270,"ConsecutiveCuts",2016
92,98,"Richard Lee",NA,2,2016030,"ConsecutiveCuts",2016
92,98,"Marc Leishman",NA,2,2016250,"ConsecutiveCuts",2016
92,98,"WC Liang",NA,2,2015430,"ConsecutiveCuts",2016
92,NA,"David Lingmerth",NA,2,2016250,"ConsecutiveCuts",2016
92,NA,"Jamie Lovemark",NA,2,2016270,"ConsecutiveCuts",2016
92,98,"Prayad Marksaeng",NA,2,2014030,"ConsecutiveCuts",2016
92,98,"Lee McCoy",NA,2,2015370,"ConsecutiveCuts",2016
92,98,"Mac McLendon",NA,2,1980430,"ConsecutiveCuts",2016
92,98,"Yusaku Miyazato",NA,2,2016110,"ConsecutiveCuts",2016
92,98,"Trey Mullinax",NA,2,2016040,"ConsecutiveCuts",2016
92,98,"Jack Newton",NA,2,1982420,"ConsecutiveCuts",2016
92,98,"Jordan Niebrugge",NA,2,2014390,"ConsecutiveCuts",2016
92,NA,"Henrik Norlander",NA,2,2016270,"ConsecutiveCuts",2016
92,98,"Koumei Oda",NA,2,2015430,"ConsecutiveCuts",2016
92,NA,"Jeff Overton",NA,2,2016270,"ConsecutiveCuts",2016
92,98,"Cheng Tsung Pan",NA,2,2015340,"ConsecutiveCuts",2016
92,98,"Craig Parry",NA,2,2008320,"ConsecutiveCuts",2016
92,98,"John Parry",NA,2,2013250,"ConsecutiveCuts",2016
92,98,"Andy Pope",NA,2,2015030,"ConsecutiveCuts",2016
92,98,"Dicky Pride",NA,2,2016260,"ConsecutiveCuts",2016
92,98,"Alvaro Quiros",NA,2,2015070,"ConsecutiveCuts",2016
92,98,"John Schroeder",NA,2,1995300,"ConsecutiveCuts",2016
92,NA,"John Senden",NA,2,2016270,"ConsecutiveCuts",2016
92,98,"Marcel Siem",NA,2,2015430,"ConsecutiveCuts",2016
92,98,"Bob Smith",NA,2,1985280,"ConsecutiveCuts",2016
92,98,"Byron Smith",NA,2,2015420,"ConsecutiveCuts",2016
92,98,"Gary Stal",NA,2,2015190,"ConsecutiveCuts",2016
92,NA,"Brendan Steele",NA,2,2016260,"ConsecutiveCuts",2016
92,NA,"Robert Streb",NA,2,2016270,"ConsecutiveCuts",2016
92,98,"Yoshitaka Takeya",NA,2,2014430,"ConsecutiveCuts",2016
92,98,"Danie van Tonder",NA,2,2015190,"ConsecutiveCuts",2016
92,NA,"Jhonattan Vegas",NA,2,2016270,"ConsecutiveCuts",2016
92,98,"Cory Whitsett",NA,2,2015030,"ConsecutiveCuts",2016
92,98,"Oliver Wilson",NA,2,2015060,"ConsecutiveCuts",2016
