"RightTendency_RANKTHISWEEK_2009","RightTendency_RANKLASTWEEK_2009","RightTendency_PLAYERNAME_2009","RightTendency_EVENTS_2009","RightTendency_Pct_2009","RightTendency_NUMBEROFTIMES_2009","RightTendency_ATTEMPTS_2009","RightTendency_AVGRTPSCORE_2009","stat_name","year"
48,48,"Freddie Jacobson",25,48.1,186,387,1.34,"RightTendency",2009
49,49,"Jason Bohn",25,48.2,147,305,1.36,"RightTendency",2009
49,49,"JJ Henry",28,48.2,188,390,1.76,"RightTendency",2009
51,51,"Angel Cabrera",17,48.3,114,236,0.44,"RightTendency",2009
52,52,"Retief Goosen",20,48.4,149,308,1.07,"RightTendency",2009
53,53,"Kevin Sutherland",27,48.5,173,357,1.79,"RightTendency",2009
53,53,"Nick Watney",24,48.5,182,375,0.66,"RightTendency",2009
55,55,"Rick Price",21,48.6,85,175,3.41,"RightTendency",2009
56,56,"Michael Allen",22,48.7,116,238,1.72,"RightTendency",2009
57,57,"Ryuji Imada",25,48.8,167,342,1.62,"RightTendency",2009
58,58,"Daniel Chopra",28,48.9,208,425,0.24,"RightTendency",2009
59,59,"Cliff Kresge",28,49,152,310,1.91,"RightTendency",2009
59,59,"Justin Leonard",26,49,149,304,1.41,"RightTendency",2009
59,59,"John Mallinger",27,49,146,298,1.85,"RightTendency",2009
62,62,"Jonathan Byrd",25,49.1,166,338,1.14,"RightTendency",2009
63,63,"Stuart Appleby",25,49.3,165,335,1.21,"RightTendency",2009
64,64,"Brian Davis",32,49.4,190,385,1.53,"RightTendency",2009
65,65,"Charlie Wi",28,49.6,166,335,1.14,"RightTendency",2009
66,66,"Nicholas Thompson",31,49.7,195,392,2,"RightTendency",2009
67,67,"Jason Day",18,49.8,117,235,0.6,"RightTendency",2009
67,67,"Pat Perez",22,49.8,142,285,0.99,"RightTendency",2009
67,67,"Brendon Todd",21,49.8,110,221,2.45,"RightTendency",2009
70,70,"Jeff Overton",28,49.9,231,463,2.25,"RightTendency",2009
70,70,"Ted Purdy",30,49.9,198,397,1.21,"RightTendency",2009
72,72,"Jeff Quinney",26,50,153,306,2.09,"RightTendency",2009
72,72,"Andres Romero",20,50,113,226,0.97,"RightTendency",2009
74,74,"John Rollins",27,50.1,176,351,1.19,"RightTendency",2009
75,75,"Ben Curtis",18,50.2,112,223,3.04,"RightTendency",2009
75,75,"Glen Day",26,50.2,131,261,1.37,"RightTendency",2009
77,77,"Vijay Singh",21,50.4,127,252,1.81,"RightTendency",2009
78,78,"Davis Love III",27,50.5,197,390,1.37,"RightTendency",2009
78,78,"Adam Scott",19,50.5,108,214,1.67,"RightTendency",2009
80,80,"Nathan Green",30,50.8,231,455,1.95,"RightTendency",2009
80,80,"Tim Petrovic",31,50.8,183,360,0.6,"RightTendency",2009
82,82,"Tim Herron",27,51,224,439,1.16,"RightTendency",2009
82,82,"Boo Weekley",22,51,129,253,0.78,"RightTendency",2009
84,84,"Gary Woodland",18,51.3,102,199,1.08,"RightTendency",2009
85,85,"Fred Couples",16,51.4,125,243,2.24,"RightTendency",2009
85,85,"Matt Kuchar",24,51.4,166,323,1.51,"RightTendency",2009
85,85,"Michael Letzig",28,51.4,232,451,0.73,"RightTendency",2009
85,85,"Phil Mickelson",18,51.4,149,290,0.81,"RightTendency",2009
85,85,"Ryan Palmer",26,51.4,162,315,2.16,"RightTendency",2009
85,85,"Johnson Wagner",26,51.4,162,315,1.73,"RightTendency",2009
91,91,"Luke Donald",21,51.5,159,309,0.88,"RightTendency",2009
92,92,"Woody Austin",24,51.6,175,339,1.66,"RightTendency",2009
92,92,"Brian Bateman",25,51.6,142,275,1.41,"RightTendency",2009
92,92,"Dustin Johnson",25,51.6,174,337,0.46,"RightTendency",2009
95,95,"Jason Dufner",26,51.7,171,331,0.76,"RightTendency",2009
95,95,"Tom Pernice Jr",26,51.7,186,360,1.56,"RightTendency",2009
95,95,"DJ Trahan",30,51.7,165,319,1.7,"RightTendency",2009
98,98,"Ricky Barnes",23,51.9,136,262,2.72,"RightTendency",2009
98,98,"Tom Lehman",16,51.9,70,135,2.29,"RightTendency",2009
100,100,"Stephen Ames",23,52,128,246,0.94,"RightTendency",2009
100,100,"Kevin Stadler",20,52,130,250,1.62,"RightTendency",2009
102,102,"Kris Blanks",20,52.3,102,195,1.76,"RightTendency",2009
102,102,"Charley Hoffman",27,52.3,236,451,1.99,"RightTendency",2009
104,104,"Ben Crane",27,52.5,178,339,1.12,"RightTendency",2009
104,104,"Jeff Klauk",29,52.5,179,341,1.34,"RightTendency",2009
104,104,"Ryan Moore",27,52.5,160,305,1.94,"RightTendency",2009
107,107,"David Mathis",27,52.7,176,334,1.48,"RightTendency",2009
108,108,"Marc Turnesa",30,52.9,154,291,2.27,"RightTendency",2009
109,109,"Jay Williamson",22,53,115,217,1.65,"RightTendency",2009
110,110,"Steve Marino",29,53.1,208,392,1.73,"RightTendency",2009
111,111,"Greg Kraft",21,53.2,99,186,2.53,"RightTendency",2009
111,111,"Peter Lonard",30,53.2,174,327,1.9,"RightTendency",2009
111,111,"DA Points",29,53.2,193,363,1.09,"RightTendency",2009
111,111,"Chris Stroud",28,53.2,185,348,1.41,"RightTendency",2009
115,115,"Brad Adamonis",25,53.7,182,339,1.15,"RightTendency",2009
115,115,"Tag Ridings",16,53.7,116,216,1.21,"RightTendency",2009
115,115,"Brandt Snedeker",26,53.7,130,242,1.46,"RightTendency",2009
115,115,"David Toms",27,53.7,153,285,0.59,"RightTendency",2009
119,119,"Brian Vranesh",20,53.8,106,197,1.32,"RightTendency",2009
120,120,"Bart Bryant",17,53.9,103,191,3.4,"RightTendency",2009
120,120,"Will Ma Kenzie",24,53.9,139,258,1.8,"RightTendency",2009
120,120,"Geoff Ogilvy",20,53.9,159,295,1.7,"RightTendency",2009
123,123,"Alex Cejka",25,54,157,291,1.21,"RightTendency",2009
123,123,"Ernie Els",19,54,128,237,2.03,"RightTendency",2009
123,123,"Jarrod Lyle",21,54,141,261,1.84,"RightTendency",2009
126,126,"Scott Sterling",16,54.1,99,183,1.01,"RightTendency",2009
127,127,"Paul Goydos",25,54.2,135,249,2.15,"RightTendency",2009
127,127,"Camilo Villegas",21,54.2,143,264,0.77,"RightTendency",2009
129,129,"Scott McCarron",27,54.3,151,278,1.66,"RightTendency",2009
129,129,"Rocco Mediate",22,54.3,171,315,2.05,"RightTendency",2009
131,131,"Anthony Kim",22,54.4,181,333,1.6,"RightTendency",2009
132,132,"Bob Estes",23,54.5,162,297,1.17,"RightTendency",2009
133,133,"Justin Rose",22,54.8,148,270,1.35,"RightTendency",2009
134,134,"Harrison Frazar",28,55,278,505,0.9,"RightTendency",2009
134,134,"Zach Johnson",26,55,159,289,1.13,"RightTendency",2009
136,136,"Lucas Glover",26,55.1,201,365,1.09,"RightTendency",2009
137,137,"Darron Stiles",20,55.6,79,142,2.91,"RightTendency",2009
138,138,"Mark Calcavecchia",23,55.8,178,319,1.4,"RightTendency",2009
139,139,"George McNeill",26,56,215,384,1.02,"RightTendency",2009
139,139,"Greg Owen",30,56,186,332,1.83,"RightTendency",2009
141,141,"Joe Durant",20,56.3,89,158,2.92,"RightTendency",2009
142,142,"Derek Fathauer",25,56.4,159,282,2.83,"RightTendency",2009
143,143,"Stewart Cink",22,56.5,178,315,0.96,"RightTendency",2009
144,144,"Steve Lowery",27,56.9,199,350,2.46,"RightTendency",2009
145,145,"Kevin Streelman",29,57,236,414,1.53,"RightTendency",2009
146,146,"Ian Poulter",17,57.2,115,201,1.65,"RightTendency",2009
147,147,"Matt Jones",17,57.4,132,230,1.82,"RightTendency",2009
147,147,"Heath Slocum",30,57.4,175,305,1.66,"RightTendency",2009
149,149,"Jimmy Walker",24,57.5,200,348,1,"RightTendency",2009
150,150,"Charles Howell III",29,57.6,243,422,0.78,"RightTendency",2009
151,151,"Chris DiMarco",29,57.7,221,383,1.95,"RightTendency",2009
152,152,"Mark Brooks",17,57.9,81,140,1.85,"RightTendency",2009
153,153,"Brian Gay",27,58.1,175,301,2,"RightTendency",2009
154,154,"Casey Wittenberg",25,58.2,139,239,2.3,"RightTendency",2009
155,155,"Martin Laird",24,58.6,171,292,1.29,"RightTendency",2009
156,156,"Corey Pavin",23,58.7,121,206,3.22,"RightTendency",2009
156,156,"Mike Weir",24,58.7,199,339,1.66,"RightTendency",2009
158,158,"Bill Lunde",27,58.8,198,337,1.97,"RightTendency",2009
159,159,"Greg Chalmers",26,59.1,189,320,0.58,"RightTendency",2009
159,159,"Brendon de Jonge",29,59.1,224,379,1.34,"RightTendency",2009
159,159,"Robert Garrigus",25,59.1,217,367,1.57,"RightTendency",2009
162,162,"Hunter Mahan",25,59.4,215,362,1.35,"RightTendency",2009
163,163,"Todd Hamilton",29,59.5,176,296,2.1,"RightTendency",2009
164,164,"Scott Verplank",24,59.6,174,292,1.55,"RightTendency",2009
165,165,"Aron Price",27,59.7,218,365,1.38,"RightTendency",2009
166,166,"Ken Duke",29,60.1,214,356,1.64,"RightTendency",2009
166,166,"Colt Knost",24,60.1,128,213,3.2,"RightTendency",2009
166,166,"Chris Riley",22,60.1,143,238,1.05,"RightTendency",2009
169,169,"Troy Matteson",30,60.7,267,440,0.79,"RightTendency",2009
170,170,"Bo Van Pelt",30,60.8,231,380,0.95,"RightTendency",2009
171,171,"John Merrick",28,61.1,209,342,1.24,"RightTendency",2009
171,171,"Kirk Triplett",20,61.1,113,185,2.65,"RightTendency",2009
173,173,"Kent Jones",24,61.5,147,239,0.88,"RightTendency",2009
174,174,"James Nitties",27,61.9,232,375,2.07,"RightTendency",2009
175,175,"Mark Wilson",28,62.1,216,348,1.11,"RightTendency",2009
176,176,"Billy Mayfair",28,62.2,173,278,3.58,"RightTendency",2009
177,177,"Chad Campbell",26,62.4,206,330,1.36,"RightTendency",2009
178,178,"Scott Piercy",28,62.6,261,417,1.3,"RightTendency",2009
179,179,"Tiger Woods",17,62.8,137,218,-0.51,"RightTendency",2009
180,180,"Bryce Molder",21,62.9,144,229,1.46,"RightTendency",2009
181,181,"Aaron Baddeley",23,63.8,199,312,1.56,"RightTendency",2009
182,182,"Rory Sabbatini",25,64.5,236,366,1.36,"RightTendency",2009
183,183,"Marc Leishman",28,65.5,272,415,1.25,"RightTendency",2009
183,183,"Parker McLachlin",25,65.5,253,386,1.66,"RightTendency",2009
