"LongestDrives_RANKTHISWEEK_2014","LongestDrives_RANKLASTWEEK_2014","LongestDrives_PLAYERNAME_2014","LongestDrives_ROUNDS_2014","LongestDrives_DISTANCE_2014","LongestDrives_TOURNAMENT_2014","LongestDrives_ROUND_2014","LongestDrives_HOLE_2014","LongestDrives_COURSE_2014","stat_name","year"
43,43,"Greg Chalmers",85,374,NA,3,17,770,"LongestDrives",2014
43,43,"Sergio Garcia",61,374,NA,2,5,8,"LongestDrives",2014
43,43,"DA Points",75,374,NA,4,7,656,"LongestDrives",2014
43,43,"Hudson Swafford",75,374,NA,4,17,771,"LongestDrives",2014
49,49,"Ernie Els",85,373,NA,1,8,729,"LongestDrives",2014
49,49,"Stewart Cink",91,373,NA,3,16,698,"LongestDrives",2014
49,49,"Charles Howell III",106,373,NA,4,17,771,"LongestDrives",2014
49,49,"Andres Romero",81,373,NA,4,18,24,"LongestDrives",2014
49,49,"Sangmoon Bae",76,373,NA,4,12,656,"LongestDrives",2014
49,49,"Michael Thompson",74,373,NA,4,12,656,"LongestDrives",2014
59,59,"Angel Cabrera",69,372,NA,3,6,771,"LongestDrives",2014
59,59,"Nicolas Colsaerts",32,372,NA,1,9,770,"LongestDrives",2014
59,59,"Adam Scott",68,372,NA,4,1,505,"LongestDrives",2014
59,59,"Jhonattan Vegas",77,372,NA,3,15,510,"LongestDrives",2014
59,59,"Harris English",95,372,NA,4,12,656,"LongestDrives",2014
71,71,"Bill Haas",107,370,NA,4,12,656,"LongestDrives",2014
71,71,"JB Holmes",86,370,NA,2,9,510,"LongestDrives",2014
71,71,"Graham DeLaet",80,370,NA,2,6,510,"LongestDrives",2014
71,71,"Ryo Ishikawa",75,370,NA,4,8,752,"LongestDrives",2014
71,71,"Robert Streb",75,370,NA,4,16,698,"LongestDrives",2014
71,71,"Luke Guthrie",85,370,NA,4,4,9,"LongestDrives",2014
71,71,"Oliver Goss",22,370,NA,4,18,24,"LongestDrives",2014
86,86,"Scott Stallings",77,369,NA,2,9,36,"LongestDrives",2014
86,86,"Chris Kirk",105,369,NA,4,12,656,"LongestDrives",2014
86,86,"Kevin Chappell",100,369,NA,4,15,714,"LongestDrives",2014
98,98,"Davis Love III",74,368,NA,3,16,698,"LongestDrives",2014
98,98,"Charley Hoffman",93,368,NA,2,15,510,"LongestDrives",2014
98,98,"Lee Westwood",57,368,NA,3,16,36,"LongestDrives",2014
98,98,"Scott Hend",12,368,NA,1,12,8,"LongestDrives",2014
98,98,"Carl Pettersson",91,368,NA,3,4,770,"LongestDrives",2014
98,98,"Alvaro Quiros",6,368,NA,2,5,733,"LongestDrives",2014
98,98,"Brendan Steele",89,368,NA,1,8,729,"LongestDrives",2014
98,98,"Alex Prugh",40,368,NA,3,17,770,"LongestDrives",2014
98,98,"Hideki Matsuyama",82,368,NA,2,5,8,"LongestDrives",2014
98,98,"David Lingmerth",80,368,NA,4,15,4,"LongestDrives",2014
117,117,"Sean OHair",77,367,NA,1,5,775,"LongestDrives",2014
117,117,"Kevin Tway",64,367,NA,4,18,775,"LongestDrives",2014
117,117,"Keegan Bradley",89,367,NA,3,8,36,"LongestDrives",2014
117,117,"Cameron Wilson",6,367,NA,1,14,669,"LongestDrives",2014
133,133,"Daniel Chopra",37,366,NA,2,17,770,"LongestDrives",2014
133,133,"Geoff Ogilvy",84,366,NA,4,18,24,"LongestDrives",2014
133,133,"Zach Johnson",97,366,NA,2,10,770,"LongestDrives",2014
133,133,"Paul Casey",56,366,NA,2,1,724,"LongestDrives",2014
148,148,"David Duval",33,365,NA,4,5,733,"LongestDrives",2014
148,148,"Brian Davis",93,365,NA,3,17,770,"LongestDrives",2014
148,148,"Erik Compton",88,365,NA,2,4,19,"LongestDrives",2014
148,148,"Jeff Overton",80,365,NA,4,5,733,"LongestDrives",2014
148,148,"Max Homa",25,365,NA,4,10,775,"LongestDrives",2014
148,148,"Taylor Pendrith",4,365,NA,1,8,642,"LongestDrives",2014
169,169,"John Merrick",87,364,NA,4,7,656,"LongestDrives",2014
169,169,"Billy Hurley III",86,364,NA,4,18,775,"LongestDrives",2014
169,169,"Will Wilcox",51,364,NA,1,5,6,"LongestDrives",2014
169,169,"Wes Roach",67,364,NA,4,18,770,"LongestDrives",2014
193,193,"Tiger Woods",21,363,NA,2,8,36,"LongestDrives",2014
193,193,"Scott Piercy",35,363,NA,2,9,510,"LongestDrives",2014
193,193,"Martin Kaymer",65,363,NA,3,8,36,"LongestDrives",2014
