"EarlyScoringAverage_RANKTHISWEEK_2012","EarlyScoringAverage_RANKLASTWEEK_2012","EarlyScoringAverage_PLAYERNAME_2012","EarlyScoringAverage_ROUNDS_2012","EarlyScoringAverage_AVG_2012","EarlyScoringAverage_TOTALSTROKES_2012","EarlyScoringAverage_TOTALEARLYROUNDS_2012","stat_name","year"
99,99,"Scott Brown",65,70.9,2198,31,"EarlyScoringAverage",2012
100,100,"Martin Laird",77,70.91,2269,32,"EarlyScoringAverage",2012
101,101,"Geoff Ogilvy",73,70.93,2837,40,"EarlyScoringAverage",2012
102,102,"Billy Mayfair",90,70.95,2909,41,"EarlyScoringAverage",2012
102,102,"Boo Weekley",74,70.95,2767,39,"EarlyScoringAverage",2012
104,104,"John Huh",99,70.96,3406,48,"EarlyScoringAverage",2012
104,104,"Charl Schwartzel",56,70.96,1845,26,"EarlyScoringAverage",2012
106,106,"Danny Lee",74,70.97,2484,35,"EarlyScoringAverage",2012
106,106,"Tom Pernice Jr",62,70.97,2271,32,"EarlyScoringAverage",2012
108,108,"Chris Kirk",93,70.98,3052,43,"EarlyScoringAverage",2012
109,109,"John Merrick",83,71,2627,37,"EarlyScoringAverage",2012
110,110,"James Driscoll",83,71.02,3054,43,"EarlyScoringAverage",2012
111,111,"Davis Love III",64,71.03,2273,32,"EarlyScoringAverage",2012
112,112,"Arjun Atwal",79,71.05,2700,38,"EarlyScoringAverage",2012
113,113,"Chad Campbell",84,71.08,2772,39,"EarlyScoringAverage",2012
114,114,"Rory Sabbatini",84,71.09,3199,45,"EarlyScoringAverage",2012
115,115,"Freddie Jacobson",61,71.1,2062,29,"EarlyScoringAverage",2012
116,116,"Kris Blanks",65,71.11,2489,35,"EarlyScoringAverage",2012
116,116,"John Rollins",81,71.11,2489,35,"EarlyScoringAverage",2012
118,118,"Jason Kokrak",79,71.13,2774,39,"EarlyScoringAverage",2012
119,119,"Graeme McDowell",55,71.14,1565,22,"EarlyScoringAverage",2012
120,120,"Marc Leishman",84,71.16,3202,45,"EarlyScoringAverage",2012
120,120,"Heath Slocum",93,71.16,3629,51,"EarlyScoringAverage",2012
122,122,"Ernie Els",80,71.18,2847,40,"EarlyScoringAverage",2012
122,122,"Tommy Gainey",98,71.18,3132,44,"EarlyScoringAverage",2012
124,124,"Derek Lamely",64,71.2,2492,35,"EarlyScoringAverage",2012
125,125,"Rocco Mediate",70,71.22,2564,36,"EarlyScoringAverage",2012
125,125,"Gary Woodland",70,71.22,2279,32,"EarlyScoringAverage",2012
127,127,"Troy Kelly",68,71.23,2208,31,"EarlyScoringAverage",2012
128,128,"Aaron Baddeley",73,71.24,2707,38,"EarlyScoringAverage",2012
128,128,"Daniel Chopra",55,71.24,1781,25,"EarlyScoringAverage",2012
128,128,"Bryce Molder",83,71.24,2992,42,"EarlyScoringAverage",2012
131,131,"Mark Anderson",75,71.26,2708,38,"EarlyScoringAverage",2012
131,131,"Ryuji Imada",78,71.26,2993,42,"EarlyScoringAverage",2012
131,131,"YE Yang",64,71.26,2423,34,"EarlyScoringAverage",2012
134,134,"JJ Henry",93,71.27,3706,52,"EarlyScoringAverage",2012
135,135,"Charlie Wi",86,71.29,2923,41,"EarlyScoringAverage",2012
136,136,"Chris DiMarco",83,71.31,2995,42,"EarlyScoringAverage",2012
136,136,"Spencer Levin",81,71.31,3209,45,"EarlyScoringAverage",2012
138,138,"Kevin Chappell",91,71.33,3495,49,"EarlyScoringAverage",2012
138,138,"Rod Pampling",88,71.33,3923,55,"EarlyScoringAverage",2012
140,140,"Jason Bohn",81,71.34,2711,38,"EarlyScoringAverage",2012
140,140,"Michael Thompson",80,71.34,2925,41,"EarlyScoringAverage",2012
142,142,"Kevin Kisner",69,71.36,2355,33,"EarlyScoringAverage",2012
143,143,"Jonathan Byrd",69,71.38,2070,29,"EarlyScoringAverage",2012
144,144,"Ricky Barnes",92,71.39,3498,49,"EarlyScoringAverage",2012
145,145,"Brandt Jobe",57,71.42,2571,36,"EarlyScoringAverage",2012
145,145,"Cameron Tringale",88,71.42,3428,48,"EarlyScoringAverage",2012
147,147,"Tom Gillis",75,71.43,2857,40,"EarlyScoringAverage",2012
148,148,"Charley Hoffman",88,71.44,3072,43,"EarlyScoringAverage",2012
148,148,"Brendon Todd",78,71.44,2572,36,"EarlyScoringAverage",2012
150,150,"JJ Killeen",101,71.45,3644,51,"EarlyScoringAverage",2012
151,151,"Rickie Fowler",84,71.49,3360,47,"EarlyScoringAverage",2012
151,151,"George McNeill",85,71.49,3646,51,"EarlyScoringAverage",2012
151,151,"Ted Potter Jr",77,71.49,2788,39,"EarlyScoringAverage",2012
154,154,"Chez Reavie",83,71.5,3003,42,"EarlyScoringAverage",2012
155,155,"Miguel Angel Carballo",73,71.51,2789,39,"EarlyScoringAverage",2012
156,156,"Matt Jones",53,71.52,1788,25,"EarlyScoringAverage",2012
157,157,"Tim Clark",60,71.54,1860,26,"EarlyScoringAverage",2012
158,158,"Ryo Ishikawa",54,71.62,1862,26,"EarlyScoringAverage",2012
158,158,"DJ Trahan",73,71.62,2650,37,"EarlyScoringAverage",2012
160,160,"Edward Loar",59,71.65,2221,31,"EarlyScoringAverage",2012
161,161,"Matt Bettencourt",80,71.66,2938,41,"EarlyScoringAverage",2012
162,162,"Roland Thatcher",55,71.67,1935,27,"EarlyScoringAverage",2012
163,163,"Billy Hurley III",70,71.68,2724,38,"EarlyScoringAverage",2012
164,164,"Angel Cabrera",54,71.69,2079,29,"EarlyScoringAverage",2012
165,165,"Michael Bradley",63,71.7,2653,37,"EarlyScoringAverage",2012
166,166,"Erik Compton",81,71.73,2941,41,"EarlyScoringAverage",2012
166,166,"Nick OHern",78,71.73,2869,40,"EarlyScoringAverage",2012
166,166,"Andres Romero",68,71.73,2367,33,"EarlyScoringAverage",2012
166,166,"Scott Stallings",78,71.73,2869,40,"EarlyScoringAverage",2012
170,170,"Marco Dawson",60,71.76,2440,34,"EarlyScoringAverage",2012
170,170,"Mark Wilson",84,71.76,3301,46,"EarlyScoringAverage",2012
172,172,"Tommy Biershenk",74,71.8,2872,40,"EarlyScoringAverage",2012
173,173,"Bobby Gates",87,71.81,3088,43,"EarlyScoringAverage",2012
174,174,"Brendan Steele",77,71.82,3232,45,"EarlyScoringAverage",2012
175,175,"Kyle Thompson",51,71.83,1724,24,"EarlyScoringAverage",2012
176,176,"Colt Knost",79,71.88,3019,42,"EarlyScoringAverage",2012
177,177,"Robert Allenby",76,71.9,2948,41,"EarlyScoringAverage",2012
178,178,"Robert Karlsson",54,71.91,2373,33,"EarlyScoringAverage",2012
179,179,"Stephen Ames",54,71.92,1870,26,"EarlyScoringAverage",2012
180,180,"Steve Wheatcroft",56,71.96,1799,25,"EarlyScoringAverage",2012
181,181,"Alexandre Rocha",62,71.97,2303,32,"EarlyScoringAverage",2012
182,182,"Troy Matteson",100,71.98,3743,52,"EarlyScoringAverage",2012
183,183,"Jhonattan Vegas",77,72,3096,43,"EarlyScoringAverage",2012
184,184,"Sangmoon Bae",81,72.12,2957,41,"EarlyScoringAverage",2012
185,185,"Stewart Cink",71,72.31,2603,36,"EarlyScoringAverage",2012
186,186,"Harrison Frazar",56,72.33,1736,24,"EarlyScoringAverage",2012
187,187,"Justin Leonard",79,72.35,3111,43,"EarlyScoringAverage",2012
188,188,"Cameron Beckman",81,72.41,3186,44,"EarlyScoringAverage",2012
189,189,"Trevor Immelman",76,72.58,2903,40,"EarlyScoringAverage",2012
190,190,"Stephen Gangluff",57,72.59,1960,27,"EarlyScoringAverage",2012
191,191,"Sung Kang",75,72.71,2763,38,"EarlyScoringAverage",2012
