"TotalHoleOuts_RANKTHISWEEK_2006","TotalHoleOuts_RANKLASTWEEK_2006","TotalHoleOuts_PLAYERNAME_2006","TotalHoleOuts_ROUNDS_2006","TotalHoleOuts_HOLEOUTS_2006","stat_name","year"
125,125,"Greg Chalmers",71,7,"TotalHoleOuts",2006
125,125,"Chris Couch",75,7,"TotalHoleOuts",2006
125,125,"Robert Gamez",94,7,"TotalHoleOuts",2006
125,125,"Sergio Garcia",59,7,"TotalHoleOuts",2006
125,125,"Matt Hansen",68,7,"TotalHoleOuts",2006
125,125,"JP Hayes",55,7,"TotalHoleOuts",2006
125,125,"Stephen Leaney",84,7,"TotalHoleOuts",2006
125,125,"Justin Leonard",83,7,"TotalHoleOuts",2006
125,125,"Davis Love III",85,7,"TotalHoleOuts",2006
125,125,"Jesper Parnevik",84,7,"TotalHoleOuts",2006
125,125,"Vijay Singh",103,7,"TotalHoleOuts",2006
125,125,"Jerry Smith",94,7,"TotalHoleOuts",2006
125,125,"Mike Sposa",68,7,"TotalHoleOuts",2006
125,125,"Hidemichi Tanaka",74,7,"TotalHoleOuts",2006
141,141,"Robert Allenby",79,6,"TotalHoleOuts",2006
141,141,"Doug Barron",74,6,"TotalHoleOuts",2006
141,141,"Henrik Bjornstad",97,6,"TotalHoleOuts",2006
141,141,"Bart Bryant",87,6,"TotalHoleOuts",2006
141,141,"John Engler Jr",69,6,"TotalHoleOuts",2006
141,141,"Brent Geiberger",99,6,"TotalHoleOuts",2006
141,141,"Scott Gutschewski",53,6,"TotalHoleOuts",2006
141,141,"Brandt Jobe",91,6,"TotalHoleOuts",2006
141,141,"Peter Lonard",77,6,"TotalHoleOuts",2006
141,141,"Shigeki Maruyama",94,6,"TotalHoleOuts",2006
141,141,"David McKenzie",82,6,"TotalHoleOuts",2006
141,141,"Arron Oberholser",82,6,"TotalHoleOuts",2006
141,141,"Joe Ogilvie",95,6,"TotalHoleOuts",2006
141,141,"Tom Pernice Jr",108,6,"TotalHoleOuts",2006
141,141,"Paul Stankowski",70,6,"TotalHoleOuts",2006
141,141,"Scott Verplank",88,6,"TotalHoleOuts",2006
141,141,"Duffy Waldorf",96,6,"TotalHoleOuts",2006
141,141,"Ron Whittaker",81,6,"TotalHoleOuts",2006
141,141,"Tiger Woods",55,6,"TotalHoleOuts",2006
160,160,"Tommy Armour III",65,5,"TotalHoleOuts",2006
160,160,"Stewart Cink",93,5,"TotalHoleOuts",2006
160,160,"Tim Clark",80,5,"TotalHoleOuts",2006
160,160,"Michael Connell",51,5,"TotalHoleOuts",2006
160,160,"John Cook",67,5,"TotalHoleOuts",2006
160,160,"Steve Elkington",52,5,"TotalHoleOuts",2006
160,160,"Tim Herron",82,5,"TotalHoleOuts",2006
160,160,"Ryan Hietala",61,5,"TotalHoleOuts",2006
160,160,"Lee Janzen",79,5,"TotalHoleOuts",2006
160,160,"Skip Kendall",72,5,"TotalHoleOuts",2006
160,160,"Thomas Levet",53,5,"TotalHoleOuts",2006
160,160,"JL Lewis",57,5,"TotalHoleOuts",2006
160,160,"Roger Tambellini",64,5,"TotalHoleOuts",2006
160,160,"Bubba Watson",83,5,"TotalHoleOuts",2006
174,174,"Alex Aragon",63,4,"TotalHoleOuts",2006
174,174,"Fred Couples",52,4,"TotalHoleOuts",2006
174,174,"Ben Curtis",86,4,"TotalHoleOuts",2006
174,174,"Mathew Goggin",72,4,"TotalHoleOuts",2006
174,174,"Padraig Harrington",54,4,"TotalHoleOuts",2006
174,174,"JB Holmes",81,4,"TotalHoleOuts",2006
174,174,"Bernhard Langer",77,4,"TotalHoleOuts",2006
174,174,"Len Mattiace",59,4,"TotalHoleOuts",2006
174,174,"Phil Mickelson",74,4,"TotalHoleOuts",2006
174,174,"Larry Mize",53,4,"TotalHoleOuts",2006
174,174,"Sean OHair",100,4,"TotalHoleOuts",2006
174,174,"Mark OMeara",52,4,"TotalHoleOuts",2006
174,174,"Jose Maria Olazabal",62,4,"TotalHoleOuts",2006
174,174,"Mark Wilson",79,4,"TotalHoleOuts",2006
188,188,"John Daly",51,3,"TotalHoleOuts",2006
188,188,"Chris DiMarco",83,3,"TotalHoleOuts",2006
188,188,"Tom Lehman",70,3,"TotalHoleOuts",2006
188,188,"Ryan Moore",68,3,"TotalHoleOuts",2006
188,188,"Geoff Ogilvy",76,3,"TotalHoleOuts",2006
188,188,"Tjaart van der Walt",60,3,"TotalHoleOuts",2006
194,194,"Stephen Ames",63,2,"TotalHoleOuts",2006
194,194,"Joey Sindelar",90,2,"TotalHoleOuts",2006
196,196,"David Howell",52,1,"TotalHoleOuts",2006
