"RoughProximity_RANKTHISWEEK_2009","RoughProximity_RANKLASTWEEK_2009","RoughProximity_PLAYERNAME_2009","RoughProximity_ROUNDS_2009","RoughProximity_AVG_2009","RoughProximity_TOTALDISTANCEINCHES_2009","RoughProximity_ATTEMPTS_2009","RoughProximity_TOTALDISTANCEFEET_2009","RoughProximity_RELATIVETOPAR_2009","stat_name","year"
134,134,"Aaron Baddeley",66,NA,122484,229,10207,30,"RoughProximity",2009
134,134,"Steve Marino",98,NA,154535,289,12877.917,22,"RoughProximity",2009
136,136,"Tom Pernice Jr",82,NA,141930,265,11827.5,18,"RoughProximity",2009
137,137,"Padraig Harrington",66,NA,101576,189,8464.667,15,"RoughProximity",2009
137,137,"Rod Pampling",72,NA,112858,210,9404.833,40,"RoughProximity",2009
139,139,"Ernie Els",70,NA,104444,194,8703.667,29,"RoughProximity",2009
139,139,"Charley Hoffman",97,NA,173747,323,14478.917,30,"RoughProximity",2009
139,139,"James Nitties",86,NA,148984,277,12415.333,44,"RoughProximity",2009
139,139,"Kevin Sutherland",96,NA,125334,233,10444.5,30,"RoughProximity",2009
143,143,"Brad Adamonis",70,NA,126571,235,10547.583,36,"RoughProximity",2009
143,143,"Ricky Barnes",67,NA,102431,190,8535.917,38,"RoughProximity",2009
143,143,"Alex Cejka",82,NA,109377,203,9114.75,20,"RoughProximity",2009
143,143,"Jim Furyk",86,NA,92782,172,7731.833,17,"RoughProximity",2009
143,143,"Mathew Goggin",76,NA,99726,185,8310.5,33,"RoughProximity",2009
143,143,"Bill Lunde",83,NA,130015,241,10834.583,43,"RoughProximity",2009
143,143,"Parker McLachlin",71,NA,158400,294,13200,28,"RoughProximity",2009
150,150,"Mark Brooks",55,NA,61071,113,5089.25,14,"RoughProximity",2009
150,150,"Scott Verplank",88,NA,124094,230,10341.167,32,"RoughProximity",2009
152,152,"Bart Bryant",58,NA,75738,140,6311.5,31,"RoughProximity",2009
152,152,"Brian Gay",96,NA,116751,216,9729.25,22,"RoughProximity",2009
154,154,"Lee Janzen",74,NA,105620,195,8801.667,37,"RoughProximity",2009
154,154,"Steve Stricker",81,NA,108394,200,9032.833,-6,"RoughProximity",2009
156,156,"Nathan Green",104,NA,188007,346,15667.25,36,"RoughProximity",2009
157,157,"Stuart Appleby",79,NA,130033,239,10836.083,29,"RoughProximity",2009
157,157,"Brian Davis",103,NA,156566,288,13047.167,39,"RoughProximity",2009
157,157,"Ryan Moore",89,NA,131070,241,10922.5,38,"RoughProximity",2009
157,157,"Dean Wilson",81,NA,125743,231,10478.583,48,"RoughProximity",2009
161,161,"Matt Jones",56,NA,103561,190,8630.083,22,"RoughProximity",2009
161,161,"DA Points",99,NA,139508,256,11625.667,26,"RoughProximity",2009
163,163,"Jeff Overton",92,NA,185017,339,15418.083,56,"RoughProximity",2009
164,164,"Cameron Beckman",87,NA,144666,264,12055.5,19,"RoughProximity",2009
164,164,"Mike Weir",85,NA,129770,237,10814.167,36,"RoughProximity",2009
166,166,"Brad Faxon",59,NA,121252,221,10104.333,51,"RoughProximity",2009
166,166,"Jeff Quinney",78,NA,119778,218,9981.5,34,"RoughProximity",2009
168,168,"Billy Mayfair",83,NA,100710,183,8392.5,42,"RoughProximity",2009
169,169,"Ben Curtis",63,NA,82059,149,6838.25,10,"RoughProximity",2009
169,169,"Johnson Wagner",81,NA,143326,260,11943.833,44,"RoughProximity",2009
171,171,"Richard Johnson",85,NA,129778,235,10814.833,47,"RoughProximity",2009
172,172,"Rick Price",54,NA,71406,129,5950.5,28,"RoughProximity",2009
173,173,"Aron Price",89,NA,153917,277,12826.417,32,"RoughProximity",2009
174,174,"Camilo Villegas",76,NA,109631,197,9135.917,5,"RoughProximity",2009
175,175,"Peter Lonard",86,NA,128336,230,10694.667,57,"RoughProximity",2009
176,176,"Eric Axley",71,NA,143840,256,11986.667,86,"RoughProximity",2009
177,177,"Ryan Palmer",78,NA,140264,249,11688.667,53,"RoughProximity",2009
178,178,"Bryce Molder",69,NA,83436,147,6953,22,"RoughProximity",2009
179,179,"Brian Bateman",55,NA,110194,193,9182.833,37,"RoughProximity",2009
180,180,"Brendon de Jonge",90,NA,156404,273,13033.667,39,"RoughProximity",2009
181,181,"Stephen Ames",77,NA,101512,176,8459.333,14,"RoughProximity",2009
182,182,"Brendon Todd",53,NA,89798,155,7483.167,40,"RoughProximity",2009
183,183,"Scott McCarron",91,NA,129007,219,10750.583,28,"RoughProximity",2009
184,184,"Jason Day",61,NA,103837,176,8653.083,13,"RoughProximity",2009
