"BirdieorBetterPercentageRightRough_RANKTHISWEEK_2016","BirdieorBetterPercentageRightRough_RANKLASTWEEK_2016","BirdieorBetterPercentageRightRough_PLAYERNAME_2016","BirdieorBetterPercentageRightRough_ROUNDS_2016","BirdieorBetterPercentageRightRough_Pct_2016","BirdieorBetterPercentageRightRough_TOTALBIRDIES_2016","BirdieorBetterPercentageRightRough_TOTALHOLES_2016","stat_name","year"
30,31,"Justin Leonard",28,20.83,5,24,"BirdieorBetterPercentageRightRough",2016
30,75,"Henrik Norlander",41,20.83,10,48,"BirdieorBetterPercentageRightRough",2016
32,26,"Padraig Harrington",38,20.75,11,53,"BirdieorBetterPercentageRightRough",2016
32,46,"Cameron Smith",45,20.75,11,53,"BirdieorBetterPercentageRightRough",2016
34,56,"Vaughn Taylor",30,20.51,8,39,"BirdieorBetterPercentageRightRough",2016
35,42,"Matt Jones",45,20.34,12,59,"BirdieorBetterPercentageRightRough",2016
36,35,"Kevin Na",52,20.31,13,64,"BirdieorBetterPercentageRightRough",2016
37,24,"Gary Woodland",45,20.27,15,74,"BirdieorBetterPercentageRightRough",2016
38,67,"Bronson Burgoon",53,20.24,17,84,"BirdieorBetterPercentageRightRough",2016
39,79,"Adam Scott",39,20,9,45,"BirdieorBetterPercentageRightRough",2016
40,39,"Charley Hoffman",49,19.8,20,101,"BirdieorBetterPercentageRightRough",2016
41,51,"Harold Varner III",58,19.64,22,112,"BirdieorBetterPercentageRightRough",2016
42,29,"Thomas Aiken",42,19.57,9,46,"BirdieorBetterPercentageRightRough",2016
43,43,"Kevin Chappell",49,19.54,17,87,"BirdieorBetterPercentageRightRough",2016
44,44,"Seung Yul Noh",54,19.42,20,103,"BirdieorBetterPercentageRightRough",2016
44,40,"Patrick Rodgers",49,19.42,20,103,"BirdieorBetterPercentageRightRough",2016
46,45,"John Huh",51,19.32,17,88,"BirdieorBetterPercentageRightRough",2016
47,33,"Jonas Blixt",46,19.28,16,83,"BirdieorBetterPercentageRightRough",2016
48,41,"Morgan Hoffmann",43,19.23,15,78,"BirdieorBetterPercentageRightRough",2016
49,46,"Charl Schwartzel",29,19.15,9,47,"BirdieorBetterPercentageRightRough",2016
49,46,"Steve Stricker",25,19.15,9,47,"BirdieorBetterPercentageRightRough",2016
51,28,"Steve Wheatcroft",53,19.1,17,89,"BirdieorBetterPercentageRightRough",2016
52,49,"Pat Perez",28,19.05,8,42,"BirdieorBetterPercentageRightRough",2016
52,49,"Wes Roach",33,19.05,8,42,"BirdieorBetterPercentageRightRough",2016
54,63,"Andrew Loupe",50,18.97,22,116,"BirdieorBetterPercentageRightRough",2016
55,25,"Paul Casey",39,18.92,7,37,"BirdieorBetterPercentageRightRough",2016
55,52,"Ryan Palmer",46,18.92,14,74,"BirdieorBetterPercentageRightRough",2016
57,53,"Chris Kirk",51,18.84,13,69,"BirdieorBetterPercentageRightRough",2016
57,73,"Carlos Ortiz",47,18.84,13,69,"BirdieorBetterPercentageRightRough",2016
57,53,"Chez Reavie",56,18.84,13,69,"BirdieorBetterPercentageRightRough",2016
60,26,"Justin Rose",35,18.64,11,59,"BirdieorBetterPercentageRightRough",2016
61,53,"Francesco Molinari",36,18.52,15,81,"BirdieorBetterPercentageRightRough",2016
62,60,"KJ Choi",47,18.18,14,77,"BirdieorBetterPercentageRightRough",2016
62,60,"Freddie Jacobson",54,18.18,16,88,"BirdieorBetterPercentageRightRough",2016
62,60,"Jimmy Walker",43,18.18,12,66,"BirdieorBetterPercentageRightRough",2016
65,36,"Jim Herman",55,18.03,11,61,"BirdieorBetterPercentageRightRough",2016
66,58,"Justin Thomas",53,17.98,16,89,"BirdieorBetterPercentageRightRough",2016
67,64,"Graham DeLaet",50,17.78,16,90,"BirdieorBetterPercentageRightRough",2016
68,114,"Johnson Wagner",44,17.65,12,68,"BirdieorBetterPercentageRightRough",2016
69,109,"Webb Simpson",34,17.5,7,40,"BirdieorBetterPercentageRightRough",2016
70,79,"Matt Every",34,17.39,8,46,"BirdieorBetterPercentageRightRough",2016
70,59,"Patton Kizzire",57,17.39,20,115,"BirdieorBetterPercentageRightRough",2016
72,70,"Shane Bertsch",30,17.24,5,29,"BirdieorBetterPercentageRightRough",2016
72,70,"Jason Dufner",53,17.24,10,58,"BirdieorBetterPercentageRightRough",2016
72,70,"Brian Gay",22,17.24,5,29,"BirdieorBetterPercentageRightRough",2016
75,69,"Kyle Reifers",63,17.2,16,93,"BirdieorBetterPercentageRightRough",2016
76,89,"Cameron Tringale",47,16.88,13,77,"BirdieorBetterPercentageRightRough",2016
77,66,"Sean OHair",45,16.87,14,83,"BirdieorBetterPercentageRightRough",2016
78,100,"Martin Laird",46,16.85,15,89,"BirdieorBetterPercentageRightRough",2016
79,79,"Matthew Fitzpatrick",23,16.67,2,12,"BirdieorBetterPercentageRightRough",2016
79,57,"Hiroshi Iwata",51,16.67,14,84,"BirdieorBetterPercentageRightRough",2016
79,79,"Matt Kuchar",46,16.67,9,54,"BirdieorBetterPercentageRightRough",2016
79,87,"Michael Thompson",46,16.67,10,60,"BirdieorBetterPercentageRightRough",2016
83,77,"Scott Stallings",46,16.52,19,115,"BirdieorBetterPercentageRightRough",2016
84,74,"Ben Martin",48,16.46,13,79,"BirdieorBetterPercentageRightRough",2016
85,103,"Derek Fathauer",58,16.33,16,98,"BirdieorBetterPercentageRightRough",2016
85,88,"Dicky Pride",33,16.33,8,49,"BirdieorBetterPercentageRightRough",2016
87,86,"Whee Kim",54,16.3,15,92,"BirdieorBetterPercentageRightRough",2016
88,91,"Brendan Steele",48,16.22,12,74,"BirdieorBetterPercentageRightRough",2016
89,93,"Ollie Schniederjans",23,16.13,10,62,"BirdieorBetterPercentageRightRough",2016
90,79,"Scott Pinckney",53,16.09,14,87,"BirdieorBetterPercentageRightRough",2016
91,79,"Tyler Aldridge",53,16.04,17,106,"BirdieorBetterPercentageRightRough",2016
92,75,"Rickie Fowler",42,16,8,50,"BirdieorBetterPercentageRightRough",2016
93,153,"Hideki Matsuyama",40,15.91,7,44,"BirdieorBetterPercentageRightRough",2016
94,65,"Mark Wilson",42,15.87,10,63,"BirdieorBetterPercentageRightRough",2016
95,79,"Greg Owen",56,15.85,13,82,"BirdieorBetterPercentageRightRough",2016
96,89,"Rob Oppenheim",37,15.79,12,76,"BirdieorBetterPercentageRightRough",2016
96,93,"Scott Piercy",45,15.79,9,57,"BirdieorBetterPercentageRightRough",2016
98,108,"Steven Bowditch",40,15.69,8,51,"BirdieorBetterPercentageRightRough",2016
99,98,"Ken Duke",26,15.63,5,32,"BirdieorBetterPercentageRightRough",2016
99,104,"George McNeill",33,15.63,10,64,"BirdieorBetterPercentageRightRough",2016
101,78,"Chad Collins",45,15.58,12,77,"BirdieorBetterPercentageRightRough",2016
101,100,"Hudson Swafford",52,15.58,12,77,"BirdieorBetterPercentageRightRough",2016
103,106,"Erik Compton",45,15.52,9,58,"BirdieorBetterPercentageRightRough",2016
104,113,"Ben Crane",48,15.38,8,52,"BirdieorBetterPercentageRightRough",2016
104,98,"Tony Finau",49,15.38,16,104,"BirdieorBetterPercentageRightRough",2016
106,97,"Ricky Barnes",57,15.33,21,137,"BirdieorBetterPercentageRightRough",2016
107,116,"Nick Taylor",57,15.09,16,106,"BirdieorBetterPercentageRightRough",2016
107,136,"Camilo Villegas",50,15.09,16,106,"BirdieorBetterPercentageRightRough",2016
109,110,"Charlie Beljan",26,15,6,40,"BirdieorBetterPercentageRightRough",2016
109,110,"Zach Johnson",42,15,6,40,"BirdieorBetterPercentageRightRough",2016
109,112,"Danny Lee",53,15,6,40,"BirdieorBetterPercentageRightRough",2016
112,92,"Harris English",51,14.67,11,75,"BirdieorBetterPercentageRightRough",2016
112,185,"James Hahn",45,14.67,11,75,"BirdieorBetterPercentageRightRough",2016
112,105,"Sung Kang",51,14.67,11,75,"BirdieorBetterPercentageRightRough",2016
115,155,"Ryan Moore",40,14.58,7,48,"BirdieorBetterPercentageRightRough",2016
116,100,"Stuart Appleby",39,14.46,12,83,"BirdieorBetterPercentageRightRough",2016
117,134,"Brian Harman",60,14.43,14,97,"BirdieorBetterPercentageRightRough",2016
118,140,"Justin Hicks",26,14.29,5,35,"BirdieorBetterPercentageRightRough",2016
118,129,"Robert Streb",51,14.29,9,63,"BirdieorBetterPercentageRightRough",2016
118,116,"DJ Trahan",23,14.29,3,21,"BirdieorBetterPercentageRightRough",2016
121,128,"John Senden",48,14,14,100,"BirdieorBetterPercentageRightRough",2016
122,120,"Aaron Baddeley",51,13.98,13,93,"BirdieorBetterPercentageRightRough",2016
123,121,"Smylie Kaufman",57,13.89,15,108,"BirdieorBetterPercentageRightRough",2016
124,96,"Anirban Lahiri",44,13.79,8,58,"BirdieorBetterPercentageRightRough",2016
125,122,"Andy Sullivan",25,13.64,3,22,"BirdieorBetterPercentageRightRough",2016
126,129,"Jason Gore",51,13.56,8,59,"BirdieorBetterPercentageRightRough",2016
126,119,"Michael Kim",62,13.56,16,118,"BirdieorBetterPercentageRightRough",2016
128,132,"Roberto Castro",55,13.48,12,89,"BirdieorBetterPercentageRightRough",2016
129,116,"Shawn Stefani",45,13.41,11,82,"BirdieorBetterPercentageRightRough",2016
129,124,"Brett Stegmaier",57,13.41,11,82,"BirdieorBetterPercentageRightRough",2016
131,124,"Branden Grace",31,13.33,6,45,"BirdieorBetterPercentageRightRough",2016
131,134,"Jason Kokrak",52,13.33,12,90,"BirdieorBetterPercentageRightRough",2016
131,124,"Andres Romero",22,13.33,4,30,"BirdieorBetterPercentageRightRough",2016
134,106,"Martin Piller",37,13.04,6,46,"BirdieorBetterPercentageRightRough",2016
135,115,"Angel Cabrera",42,12.99,10,77,"BirdieorBetterPercentageRightRough",2016
136,93,"David Toms",38,12.86,9,70,"BirdieorBetterPercentageRightRough",2016
137,137,"Rhein Gibson",36,12.82,10,78,"BirdieorBetterPercentageRightRough",2016
138,163,"Tim Wilkinson",40,12.77,6,47,"BirdieorBetterPercentageRightRough",2016
139,139,"Billy Horschel",45,12.73,7,55,"BirdieorBetterPercentageRightRough",2016
140,123,"Will Ma Kenzie",54,12.68,9,71,"BirdieorBetterPercentageRightRough",2016
141,133,"Zac Blair",56,12.5,7,56,"BirdieorBetterPercentageRightRough",2016
141,140,"Keegan Bradley",40,12.5,4,32,"BirdieorBetterPercentageRightRough",2016
141,168,"Patrick Reed",53,12.5,11,88,"BirdieorBetterPercentageRightRough",2016
141,149,"Kyle Stanley",57,12.5,11,88,"BirdieorBetterPercentageRightRough",2016
141,140,"Daniel Summerhays",55,12.5,10,80,"BirdieorBetterPercentageRightRough",2016
141,152,"Brendon Todd",43,12.5,6,48,"BirdieorBetterPercentageRightRough",2016
147,173,"Ernie Els",34,12.35,10,81,"BirdieorBetterPercentageRightRough",2016
148,147,"Luke Guthrie",31,12.2,5,41,"BirdieorBetterPercentageRightRough",2016
149,129,"Steve Marino",40,12.16,9,74,"BirdieorBetterPercentageRightRough",2016
150,148,"Jeff Overton",51,12.1,15,124,"BirdieorBetterPercentageRightRough",2016
151,160,"Fabian Gomez",49,12.05,10,83,"BirdieorBetterPercentageRightRough",2016
152,144,"Brendon de Jonge",55,11.84,9,76,"BirdieorBetterPercentageRightRough",2016
153,164,"Tyrone Van Aswegen",67,11.61,13,112,"BirdieorBetterPercentageRightRough",2016
154,146,"Geoff Ogilvy",37,11.29,7,62,"BirdieorBetterPercentageRightRough",2016
155,157,"Abraham Ancer",26,11.11,4,36,"BirdieorBetterPercentageRightRough",2016
155,138,"Kevin Kisner",49,11.11,6,54,"BirdieorBetterPercentageRightRough",2016
155,150,"William McGirt",54,11.11,10,90,"BirdieorBetterPercentageRightRough",2016
158,165,"David Lingmerth",54,10.91,6,55,"BirdieorBetterPercentageRightRough",2016
159,127,"JB Holmes",39,10.87,5,46,"BirdieorBetterPercentageRightRough",2016
160,145,"Lucas Glover",53,10.81,8,74,"BirdieorBetterPercentageRightRough",2016
161,151,"DH Lee",35,10.71,6,56,"BirdieorBetterPercentageRightRough",2016
162,162,"Alex Cejka",47,10.53,6,57,"BirdieorBetterPercentageRightRough",2016
163,154,"Adam Hadwin",53,10.47,9,86,"BirdieorBetterPercentageRightRough",2016
164,157,"Hunter Mahan",43,10.45,7,67,"BirdieorBetterPercentageRightRough",2016
165,161,"Spencer Levin",62,10.29,7,68,"BirdieorBetterPercentageRightRough",2016
166,166,"Russell Knox",48,10.2,5,49,"BirdieorBetterPercentageRightRough",2016
167,155,"Blayne Barber",44,10,5,50,"BirdieorBetterPercentageRightRough",2016
167,169,"Stewart Cink",45,10,6,60,"BirdieorBetterPercentageRightRough",2016
167,140,"Kelly Kraft",35,10,5,50,"BirdieorBetterPercentageRightRough",2016
167,173,"Ian Poulter",37,10,4,40,"BirdieorBetterPercentageRightRough",2016
167,157,"Kevin Streelman",46,10,5,50,"BirdieorBetterPercentageRightRough",2016
172,172,"Mark Hubbard",73,9.82,11,112,"BirdieorBetterPercentageRightRough",2016
173,167,"Chad Campbell",54,9.68,6,62,"BirdieorBetterPercentageRightRough",2016
173,173,"Troy Merritt",41,9.68,6,62,"BirdieorBetterPercentageRightRough",2016
175,186,"Si Woo Kim",63,9.52,10,105,"BirdieorBetterPercentageRightRough",2016
176,171,"Andres Gonzales",46,9.3,8,86,"BirdieorBetterPercentageRightRough",2016
177,169,"JJ Henry",44,9.23,6,65,"BirdieorBetterPercentageRightRough",2016
178,179,"Russell Henley",42,9.09,6,66,"BirdieorBetterPercentageRightRough",2016
178,179,"Carl Pettersson",31,9.09,5,55,"BirdieorBetterPercentageRightRough",2016
178,179,"Bernd Wiesberger",23,9.09,2,22,"BirdieorBetterPercentageRightRough",2016
181,178,"David Hearn",55,8.97,7,78,"BirdieorBetterPercentageRightRough",2016
182,183,"Daniel Berger",52,8.96,6,67,"BirdieorBetterPercentageRightRough",2016
183,188,"Boo Weekley",53,8.57,6,70,"BirdieorBetterPercentageRightRough",2016
184,182,"Scott Brown",59,8.45,6,71,"BirdieorBetterPercentageRightRough",2016
185,197,"Scott Langley",41,8.22,6,73,"BirdieorBetterPercentageRightRough",2016
186,177,"Emiliano Grillo",47,8.16,4,49,"BirdieorBetterPercentageRightRough",2016
187,173,"Shane Lowry",35,8.11,3,37,"BirdieorBetterPercentageRightRough",2016
188,201,"Luke Donald",49,8.06,5,62,"BirdieorBetterPercentageRightRough",2016
189,189,"Derek Ernst",36,8,4,50,"BirdieorBetterPercentageRightRough",2016
190,191,"Robert Garrigus",34,7.94,5,63,"BirdieorBetterPercentageRightRough",2016
191,184,"Will Wilcox",47,7.69,6,78,"BirdieorBetterPercentageRightRough",2016
192,189,"Rory Sabbatini",40,7.32,3,41,"BirdieorBetterPercentageRightRough",2016
193,191,"Lucas Lee",22,7.14,2,28,"BirdieorBetterPercentageRightRough",2016
194,194,"Dawie van der Walt",48,6.94,5,72,"BirdieorBetterPercentageRightRough",2016
195,205,"Chesson Hadley",51,6.9,4,58,"BirdieorBetterPercentageRightRough",2016
196,195,"Bryce Molder",50,6.32,6,95,"BirdieorBetterPercentageRightRough",2016
197,196,"Graeme McDowell",33,6.25,2,32,"BirdieorBetterPercentageRightRough",2016
198,191,"Jamie Donaldson",28,6,3,50,"BirdieorBetterPercentageRightRough",2016
199,198,"Billy Hurley III",22,5.88,1,17,"BirdieorBetterPercentageRightRough",2016
200,199,"Jon Curran",55,5.77,3,52,"BirdieorBetterPercentageRightRough",2016
201,200,"Jerry Kelly",44,5.71,2,35,"BirdieorBetterPercentageRightRough",2016
202,204,"Retief Goosen",37,5,3,60,"BirdieorBetterPercentageRightRough",2016
203,202,"Sergio Garcia",28,4.76,1,21,"BirdieorBetterPercentageRightRough",2016
204,206,"Byeong Hun An",23,4,1,25,"BirdieorBetterPercentageRightRough",2016
205,203,"Bill Haas",42,3.77,2,53,"BirdieorBetterPercentageRightRough",2016
206,206,"Robert Allenby",35,2.5,1,40,"BirdieorBetterPercentageRightRough",2016
207,206,"Darron Stiles",28,0,NA,19,"BirdieorBetterPercentageRightRough",2016
