"AverageApproachShotDistance_RANKTHISWEEK_2007","AverageApproachShotDistance_RANKLASTWEEK_2007","AverageApproachShotDistance_PLAYERNAME_2007","AverageApproachShotDistance_ROUNDS_2007","AverageApproachShotDistance_AVG_2007","AverageApproachShotDistance_TOTALDISTOFAPPRSHOT_2007","AverageApproachShotDistance_TOTALHOLES_2007","stat_name","year"
53,53,"Chris Couch",76,162.1,7620544,1306,"AverageApproachShotDistance",2007
53,53,"Craig Kanada",109,162.1,9851837,1688,"AverageApproachShotDistance",2007
53,53,"Steve Lowery",74,162.1,7179973,1230,"AverageApproachShotDistance",2007
53,53,"Heath Slocum",101,162.1,9736449,1668,"AverageApproachShotDistance",2007
58,58,"Charley Hoffman",97,162.3,8668171,1484,"AverageApproachShotDistance",2007
58,58,"Craig Lile",77,162.3,7214830,1235,"AverageApproachShotDistance",2007
58,58,"Davis Love III",66,162.3,5543559,949,"AverageApproachShotDistance",2007
58,58,"Jeff Maggert",79,162.3,8145421,1394,"AverageApproachShotDistance",2007
58,58,"Boo Weekley",101,162.3,8183985,1401,"AverageApproachShotDistance",2007
63,63,"DJ Brigman",67,162.4,5618264,961,"AverageApproachShotDistance",2007
63,63,"Jeff Sluman",60,162.4,4391453,751,"AverageApproachShotDistance",2007
65,65,"Eric Axley",107,162.5,9835932,1681,"AverageApproachShotDistance",2007
65,65,"Joe Ogilvie",102,162.5,9110710,1557,"AverageApproachShotDistance",2007
67,67,"Harrison Frazar",88,162.6,7654469,1308,"AverageApproachShotDistance",2007
67,67,"Robert Gamez",88,162.6,7954441,1359,"AverageApproachShotDistance",2007
67,67,"Shaun Micheel",91,162.6,7317519,1250,"AverageApproachShotDistance",2007
70,70,"Jeff Overton",60,162.7,5686741,971,"AverageApproachShotDistance",2007
70,70,"Kyle Reifers",71,162.7,6602506,1127,"AverageApproachShotDistance",2007
72,72,"Ian Poulter",63,162.8,4108508,701,"AverageApproachShotDistance",2007
72,72,"Bubba Watson",80,162.8,6904635,1178,"AverageApproachShotDistance",2007
74,74,"John Daly",59,162.9,5120500,873,"AverageApproachShotDistance",2007
74,74,"Luke Donald",69,162.9,5265499,898,"AverageApproachShotDistance",2007
74,74,"Brandt Snedeker",105,162.9,9038012,1541,"AverageApproachShotDistance",2007
77,77,"Chad Campbell",96,163,7677310,1308,"AverageApproachShotDistance",2007
78,78,"Stewart Cink",91,163.1,7569969,1289,"AverageApproachShotDistance",2007
78,78,"Ken Duke",112,163.1,9954673,1695,"AverageApproachShotDistance",2007
78,78,"Duffy Waldorf",69,163.1,6218815,1059,"AverageApproachShotDistance",2007
81,81,"Chris DiMarco",79,163.2,6614852,1126,"AverageApproachShotDistance",2007
81,81,"Retief Goosen",50,163.2,3577120,609,"AverageApproachShotDistance",2007
81,81,"Matt Hendrix",63,163.2,5758533,980,"AverageApproachShotDistance",2007
81,81,"Mark Hensby",81,163.2,7562056,1287,"AverageApproachShotDistance",2007
81,81,"John Merrick",92,163.2,8534085,1453,"AverageApproachShotDistance",2007
81,81,"Kevin Stadler",95,163.2,8191182,1394,"AverageApproachShotDistance",2007
87,87,"David Branshaw",83,163.3,7901453,1344,"AverageApproachShotDistance",2007
87,87,"Gavin Coles",87,163.3,8090925,1376,"AverageApproachShotDistance",2007
87,87,"Tim Herron",98,163.3,8613973,1465,"AverageApproachShotDistance",2007
87,87,"Doug LaBelle II",104,163.3,9567563,1627,"AverageApproachShotDistance",2007
91,91,"Alex Cejka",80,163.4,7817473,1329,"AverageApproachShotDistance",2007
91,91,"Marco Dawson",73,163.4,6827445,1161,"AverageApproachShotDistance",2007
91,91,"Frank Lickliter II",95,163.4,8936254,1519,"AverageApproachShotDistance",2007
91,91,"Arron Oberholser",69,163.4,5586874,950,"AverageApproachShotDistance",2007
91,91,"Kenny Perry",83,163.4,7924851,1347,"AverageApproachShotDistance",2007
96,96,"Paul Gow",70,163.5,5974569,1015,"AverageApproachShotDistance",2007
96,96,"Tom Lehman",62,163.5,5145042,874,"AverageApproachShotDistance",2007
96,96,"Ted Purdy",102,163.5,9152594,1555,"AverageApproachShotDistance",2007
99,99,"Peter Lonard",85,163.6,8025674,1363,"AverageApproachShotDistance",2007
99,99,"Rocco Mediate",72,163.6,7055985,1198,"AverageApproachShotDistance",2007
99,99,"Vaughn Taylor",91,163.6,7569333,1285,"AverageApproachShotDistance",2007
102,102,"Charles Howell III",89,163.7,6993418,1187,"AverageApproachShotDistance",2007
102,102,"Tripp Isenhour",86,163.7,7689063,1305,"AverageApproachShotDistance",2007
104,104,"Stephen Ames",81,163.8,6544964,1110,"AverageApproachShotDistance",2007
104,104,"Bart Bryant",87,163.8,7823262,1327,"AverageApproachShotDistance",2007
104,104,"George McNeill",95,163.8,8478015,1438,"AverageApproachShotDistance",2007
104,104,"John Rollins",102,163.8,8854463,1502,"AverageApproachShotDistance",2007
108,108,"Briny Baird",115,163.9,11126690,1886,"AverageApproachShotDistance",2007
108,108,"Jesper Parnevik",88,163.9,7918566,1342,"AverageApproachShotDistance",2007
108,108,"Brett Quigley",79,163.9,6677638,1132,"AverageApproachShotDistance",2007
108,108,"Brett Wetterich",88,163.9,7386893,1252,"AverageApproachShotDistance",2007
112,112,"Parker McLachlin",83,164,7724474,1308,"AverageApproachShotDistance",2007
113,113,"Steve Elkington",87,164.1,7719486,1307,"AverageApproachShotDistance",2007
113,113,"Henrik Stenson",52,164.1,3803446,644,"AverageApproachShotDistance",2007
115,115,"Robert Garrigus",95,164.2,9113770,1542,"AverageApproachShotDistance",2007
115,115,"Kent Jones",97,164.2,9293170,1572,"AverageApproachShotDistance",2007
115,115,"Cliff Kresge",107,164.2,10592266,1792,"AverageApproachShotDistance",2007
115,115,"Corey Pavin",81,164.2,7538494,1275,"AverageApproachShotDistance",2007
115,115,"Bo Van Pelt",104,164.2,10276440,1738,"AverageApproachShotDistance",2007
120,120,"Charlie Wi",90,164.3,8771047,1483,"AverageApproachShotDistance",2007
121,121,"Mark Calcavecchia",93,164.4,7749029,1309,"AverageApproachShotDistance",2007
121,121,"Tom Johnson",74,164.4,6680229,1129,"AverageApproachShotDistance",2007
123,123,"Jeff Quinney",95,164.5,9113193,1539,"AverageApproachShotDistance",2007
123,123,"Jaco Van Zyl",51,164.5,4672792,789,"AverageApproachShotDistance",2007
125,125,"Ben Curtis",80,164.6,6749549,1139,"AverageApproachShotDistance",2007
125,125,"Jason Gore",86,164.6,8295820,1400,"AverageApproachShotDistance",2007
125,125,"Trevor Immelman",74,164.6,5747646,970,"AverageApproachShotDistance",2007
125,125,"Steve Marino",106,164.6,9662754,1631,"AverageApproachShotDistance",2007
125,125,"Carl Pettersson",111,164.6,9739059,1644,"AverageApproachShotDistance",2007
130,130,"Billy Andrade",88,164.7,8362486,1410,"AverageApproachShotDistance",2007
130,130,"Vijay Singh",102,164.7,8685781,1465,"AverageApproachShotDistance",2007
132,132,"Jim Furyk",84,164.9,7015105,1182,"AverageApproachShotDistance",2007
132,132,"Ryuji Imada",104,164.9,9436893,1590,"AverageApproachShotDistance",2007
132,132,"Daisuke Maruyama",86,164.9,8083081,1362,"AverageApproachShotDistance",2007
132,132,"Tom Pernice Jr",104,164.9,8903259,1500,"AverageApproachShotDistance",2007
132,132,"Steve Wheatcroft",73,164.9,6460459,1088,"AverageApproachShotDistance",2007
137,137,"Woody Austin",95,165,8939566,1505,"AverageApproachShotDistance",2007
137,137,"Scott Gutschewski",67,165,6160735,1037,"AverageApproachShotDistance",2007
137,137,"JJ Henry",86,165,7240773,1219,"AverageApproachShotDistance",2007
137,137,"Jerry Kelly",101,165,7963325,1341,"AverageApproachShotDistance",2007
141,141,"Brian Davis",101,165.1,9359335,1575,"AverageApproachShotDistance",2007
141,141,"Hunter Mahan",91,165.1,7633613,1284,"AverageApproachShotDistance",2007
141,141,"Bob Tway",103,165.1,9378376,1578,"AverageApproachShotDistance",2007
144,144,"Steve Allan",63,165.2,5809665,977,"AverageApproachShotDistance",2007
144,144,"Jose Coceres",50,165.2,4485353,754,"AverageApproachShotDistance",2007
144,144,"Steve Flesch",100,165.2,9569009,1609,"AverageApproachShotDistance",2007
144,144,"Jeff Gove",103,165.2,10018373,1685,"AverageApproachShotDistance",2007
144,144,"Rod Pampling",92,165.2,7875816,1324,"AverageApproachShotDistance",2007
144,144,"DJ Trahan",99,165.2,9587343,1612,"AverageApproachShotDistance",2007
150,150,"Jason Dufner",100,165.3,9229832,1551,"AverageApproachShotDistance",2007
150,150,"Will Ma Kenzie",100,165.3,9686461,1628,"AverageApproachShotDistance",2007
152,152,"Cameron Beckman",96,165.4,9048452,1520,"AverageApproachShotDistance",2007
152,152,"Mathias Gronberg",95,165.4,9352557,1571,"AverageApproachShotDistance",2007
154,154,"Troy Matteson",87,165.5,8103782,1360,"AverageApproachShotDistance",2007
154,154,"Jose Maria Olazabal",52,165.5,3931823,660,"AverageApproachShotDistance",2007
154,154,"Dean Wilson",92,165.5,7994494,1342,"AverageApproachShotDistance",2007
157,157,"JB Holmes",71,165.6,6814785,1143,"AverageApproachShotDistance",2007
157,157,"Pat Perez",84,165.6,6933138,1163,"AverageApproachShotDistance",2007
159,159,"Zach Johnson",76,165.7,6417262,1076,"AverageApproachShotDistance",2007
159,159,"Paul Stankowski",52,165.7,4486514,752,"AverageApproachShotDistance",2007
159,159,"Nick Watney",87,165.7,7454910,1250,"AverageApproachShotDistance",2007
162,162,"Aaron Baddeley",83,165.8,7025790,1177,"AverageApproachShotDistance",2007
163,163,"John Senden",97,165.9,8999939,1507,"AverageApproachShotDistance",2007
164,164,"Nick OHern",72,166,5904347,988,"AverageApproachShotDistance",2007
164,164,"Rory Sabbatini",81,166,6710480,1123,"AverageApproachShotDistance",2007
166,166,"Scott Verplank",82,166.3,6316262,1055,"AverageApproachShotDistance",2007
167,167,"Bill Haas",93,166.4,8806047,1470,"AverageApproachShotDistance",2007
167,167,"Kevin Na",84,166.4,8373731,1398,"AverageApproachShotDistance",2007
167,167,"Tim Petrovic",106,166.4,10184950,1700,"AverageApproachShotDistance",2007
170,170,"Rich Beem",89,166.5,7521532,1255,"AverageApproachShotDistance",2007
170,170,"Lucas Glover",98,166.5,8365972,1396,"AverageApproachShotDistance",2007
170,170,"Mathew Goggin",97,166.5,9333503,1557,"AverageApproachShotDistance",2007
170,170,"Padraig Harrington",64,166.5,4908460,819,"AverageApproachShotDistance",2007
174,174,"Jonathan Byrd",73,166.6,6679884,1114,"AverageApproachShotDistance",2007
174,174,"Justin Rose",63,166.6,4197596,700,"AverageApproachShotDistance",2007
176,176,"Sean OHair",98,166.7,8921596,1487,"AverageApproachShotDistance",2007
176,176,"Charles Warren",101,166.7,9942686,1657,"AverageApproachShotDistance",2007
178,178,"Ernie Els",59,166.8,4737856,789,"AverageApproachShotDistance",2007
178,178,"Anthony Kim",93,166.8,8579085,1429,"AverageApproachShotDistance",2007
178,178,"Ryan Moore",92,166.8,8046627,1340,"AverageApproachShotDistance",2007
181,181,"Kevin Sutherland",85,166.9,7406655,1233,"AverageApproachShotDistance",2007
182,182,"Adam Scott",69,167.2,5833102,969,"AverageApproachShotDistance",2007
183,183,"KJ Choi",87,167.5,7357624,1220,"AverageApproachShotDistance",2007
183,183,"Billy Mayfair",98,167.5,8968217,1487,"AverageApproachShotDistance",2007
183,183,"Mike Weir",82,167.5,6457858,1071,"AverageApproachShotDistance",2007
186,186,"Anders Hansen",55,167.7,3677521,609,"AverageApproachShotDistance",2007
187,187,"Camilo Villegas",82,167.9,7447101,1232,"AverageApproachShotDistance",2007
188,188,"Michael Putnam",96,168,8638896,1428,"AverageApproachShotDistance",2007
189,189,"Nathan Green",103,168.2,9423297,1556,"AverageApproachShotDistance",2007
190,190,"Robert Allenby",90,168.3,8129434,1342,"AverageApproachShotDistance",2007
191,191,"Stephen Leaney",82,168.7,8058375,1327,"AverageApproachShotDistance",2007
191,191,"Johnson Wagner",97,168.7,9365589,1542,"AverageApproachShotDistance",2007
193,193,"Phil Mickelson",73,169,5639590,927,"AverageApproachShotDistance",2007
194,194,"Jason Bohn",57,169.3,5755128,944,"AverageApproachShotDistance",2007
195,195,"Sergio Garcia",68,169.9,6041527,988,"AverageApproachShotDistance",2007
195,195,"Tiger Woods",63,169.9,4708458,770,"AverageApproachShotDistance",2007
