"BonusPutting_RANKTHISWEEK_2006","BonusPutting_RANKLASTWEEK_2006","BonusPutting_PLAYERNAME_2006","BonusPutting_ROUNDS_2006","BonusPutting_VALUE_2006","BonusPutting_ATTEMPTS_2006","BonusPutting_TOTMADE20_2006","BonusPutting_TOTMADE_2006","stat_name","year"
79,79,"Michael Allen",84,99.5,1007,26,976,"BonusPutting",2006
80,80,"Luke Donald",66,99.49,593,19,571,"BonusPutting",2006
81,81,"Ted Purdy",103,99.47,1125,46,1073,"BonusPutting",2006
82,82,"Padraig Harrington",54,99.45,546,14,529,"BonusPutting",2006
83,83,"David Branshaw",98,99.44,1248,32,1209,"BonusPutting",2006
84,84,"Bart Bryant",87,99.41,1017,23,988,"BonusPutting",2006
85,85,"Billy Mayfair",94,99.37,1117,35,1075,"BonusPutting",2006
86,86,"Bob Estes",85,99.35,1069,32,1030,"BonusPutting",2006
87,87,"Stephen Ames",63,99.34,608,21,583,"BonusPutting",2006
88,88,"Frank Lickliter II",99,99.33,1196,40,1148,"BonusPutting",2006
89,89,"Ryan Hietala",61,99.32,736,14,717,"BonusPutting",2006
90,90,"Brian Davis",92,99.3,1142,31,1103,"BonusPutting",2006
90,90,"Charles Howell III",96,99.3,1150,33,1109,"BonusPutting",2006
92,92,"Brandt Jobe",91,99.29,989,34,948,"BonusPutting",2006
93,93,"Bernhard Langer",77,99.28,832,24,802,"BonusPutting",2006
94,94,"Scott Gutschewski",53,99.22,640,13,622,"BonusPutting",2006
94,94,"Bo Van Pelt",102,99.22,1282,37,1235,"BonusPutting",2006
96,96,"Troy Matteson",101,99.2,1257,44,1203,"BonusPutting",2006
97,97,"Shaun Micheel",96,99.19,1111,25,1077,"BonusPutting",2006
97,97,"Chris Riley",86,99.19,982,43,931,"BonusPutting",2006
97,97,"Adam Scott",70,99.19,744,30,708,"BonusPutting",2006
100,100,"Hidemichi Tanaka",74,99.17,963,34,921,"BonusPutting",2006
101,101,"Bill Haas",99,99.15,1287,31,1245,"BonusPutting",2006
102,102,"Phil Mickelson",74,99.12,681,17,658,"BonusPutting",2006
103,103,"Steve Elkington",52,99.11,676,26,644,"BonusPutting",2006
104,104,"Steve Jones",83,99.09,991,30,952,"BonusPutting",2006
105,105,"Jason Gore",86,99.08,979,25,945,"BonusPutting",2006
106,106,"Tim Petrovic",95,99.07,1179,43,1125,"BonusPutting",2006
107,107,"Ryuji Imada",105,99.04,1244,33,1199,"BonusPutting",2006
108,108,"Ian Leggatt",80,99.01,1007,22,975,"BonusPutting",2006
109,109,"Zach Johnson",98,98.99,1092,26,1055,"BonusPutting",2006
110,110,"Kenny Perry",73,98.96,868,23,836,"BonusPutting",2006
111,111,"Mathew Goggin",72,98.94,848,32,807,"BonusPutting",2006
111,111,"Tjaart van der Walt",60,98.94,755,21,726,"BonusPutting",2006
113,113,"Tommy Armour III",65,98.93,746,21,717,"BonusPutting",2006
114,114,"Craig Barlow",77,98.92,833,33,791,"BonusPutting",2006
114,114,"Lucas Glover",105,98.92,1209,29,1167,"BonusPutting",2006
116,116,"Rich Beem",85,98.91,921,26,885,"BonusPutting",2006
116,116,"Mike Sposa",68,98.91,829,26,794,"BonusPutting",2006
118,118,"Robert Gamez",94,98.89,1167,32,1122,"BonusPutting",2006
119,119,"Chris DiMarco",83,98.86,877,22,845,"BonusPutting",2006
120,120,"Paul Azinger",87,98.85,1131,25,1093,"BonusPutting",2006
121,121,"Dudley Hart",83,98.83,1026,31,983,"BonusPutting",2006
122,122,"Daisuke Maruyama",83,98.81,1010,29,969,"BonusPutting",2006
123,123,"Eric Axley",91,98.75,1116,26,1076,"BonusPutting",2006
123,123,"Shane Bertsch",104,98.75,1282,31,1235,"BonusPutting",2006
125,125,"Greg Kraft",79,98.74,956,23,921,"BonusPutting",2006
126,126,"Kent Jones",103,98.7,1232,44,1172,"BonusPutting",2006
127,127,"Scott Verplank",88,98.66,970,19,938,"BonusPutting",2006
128,128,"Chad Campbell",91,98.65,966,23,930,"BonusPutting",2006
128,128,"Kevin Sutherland",100,98.65,1263,35,1211,"BonusPutting",2006
130,130,"Doug Barron",74,98.64,956,22,921,"BonusPutting",2006
130,130,"Justin Leonard",83,98.64,957,20,924,"BonusPutting",2006
132,132,"Joe Ogilvie",95,98.63,1098,28,1055,"BonusPutting",2006
132,132,"Charles Warren",93,98.63,1170,27,1127,"BonusPutting",2006
134,134,"Jason Bohn",104,98.6,1282,28,1236,"BonusPutting",2006
135,135,"Jeff Overton",95,98.59,1208,28,1163,"BonusPutting",2006
136,136,"Charley Hoffman",100,98.56,1251,29,1204,"BonusPutting",2006
137,137,"Sean OHair",100,98.55,1103,30,1057,"BonusPutting",2006
138,138,"Ron Whittaker",81,98.53,1022,27,980,"BonusPutting",2006
139,139,"James Driscoll",80,98.51,1073,37,1020,"BonusPutting",2006
140,140,"Paul Stankowski",70,98.49,925,29,882,"BonusPutting",2006
141,141,"Bob Tway",81,98.47,978,33,930,"BonusPutting",2006
142,142,"Brett Wetterich",82,98.46,1041,22,1003,"BonusPutting",2006
143,143,"Bob May",65,98.45,772,17,743,"BonusPutting",2006
143,143,"Greg Owen",79,98.45,903,21,868,"BonusPutting",2006
145,145,"Robert Garrigus",85,98.39,1053,29,1007,"BonusPutting",2006
145,145,"Nick Watney",97,98.39,1244,35,1189,"BonusPutting",2006
147,147,"DJ Trahan",92,98.34,1082,36,1028,"BonusPutting",2006
148,148,"Tim Clark",80,98.28,814,25,775,"BonusPutting",2006
149,149,"John Engler Jr",69,98.26,919,24,879,"BonusPutting",2006
150,150,"Rory Sabbatini",84,98.24,909,21,872,"BonusPutting",2006
151,151,"Greg Chalmers",71,98.23,792,24,754,"BonusPutting",2006
152,152,"Mike Weir",88,98.22,899,21,862,"BonusPutting",2006
153,153,"Mark Brooks",90,98.19,1108,25,1063,"BonusPutting",2006
153,153,"Bubba Watson",83,98.19,1052,22,1011,"BonusPutting",2006
155,155,"Steve Lowery",99,98.18,1209,29,1158,"BonusPutting",2006
156,156,"Woody Austin",107,98.17,1311,37,1250,"BonusPutting",2006
157,157,"Jon Mills",68,98.15,812,25,772,"BonusPutting",2006
158,158,"Skip Kendall",72,98.1,842,18,808,"BonusPutting",2006
159,159,"Will Ma Kenzie",91,98.08,1092,32,1039,"BonusPutting",2006
160,160,"Jerry Kelly",100,98.07,1193,30,1140,"BonusPutting",2006
161,161,"Jeff Gove",91,98.02,1212,30,1158,"BonusPutting",2006
162,162,"Brian Bateman",69,98.01,855,22,816,"BonusPutting",2006
163,163,"John Senden",96,98,1149,30,1096,"BonusPutting",2006
164,164,"Arjun Atwal",97,97.94,1164,35,1105,"BonusPutting",2006
165,165,"Carlos Franco",86,97.92,1152,42,1086,"BonusPutting",2006
166,166,"Jonathan Kaye",95,97.91,1294,30,1237,"BonusPutting",2006
167,167,"Bubba Dickerson",98,97.89,1234,28,1180,"BonusPutting",2006
168,168,"Fred Couples",52,97.85,466,14,442,"BonusPutting",2006
168,168,"Peter Lonard",77,97.85,979,16,942,"BonusPutting",2006
170,170,"Kris Cox",83,97.79,1039,25,991,"BonusPutting",2006
171,171,"Paul Goydos",72,97.76,938,26,891,"BonusPutting",2006
172,172,"Mark Calcavecchia",94,97.73,1145,26,1093,"BonusPutting",2006
173,173,"JB Holmes",81,97.7,914,32,861,"BonusPutting",2006
174,174,"Michael Connell",51,97.56,615,19,581,"BonusPutting",2006
175,175,"Jerry Smith",94,97.55,1222,35,1157,"BonusPutting",2006
176,176,"John Daly",51,97.5,601,18,568,"BonusPutting",2006
177,177,"Robert Damron",91,97.49,1193,21,1142,"BonusPutting",2006
178,178,"Wes Short Jr",96,97.43,1208,31,1146,"BonusPutting",2006
179,179,"Billy Andrade",78,97.38,879,24,832,"BonusPutting",2006
180,180,"Sergio Garcia",59,97.34,564,13,536,"BonusPutting",2006
181,181,"Kirk Triplett",58,97.33,712,17,676,"BonusPutting",2006
182,182,"Lee Janzen",79,97.29,997,24,946,"BonusPutting",2006
183,183,"Joe Durant",101,97.25,1419,33,1347,"BonusPutting",2006
184,184,"Roger Tambellini",64,97.21,788,18,748,"BonusPutting",2006
185,185,"Joey Sindelar",90,97.19,1137,26,1079,"BonusPutting",2006
186,186,"John Huston",74,97.16,915,27,862,"BonusPutting",2006
187,187,"Camilo Villegas",95,97.1,1206,28,1143,"BonusPutting",2006
188,188,"Thomas Levet",53,96.99,730,21,687,"BonusPutting",2006
189,189,"Chris Couch",75,96.95,983,16,937,"BonusPutting",2006
190,190,"Alex Aragon",63,96.9,775,22,729,"BonusPutting",2006
191,191,"Tim Herron",82,96.84,918,23,866,"BonusPutting",2006
192,192,"Alex Cejka",93,96.69,1180,22,1119,"BonusPutting",2006
193,193,"Omar Uresti",61,96.61,767,17,724,"BonusPutting",2006
194,194,"Matt Hansen",68,96.22,873,15,825,"BonusPutting",2006
195,195,"Nicholas Thompson",96,96.15,1169,25,1099,"BonusPutting",2006
196,196,"Pat Perez",50,95.62,616,17,572,"BonusPutting",2006
