"TotalDistanceEfficiency_RANKTHISWEEK_2016","TotalDistanceEfficiency_RANKLASTWEEK_2016","TotalDistanceEfficiency_PLAYERNAME_2016","TotalDistanceEfficiency_ROUNDS_2016","TotalDistanceEfficiency_AVG_2016","TotalDistanceEfficiency_AVERAGEDISTANCEYARDS_2016","TotalDistanceEfficiency_AVERAGECLUBHEADSPEED_2016","TotalDistanceEfficiency_TOTALATTEMPTS_2016","TotalDistanceEfficiency_HIGHESTDISTEFFICIENCY_2016","stat_name","year"
16,6,"Justin Leonard",28,2.656,273.763,103.086,28,2.935,"TotalDistanceEfficiency",2016
16,6,"Wes Roach",33,2.656,295.9,111.394,22,3.01,"TotalDistanceEfficiency",2016
18,41,"Anirban Lahiri",44,2.652,297.747,112.262,33,3.195,"TotalDistanceEfficiency",2016
19,10,"Ryan Palmer",46,2.65,304.846,115.045,51,2.944,"TotalDistanceEfficiency",2016
19,45,"Adam Scott",39,2.65,316.008,119.228,27,3.082,"TotalDistanceEfficiency",2016
21,26,"Vaughn Taylor",30,2.646,281.627,106.436,35,3.16,"TotalDistanceEfficiency",2016
22,24,"Jeff Overton",51,2.644,287.428,108.73,57,3.185,"TotalDistanceEfficiency",2016
23,19,"Blayne Barber",44,2.643,287.26,108.675,45,3.007,"TotalDistanceEfficiency",2016
23,33,"Hideki Matsuyama",40,2.643,297.469,112.543,32,3.09,"TotalDistanceEfficiency",2016
25,15,"Charlie Beljan",26,2.642,319.041,120.742,13,3.057,"TotalDistanceEfficiency",2016
26,36,"DA Points",32,2.641,287.414,108.838,20,3.001,"TotalDistanceEfficiency",2016
27,22,"David Hearn",55,2.64,284.02,107.586,52,3.302,"TotalDistanceEfficiency",2016
28,19,"Darron Stiles",28,2.637,264.304,100.245,18,3.111,"TotalDistanceEfficiency",2016
29,21,"Zach Johnson",42,2.633,281.036,106.725,37,2.962,"TotalDistanceEfficiency",2016
30,35,"Phil Mickelson",37,2.632,303.559,115.346,28,2.991,"TotalDistanceEfficiency",2016
31,47,"Scott Stallings",46,2.631,301.963,114.757,43,3.086,"TotalDistanceEfficiency",2016
32,39,"Rory McIlroy",37,2.63,314.281,119.503,25,3.093,"TotalDistanceEfficiency",2016
33,75,"Brian Stuard",24,2.629,276.558,105.195,19,3.148,"TotalDistanceEfficiency",2016
34,28,"Justin Thomas",53,2.627,307.388,116.998,48,3.253,"TotalDistanceEfficiency",2016
35,39,"Ian Poulter",37,2.625,287.836,109.642,29,3.023,"TotalDistanceEfficiency",2016
35,26,"Camilo Villegas",50,2.625,289.543,110.308,48,3.002,"TotalDistanceEfficiency",2016
37,37,"Padraig Harrington",38,2.622,294.359,112.249,37,3.066,"TotalDistanceEfficiency",2016
38,31,"Martin Laird",46,2.62,301.147,114.93,36,2.949,"TotalDistanceEfficiency",2016
38,22,"Andrew Landry",24,2.62,287.235,109.634,9,2.944,"TotalDistanceEfficiency",2016
40,24,"Jordan Spieth",34,2.619,292.284,111.604,25,2.869,"TotalDistanceEfficiency",2016
41,41,"Vijay Singh",42,2.618,286.457,109.423,49,3.235,"TotalDistanceEfficiency",2016
42,72,"Boo Weekley",53,2.617,291.375,111.319,49,3.316,"TotalDistanceEfficiency",2016
43,52,"Jason Bohn",37,2.616,284.412,108.724,19,2.996,"TotalDistanceEfficiency",2016
44,29,"Russell Knox",48,2.613,289.832,110.902,40,3.058,"TotalDistanceEfficiency",2016
44,60,"Brendan Steele",48,2.613,310.522,118.833,36,3.054,"TotalDistanceEfficiency",2016
46,63,"Will Ma Kenzie",54,2.612,287.375,110.022,47,3.211,"TotalDistanceEfficiency",2016
47,63,"DH Lee",35,2.611,281.25,107.712,23,3.13,"TotalDistanceEfficiency",2016
47,30,"Chez Reavie",56,2.611,283.525,108.593,50,2.943,"TotalDistanceEfficiency",2016
49,31,"Jason Day",36,2.609,306.884,117.626,30,3.054,"TotalDistanceEfficiency",2016
50,93,"Chris Stroud",52,2.605,291.396,111.861,45,3.278,"TotalDistanceEfficiency",2016
51,84,"Emiliano Grillo",47,2.604,297.398,114.214,38,3.248,"TotalDistanceEfficiency",2016
51,37,"Chris Kirk",51,2.604,286.682,110.095,48,3.196,"TotalDistanceEfficiency",2016
53,93,"Retief Goosen",37,2.601,290.407,111.648,44,3.161,"TotalDistanceEfficiency",2016
54,56,"Jamie Donaldson",28,2.6,290.315,111.663,30,2.914,"TotalDistanceEfficiency",2016
54,44,"Carl Pettersson",31,2.6,280.1,107.712,30,3.229,"TotalDistanceEfficiency",2016
54,60,"Justin Rose",35,2.6,307.462,118.264,28,3.016,"TotalDistanceEfficiency",2016
57,81,"Chesson Hadley",51,2.599,296.412,114.031,49,3.154,"TotalDistanceEfficiency",2016
57,45,"Dustin Johnson",37,2.599,316.449,121.735,25,3.018,"TotalDistanceEfficiency",2016
59,69,"Johnson Wagner",44,2.598,288.387,110.99,37,3.099,"TotalDistanceEfficiency",2016
60,51,"Tyler Aldridge",53,2.597,286.495,110.313,42,3.012,"TotalDistanceEfficiency",2016
60,47,"Matt Kuchar",46,2.597,281.995,108.6,41,3.028,"TotalDistanceEfficiency",2016
60,47,"Lucas Lee",22,2.597,275.562,106.102,18,2.949,"TotalDistanceEfficiency",2016
60,47,"Andres Romero",22,2.597,299.161,115.202,15,3.238,"TotalDistanceEfficiency",2016
64,109,"Harris English",51,2.596,309.724,119.329,38,3.218,"TotalDistanceEfficiency",2016
65,52,"Louis Oosthuizen",25,2.595,293.628,113.163,18,2.858,"TotalDistanceEfficiency",2016
66,68,"Davis Love III",40,2.594,291.378,112.307,37,3.237,"TotalDistanceEfficiency",2016
67,54,"Keegan Bradley",40,2.593,300.82,115.992,33,3.174,"TotalDistanceEfficiency",2016
67,93,"Scott Pinckney",53,2.593,303.176,116.943,40,3.171,"TotalDistanceEfficiency",2016
67,54,"Andy Sullivan",25,2.593,290.658,112.099,23,2.848,"TotalDistanceEfficiency",2016
70,70,"Webb Simpson",34,2.591,288.812,111.464,32,3,"TotalDistanceEfficiency",2016
70,56,"Jimmy Walker",43,2.591,305.449,117.881,35,3.097,"TotalDistanceEfficiency",2016
70,56,"Bubba Watson",30,2.591,314.299,121.3,18,2.873,"TotalDistanceEfficiency",2016
73,81,"Morgan Hoffmann",43,2.59,291.168,112.399,42,3.226,"TotalDistanceEfficiency",2016
74,60,"Scott Piercy",45,2.589,305.263,117.925,31,3.219,"TotalDistanceEfficiency",2016
75,107,"Brian Harman",60,2.588,285.83,110.45,48,3.12,"TotalDistanceEfficiency",2016
75,59,"Sung Kang",51,2.588,291.24,112.544,46,3.119,"TotalDistanceEfficiency",2016
77,77,"Ben Crane",48,2.587,279.949,108.212,46,3.109,"TotalDistanceEfficiency",2016
78,65,"Brian Gay",22,2.586,268.395,103.773,17,2.879,"TotalDistanceEfficiency",2016
78,65,"DJ Trahan",23,2.586,293.197,113.365,11,2.806,"TotalDistanceEfficiency",2016
80,75,"Shawn Stefani",45,2.585,296.13,114.575,42,2.904,"TotalDistanceEfficiency",2016
81,67,"Brandt Snedeker",47,2.584,287.897,111.429,35,2.999,"TotalDistanceEfficiency",2016
82,83,"Jonas Blixt",46,2.583,292.183,113.131,43,3.01,"TotalDistanceEfficiency",2016
82,90,"Whee Kim",54,2.583,287.117,111.166,44,2.98,"TotalDistanceEfficiency",2016
82,117,"Danny Lee",53,2.583,290.074,112.317,43,3.072,"TotalDistanceEfficiency",2016
85,93,"Justin Hicks",26,2.582,275.094,106.55,33,2.947,"TotalDistanceEfficiency",2016
85,137,"JB Holmes",39,2.582,322.274,124.816,31,3.241,"TotalDistanceEfficiency",2016
85,106,"Scott Langley",41,2.582,286.922,111.128,31,3.113,"TotalDistanceEfficiency",2016
85,89,"Steve Marino",40,2.582,293.436,113.665,27,2.944,"TotalDistanceEfficiency",2016
89,70,"Sam Saunders",40,2.581,290.952,112.719,30,3.081,"TotalDistanceEfficiency",2016
90,113,"William McGirt",54,2.58,287.66,111.492,47,3.201,"TotalDistanceEfficiency",2016
91,77,"Robert Allenby",35,2.579,275.755,106.931,26,2.994,"TotalDistanceEfficiency",2016
91,73,"Graeme McDowell",33,2.579,286.519,111.078,32,2.918,"TotalDistanceEfficiency",2016
91,101,"Michael Thompson",46,2.579,297.467,115.358,31,3.116,"TotalDistanceEfficiency",2016
94,107,"Patrick Rodgers",49,2.578,307.481,119.292,40,3.153,"TotalDistanceEfficiency",2016
95,105,"Luke Donald",49,2.576,283.749,110.137,39,2.938,"TotalDistanceEfficiency",2016
95,74,"Luke Guthrie",31,2.576,284.164,110.304,22,2.765,"TotalDistanceEfficiency",2016
97,77,"KJ Choi",47,2.574,279.01,108.38,47,3.235,"TotalDistanceEfficiency",2016
97,77,"Russell Henley",42,2.574,294.181,114.268,44,3.163,"TotalDistanceEfficiency",2016
99,110,"Brendon Todd",43,2.573,274.874,106.824,41,3.079,"TotalDistanceEfficiency",2016
100,84,"Ken Duke",26,2.57,276.149,107.441,31,2.875,"TotalDistanceEfficiency",2016
100,84,"Troy Merritt",41,2.57,283.504,110.302,32,2.92,"TotalDistanceEfficiency",2016
100,120,"Steve Wheatcroft",53,2.57,287.196,111.77,49,3.084,"TotalDistanceEfficiency",2016
103,87,"Miguel Angel Carballo",24,2.569,287.535,111.938,11,2.815,"TotalDistanceEfficiency",2016
103,104,"Spencer Levin",62,2.569,280.877,109.344,57,3.161,"TotalDistanceEfficiency",2016
103,87,"Bryce Molder",50,2.569,282.527,109.993,49,2.936,"TotalDistanceEfficiency",2016
106,111,"Fabian Gomez",49,2.568,289.477,112.742,51,2.982,"TotalDistanceEfficiency",2016
106,103,"Mark Wilson",42,2.568,274.796,107,39,3.112,"TotalDistanceEfficiency",2016
108,90,"Branden Grace",31,2.567,296.037,115.303,23,2.888,"TotalDistanceEfficiency",2016
108,90,"Jerry Kelly",44,2.567,273.189,106.412,33,2.843,"TotalDistanceEfficiency",2016
110,114,"Roberto Castro",55,2.566,283.37,110.452,51,3.108,"TotalDistanceEfficiency",2016
110,132,"James Hahn",45,2.566,297.78,116.056,40,2.991,"TotalDistanceEfficiency",2016
110,93,"JJ Henry",44,2.566,290.803,113.33,41,3.09,"TotalDistanceEfficiency",2016
113,111,"Jim Herman",55,2.563,292.972,114.297,44,2.939,"TotalDistanceEfficiency",2016
113,93,"Peter Malnati",53,2.563,278.276,108.595,33,3.058,"TotalDistanceEfficiency",2016
115,99,"Jason Dufner",53,2.562,291.17,113.633,48,2.989,"TotalDistanceEfficiency",2016
115,99,"Brice Garnett",29,2.562,282.925,110.449,16,2.928,"TotalDistanceEfficiency",2016
117,101,"Cameron Percy",22,2.561,284.056,110.901,16,2.869,"TotalDistanceEfficiency",2016
117,117,"Daniel Summerhays",55,2.561,285.232,111.385,51,3.16,"TotalDistanceEfficiency",2016
119,127,"Rickie Fowler",42,2.56,301.705,117.838,36,3.034,"TotalDistanceEfficiency",2016
119,122,"Ben Martin",48,2.56,290.402,113.421,45,3.053,"TotalDistanceEfficiency",2016
121,125,"Cameron Tringale",47,2.557,282.479,110.465,47,3.059,"TotalDistanceEfficiency",2016
122,150,"Tom Hoge",47,2.556,295.209,115.49,36,3.148,"TotalDistanceEfficiency",2016
122,130,"Michael Kim",62,2.556,287.764,112.593,60,3.306,"TotalDistanceEfficiency",2016
122,120,"Patton Kizzire",57,2.556,289.456,113.261,50,3.196,"TotalDistanceEfficiency",2016
125,114,"Zac Blair",56,2.555,274.993,107.637,51,2.949,"TotalDistanceEfficiency",2016
126,170,"Erik Compton",45,2.554,294.15,115.18,36,3.237,"TotalDistanceEfficiency",2016
126,122,"Derek Fathauer",58,2.554,287.696,112.653,52,3.32,"TotalDistanceEfficiency",2016
126,158,"Jason Gore",51,2.554,293.149,114.766,43,3.228,"TotalDistanceEfficiency",2016
129,114,"John Huh",51,2.549,283.864,111.369,47,3.121,"TotalDistanceEfficiency",2016
130,117,"Abraham Ancer",26,2.548,273.009,107.162,16,2.755,"TotalDistanceEfficiency",2016
131,139,"Chad Collins",45,2.547,279.728,109.838,40,2.96,"TotalDistanceEfficiency",2016
131,144,"Brendon de Jonge",55,2.547,287.845,112.992,47,3.129,"TotalDistanceEfficiency",2016
131,133,"Colt Knost",56,2.547,273.305,107.285,53,2.941,"TotalDistanceEfficiency",2016
134,136,"Lucas Glover",53,2.545,293.867,115.459,57,2.866,"TotalDistanceEfficiency",2016
135,141,"Jamie Lovemark",57,2.543,307.256,120.802,54,3.033,"TotalDistanceEfficiency",2016
136,148,"Matt Every",34,2.542,287.556,113.117,39,3.081,"TotalDistanceEfficiency",2016
137,124,"Will Wilcox",47,2.541,292.361,115.057,40,2.879,"TotalDistanceEfficiency",2016
138,137,"Steven Bowditch",40,2.54,297.78,117.229,29,2.958,"TotalDistanceEfficiency",2016
138,125,"Billy Hurley III",22,2.54,276.355,108.791,17,2.748,"TotalDistanceEfficiency",2016
138,145,"Francesco Molinari",36,2.54,283.108,111.481,40,2.787,"TotalDistanceEfficiency",2016
138,130,"Greg Owen",56,2.54,300.093,118.132,48,2.955,"TotalDistanceEfficiency",2016
142,172,"Hunter Mahan",43,2.539,294.924,116.146,39,3.137,"TotalDistanceEfficiency",2016
142,143,"Kyle Reifers",63,2.539,286.884,112.987,56,3.095,"TotalDistanceEfficiency",2016
144,147,"Scott Brown",59,2.538,287.862,113.402,51,2.988,"TotalDistanceEfficiency",2016
144,133,"Tyrone Van Aswegen",67,2.538,291.118,114.684,51,2.884,"TotalDistanceEfficiency",2016
146,127,"Charl Schwartzel",29,2.536,298.699,117.787,23,2.837,"TotalDistanceEfficiency",2016
146,133,"Kyle Stanley",57,2.536,288.709,113.831,58,2.943,"TotalDistanceEfficiency",2016
148,129,"Jason Kokrak",52,2.535,313.006,123.45,40,2.901,"TotalDistanceEfficiency",2016
149,177,"Paul Casey",39,2.531,296.894,117.311,30,3.12,"TotalDistanceEfficiency",2016
150,174,"Henrik Stenson",30,2.529,301.152,119.09,11,2.842,"TotalDistanceEfficiency",2016
151,139,"Dicky Pride",33,2.527,271.673,107.529,26,2.793,"TotalDistanceEfficiency",2016
152,155,"Adam Hadwin",53,2.526,293.291,116.087,51,3.015,"TotalDistanceEfficiency",2016
152,141,"Smylie Kaufman",57,2.526,303.519,120.152,42,2.898,"TotalDistanceEfficiency",2016
154,160,"Ollie Schniederjans",23,2.525,313.606,124.181,16,2.898,"TotalDistanceEfficiency",2016
155,155,"Bronson Burgoon",53,2.524,293.973,116.494,36,3.004,"TotalDistanceEfficiency",2016
155,150,"Chad Campbell",54,2.524,286.197,113.391,50,2.873,"TotalDistanceEfficiency",2016
157,150,"Charles Howell III",63,2.523,305.564,121.1,58,3.047,"TotalDistanceEfficiency",2016
158,145,"Seung Yul Noh",54,2.522,291.222,115.456,50,2.91,"TotalDistanceEfficiency",2016
159,166,"Stuart Appleby",39,2.52,278.434,110.506,43,3.27,"TotalDistanceEfficiency",2016
159,164,"Luke List",51,2.52,308.025,122.23,45,3.049,"TotalDistanceEfficiency",2016
161,164,"Kevin Chappell",49,2.519,294.202,116.771,35,2.922,"TotalDistanceEfficiency",2016
162,149,"Andres Gonzales",46,2.517,291.38,115.756,38,2.947,"TotalDistanceEfficiency",2016
162,179,"Cameron Smith",45,2.517,283.049,112.442,28,3.114,"TotalDistanceEfficiency",2016
164,153,"Bill Haas",42,2.513,286.663,114.065,33,2.777,"TotalDistanceEfficiency",2016
165,162,"Si Woo Kim",63,2.511,294.132,117.157,55,3.097,"TotalDistanceEfficiency",2016
165,154,"Kevin Na",52,2.511,282.115,112.336,37,2.848,"TotalDistanceEfficiency",2016
165,166,"Geoff Ogilvy",37,2.511,284.052,113.141,36,3.043,"TotalDistanceEfficiency",2016
168,181,"Dawie van der Walt",48,2.51,295.265,117.652,35,3.068,"TotalDistanceEfficiency",2016
169,155,"Jon Curran",55,2.509,271.239,108.107,50,2.894,"TotalDistanceEfficiency",2016
169,166,"Mark Hubbard",73,2.509,281.335,112.135,67,2.967,"TotalDistanceEfficiency",2016
169,183,"Jhonattan Vegas",49,2.509,310.692,123.826,36,2.934,"TotalDistanceEfficiency",2016
172,159,"Stewart Cink",45,2.507,294.468,117.471,32,2.858,"TotalDistanceEfficiency",2016
173,174,"Harold Varner III",58,2.505,301.165,120.202,53,3.036,"TotalDistanceEfficiency",2016
174,193,"Angel Cabrera",42,2.503,297.714,118.926,34,3.131,"TotalDistanceEfficiency",2016
175,191,"Henrik Norlander",41,2.501,292.52,116.968,29,3.245,"TotalDistanceEfficiency",2016
175,160,"Bernd Wiesberger",23,2.501,291.693,116.622,19,2.882,"TotalDistanceEfficiency",2016
177,162,"Billy Horschel",45,2.499,289.274,115.759,43,2.906,"TotalDistanceEfficiency",2016
178,180,"Andrew Loupe",50,2.494,312.271,125.199,47,2.986,"TotalDistanceEfficiency",2016
178,187,"Shane Lowry",35,2.494,292.312,117.199,26,2.986,"TotalDistanceEfficiency",2016
180,169,"Brooks Koepka",39,2.492,304.593,122.209,28,2.818,"TotalDistanceEfficiency",2016
181,191,"Robert Streb",51,2.491,296.028,118.826,45,3.185,"TotalDistanceEfficiency",2016
181,177,"Kevin Streelman",46,2.491,284.913,114.363,32,2.836,"TotalDistanceEfficiency",2016
183,199,"Carlos Ortiz",47,2.489,295.013,118.504,43,3.233,"TotalDistanceEfficiency",2016
184,170,"Steve Stricker",25,2.488,271.294,109.061,26,2.733,"TotalDistanceEfficiency",2016
185,172,"Freddie Jacobson",54,2.487,280.64,112.865,46,2.763,"TotalDistanceEfficiency",2016
186,174,"Marc Leishman",41,2.485,287.003,115.496,33,3.068,"TotalDistanceEfficiency",2016
187,190,"Graham DeLaet",50,2.48,300.354,121.097,45,3.065,"TotalDistanceEfficiency",2016
188,187,"Ricky Barnes",57,2.475,290.598,117.422,42,3.039,"TotalDistanceEfficiency",2016
189,182,"Pat Perez",28,2.473,288.184,116.51,18,2.699,"TotalDistanceEfficiency",2016
190,203,"Tony Finau",49,2.472,317.765,128.534,32,2.984,"TotalDistanceEfficiency",2016
190,198,"Patrick Reed",53,2.472,292.389,118.295,42,3.03,"TotalDistanceEfficiency",2016
192,184,"Matthew Fitzpatrick",23,2.47,277.951,112.518,18,2.764,"TotalDistanceEfficiency",2016
192,184,"Charley Hoffman",49,2.47,292.377,118.378,46,2.911,"TotalDistanceEfficiency",2016
194,186,"Rhein Gibson",36,2.469,288.307,116.79,27,2.703,"TotalDistanceEfficiency",2016
195,189,"Hiroshi Iwata",51,2.468,286.495,116.07,41,2.975,"TotalDistanceEfficiency",2016
195,206,"Rob Oppenheim",37,2.468,286.968,116.295,30,2.988,"TotalDistanceEfficiency",2016
197,193,"Derek Ernst",36,2.463,297.122,120.616,22,2.587,"TotalDistanceEfficiency",2016
198,195,"John Senden",48,2.454,292.354,119.117,20,2.673,"TotalDistanceEfficiency",2016
199,196,"Aaron Baddeley",51,2.449,292.598,119.486,35,2.969,"TotalDistanceEfficiency",2016
200,197,"Sergio Garcia",28,2.445,299.179,122.364,14,2.853,"TotalDistanceEfficiency",2016
201,201,"Gary Woodland",45,2.44,313.763,128.579,33,3.026,"TotalDistanceEfficiency",2016
202,199,"Shane Bertsch",30,2.432,273.793,112.574,16,2.768,"TotalDistanceEfficiency",2016
203,207,"Robert Garrigus",34,2.429,294.818,121.355,24,2.991,"TotalDistanceEfficiency",2016
204,205,"George McNeill",33,2.426,278.877,114.97,32,2.842,"TotalDistanceEfficiency",2016
205,202,"Matt Jones",45,2.42,295.665,122.192,22,2.755,"TotalDistanceEfficiency",2016
206,204,"Hudson Swafford",52,2.415,309.588,128.176,34,2.918,"TotalDistanceEfficiency",2016
207,208,"Kelly Kraft",35,2.408,279.801,116.196,20,2.818,"TotalDistanceEfficiency",2016
