"RoughTendency_RANKTHISWEEK_2005","RoughTendency_RANKLASTWEEK_2005","RoughTendency_PLAYERNAME_2005","RoughTendency_ROUNDS_2005","RoughTendency_Pct_2005","RoughTendency_TOTALROUGH_2005","RoughTendency_POSSIBLEFWYS_2005","RoughTendency_RELATIVETOPAR_2005","stat_name","year"
158,158,"Stephen Ames",82,28.3,257,908,1.48,"RoughTendency",2005
159,159,"Dan Forsman",52,28.36,196,691,0.31,"RoughTendency",2005
160,160,"Bob Heintz",67,28.45,266,935,1.8,"RoughTendency",2005
161,161,"Mathias Gronberg",60,28.5,230,807,1.26,"RoughTendency",2005
162,162,"Ryuji Imada",78,28.53,295,1034,0.75,"RoughTendency",2005
163,163,"Lucas Glover",88,28.69,336,1171,0.98,"RoughTendency",2005
164,164,"Chris DiMarco",83,28.75,253,880,1.19,"RoughTendency",2005
165,165,"Vijay Singh",111,28.78,375,1303,-0.45,"RoughTendency",2005
166,166,"Tag Ridings",93,28.84,366,1269,0.98,"RoughTendency",2005
167,167,"Steve Allan",102,29,379,1307,1.35,"RoughTendency",2005
168,168,"Rod Pampling",89,29.01,293,1010,1.19,"RoughTendency",2005
169,169,"Rich Beem",66,29.22,220,753,1.82,"RoughTendency",2005
170,170,"Brendan Jones",81,29.41,325,1105,0.71,"RoughTendency",2005
171,171,"Shigeki Maruyama",99,29.64,364,1228,1.13,"RoughTendency",2005
172,172,"Franklin Langham",91,29.68,352,1186,1.62,"RoughTendency",2005
172,172,"Dennis Paulson",63,29.68,260,876,1.15,"RoughTendency",2005
174,174,"Chad Campbell",95,29.78,324,1088,1.76,"RoughTendency",2005
175,175,"Daniel Chopra",108,29.83,423,1418,0.09,"RoughTendency",2005
175,175,"Davis Love III",80,29.83,261,875,1,"RoughTendency",2005
177,177,"Brett Quigley",96,29.93,375,1253,1.01,"RoughTendency",2005
178,178,"Thomas Levet",54,30.09,164,545,2.2,"RoughTendency",2005
179,179,"James Driscoll",73,30.24,290,959,0.93,"RoughTendency",2005
180,180,"Jose Maria Olazabal",55,30.62,184,601,0.54,"RoughTendency",2005
181,181,"Charles Howell III",95,30.91,336,1087,0,"RoughTendency",2005
182,182,"Stuart Appleby",84,30.95,286,924,0.66,"RoughTendency",2005
182,182,"Retief Goosen",71,30.95,195,630,0.72,"RoughTendency",2005
184,184,"Brandt Jobe",96,30.97,380,1227,1.37,"RoughTendency",2005
185,185,"Rory Sabbatini",81,31.16,287,921,1.18,"RoughTendency",2005
186,186,"Hank Kuehne",84,31.33,350,1117,0.71,"RoughTendency",2005
187,187,"Freddie Jacobson",72,31.34,267,852,1.12,"RoughTendency",2005
188,188,"Brett Wetterich",76,31.43,324,1031,0.8,"RoughTendency",2005
189,189,"John Daly",78,31.45,273,868,1.83,"RoughTendency",2005
190,190,"John Elliott",58,31.71,247,779,1.98,"RoughTendency",2005
191,191,"Brenden Pappas",51,31.98,228,713,1.01,"RoughTendency",2005
192,192,"Michael Allen",90,32.14,377,1173,0.98,"RoughTendency",2005
193,193,"Steve Stricker",62,32.25,279,865,-0.04,"RoughTendency",2005
194,194,"Aaron Baddeley",84,32.26,369,1144,1.22,"RoughTendency",2005
195,195,"Ben Crane",78,32.37,314,970,1.27,"RoughTendency",2005
196,196,"Padraig Harrington",50,32.48,191,588,1.26,"RoughTendency",2005
197,197,"Carlos Franco",78,32.53,309,950,0.74,"RoughTendency",2005
198,198,"Sergio Garcia",73,33.55,255,760,0.2,"RoughTendency",2005
199,199,"Tiger Woods",76,34.07,278,816,-0.32,"RoughTendency",2005
200,200,"Adam Scott",72,34.2,249,728,-0.04,"RoughTendency",2005
201,201,"Jason Allred",75,35.23,347,985,1.33,"RoughTendency",2005
202,202,"Scott Hend",75,36.93,366,991,1.39,"RoughTendency",2005
