"YTDRoundsin60sStreak_RANKTHISWEEK_2010","YTDRoundsin60sStreak_RANKLASTWEEK_2010","YTDRoundsin60sStreak_PLAYERNAME_2010","YTDRoundsin60sStreak__2010","YTDRoundsin60sStreak_BESTSTREAK_2010","stat_name","year"
19,19,"Pat Perez",NA,7,"YTDRoundsin60sStreak",2010
19,19,"Heath Slocum",NA,7,"YTDRoundsin60sStreak",2010
19,19,"Kevin Stadler",NA,7,"YTDRoundsin60sStreak",2010
19,19,"Bo Van Pelt",NA,7,"YTDRoundsin60sStreak",2010
31,31,"Robert Allenby",NA,6,"YTDRoundsin60sStreak",2010
31,31,"Cameron Beckman",NA,6,"YTDRoundsin60sStreak",2010
31,31,"Kris Blanks",NA,6,"YTDRoundsin60sStreak",2010
31,31,"Jonathan Byrd",NA,6,"YTDRoundsin60sStreak",2010
31,31,"Paul Casey",NA,6,"YTDRoundsin60sStreak",2010
31,31,"Ben Crane",NA,6,"YTDRoundsin60sStreak",2010
31,31,"Tim Herron",NA,6,"YTDRoundsin60sStreak",2010
31,31,"Richard Johnson",NA,6,"YTDRoundsin60sStreak",2010
31,31,"Jerry Kelly",NA,6,"YTDRoundsin60sStreak",2010
31,31,"Steve Marino",NA,6,"YTDRoundsin60sStreak",2010
31,31,"Rory McIlroy",NA,6,"YTDRoundsin60sStreak",2010
31,31,"John Merrick",NA,6,"YTDRoundsin60sStreak",2010
31,31,"Jeff Overton",NA,6,"YTDRoundsin60sStreak",2010
31,31,"Tim Petrovic",NA,6,"YTDRoundsin60sStreak",2010
31,31,"Scott Piercy",NA,6,"YTDRoundsin60sStreak",2010
31,31,"Alex Prugh",NA,6,"YTDRoundsin60sStreak",2010
31,31,"Brett Quigley",NA,6,"YTDRoundsin60sStreak",2010
31,31,"Michael Sim",NA,6,"YTDRoundsin60sStreak",2010
31,31,"Paul Stankowski",NA,6,"YTDRoundsin60sStreak",2010
31,31,"Chris Stroud",NA,6,"YTDRoundsin60sStreak",2010
31,31,"Jimmy Walker",NA,6,"YTDRoundsin60sStreak",2010
31,31,"Nick Watney",NA,6,"YTDRoundsin60sStreak",2010
31,31,"Mike Weir",NA,6,"YTDRoundsin60sStreak",2010
31,31,"Garrett Willis",NA,6,"YTDRoundsin60sStreak",2010
55,55,"Arjun Atwal",NA,5,"YTDRoundsin60sStreak",2010
55,55,"Briny Baird",NA,5,"YTDRoundsin60sStreak",2010
55,55,"Michael Bradley",NA,5,"YTDRoundsin60sStreak",2010
55,55,"Chad Campbell",NA,5,"YTDRoundsin60sStreak",2010
55,55,"Greg Chalmers",NA,5,"YTDRoundsin60sStreak",2010
55,55,"KJ Choi",NA,5,"YTDRoundsin60sStreak",2010
55,55,"Stewart Cink",NA,5,"YTDRoundsin60sStreak",2010
55,55,"Tim Clark",NA,5,"YTDRoundsin60sStreak",2010
55,55,"Michael Connell",NA,5,"YTDRoundsin60sStreak",2010
55,55,"Chris Couch",NA,5,"YTDRoundsin60sStreak",2010
55,55,"Ben Curtis",NA,5,"YTDRoundsin60sStreak",2010
55,55,"Brent Delahoussaye",NA,5,"YTDRoundsin60sStreak",2010
55,55,"Jason Dufner",NA,5,"YTDRoundsin60sStreak",2010
55,55,"Jim Furyk",NA,5,"YTDRoundsin60sStreak",2010
55,55,"Retief Goosen",NA,5,"YTDRoundsin60sStreak",2010
55,55,"Paul Goydos",NA,5,"YTDRoundsin60sStreak",2010
55,55,"Bill Haas",NA,5,"YTDRoundsin60sStreak",2010
55,55,"JJ Henry",NA,5,"YTDRoundsin60sStreak",2010
55,55,"Freddie Jacobson",NA,5,"YTDRoundsin60sStreak",2010
55,55,"Zach Johnson",NA,5,"YTDRoundsin60sStreak",2010
55,55,"Matt Jones",NA,5,"YTDRoundsin60sStreak",2010
55,55,"John Mallinger",NA,5,"YTDRoundsin60sStreak",2010
55,55,"Ryan Moore",NA,5,"YTDRoundsin60sStreak",2010
55,55,"Kevin Na",NA,5,"YTDRoundsin60sStreak",2010
55,55,"Joe Ogilvie",NA,5,"YTDRoundsin60sStreak",2010
55,55,"Geoff Ogilvy",NA,5,"YTDRoundsin60sStreak",2010
55,55,"Cameron Percy",NA,5,"YTDRoundsin60sStreak",2010
55,55,"Andres Romero",NA,5,"YTDRoundsin60sStreak",2010
55,55,"Brandt Snedeker",NA,5,"YTDRoundsin60sStreak",2010
55,55,"Vaughn Taylor",NA,5,"YTDRoundsin60sStreak",2010
55,55,"Roland Thatcher",NA,5,"YTDRoundsin60sStreak",2010
55,55,"DJ Trahan",NA,5,"YTDRoundsin60sStreak",2010
55,55,"Cameron Tringale",NA,5,"YTDRoundsin60sStreak",2010
55,55,"Kirk Triplett",NA,5,"YTDRoundsin60sStreak",2010
55,55,"Scott Verplank",NA,5,"YTDRoundsin60sStreak",2010
55,55,"Charles Warren",NA,5,"YTDRoundsin60sStreak",2010
55,55,"Bubba Watson",NA,5,"YTDRoundsin60sStreak",2010
55,55,"Boo Weekley",NA,5,"YTDRoundsin60sStreak",2010
55,55,"Brett Wetterich",NA,5,"YTDRoundsin60sStreak",2010
94,94,"Blake Adams",NA,4,"YTDRoundsin60sStreak",2010
94,94,"Stephen Ames",NA,4,"YTDRoundsin60sStreak",2010
94,94,"Stuart Appleby",NA,4,"YTDRoundsin60sStreak",2010
94,94,"Ricky Barnes",NA,4,"YTDRoundsin60sStreak",2010
94,94,"Henrik Bjornstad",NA,4,"YTDRoundsin60sStreak",2010
94,94,"Angel Cabrera",NA,4,"YTDRoundsin60sStreak",2010
94,94,"Alex Cejka",NA,4,"YTDRoundsin60sStreak",2010
94,94,"Daniel Chopra",NA,4,"YTDRoundsin60sStreak",2010
94,94,"John Daly",NA,4,"YTDRoundsin60sStreak",2010
94,94,"Brian Davis",NA,4,"YTDRoundsin60sStreak",2010
94,94,"Glen Day",NA,4,"YTDRoundsin60sStreak",2010
94,94,"Jason Day",NA,4,"YTDRoundsin60sStreak",2010
94,94,"Graham DeLaet",NA,4,"YTDRoundsin60sStreak",2010
94,94,"James Driscoll",NA,4,"YTDRoundsin60sStreak",2010
94,94,"Joe Durant",NA,4,"YTDRoundsin60sStreak",2010
94,94,"David Duval",NA,4,"YTDRoundsin60sStreak",2010
94,94,"Ernie Els",NA,4,"YTDRoundsin60sStreak",2010
94,94,"Bob Estes",NA,4,"YTDRoundsin60sStreak",2010
94,94,"Matt Every",NA,4,"YTDRoundsin60sStreak",2010
94,94,"Martin Flores",NA,4,"YTDRoundsin60sStreak",2010
94,94,"Tom Gillis",NA,4,"YTDRoundsin60sStreak",2010
94,94,"Lucas Glover",NA,4,"YTDRoundsin60sStreak",2010
94,94,"Mathew Goggin",NA,4,"YTDRoundsin60sStreak",2010
94,94,"Charley Hoffman",NA,4,"YTDRoundsin60sStreak",2010
94,94,"Trevor Immelman",NA,4,"YTDRoundsin60sStreak",2010
94,94,"Dustin Johnson",NA,4,"YTDRoundsin60sStreak",2010
94,94,"Robert Karlsson",NA,4,"YTDRoundsin60sStreak",2010
94,94,"Skip Kendall",NA,4,"YTDRoundsin60sStreak",2010
94,94,"Anthony Kim",NA,4,"YTDRoundsin60sStreak",2010
94,94,"Chris Kirk",NA,4,"YTDRoundsin60sStreak",2010
94,94,"Greg Kraft",NA,4,"YTDRoundsin60sStreak",2010
94,94,"Cliff Kresge",NA,4,"YTDRoundsin60sStreak",2010
94,94,"Martin Laird",NA,4,"YTDRoundsin60sStreak",2010
94,94,"Derek Lamely",NA,4,"YTDRoundsin60sStreak",2010
94,94,"Marc Leishman",NA,4,"YTDRoundsin60sStreak",2010
94,94,"Michael Letzig",NA,4,"YTDRoundsin60sStreak",2010
94,94,"Davis Love III",NA,4,"YTDRoundsin60sStreak",2010
94,94,"Will Ma Kenzie",NA,4,"YTDRoundsin60sStreak",2010
94,94,"Billy Mayfair",NA,4,"YTDRoundsin60sStreak",2010
94,94,"Scott McCarron",NA,4,"YTDRoundsin60sStreak",2010
94,94,"George McNeill",NA,4,"YTDRoundsin60sStreak",2010
94,94,"Shaun Micheel",NA,4,"YTDRoundsin60sStreak",2010
94,94,"Bryce Molder",NA,4,"YTDRoundsin60sStreak",2010
94,94,"James Nitties",NA,4,"YTDRoundsin60sStreak",2010
94,94,"Nick OHern",NA,4,"YTDRoundsin60sStreak",2010
94,94,"Ryan Palmer",NA,4,"YTDRoundsin60sStreak",2010
94,94,"Rod Pampling",NA,4,"YTDRoundsin60sStreak",2010
94,94,"DA Points",NA,4,"YTDRoundsin60sStreak",2010
94,94,"Aron Price",NA,4,"YTDRoundsin60sStreak",2010
94,94,"Ted Purdy",NA,4,"YTDRoundsin60sStreak",2010
94,94,"Jeff Quinney",NA,4,"YTDRoundsin60sStreak",2010
94,94,"Justin Rose",NA,4,"YTDRoundsin60sStreak",2010
94,94,"Rory Sabbatini",NA,4,"YTDRoundsin60sStreak",2010
94,94,"Adam Scott",NA,4,"YTDRoundsin60sStreak",2010
94,94,"Webb Simpson",NA,4,"YTDRoundsin60sStreak",2010
94,94,"Jeev Milkha Singh",NA,4,"YTDRoundsin60sStreak",2010
94,94,"Henrik Stenson",NA,4,"YTDRoundsin60sStreak",2010
94,94,"Brian Stuard",NA,4,"YTDRoundsin60sStreak",2010
94,94,"Kevin Sutherland",NA,4,"YTDRoundsin60sStreak",2010
94,94,"Roger Tambellini",NA,4,"YTDRoundsin60sStreak",2010
94,94,"Nicholas Thompson",NA,4,"YTDRoundsin60sStreak",2010
94,94,"David Toms",NA,4,"YTDRoundsin60sStreak",2010
94,94,"Omar Uresti",NA,4,"YTDRoundsin60sStreak",2010
94,94,"Camilo Villegas",NA,4,"YTDRoundsin60sStreak",2010
94,94,"Jay Williamson",NA,4,"YTDRoundsin60sStreak",2010
94,94,"Mark Wilson",NA,4,"YTDRoundsin60sStreak",2010
160,160,"Michael Allen",NA,3,"YTDRoundsin60sStreak",2010
160,160,"Rich Beem",NA,3,"YTDRoundsin60sStreak",2010
160,160,"Craig Bowden",NA,3,"YTDRoundsin60sStreak",2010
160,160,"Mark Brooks",NA,3,"YTDRoundsin60sStreak",2010
160,160,"Mark Calcavecchia",NA,3,"YTDRoundsin60sStreak",2010
160,160,"Erik Compton",NA,3,"YTDRoundsin60sStreak",2010
160,160,"Marco Dawson",NA,3,"YTDRoundsin60sStreak",2010
160,160,"Chris DiMarco",NA,3,"YTDRoundsin60sStreak",2010
160,160,"Steve Flesch",NA,3,"YTDRoundsin60sStreak",2010
160,160,"Robert Gamez",NA,3,"YTDRoundsin60sStreak",2010
160,160,"Sergio Garcia",NA,3,"YTDRoundsin60sStreak",2010
160,160,"Robert Garrigus",NA,3,"YTDRoundsin60sStreak",2010
160,160,"Nathan Green",NA,3,"YTDRoundsin60sStreak",2010
160,160,"Alex Hamilton",NA,3,"YTDRoundsin60sStreak",2010
160,160,"Peter Hanson",NA,3,"YTDRoundsin60sStreak",2010
160,160,"Padraig Harrington",NA,3,"YTDRoundsin60sStreak",2010
160,160,"JP Hayes",NA,3,"YTDRoundsin60sStreak",2010
160,160,"Ryuji Imada",NA,3,"YTDRoundsin60sStreak",2010
160,160,"Lee Janzen",NA,3,"YTDRoundsin60sStreak",2010
160,160,"Kent Jones",NA,3,"YTDRoundsin60sStreak",2010
160,160,"Jeff Klauk",NA,3,"YTDRoundsin60sStreak",2010
160,160,"Tom Lehman",NA,3,"YTDRoundsin60sStreak",2010
160,160,"WC Liang",NA,3,"YTDRoundsin60sStreak",2010
160,160,"Frank Lickliter II",NA,3,"YTDRoundsin60sStreak",2010
160,160,"Jamie Lovemark",NA,3,"YTDRoundsin60sStreak",2010
160,160,"Steve Lowery",NA,3,"YTDRoundsin60sStreak",2010
160,160,"Bill Lunde",NA,3,"YTDRoundsin60sStreak",2010
160,160,"Jarrod Lyle",NA,3,"YTDRoundsin60sStreak",2010
160,160,"Brock Mackenzie",NA,3,"YTDRoundsin60sStreak",2010
160,160,"Jeff Maggert",NA,3,"YTDRoundsin60sStreak",2010
160,160,"Hunter Mahan",NA,3,"YTDRoundsin60sStreak",2010
160,160,"Rocco Mediate",NA,3,"YTDRoundsin60sStreak",2010
160,160,"Troy Merritt",NA,3,"YTDRoundsin60sStreak",2010
160,160,"Phil Mickelson",NA,3,"YTDRoundsin60sStreak",2010
160,160,"Sean OHair",NA,3,"YTDRoundsin60sStreak",2010
160,160,"Louis Oosthuizen",NA,3,"YTDRoundsin60sStreak",2010
160,160,"Greg Owen",NA,3,"YTDRoundsin60sStreak",2010
160,160,"Brenden Pappas",NA,3,"YTDRoundsin60sStreak",2010
160,160,"Tom Pernice Jr",NA,3,"YTDRoundsin60sStreak",2010
160,160,"Kenny Perry",NA,3,"YTDRoundsin60sStreak",2010
160,160,"Carl Pettersson",NA,3,"YTDRoundsin60sStreak",2010
160,160,"Alvaro Quiros",NA,3,"YTDRoundsin60sStreak",2010
160,160,"Jerry Richardson Jr",NA,3,"YTDRoundsin60sStreak",2010
160,160,"Sam Saunders",NA,3,"YTDRoundsin60sStreak",2010
160,160,"Charl Schwartzel",NA,3,"YTDRoundsin60sStreak",2010
160,160,"Vijay Singh",NA,3,"YTDRoundsin60sStreak",2010
160,160,"Mike Small",NA,3,"YTDRoundsin60sStreak",2010
160,160,"Jordan Spieth",NA,3,"YTDRoundsin60sStreak",2010
160,160,"Kyle Stanley",NA,3,"YTDRoundsin60sStreak",2010
160,160,"Kevin Streelman",NA,3,"YTDRoundsin60sStreak",2010
160,160,"Jerod Turner",NA,3,"YTDRoundsin60sStreak",2010
160,160,"Marc Turnesa",NA,3,"YTDRoundsin60sStreak",2010
160,160,"Jhonattan Vegas",NA,3,"YTDRoundsin60sStreak",2010
160,160,"Matt Weibring",NA,3,"YTDRoundsin60sStreak",2010
160,160,"Lee Westwood",NA,3,"YTDRoundsin60sStreak",2010
160,160,"Steve Wheatcroft",NA,3,"YTDRoundsin60sStreak",2010
160,160,"Dean Wilson",NA,3,"YTDRoundsin60sStreak",2010
160,160,"Tiger Woods",NA,3,"YTDRoundsin60sStreak",2010
160,160,"YE Yang",NA,3,"YTDRoundsin60sStreak",2010
219,219,"Brad Adamonis",NA,2,"YTDRoundsin60sStreak",2010
219,219,"Paul Azinger",NA,2,"YTDRoundsin60sStreak",2010
219,219,"Rich Barcelo",NA,2,"YTDRoundsin60sStreak",2010
219,219,"Shane Bertsch",NA,2,"YTDRoundsin60sStreak",2010
219,219,"Justin Bolli",NA,2,"YTDRoundsin60sStreak",2010
219,219,"Guy Boros",NA,2,"YTDRoundsin60sStreak",2010
219,219,"Alejandro Canizares",NA,2,"YTDRoundsin60sStreak",2010
219,219,"Kevin Chappell",NA,2,"YTDRoundsin60sStreak",2010
219,219,"Michael Clark II",NA,2,"YTDRoundsin60sStreak",2010
219,219,"Fred Couples",NA,2,"YTDRoundsin60sStreak",2010
219,219,"Ken Duke",NA,2,"YTDRoundsin60sStreak",2010
219,219,"John Ellis",NA,2,"YTDRoundsin60sStreak",2010
219,219,"Brad Faxon",NA,2,"YTDRoundsin60sStreak",2010
219,219,"Harrison Frazar",NA,2,"YTDRoundsin60sStreak",2010
219,219,"Jason Gore",NA,2,"YTDRoundsin60sStreak",2010
219,219,"Jeff Gove",NA,2,"YTDRoundsin60sStreak",2010
219,219,"Mathias Gronberg",NA,2,"YTDRoundsin60sStreak",2010
219,219,"Rob Grube",NA,2,"YTDRoundsin60sStreak",2010
219,219,"Adam Hadwin",NA,2,"YTDRoundsin60sStreak",2010
219,219,"Todd Hamilton",NA,2,"YTDRoundsin60sStreak",2010
219,219,"Soren Hansen",NA,2,"YTDRoundsin60sStreak",2010
219,219,"Bob Heintz",NA,2,"YTDRoundsin60sStreak",2010
219,219,"Mark Hensby",NA,2,"YTDRoundsin60sStreak",2010
219,219,"Billy Horschel",NA,2,"YTDRoundsin60sStreak",2010
219,219,"John Huston",NA,2,"YTDRoundsin60sStreak",2010
219,219,"Ryo Ishikawa",NA,2,"YTDRoundsin60sStreak",2010
219,219,"Miguel Angel Jimenez",NA,2,"YTDRoundsin60sStreak",2010
219,219,"Brandt Jobe",NA,2,"YTDRoundsin60sStreak",2010
219,219,"Kevin Johnson",NA,2,"YTDRoundsin60sStreak",2010
219,219,"Jonathan Kaye",NA,2,"YTDRoundsin60sStreak",2010
219,219,"Martin Kaymer",NA,2,"YTDRoundsin60sStreak",2010
219,219,"Graeme McDowell",NA,2,"YTDRoundsin60sStreak",2010
219,219,"Parker McLachlin",NA,2,"YTDRoundsin60sStreak",2010
219,219,"Andrew McLardy",NA,2,"YTDRoundsin60sStreak",2010
219,219,"Francesco Molinari",NA,2,"YTDRoundsin60sStreak",2010
219,219,"Alexander Noren",NA,2,"YTDRoundsin60sStreak",2010
219,219,"Michael ONeal",NA,2,"YTDRoundsin60sStreak",2010
219,219,"Jesper Parnevik",NA,2,"YTDRoundsin60sStreak",2010
219,219,"Ian Poulter",NA,2,"YTDRoundsin60sStreak",2010
219,219,"Robert Rock",NA,2,"YTDRoundsin60sStreak",2010
219,219,"Jason Schultz",NA,2,"YTDRoundsin60sStreak",2010
219,219,"Warren Schutte",NA,2,"YTDRoundsin60sStreak",2010
219,219,"Vance Veazey",NA,2,"YTDRoundsin60sStreak",2010
219,219,"Drew Weaver",NA,2,"YTDRoundsin60sStreak",2010
219,219,"Tim Wilkinson",NA,2,"YTDRoundsin60sStreak",2010
219,219,"Chris Wilson",NA,2,"YTDRoundsin60sStreak",2010
219,219,"Oliver Wilson",NA,2,"YTDRoundsin60sStreak",2010
219,219,"Gary Woodland",NA,2,"YTDRoundsin60sStreak",2010
