"FedExCupStandings_RANKTHISWEEK_2009","FedExCupStandings_RANKLASTWEEK_2009","FedExCupStandings_PLAYERNAME_2009","FedExCupStandings_EVENTS_2009","FedExCupStandings_POINTS_2009","FedExCupStandings_OFWINS_2009","FedExCupStandings_OFTOP10S_2009","FedExCupStandings_POINTSBEHINDLEAD_2009","FedExCupStandings_RESETPOINTS_2009","stat_name","year"
90,90,"Jeff Klauk",25,645,NA,2,8051,NA,"FedExCupStandings",2009
91,91,"Richard Johnson",22,599,NA,2,8097,NA,"FedExCupStandings",2009
92,92,"Rod Pampling",22,592,NA,2,8104,NA,"FedExCupStandings",2009
93,93,"Ted Purdy",26,580,NA,1,8116,NA,"FedExCupStandings",2009
94,94,"James Nitties",25,560,NA,2,8136,NA,"FedExCupStandings",2009
95,95,"Kevin Stadler",19,557,NA,1,8139,NA,"FedExCupStandings",2009
96,96,"DJ Trahan",26,549,NA,2,8147,NA,"FedExCupStandings",2009
97,97,"Daniel Chopra",25,549,NA,2,8147,NA,"FedExCupStandings",2009
98,98,"Cameron Beckman",22,521,NA,2,8175,NA,"FedExCupStandings",2009
99,99,"Nick OHern",23,512,NA,1,8184,NA,"FedExCupStandings",2009
100,100,"Ryuji Imada",23,504,NA,NA,8192,NA,"FedExCupStandings",2009
101,101,"KJ Choi",21,492,NA,1,8204,NA,"FedExCupStandings",2009
102,102,"Ben Curtis",17,491,NA,1,8205,NA,"FedExCupStandings",2009
103,103,"Chris Riley",18,489,NA,1,8207,NA,"FedExCupStandings",2009
104,104,"Harrison Frazar",24,483,NA,NA,8213,NA,"FedExCupStandings",2009
105,105,"George McNeill",22,480,NA,1,8216,NA,"FedExCupStandings",2009
106,106,"Matt Bettencourt",27,463,NA,2,8233,NA,"FedExCupStandings",2009
107,107,"Bill Lunde",24,444,NA,1,8252,NA,"FedExCupStandings",2009
108,108,"Michael Allen",19,440,NA,1,8256,NA,"FedExCupStandings",2009
109,109,"Robert Garrigus",21,433,NA,1,8263,NA,"FedExCupStandings",2009
110,110,"Adam Scott",18,432,NA,1,8264,NA,"FedExCupStandings",2009
111,111,"Aaron Baddeley",20,431,NA,2,8265,NA,"FedExCupStandings",2009
112,112,"James Driscoll",17,428,NA,1,8268,NA,"FedExCupStandings",2009
113,113,"Jeff Quinney",22,425,NA,2,8271,NA,"FedExCupStandings",2009
114,114,"Tim Herron",23,421,NA,NA,8275,NA,"FedExCupStandings",2009
115,115,"Vaughn Taylor",25,416,NA,1,8280,NA,"FedExCupStandings",2009
116,116,"Alex Cejka",22,416,NA,2,8280,NA,"FedExCupStandings",2009
117,117,"Mark Calcavecchia",19,411,NA,3,8285,NA,"FedExCupStandings",2009
118,118,"Chris DiMarco",25,391,NA,NA,8305,NA,"FedExCupStandings",2009
119,119,"Steve Flesch",23,389,NA,2,8307,NA,"FedExCupStandings",2009
120,120,"Chris Stroud",25,379,NA,1,8317,NA,"FedExCupStandings",2009
121,121,"Joe Ogilvie",25,377,NA,1,8319,NA,"FedExCupStandings",2009
122,122,"David Mathis",23,377,NA,NA,8319,NA,"FedExCupStandings",2009
123,123,"Todd Hamilton",25,369,NA,1,8327,NA,"FedExCupStandings",2009
124,124,"Roland Thatcher",12,364,NA,2,8332,NA,"FedExCupStandings",2009
125,125,"Jeff Maggert",24,363,NA,2,8333,NA,"FedExCupStandings",2009
126,126,"Matt Jones",14,353,NA,2,8343,NA,"FedExCupStandings",2009
127,127,"Ken Duke",25,352,NA,NA,8344,NA,"FedExCupStandings",2009
128,128,"Rich Beem",22,347,NA,1,8349,NA,"FedExCupStandings",2009
129,129,"Corey Pavin",21,334,NA,NA,8362,NA,"FedExCupStandings",2009
130,130,"Tom Watson",2,330,NA,1,8366,NA,"FedExCupStandings",2009
131,131,"Charles Warren",18,330,NA,NA,8366,NA,"FedExCupStandings",2009
132,132,"Andres Romero",17,329,NA,1,8367,NA,"FedExCupStandings",2009
133,133,"Rocco Mediate",18,327,NA,1,8369,NA,"FedExCupStandings",2009
134,134,"Ryan Palmer",23,324,NA,1,8372,NA,"FedExCupStandings",2009
135,135,"Cliff Kresge",24,319,NA,1,8377,NA,"FedExCupStandings",2009
136,136,"Aron Price",23,317,NA,1,8379,NA,"FedExCupStandings",2009
137,137,"Brendon de Jonge",25,315,NA,2,8381,NA,"FedExCupStandings",2009
138,138,"Nicholas Thompson",27,315,NA,NA,8381,NA,"FedExCupStandings",2009
139,139,"Michael Bradley",14,306,1,1,8390,NA,"FedExCupStandings",2009
140,140,"Tommy Armour III",15,302,NA,1,8394,NA,"FedExCupStandings",2009
141,141,"Stuart Appleby",22,302,NA,1,8394,NA,"FedExCupStandings",2009
142,142,"Ricky Barnes",19,300,NA,1,8396,NA,"FedExCupStandings",2009
143,143,"Spencer Levin",21,295,NA,1,8401,NA,"FedExCupStandings",2009
144,144,"Will Ma Kenzie",20,292,NA,2,8404,NA,"FedExCupStandings",2009
145,145,"Dean Wilson",25,291,NA,NA,8405,NA,"FedExCupStandings",2009
146,146,"Martin Laird",21,289,NA,1,8407,NA,"FedExCupStandings",2009
147,147,"Tom Lehman",14,285,NA,1,8411,NA,"FedExCupStandings",2009
148,148,"Jimmy Walker",20,284,NA,1,8412,NA,"FedExCupStandings",2009
149,149,"David Duval",18,274,NA,1,8422,NA,"FedExCupStandings",2009
150,150,"Glen Day",22,273,NA,NA,8423,NA,"FedExCupStandings",2009
151,151,"Johnson Wagner",23,268,NA,1,8428,NA,"FedExCupStandings",2009
152,152,"Matt Weibring",18,264,NA,1,8432,NA,"FedExCupStandings",2009
153,153,"Steve Lowery",23,262,NA,NA,8434,NA,"FedExCupStandings",2009
154,154,"Carl Pettersson",25,258,NA,NA,8438,NA,"FedExCupStandings",2009
155,155,"Scott Sterling",16,258,NA,NA,8438,NA,"FedExCupStandings",2009
156,156,"Tom Pernice Jr",22,255,NA,1,8441,NA,"FedExCupStandings",2009
157,157,"Brad Adamonis",23,253,NA,1,8443,NA,"FedExCupStandings",2009
158,158,"Trevor Immelman",13,248,NA,NA,8448,NA,"FedExCupStandings",2009
159,159,"Chez Reavie",24,240,NA,1,8456,NA,"FedExCupStandings",2009
160,160,"Brandt Jobe",8,227,NA,NA,8469,NA,"FedExCupStandings",2009
161,161,"Bart Bryant",17,227,NA,1,8469,NA,"FedExCupStandings",2009
162,162,"Billy Mayfair",24,225,NA,1,8471,NA,"FedExCupStandings",2009
163,163,"Jonathan Kaye",17,221,NA,1,8475,NA,"FedExCupStandings",2009
164,164,"Tag Ridings",15,220,NA,1,8476,NA,"FedExCupStandings",2009
165,165,"Patrick Sheehan",14,213,NA,NA,8483,NA,"FedExCupStandings",2009
166,166,"Casey Wittenberg",21,211,NA,1,8485,NA,"FedExCupStandings",2009
167,167,"Joe Durant",18,206,NA,1,8490,NA,"FedExCupStandings",2009
168,168,"Kris Blanks",17,202,NA,1,8494,NA,"FedExCupStandings",2009
169,169,"Shaun Micheel",16,201,NA,NA,8495,NA,"FedExCupStandings",2009
170,170,"Jason Gore",21,197,NA,2,8499,NA,"FedExCupStandings",2009
171,171,"Steve Elkington",19,194,NA,NA,8502,NA,"FedExCupStandings",2009
172,172,"Peter Lonard",26,182,NA,NA,8514,NA,"FedExCupStandings",2009
173,173,"Mark Brooks",17,182,NA,1,8514,NA,"FedExCupStandings",2009
174,174,"Jarrod Lyle",17,180,NA,1,8516,NA,"FedExCupStandings",2009
175,175,"Tim Wilkinson",14,177,NA,1,8519,NA,"FedExCupStandings",2009
176,176,"Parker McLachlin",21,173,NA,NA,8523,NA,"FedExCupStandings",2009
177,177,"Jay Williamson",18,172,NA,NA,8524,NA,"FedExCupStandings",2009
178,178,"Darron Stiles",17,169,NA,1,8527,NA,"FedExCupStandings",2009
179,179,"JP Hayes",15,168,NA,1,8528,NA,"FedExCupStandings",2009
180,180,"Kent Jones",20,162,NA,1,8534,NA,"FedExCupStandings",2009
181,181,"Brendon Todd",18,154,NA,NA,8542,NA,"FedExCupStandings",2009
182,182,"Frank Lickliter II",14,151,NA,NA,8545,NA,"FedExCupStandings",2009
183,183,"Jose Maria Olazabal",4,146,NA,1,8550,NA,"FedExCupStandings",2009
184,184,"Bob Heintz",16,144,NA,1,8552,NA,"FedExCupStandings",2009
185,185,"Shigeki Maruyama",5,141,NA,1,8555,NA,"FedExCupStandings",2009
186,186,"John Huston",13,133,NA,NA,8563,NA,"FedExCupStandings",2009
187,187,"Dudley Hart",13,130,NA,NA,8566,NA,"FedExCupStandings",2009
188,188,"Colt Knost",21,127,NA,NA,8569,NA,"FedExCupStandings",2009
189,189,"Marc Turnesa",26,125,NA,NA,8571,NA,"FedExCupStandings",2009
190,190,"Kirk Triplett",18,124,NA,NA,8572,NA,"FedExCupStandings",2009
191,191,"Tommy Gainey",15,122,NA,NA,8574,NA,"FedExCupStandings",2009
192,192,"Aaron Watkins",14,117,NA,1,8579,NA,"FedExCupStandings",2009
193,193,"Greg Kraft",19,112,NA,NA,8584,NA,"FedExCupStandings",2009
194,194,"Brian Vranesh",17,111,NA,1,8585,NA,"FedExCupStandings",2009
195,195,"Garrett Willis",6,108,NA,NA,8588,NA,"FedExCupStandings",2009
196,196,"David Berganio Jr",15,93,NA,NA,8603,NA,"FedExCupStandings",2009
197,197,"Wil Collins",16,91,NA,NA,8605,NA,"FedExCupStandings",2009
198,198,"Mathias Gronberg",11,90,NA,NA,8606,NA,"FedExCupStandings",2009
199,199,"Peter Tomasulo",22,89,NA,NA,8607,NA,"FedExCupStandings",2009
200,200,"Omar Uresti",9,83,NA,1,8613,NA,"FedExCupStandings",2009
201,201,"Derek Fathauer",22,83,NA,NA,8613,NA,"FedExCupStandings",2009
202,202,"Scott Gutschewski",17,78,NA,NA,8618,NA,"FedExCupStandings",2009
203,203,"Paul Stankowski",9,75,NA,NA,8621,NA,"FedExCupStandings",2009
204,204,"Leif Olson",17,73,NA,NA,8623,NA,"FedExCupStandings",2009
205,205,"Dicky Pride",10,73,NA,1,8623,NA,"FedExCupStandings",2009
206,206,"Eric Axley",26,70,NA,NA,8626,NA,"FedExCupStandings",2009
207,207,"Gary Woodland",18,68,NA,NA,8628,NA,"FedExCupStandings",2009
208,208,"Ronnie Black",3,65,NA,NA,8631,NA,"FedExCupStandings",2009
209,209,"Chris Couch",8,57,NA,NA,8639,NA,"FedExCupStandings",2009
210,210,"Arjun Atwal",10,57,NA,NA,8639,NA,"FedExCupStandings",2009
211,211,"Bob Tway",12,56,NA,NA,8640,NA,"FedExCupStandings",2009
212,212,"Neal Lancaster",6,56,NA,NA,8640,NA,"FedExCupStandings",2009
213,213,"David Peoples",6,55,NA,NA,8641,NA,"FedExCupStandings",2009
214,214,"Guy Boros",7,55,NA,NA,8641,NA,"FedExCupStandings",2009
215,215,"John Daly",6,51,NA,NA,8645,NA,"FedExCupStandings",2009
216,216,"Loren Roberts",3,49,NA,NA,8647,NA,"FedExCupStandings",2009
217,217,"Carlos Franco",10,49,NA,NA,8647,NA,"FedExCupStandings",2009
218,218,"Sandy Lyle",2,47,NA,NA,8649,NA,"FedExCupStandings",2009
219,219,"Len Mattiace",1,44,NA,NA,8652,NA,"FedExCupStandings",2009
220,220,"Rick Price",19,43,NA,NA,8653,NA,"FedExCupStandings",2009
221,221,"Jesper Parnevik",14,42,NA,NA,8654,NA,"FedExCupStandings",2009
222,222,"James Oh",19,42,NA,NA,8654,NA,"FedExCupStandings",2009
223,223,"Mark Hensby",5,42,NA,NA,8654,NA,"FedExCupStandings",2009
224,224,"Larry Mize",1,39,NA,NA,8657,NA,"FedExCupStandings",2009
225,225,"Brad Faxon",20,39,NA,NA,8657,NA,"FedExCupStandings",2009
226,226,"Chris Smith",3,37,NA,NA,8659,NA,"FedExCupStandings",2009
227,227,"Jay Delsing",7,35,NA,NA,8661,NA,"FedExCupStandings",2009
228,228,"Arron Oberholser",3,30,NA,NA,8666,NA,"FedExCupStandings",2009
229,229,"Skip Kendall",3,29,NA,NA,8667,NA,"FedExCupStandings",2009
230,230,"Marco Dawson",6,28,NA,NA,8668,NA,"FedExCupStandings",2009
231,231,"Notah Begay III",15,28,NA,NA,8668,NA,"FedExCupStandings",2009
232,232,"Jeff Sluman",2,25,NA,NA,8671,NA,"FedExCupStandings",2009
233,233,"Robert Damron",5,23,NA,NA,8673,NA,"FedExCupStandings",2009
234,234,"Tom Byrum",4,23,NA,NA,8673,NA,"FedExCupStandings",2009
235,235,"Scott Hoch",1,22,NA,NA,8674,NA,"FedExCupStandings",2009
236,236,"Stephen Leaney",11,20,NA,NA,8676,NA,"FedExCupStandings",2009
237,237,"Jose Coceres",6,20,NA,NA,8676,NA,"FedExCupStandings",2009
238,238,"Brian Bateman",21,17,NA,NA,8679,NA,"FedExCupStandings",2009
239,239,"Troy Kelly",16,15,NA,NA,8681,NA,"FedExCupStandings",2009
240,240,"Spike McRoy",1,14,NA,NA,8682,NA,"FedExCupStandings",2009
241,241,"Fred Funk",6,12,NA,NA,8684,NA,"FedExCupStandings",2009
242,242,"Tom Scherrer",2,11,NA,NA,8685,NA,"FedExCupStandings",2009
243,243,"Steve Allan",17,10,NA,NA,8686,NA,"FedExCupStandings",2009
244,244,"Matthew Borchert",17,8,NA,NA,8688,NA,"FedExCupStandings",2009
245,245,"Billy Andrade",17,7,NA,NA,8689,NA,"FedExCupStandings",2009
246,246,"Grant Waite",2,7,NA,NA,8689,NA,"FedExCupStandings",2009
247,247,"Tyler Aldridge",16,5,NA,NA,8691,NA,"FedExCupStandings",2009
248,248,"David Gossett",5,4,NA,NA,8692,NA,"FedExCupStandings",2009
249,249,"Paul Azinger",8,1,NA,NA,8695,NA,"FedExCupStandings",2009
250,250,"Olin Browne",9,1,NA,NA,8695,NA,"FedExCupStandings",2009
251,251,"Mark OMeara",2,1,NA,NA,8695,NA,"FedExCupStandings",2009
252,252,"Greg Norman",3,1,NA,NA,8695,NA,"FedExCupStandings",2009
253,253,"Steve Pate",4,1,NA,NA,8695,NA,"FedExCupStandings",2009
254,254,"Robin Freeman",5,1,NA,NA,8695,NA,"FedExCupStandings",2009
255,255,"JL Lewis",4,NA,NA,NA,8696,NA,"FedExCupStandings",2009
