"RightRoughTendency_RANKTHISWEEK_2014","RightRoughTendency_RANKLASTWEEK_2014","RightRoughTendency_PLAYERNAME_2014","RightRoughTendency_ROUNDS_2014","RightRoughTendency_Pct_2014","RightRoughTendency_TOTALRIGHTROUGH_2014","RightRoughTendency_POSSIBLEFWYS_2014","RightRoughTendency_RELATIVETOPAR_2014","stat_name","year"
83,83,"Bronson La Cassie",51,14.46,72,498,0.04,"RightRoughTendency",2014
84,84,"Johnson Wagner",69,14.48,116,801,0.25,"RightRoughTendency",2014
85,85,"Justin Leonard",75,14.57,125,858,0.26,"RightRoughTendency",2014
86,86,"Hunter Mahan",88,14.59,146,1001,0.09,"RightRoughTendency",2014
87,87,"Kyle Stanley",87,14.63,145,991,0.1,"RightRoughTendency",2014
88,88,"Michael Putnam",106,14.66,184,1255,0.17,"RightRoughTendency",2014
89,89,"Brian Gay",81,14.74,129,875,0.08,"RightRoughTendency",2014
90,90,"Stuart Appleby",92,14.86,173,1164,0.08,"RightRoughTendency",2014
91,91,"Nick Watney",80,14.94,117,783,0.07,"RightRoughTendency",2014
92,92,"Sergio Garcia",61,15.04,83,552,-0.1,"RightRoughTendency",2014
93,93,"Mark Wilson",69,15.06,119,790,0.25,"RightRoughTendency",2014
94,94,"Luke Guthrie",85,15.08,158,1048,0.06,"RightRoughTendency",2014
95,95,"Pat Perez",84,15.11,157,1039,0.04,"RightRoughTendency",2014
96,96,"Jonas Blixt",64,15.18,90,593,0.03,"RightRoughTendency",2014
97,97,"Jason Dufner",57,15.19,89,586,0.15,"RightRoughTendency",2014
97,97,"Rory McIlroy",66,15.19,101,665,0.03,"RightRoughTendency",2014
99,99,"Brendon Todd",108,15.2,192,1263,0.13,"RightRoughTendency",2014
100,100,"Jason Kokrak",65,15.21,127,835,-0.02,"RightRoughTendency",2014
101,101,"Richard Lee",80,15.25,129,846,0.13,"RightRoughTendency",2014
102,102,"Paul Casey",56,15.27,93,609,0,"RightRoughTendency",2014
103,103,"Harris English",95,15.32,156,1018,0.08,"RightRoughTendency",2014
103,103,"Jeff Overton",80,15.32,140,914,0.15,"RightRoughTendency",2014
105,105,"Lee Westwood",57,15.41,92,597,0.14,"RightRoughTendency",2014
106,106,"Kevin Kisner",85,15.42,149,966,0.15,"RightRoughTendency",2014
107,107,"Robert Garrigus",80,15.44,155,1004,0.11,"RightRoughTendency",2014
108,108,"David Lingmerth",80,15.52,142,915,0.08,"RightRoughTendency",2014
109,109,"Carl Pettersson",91,15.57,183,1175,0.07,"RightRoughTendency",2014
110,110,"Freddie Jacobson",91,15.59,173,1110,0.03,"RightRoughTendency",2014
110,110,"Bubba Watson",76,15.59,121,776,0.06,"RightRoughTendency",2014
112,112,"James Hahn",82,15.64,158,1010,0.13,"RightRoughTendency",2014
112,112,"Jim Herman",62,15.64,104,665,0.13,"RightRoughTendency",2014
114,114,"Rickie Fowler",91,15.7,133,847,0.15,"RightRoughTendency",2014
115,115,"Will Wilcox",51,15.74,88,559,0.16,"RightRoughTendency",2014
116,116,"Brendan Steele",89,15.76,153,971,0.12,"RightRoughTendency",2014
117,117,"Charlie Beljan",76,15.8,146,924,0.15,"RightRoughTendency",2014
118,118,"Ryan Palmer",85,15.84,147,928,0.03,"RightRoughTendency",2014
119,119,"Vijay Singh",83,15.86,167,1053,0.06,"RightRoughTendency",2014
120,120,"Jhonattan Vegas",77,15.87,140,882,0.11,"RightRoughTendency",2014
121,121,"Geoff Ogilvy",84,15.89,160,1007,0.03,"RightRoughTendency",2014
122,122,"Angel Cabrera",69,15.91,134,842,-0.03,"RightRoughTendency",2014
123,123,"Jonathan Byrd",76,15.92,143,898,0.1,"RightRoughTendency",2014
124,124,"Brice Garnett",92,15.93,172,1080,0.13,"RightRoughTendency",2014
124,124,"Josh Teater",90,15.93,165,1036,0.13,"RightRoughTendency",2014
126,126,"Stewart Cink",91,15.94,158,991,0.06,"RightRoughTendency",2014
126,126,"Charley Hoffman",93,15.94,167,1048,-0.01,"RightRoughTendency",2014
128,128,"John Rollins",84,15.98,147,920,0.07,"RightRoughTendency",2014
129,129,"JB Holmes",86,16,167,1044,0.02,"RightRoughTendency",2014
130,130,"Martin Kaymer",65,16.02,107,668,0.16,"RightRoughTendency",2014
131,131,"Gary Woodland",93,16.04,162,1010,0.07,"RightRoughTendency",2014
132,132,"Adam Scott",68,16.09,126,783,-0.01,"RightRoughTendency",2014
133,133,"Andres Romero",81,16.19,159,982,0.05,"RightRoughTendency",2014
134,134,"Brooks Koepka",56,16.21,94,580,0.01,"RightRoughTendency",2014
135,135,"Wes Roach",67,16.38,114,696,0.12,"RightRoughTendency",2014
136,136,"Matt Jones",83,16.4,135,823,0.16,"RightRoughTendency",2014
136,136,"Troy Merritt",62,16.4,125,762,0.26,"RightRoughTendency",2014
138,138,"Ricky Barnes",92,16.43,177,1077,0.07,"RightRoughTendency",2014
139,139,"Chad Collins",78,16.51,139,842,0.12,"RightRoughTendency",2014
140,140,"Hideki Matsuyama",82,16.69,149,893,0.03,"RightRoughTendency",2014
141,141,"Gonzalo Fdez Castano",83,16.7,160,958,0.18,"RightRoughTendency",2014
142,142,"Scott Stallings",77,17.03,147,863,0.06,"RightRoughTendency",2014
143,143,"Retief Goosen",94,17.05,183,1073,0.07,"RightRoughTendency",2014
144,144,"Sean OHair",77,17.07,156,914,0.09,"RightRoughTendency",2014
145,145,"George McNeill",79,17.25,167,968,0.06,"RightRoughTendency",2014
146,146,"Dustin Johnson",58,17.28,99,573,0.06,"RightRoughTendency",2014
146,146,"Jordan Spieth",102,17.28,189,1094,0.08,"RightRoughTendency",2014
148,148,"Tommy Gainey",73,17.39,144,828,0.07,"RightRoughTendency",2014
149,149,"Martin Flores",85,17.45,163,934,0.06,"RightRoughTendency",2014
150,150,"Troy Matteson",62,17.54,117,667,0.22,"RightRoughTendency",2014
151,151,"Jason Day",54,17.56,79,450,0.05,"RightRoughTendency",2014
152,152,"Charles Howell III",106,17.66,231,1308,0.12,"RightRoughTendency",2014
153,153,"Ian Poulter",57,17.7,100,565,0.2,"RightRoughTendency",2014
154,154,"Rory Sabbatini",82,17.75,159,896,-0.01,"RightRoughTendency",2014
155,155,"Kevin Tway",64,17.77,115,647,0.16,"RightRoughTendency",2014
156,156,"James Driscoll",71,17.88,142,794,0.12,"RightRoughTendency",2014
156,156,"Marc Leishman",81,17.88,169,945,0.1,"RightRoughTendency",2014
158,158,"Morgan Hoffmann",103,17.94,221,1232,0.11,"RightRoughTendency",2014
159,159,"Seung Yul Noh",92,17.98,185,1029,0.05,"RightRoughTendency",2014
160,160,"Brad Fritsch",50,18,97,539,0.04,"RightRoughTendency",2014
161,161,"Sangmoon Bae",76,18.03,163,904,0.07,"RightRoughTendency",2014
162,162,"Jimmy Walker",98,18.05,181,1003,0.03,"RightRoughTendency",2014
163,163,"Charl Schwartzel",64,18.18,136,748,0.1,"RightRoughTendency",2014
164,164,"Trevor Immelman",84,18.38,170,925,0.12,"RightRoughTendency",2014
165,165,"Ryo Ishikawa",75,18.44,156,846,0.08,"RightRoughTendency",2014
166,166,"Greg Chalmers",85,18.54,186,1003,0.08,"RightRoughTendency",2014
167,167,"Charlie Wi",72,18.65,168,901,0.11,"RightRoughTendency",2014
168,168,"Patrick Reed",92,18.7,192,1027,0.1,"RightRoughTendency",2014
169,169,"Justin Rose",70,18.83,135,717,-0.02,"RightRoughTendency",2014
170,170,"Mike Weir",69,18.87,137,726,0.03,"RightRoughTendency",2014
171,171,"Ernie Els",85,19.77,170,860,0.11,"RightRoughTendency",2014
172,172,"Tim Wilkinson",86,19.8,196,990,0.06,"RightRoughTendency",2014
173,173,"Aaron Baddeley",74,19.82,158,797,0.09,"RightRoughTendency",2014
174,174,"Andrew Loupe",65,19.88,135,679,-0.01,"RightRoughTendency",2014
175,175,"Scott Langley",95,20.07,219,1091,0.11,"RightRoughTendency",2014
176,176,"Bryce Molder",77,20.27,179,883,0.17,"RightRoughTendency",2014
177,177,"Jamie Lovemark",64,22.26,144,647,-0.01,"RightRoughTendency",2014
