"BallStriking_RANKTHISWEEK_2007","BallStriking_RANKLASTWEEK_2007","BallStriking_PLAYERNAME_2007","BallStriking_ROUNDS_2007","BallStriking_VALUE_2007","BallStriking_TOTALDRVRANK_2007","BallStriking_GIRRANK_2007","stat_name","year"
63,63,"Justin Rose",63,147,89,58,"BallStriking",2007
66,66,"Justin Leonard",95,149,55,94,"BallStriking",2007
67,67,"Mark Wilson",87,152,61,91,"BallStriking",2007
68,68,"Johnson Wagner",97,154,135,19,"BallStriking",2007
68,68,"Bubba Watson",80,154,86,68,"BallStriking",2007
70,70,"JB Holmes",71,157,53,104,"BallStriking",2007
71,71,"Jason Bohn",57,158,76,82,"BallStriking",2007
71,71,"Trevor Immelman",74,158,92,66,"BallStriking",2007
73,73,"Mathias Gronberg",95,160,52,108,"BallStriking",2007
74,74,"Brian Davis",101,162,79,83,"BallStriking",2007
74,74,"Jesper Parnevik",88,162,129,33,"BallStriking",2007
76,76,"Mark Calcavecchia",93,163,42,121,"BallStriking",2007
77,77,"Jaco Van Zyl",51,168,43,125,"BallStriking",2007
78,78,"DJ Brigman",67,170,119,51,"BallStriking",2007
78,78,"Kirk Triplett",77,170,108,62,"BallStriking",2007
80,80,"Tom Lehman",62,171,155,16,"BallStriking",2007
81,81,"Steve Flesch",100,172,117,55,"BallStriking",2007
81,81,"Zach Johnson",76,172,61,111,"BallStriking",2007
81,81,"Vijay Singh",102,172,127,45,"BallStriking",2007
84,84,"John Rollins",102,174,43,131,"BallStriking",2007
85,85,"Kevin Stadler",95,175,111,64,"BallStriking",2007
86,86,"Steve Wheatcroft",73,176,58,118,"BallStriking",2007
87,87,"Stephen Leaney",82,181,168,13,"BallStriking",2007
88,88,"Craig Bowden",78,186,98,88,"BallStriking",2007
89,89,"Tom Johnson",74,188,81,107,"BallStriking",2007
89,89,"Jeff Quinney",95,188,127,61,"BallStriking",2007
91,91,"Jerry Kelly",101,190,97,93,"BallStriking",2007
92,92,"Glen Day",85,191,77,114,"BallStriking",2007
92,92,"Kevin Sutherland",85,191,123,68,"BallStriking",2007
94,94,"Stephen Ames",81,193,107,86,"BallStriking",2007
95,95,"Frank Lickliter II",95,194,117,77,"BallStriking",2007
96,96,"Mark Brooks",53,196,104,92,"BallStriking",2007
97,97,"Scott Verplank",82,197,83,114,"BallStriking",2007
98,98,"George McNeill",95,200,61,139,"BallStriking",2007
99,99,"Jarrod Lyle",77,201,101,100,"BallStriking",2007
100,100,"Phil Mickelson",73,203,119,84,"BallStriking",2007
101,101,"Michael Sim",52,204,98,106,"BallStriking",2007
102,102,"Freddie Jacobson",70,205,159,46,"BallStriking",2007
103,103,"Stewart Cink",91,206,158,48,"BallStriking",2007
103,103,"Chris Tidland",59,206,75,131,"BallStriking",2007
105,105,"Steve Elkington",87,215,66,149,"BallStriking",2007
105,105,"Doug LaBelle II",104,215,101,114,"BallStriking",2007
107,107,"Daniel Chopra",106,216,141,75,"BallStriking",2007
107,107,"Charley Hoffman",97,216,93,123,"BallStriking",2007
107,107,"Troy Matteson",87,216,79,137,"BallStriking",2007
110,110,"Ernie Els",59,217,119,98,"BallStriking",2007
111,111,"Michael Boyd",61,218,70,148,"BallStriking",2007
111,111,"Kyle Reifers",71,218,108,110,"BallStriking",2007
113,113,"Rod Pampling",92,219,141,78,"BallStriking",2007
114,114,"Woody Austin",95,221,154,67,"BallStriking",2007
115,115,"KJ Choi",87,222,148,74,"BallStriking",2007
115,115,"Rocco Mediate",72,222,132,90,"BallStriking",2007
117,117,"Steve Stricker",81,223,168,55,"BallStriking",2007
118,118,"Paul Stankowski",52,226,83,143,"BallStriking",2007
119,119,"Bubba Dickerson",51,227,34,193,"BallStriking",2007
120,120,"Chris Couch",76,229,108,121,"BallStriking",2007
120,120,"Jason Dufner",100,229,149,80,"BallStriking",2007
120,120,"Tag Ridings",52,229,72,157,"BallStriking",2007
123,123,"Mike Weir",82,234,83,151,"BallStriking",2007
124,124,"Davis Love III",66,235,111,124,"BallStriking",2007
125,125,"Jason Schultz",63,236,72,164,"BallStriking",2007
126,126,"Harrison Frazar",88,237,104,133,"BallStriking",2007
127,127,"John Mallinger",96,238,86,152,"BallStriking",2007
128,128,"Chris Riley",59,242,77,165,"BallStriking",2007
129,129,"JP Hayes",89,247,93,154,"BallStriking",2007
130,130,"Brendon de Jonge",76,248,135,113,"BallStriking",2007
130,130,"Scott Gutschewski",67,248,88,160,"BallStriking",2007
132,132,"Richard Johnson",93,250,151,99,"BallStriking",2007
132,132,"Matt Kuchar",85,250,166,84,"BallStriking",2007
134,134,"Jose Coceres",50,259,91,168,"BallStriking",2007
134,134,"Tim Herron",98,259,157,102,"BallStriking",2007
136,136,"Fred Funk",65,264,93,171,"BallStriking",2007
136,136,"Brian Gay",107,264,111,153,"BallStriking",2007
138,138,"Billy Andrade",88,266,185,81,"BallStriking",2007
139,139,"Jonathan Byrd",73,268,132,136,"BallStriking",2007
139,139,"Luke Donald",69,268,123,145,"BallStriking",2007
139,139,"Bob Heintz",85,268,122,146,"BallStriking",2007
142,142,"Sergio Garcia",68,269,164,105,"BallStriking",2007
143,143,"Charles Howell III",89,270,130,140,"BallStriking",2007
143,143,"Cliff Kresge",107,270,174,96,"BallStriking",2007
145,145,"Mark Hensby",81,272,132,140,"BallStriking",2007
146,146,"Ryan Palmer",91,273,146,127,"BallStriking",2007
147,147,"Craig Kanada",109,275,167,108,"BallStriking",2007
148,148,"Tripp Isenhour",86,277,93,184,"BallStriking",2007
149,149,"Chad Campbell",96,278,149,129,"BallStriking",2007
150,150,"Anders Hansen",55,279,123,156,"BallStriking",2007
150,150,"Vaughn Taylor",91,279,159,120,"BallStriking",2007
150,150,"David Toms",80,279,151,128,"BallStriking",2007
153,153,"John Daly",59,280,101,179,"BallStriking",2007
154,154,"Geoff Ogilvy",84,281,123,158,"BallStriking",2007
155,155,"Bob Estes",88,282,139,143,"BallStriking",2007
156,156,"Tom Pernice Jr",104,284,114,170,"BallStriking",2007
157,157,"Brandt Snedeker",105,291,188,103,"BallStriking",2007
158,158,"Tim Clark",66,292,116,176,"BallStriking",2007
158,158,"Paul Gow",70,292,162,130,"BallStriking",2007
160,160,"Marco Dawson",73,297,163,134,"BallStriking",2007
160,160,"Lee Janzen",66,297,180,117,"BallStriking",2007
162,162,"Gavin Coles",87,298,137,161,"BallStriking",2007
163,163,"Carl Pettersson",111,301,175,126,"BallStriking",2007
164,164,"Andrew Buckle",77,303,141,162,"BallStriking",2007
165,165,"Joe Ogilvie",102,309,137,172,"BallStriking",2007
166,166,"Kevin Na",84,313,146,167,"BallStriking",2007
167,167,"Stuart Appleby",74,315,140,175,"BallStriking",2007
167,167,"Dicky Pride",71,315,180,135,"BallStriking",2007
169,169,"Aaron Baddeley",83,318,130,188,"BallStriking",2007
170,170,"Craig Lile",77,321,171,150,"BallStriking",2007
170,170,"Henrik Stenson",52,321,141,180,"BallStriking",2007
172,172,"Bob Tway",103,325,187,138,"BallStriking",2007
173,173,"Dean Wilson",92,326,184,142,"BallStriking",2007
174,174,"Paul Goydos",60,333,141,192,"BallStriking",2007
174,174,"Tim Petrovic",106,333,178,155,"BallStriking",2007
176,176,"Corey Pavin",81,334,151,183,"BallStriking",2007
177,177,"Arron Oberholser",69,335,172,163,"BallStriking",2007
178,178,"Rich Barcelo",80,339,192,147,"BallStriking",2007
179,179,"Ben Curtis",80,340,155,185,"BallStriking",2007
180,180,"Brian Bateman",55,341,164,177,"BallStriking",2007
181,181,"Rory Sabbatini",81,344,170,174,"BallStriking",2007
182,182,"Nathan Green",103,346,177,169,"BallStriking",2007
182,182,"Brett Quigley",79,346,180,166,"BallStriking",2007
184,184,"Padraig Harrington",64,348,159,189,"BallStriking",2007
185,185,"Ian Poulter",63,349,176,173,"BallStriking",2007
186,186,"Ryuji Imada",104,352,193,159,"BallStriking",2007
187,187,"Retief Goosen",50,367,173,194,"BallStriking",2007
188,188,"Eric Axley",107,369,191,178,"BallStriking",2007
189,189,"Bryce Molder",56,370,179,191,"BallStriking",2007
190,190,"Parker McLachlin",83,371,185,186,"BallStriking",2007
191,191,"Shigeki Maruyama",84,372,190,182,"BallStriking",2007
192,192,"Jeff Sluman",60,376,195,181,"BallStriking",2007
193,193,"Todd Hamilton",76,378,183,195,"BallStriking",2007
194,194,"Nick OHern",72,379,189,190,"BallStriking",2007
195,195,"Chris DiMarco",79,381,194,187,"BallStriking",2007
196,196,"Jose Maria Olazabal",52,392,196,196,"BallStriking",2007
