"TenthTeeLateScoringAverage_RANKTHISWEEK_2015","TenthTeeLateScoringAverage_RANKLASTWEEK_2015","TenthTeeLateScoringAverage_PLAYERNAME_2015","TenthTeeLateScoringAverage_ROUNDS_2015","TenthTeeLateScoringAverage_AVG_2015","TenthTeeLateScoringAverage_TOTALSTROKES_2015","TenthTeeLateScoringAverage_TOTAL10THTEELATERNDS_2015","stat_name","year"
58,58,"William McGirt",103,70.31,1125,16,"TenthTeeLateScoringAverage",2015
59,59,"Chad Campbell",97,70.33,1477,21,"TenthTeeLateScoringAverage",2015
59,59,"Greg Chalmers",58,70.33,844,12,"TenthTeeLateScoringAverage",2015
59,59,"Zach Johnson",90,70.33,211,3,"TenthTeeLateScoringAverage",2015
59,59,"Nicholas Thompson",90,70.33,1266,18,"TenthTeeLateScoringAverage",2015
59,59,"Jimmy Walker",89,70.33,211,3,"TenthTeeLateScoringAverage",2015
64,64,"Roberto Castro",54,70.36,774,11,"TenthTeeLateScoringAverage",2015
65,65,"Max Homa",78,70.38,915,13,"TenthTeeLateScoringAverage",2015
66,66,"Luke Donald",71,70.43,493,7,"TenthTeeLateScoringAverage",2015
66,66,"DA Points",72,70.43,1620,23,"TenthTeeLateScoringAverage",2015
68,68,"Jerry Kelly",79,70.44,1127,16,"TenthTeeLateScoringAverage",2015
68,68,"Russell Knox",96,70.44,1127,16,"TenthTeeLateScoringAverage",2015
70,70,"Tom Hoge",83,70.47,1198,17,"TenthTeeLateScoringAverage",2015
71,71,"Bill Haas",89,70.5,705,10,"TenthTeeLateScoringAverage",2015
71,71,"Louis Oosthuizen",68,70.5,423,6,"TenthTeeLateScoringAverage",2015
73,73,"Daniel Berger",97,70.52,1481,21,"TenthTeeLateScoringAverage",2015
74,74,"John Peterson",84,70.53,1058,15,"TenthTeeLateScoringAverage",2015
75,75,"Billy Hurley III",83,70.54,917,13,"TenthTeeLateScoringAverage",2015
76,76,"Spencer Levin",99,70.55,1552,22,"TenthTeeLateScoringAverage",2015
76,76,"Bryce Molder",91,70.55,1552,22,"TenthTeeLateScoringAverage",2015
78,78,"Stewart Cink",77,70.56,1129,16,"TenthTeeLateScoringAverage",2015
79,79,"Sean OHair",86,70.57,988,14,"TenthTeeLateScoringAverage",2015
80,80,"Steven Alker",62,70.58,847,12,"TenthTeeLateScoringAverage",2015
80,80,"Luke Guthrie",84,70.58,1341,19,"TenthTeeLateScoringAverage",2015
82,82,"Jim Herman",88,70.6,1059,15,"TenthTeeLateScoringAverage",2015
83,83,"Lucas Glover",79,70.62,1836,26,"TenthTeeLateScoringAverage",2015
84,84,"Sangmoon Bae",98,70.63,1342,19,"TenthTeeLateScoringAverage",2015
84,84,"Alex Prugh",84,70.63,1342,19,"TenthTeeLateScoringAverage",2015
86,86,"Kevin Kisner",104,70.64,989,14,"TenthTeeLateScoringAverage",2015
87,87,"Kevin Chappell",86,70.67,848,12,"TenthTeeLateScoringAverage",2015
87,87,"Henrik Stenson",63,70.67,212,3,"TenthTeeLateScoringAverage",2015
87,87,"Nick Watney",91,70.67,1272,18,"TenthTeeLateScoringAverage",2015
90,90,"Scott Pinckney",88,70.69,1131,16,"TenthTeeLateScoringAverage",2015
91,91,"Scott Langley",94,70.7,1626,23,"TenthTeeLateScoringAverage",2015
92,92,"Adam Hadwin",95,70.73,1556,22,"TenthTeeLateScoringAverage",2015
93,93,"Pat Perez",96,70.75,1415,20,"TenthTeeLateScoringAverage",2015
94,94,"Steven Bowditch",103,70.77,1557,22,"TenthTeeLateScoringAverage",2015
95,95,"Charles Howell III",105,70.78,1274,18,"TenthTeeLateScoringAverage",2015
96,96,"Charley Hoffman",97,70.79,1345,19,"TenthTeeLateScoringAverage",2015
97,97,"Hideki Matsuyama",95,70.8,354,5,"TenthTeeLateScoringAverage",2015
97,97,"SJ Park",79,70.8,1062,15,"TenthTeeLateScoringAverage",2015
97,97,"Ian Poulter",68,70.8,354,5,"TenthTeeLateScoringAverage",2015
97,97,"Camilo Villegas",83,70.8,1062,15,"TenthTeeLateScoringAverage",2015
101,101,"Zac Blair",108,70.81,1841,26,"TenthTeeLateScoringAverage",2015
102,102,"Ken Duke",93,70.85,1417,20,"TenthTeeLateScoringAverage",2015
103,103,"Patrick Rodgers",57,70.86,496,7,"TenthTeeLateScoringAverage",2015
104,104,"Angel Cabrera",53,70.88,567,8,"TenthTeeLateScoringAverage",2015
104,104,"Bill Lunde",50,70.88,567,8,"TenthTeeLateScoringAverage",2015
106,106,"Jon Curran",83,70.89,1347,19,"TenthTeeLateScoringAverage",2015
106,106,"Carlos Ortiz",100,70.89,1347,19,"TenthTeeLateScoringAverage",2015
108,108,"Ben Crane",62,70.92,851,12,"TenthTeeLateScoringAverage",2015
109,109,"Seung Yul Noh",65,70.93,993,14,"TenthTeeLateScoringAverage",2015
110,110,"Mark Hubbard",79,70.95,1348,19,"TenthTeeLateScoringAverage",2015
110,110,"Shawn Stefani",94,70.95,1419,20,"TenthTeeLateScoringAverage",2015
112,112,"Steve Wheatcroft",87,70.96,1632,23,"TenthTeeLateScoringAverage",2015
113,113,"Alex Cejka",94,71,1207,17,"TenthTeeLateScoringAverage",2015
113,113,"James Hahn",94,71,1207,17,"TenthTeeLateScoringAverage",2015
113,113,"Ryo Ishikawa",90,71,852,12,"TenthTeeLateScoringAverage",2015
113,113,"Lee Westwood",56,71,497,7,"TenthTeeLateScoringAverage",2015
117,117,"Tony Finau",106,71.05,1350,19,"TenthTeeLateScoringAverage",2015
117,117,"Troy Merritt",91,71.05,1421,20,"TenthTeeLateScoringAverage",2015
117,117,"Mark Wilson",89,71.05,1350,19,"TenthTeeLateScoringAverage",2015
120,120,"Brian Davis",86,71.07,1066,15,"TenthTeeLateScoringAverage",2015
121,121,"Jason Dufner",76,71.1,711,10,"TenthTeeLateScoringAverage",2015
122,122,"Michael Putnam",87,71.11,1351,19,"TenthTeeLateScoringAverage",2015
123,123,"Fabian Gomez",83,71.13,1138,16,"TenthTeeLateScoringAverage",2015
124,124,"Erik Compton",86,71.17,854,12,"TenthTeeLateScoringAverage",2015
125,125,"Aaron Baddeley",76,71.18,1210,17,"TenthTeeLateScoringAverage",2015
126,126,"Jason Gore",76,71.19,1139,16,"TenthTeeLateScoringAverage",2015
126,126,"Chris Stroud",84,71.19,1139,16,"TenthTeeLateScoringAverage",2015
128,128,"Brandt Snedeker",98,71.25,570,8,"TenthTeeLateScoringAverage",2015
129,129,"Nick Taylor",91,71.26,1354,19,"TenthTeeLateScoringAverage",2015
130,130,"Billy Horschel",99,71.29,499,7,"TenthTeeLateScoringAverage",2015
130,130,"Tyrone Van Aswegen",58,71.29,998,14,"TenthTeeLateScoringAverage",2015
132,132,"Cameron Tringale",96,71.33,642,9,"TenthTeeLateScoringAverage",2015
133,133,"KJ Choi",66,71.36,785,11,"TenthTeeLateScoringAverage",2015
134,134,"Oscar Fraustro",58,71.42,857,12,"TenthTeeLateScoringAverage",2015
134,134,"Russell Henley",87,71.42,857,12,"TenthTeeLateScoringAverage",2015
136,136,"Andres Gonzales",90,71.44,1786,25,"TenthTeeLateScoringAverage",2015
137,137,"Gary Woodland",81,71.45,1429,20,"TenthTeeLateScoringAverage",2015
138,138,"Derek Fathauer",81,71.47,1358,19,"TenthTeeLateScoringAverage",2015
139,139,"Robert Garrigus",70,71.53,1216,17,"TenthTeeLateScoringAverage",2015
140,140,"Cameron Percy",72,71.58,859,12,"TenthTeeLateScoringAverage",2015
141,141,"George McNeill",93,71.61,1647,23,"TenthTeeLateScoringAverage",2015
141,141,"Boo Weekley",79,71.61,1289,18,"TenthTeeLateScoringAverage",2015
143,143,"Bo Van Pelt",81,71.62,931,13,"TenthTeeLateScoringAverage",2015
144,144,"Jamie Donaldson",50,71.63,573,8,"TenthTeeLateScoringAverage",2015
145,145,"Charlie Beljan",76,71.64,1576,22,"TenthTeeLateScoringAverage",2015
146,146,"Brian Stuard",97,71.67,1505,21,"TenthTeeLateScoringAverage",2015
147,147,"Padraig Harrington",60,71.69,932,13,"TenthTeeLateScoringAverage",2015
148,148,"David Toms",62,71.71,502,7,"TenthTeeLateScoringAverage",2015
149,149,"Ben Martin",93,71.72,1291,18,"TenthTeeLateScoringAverage",2015
150,150,"Robert Allenby",63,71.73,789,11,"TenthTeeLateScoringAverage",2015
150,150,"Jonathan Randolph",72,71.73,1076,15,"TenthTeeLateScoringAverage",2015
150,150,"Michael Thompson",83,71.73,1076,15,"TenthTeeLateScoringAverage",2015
153,153,"Sam Saunders",83,71.77,933,13,"TenthTeeLateScoringAverage",2015
154,154,"Ricky Barnes",82,71.81,1508,21,"TenthTeeLateScoringAverage",2015
155,155,"Eric Axley",57,71.83,431,6,"TenthTeeLateScoringAverage",2015
156,156,"Derek Ernst",75,71.84,1365,19,"TenthTeeLateScoringAverage",2015
157,157,"Heath Slocum",57,71.91,791,11,"TenthTeeLateScoringAverage",2015
158,158,"John Senden",80,71.93,1079,15,"TenthTeeLateScoringAverage",2015
159,159,"John Merrick",78,71.94,1223,17,"TenthTeeLateScoringAverage",2015
159,159,"Tim Wilkinson",73,71.94,1151,16,"TenthTeeLateScoringAverage",2015
161,161,"Andrew Svoboda",80,71.95,1439,20,"TenthTeeLateScoringAverage",2015
162,162,"Retief Goosen",81,72,1512,21,"TenthTeeLateScoringAverage",2015
162,162,"Charl Schwartzel",67,72,936,13,"TenthTeeLateScoringAverage",2015
164,164,"Jonas Blixt",78,72.08,865,12,"TenthTeeLateScoringAverage",2015
165,165,"Scott Stallings",60,72.11,1370,19,"TenthTeeLateScoringAverage",2015
166,166,"Brice Garnett",81,72.19,1516,21,"TenthTeeLateScoringAverage",2015
167,167,"Webb Simpson",81,72.25,578,8,"TenthTeeLateScoringAverage",2015
168,168,"Byron Smith",59,72.3,723,10,"TenthTeeLateScoringAverage",2015
169,169,"Davis Love III",51,72.33,434,6,"TenthTeeLateScoringAverage",2015
170,170,"Hunter Mahan",88,72.38,579,8,"TenthTeeLateScoringAverage",2015
171,171,"Andrew Putnam",68,72.43,1014,14,"TenthTeeLateScoringAverage",2015
172,172,"Keegan Bradley",87,72.44,652,9,"TenthTeeLateScoringAverage",2015
173,173,"Jim Renner",68,72.6,1089,15,"TenthTeeLateScoringAverage",2015
174,174,"Andres Romero",69,72.63,581,8,"TenthTeeLateScoringAverage",2015
175,175,"Greg Owen",58,72.67,654,9,"TenthTeeLateScoringAverage",2015
176,176,"Roger Sloan",56,72.82,801,11,"TenthTeeLateScoringAverage",2015
177,177,"Geoff Ogilvy",50,72.89,656,9,"TenthTeeLateScoringAverage",2015
178,178,"Marc Leishman",74,73,657,9,"TenthTeeLateScoringAverage",2015
179,179,"Matt Every",73,73.6,1104,15,"TenthTeeLateScoringAverage",2015
180,180,"Jim Furyk",71,73.67,221,3,"TenthTeeLateScoringAverage",2015
181,181,"Bubba Watson",71,74,148,2,"TenthTeeLateScoringAverage",2015
182,182,"Ernie Els",57,74.33,223,3,"TenthTeeLateScoringAverage",2015
