"AverageDistanceofEagleputtsmade_RANKTHISWEEK_2015","AverageDistanceofEagleputtsmade_RANKLASTWEEK_2015","AverageDistanceofEagleputtsmade_PLAYERNAME_2015","AverageDistanceofEagleputtsmade_ROUNDS_2015","AverageDistanceofEagleputtsmade_AVG_2015","AverageDistanceofEagleputtsmade_TOTDISTFT_2015","AverageDistanceofEagleputtsmade_TOTEAGLESPUTTSMADE_2015","AverageDistanceofEagleputtsmade_LONGESTMADEFT_2015","AverageDistanceofEagleputtsmade_SHORTESTMADEFT_2015","stat_name","year"
56,56,"Brandt Snedeker",98,NA,87.417,5,43,8,"AverageDistanceofEagleputtsmade",2015
57,57,"Jason Day",75,NA,122.083,7,43,11,"AverageDistanceofEagleputtsmade",2015
58,58,"Chad Campbell",97,NA,52.083,3,42,4,"AverageDistanceofEagleputtsmade",2015
58,58,"Rory Sabbatini",81,NA,104.083,6,52,2,"AverageDistanceofEagleputtsmade",2015
60,60,"Adam Hadwin",95,NA,120.833,7,38,2,"AverageDistanceofEagleputtsmade",2015
61,61,"Jonathan Randolph",72,NA,17.083,1,17,17,"AverageDistanceofEagleputtsmade",2015
62,62,"Gary Woodland",81,NA,101.5,6,39,4,"AverageDistanceofEagleputtsmade",2015
63,63,"Jordan Spieth",91,NA,101.083,6,48,3,"AverageDistanceofEagleputtsmade",2015
63,63,"Bubba Watson",71,NA,134.833,8,42,1,"AverageDistanceofEagleputtsmade",2015
65,65,"Carlos Ortiz",100,NA,132,8,37,5,"AverageDistanceofEagleputtsmade",2015
66,66,"Jason Kokrak",88,NA,82.167,5,40,5,"AverageDistanceofEagleputtsmade",2015
66,66,"Kyle Reifers",96,NA,32.833,2,27,6,"AverageDistanceofEagleputtsmade",2015
68,68,"Ernie Els",57,NA,32.667,2,22,11,"AverageDistanceofEagleputtsmade",2015
68,68,"Geoff Ogilvy",50,NA,16.333,1,16,16,"AverageDistanceofEagleputtsmade",2015
68,68,"Mark Wilson",89,NA,32.667,2,28,5,"AverageDistanceofEagleputtsmade",2015
71,71,"Scott Brown",97,NA,32.083,2,18,14,"AverageDistanceofEagleputtsmade",2015
71,71,"Paul Casey",87,NA,64.167,4,28,4,"AverageDistanceofEagleputtsmade",2015
71,71,"Charles Howell III",105,NA,128.917,8,44,3,"AverageDistanceofEagleputtsmade",2015
74,74,"Alex Cejka",94,NA,64.083,4,27,4,"AverageDistanceofEagleputtsmade",2015
75,75,"Webb Simpson",81,NA,111.5,7,35,5,"AverageDistanceofEagleputtsmade",2015
76,76,"Zach Johnson",90,NA,31.5,2,23,9,"AverageDistanceofEagleputtsmade",2015
77,77,"Francesco Molinari",56,NA,15.667,1,16,16,"AverageDistanceofEagleputtsmade",2015
78,78,"Troy Merritt",91,NA,15.417,1,15,15,"AverageDistanceofEagleputtsmade",2015
79,79,"Luke Donald",71,NA,15.333,1,15,15,"AverageDistanceofEagleputtsmade",2015
79,79,"Brendon Todd",96,NA,46,3,25,3,"AverageDistanceofEagleputtsmade",2015
81,81,"Jonas Blixt",78,NA,45.75,3,26,4,"AverageDistanceofEagleputtsmade",2015
82,82,"Aaron Baddeley",76,NA,75.583,5,43,4,"AverageDistanceofEagleputtsmade",2015
82,82,"Matt Every",73,NA,45.25,3,27,9,"AverageDistanceofEagleputtsmade",2015
84,84,"Chris Kirk",76,NA,30,2,16,14,"AverageDistanceofEagleputtsmade",2015
85,85,"Morgan Hoffmann",85,NA,29.833,2,16,13,"AverageDistanceofEagleputtsmade",2015
86,86,"Jon Curran",83,NA,29.667,2,17,13,"AverageDistanceofEagleputtsmade",2015
86,86,"Andres Gonzales",90,NA,88.917,6,32,7,"AverageDistanceofEagleputtsmade",2015
86,86,"Matt Kuchar",97,NA,74.167,5,39,6,"AverageDistanceofEagleputtsmade",2015
89,89,"Andrew Svoboda",80,NA,59,4,27,3,"AverageDistanceofEagleputtsmade",2015
90,90,"Russell Knox",96,NA,29.25,2,20,9,"AverageDistanceofEagleputtsmade",2015
91,91,"Steve Wheatcroft",87,NA,102.333,7,48,NA,"AverageDistanceofEagleputtsmade",2015
92,92,"Steven Bowditch",103,NA,130.417,9,34,3,"AverageDistanceofEagleputtsmade",2015
92,92,"Scott Pinckney",88,NA,86.75,6,30,6,"AverageDistanceofEagleputtsmade",2015
94,94,"Luke Guthrie",84,NA,42.667,3,28,3,"AverageDistanceofEagleputtsmade",2015
94,94,"JB Holmes",89,NA,99.583,7,40,NA,"AverageDistanceofEagleputtsmade",2015
96,96,"Brian Davis",86,NA,27.917,2,15,13,"AverageDistanceofEagleputtsmade",2015
97,97,"Marc Leishman",74,NA,27.583,2,14,13,"AverageDistanceofEagleputtsmade",2015
98,98,"Kevin Chappell",86,NA,68.917,5,21,6,"AverageDistanceofEagleputtsmade",2015
99,99,"Jason Bohn",95,NA,27.25,2,15,13,"AverageDistanceofEagleputtsmade",2015
100,100,"Scott Stallings",60,NA,27,2,20,7,"AverageDistanceofEagleputtsmade",2015
101,101,"Jason Gore",76,NA,67.167,5,25,3,"AverageDistanceofEagleputtsmade",2015
101,101,"Ian Poulter",68,NA,13.417,1,13,13,"AverageDistanceofEagleputtsmade",2015
103,103,"KJ Choi",66,NA,40.083,3,29,4,"AverageDistanceofEagleputtsmade",2015
104,104,"Retief Goosen",81,NA,26.417,2,18,9,"AverageDistanceofEagleputtsmade",2015
105,105,"Kevin Kisner",104,NA,52.75,4,31,4,"AverageDistanceofEagleputtsmade",2015
105,105,"Bryce Molder",91,NA,39.583,3,15,11,"AverageDistanceofEagleputtsmade",2015
107,107,"Jim Renner",68,NA,52.083,4,23,3,"AverageDistanceofEagleputtsmade",2015
108,108,"Tony Finau",106,NA,128.167,10,34,3,"AverageDistanceofEagleputtsmade",2015
109,109,"Ben Crane",62,NA,12.75,1,13,13,"AverageDistanceofEagleputtsmade",2015
110,110,"Danny Lee",120,NA,76.167,6,23,6,"AverageDistanceofEagleputtsmade",2015
111,111,"Max Homa",78,NA,12.417,1,12,12,"AverageDistanceofEagleputtsmade",2015
112,112,"Brooks Koepka",84,NA,159.833,13,26,3,"AverageDistanceofEagleputtsmade",2015
113,113,"Louis Oosthuizen",68,NA,48.75,4,16,10,"AverageDistanceofEagleputtsmade",2015
114,114,"Erik Compton",86,NA,83.333,7,26,3,"AverageDistanceofEagleputtsmade",2015
114,114,"Martin Flores",95,NA,47.75,4,26,1,"AverageDistanceofEagleputtsmade",2015
114,114,"Spencer Levin",99,NA,35.75,3,19,4,"AverageDistanceofEagleputtsmade",2015
117,117,"Sam Saunders",83,NA,46.5,4,21,3,"AverageDistanceofEagleputtsmade",2015
118,118,"Andres Romero",69,NA,34.667,3,21,6,"AverageDistanceofEagleputtsmade",2015
118,118,"Jhonattan Vegas",90,NA,92.667,8,34,3,"AverageDistanceofEagleputtsmade",2015
118,118,"Camilo Villegas",83,NA,34.667,3,23,5,"AverageDistanceofEagleputtsmade",2015
121,121,"Ryo Ishikawa",90,NA,55.75,5,17,5,"AverageDistanceofEagleputtsmade",2015
122,122,"Steven Alker",62,NA,32.667,3,26,2,"AverageDistanceofEagleputtsmade",2015
122,122,"Scott Piercy",90,NA,98.333,9,18,2,"AverageDistanceofEagleputtsmade",2015
124,124,"Adam Scott",51,NA,54.333,5,15,5,"AverageDistanceofEagleputtsmade",2015
125,125,"Lucas Glover",79,NA,43,4,18,3,"AverageDistanceofEagleputtsmade",2015
126,126,"Tom Hoge",83,NA,42.583,4,14,8,"AverageDistanceofEagleputtsmade",2015
127,127,"Scott Langley",94,NA,20.917,2,13,8,"AverageDistanceofEagleputtsmade",2015
127,127,"Carl Pettersson",106,NA,73.75,7,29,NA,"AverageDistanceofEagleputtsmade",2015
129,129,"JJ Henry",94,NA,61.917,6,18,6,"AverageDistanceofEagleputtsmade",2015
130,130,"Harris English",105,NA,71.75,7,26,1,"AverageDistanceofEagleputtsmade",2015
131,131,"Jeff Overton",94,NA,40.583,4,23,3,"AverageDistanceofEagleputtsmade",2015
131,131,"Ryan Palmer",80,NA,50.75,5,26,1,"AverageDistanceofEagleputtsmade",2015
133,133,"Graham DeLaet",65,NA,60,6,19,2,"AverageDistanceofEagleputtsmade",2015
133,133,"Boo Weekley",79,NA,29.917,3,13,4,"AverageDistanceofEagleputtsmade",2015
135,135,"Kevin Streelman",95,NA,49.583,5,19,4,"AverageDistanceofEagleputtsmade",2015
136,136,"Johnson Wagner",68,NA,39.333,4,16,4,"AverageDistanceofEagleputtsmade",2015
137,137,"Jimmy Walker",89,NA,19.25,2,10,10,"AverageDistanceofEagleputtsmade",2015
138,138,"Michael Putnam",87,NA,38.25,4,17,1,"AverageDistanceofEagleputtsmade",2015
138,138,"Charl Schwartzel",67,NA,19.083,2,14,5,"AverageDistanceofEagleputtsmade",2015
140,140,"Stewart Cink",77,NA,9.417,1,9,9,"AverageDistanceofEagleputtsmade",2015
141,141,"Derek Fathauer",81,NA,55.083,6,20,2,"AverageDistanceofEagleputtsmade",2015
142,142,"Russell Henley",87,NA,27,3,16,4,"AverageDistanceofEagleputtsmade",2015
142,142,"Brendan Steele",88,NA,26.917,3,14,4,"AverageDistanceofEagleputtsmade",2015
144,144,"Billy Hurley III",83,NA,8.917,1,9,9,"AverageDistanceofEagleputtsmade",2015
145,145,"Blayne Barber",76,NA,34.833,4,16,4,"AverageDistanceofEagleputtsmade",2015
146,146,"Chad Collins",79,NA,17.333,2,9,8,"AverageDistanceofEagleputtsmade",2015
147,147,"Davis Love III",51,NA,17,2,12,5,"AverageDistanceofEagleputtsmade",2015
147,147,"Nick Watney",91,NA,16.917,2,12,5,"AverageDistanceofEagleputtsmade",2015
149,149,"Justin Rose",69,NA,16.833,2,11,6,"AverageDistanceofEagleputtsmade",2015
150,150,"Charlie Beljan",76,NA,23.583,3,11,5,"AverageDistanceofEagleputtsmade",2015
151,151,"Shawn Stefani",94,NA,61.667,8,16,1,"AverageDistanceofEagleputtsmade",2015
152,152,"Michael Thompson",83,NA,30.5,4,19,3,"AverageDistanceofEagleputtsmade",2015
153,153,"Brice Garnett",81,NA,14.917,2,10,5,"AverageDistanceofEagleputtsmade",2015
154,154,"DA Points",72,NA,22.25,3,10,6,"AverageDistanceofEagleputtsmade",2015
155,155,"Roberto Castro",54,NA,22,3,13,4,"AverageDistanceofEagleputtsmade",2015
156,156,"John Peterson",84,NA,20.25,3,9,5,"AverageDistanceofEagleputtsmade",2015
157,157,"Charley Hoffman",97,NA,25.333,4,10,5,"AverageDistanceofEagleputtsmade",2015
158,158,"Vijay Singh",78,NA,23,4,9,3,"AverageDistanceofEagleputtsmade",2015
159,159,"Keegan Bradley",87,NA,22.667,4,12,3,"AverageDistanceofEagleputtsmade",2015
160,160,"Robert Garrigus",70,NA,22.333,4,8,3,"AverageDistanceofEagleputtsmade",2015
161,161,"William McGirt",103,NA,5.5,1,6,6,"AverageDistanceofEagleputtsmade",2015
162,162,"Chez Reavie",56,NA,16.25,3,14,NA,"AverageDistanceofEagleputtsmade",2015
163,163,"Robert Allenby",63,NA,5.333,1,5,5,"AverageDistanceofEagleputtsmade",2015
164,164,"Ricky Barnes",82,NA,4.417,1,4,4,"AverageDistanceofEagleputtsmade",2015
165,165,"Brian Stuard",97,NA,4.333,1,4,4,"AverageDistanceofEagleputtsmade",2015
166,166,"Bill Lunde",50,NA,4,1,4,4,"AverageDistanceofEagleputtsmade",2015
167,167,"Phil Mickelson",70,NA,6.167,2,3,3,"AverageDistanceofEagleputtsmade",2015
168,168,"Justin Leonard",61,NA,3,1,3,3,"AverageDistanceofEagleputtsmade",2015
169,169,"Tyrone Van Aswegen",58,NA,4.917,2,4,1,"AverageDistanceofEagleputtsmade",2015
