"ofPotentialPtswonFedExCupRegularSeason_RANKTHISWEEK_2011","ofPotentialPtswonFedExCupRegularSeason_RANKLASTWEEK_2011","ofPotentialPtswonFedExCupRegularSeason_PLAYERNAME_2011","ofPotentialPtswonFedExCupRegularSeason_EVENTS_2011","ofPotentialPtswonFedExCupRegularSeason_Pct_2011","ofPotentialPtswonFedExCupRegularSeason_POINTSWON_2011","ofPotentialPtswonFedExCupRegularSeason_POTENTIALPTS_2011","ofPotentialPtswonFedExCupRegularSeason_OFWINS_2011","ofPotentialPtswonFedExCupRegularSeason_OFTOP10S_2011","stat_name","year"
46,46,"Vijay Singh",25,8.73,903,10350,NA,4,"ofPotentialPtswonFedExCupRegularSeason",2011
47,47,"Tom Lehman",5,8.67,108,1250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
48,48,"Scott Piercy",23,8.65,571,6600,1,2,"ofPotentialPtswonFedExCupRegularSeason",2011
49,49,"Jhonattan Vegas",25,8.63,919,10650,1,2,"ofPotentialPtswonFedExCupRegularSeason",2011
50,50,"Bo Van Pelt",27,8.43,881,10450,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2011
51,51,"JB Holmes",16,8.26,640,7750,NA,4,"ofPotentialPtswonFedExCupRegularSeason",2011
52,52,"Graeme McDowell",16,8.15,485,5950,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2011
53,53,"Marco Dawson",3,8,100,1250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
53,53,"Chris Kirk",28,8,957,11950,1,4,"ofPotentialPtswonFedExCupRegularSeason",2011
55,55,"Kevin Na",26,7.7,778,10100,NA,5,"ofPotentialPtswonFedExCupRegularSeason",2011
56,56,"Tommy Gainey",34,7.57,999,13200,NA,6,"ofPotentialPtswonFedExCupRegularSeason",2011
57,57,"Brendan Steele",27,7.51,826,11000,1,1,"ofPotentialPtswonFedExCupRegularSeason",2011
58,58,"Robert Garrigus",26,7.43,702,9450,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2011
59,59,"John Senden",26,7.35,732,9950,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2011
60,60,"Brandt Jobe",28,7.33,803,10950,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2011
61,61,"Sean OHair",24,7.31,724,9900,1,1,"ofPotentialPtswonFedExCupRegularSeason",2011
62,62,"Peter Lonard",2,7.3,55,750,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2011
63,63,"Kyle Stanley",28,7.25,761,10500,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2011
64,64,"Geoff Ogilvy",21,7.19,571,7950,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2011
65,65,"Tiger Woods",9,7.14,318,4450,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2011
66,66,"Pat Perez",24,6.92,716,10350,NA,4,"ofPotentialPtswonFedExCupRegularSeason",2011
67,67,"Fred Couples",5,6.9,180,2600,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2011
68,68,"Bob Estes",12,6.89,258,3750,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2011
68,68,"Andres Romero",22,6.89,651,9450,NA,4,"ofPotentialPtswonFedExCupRegularSeason",2011
70,70,"Brian Gay",26,6.88,685,9950,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2011
71,71,"Chris Couch",21,6.86,573,8350,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2011
72,72,"Robert Allenby",25,6.82,679,9950,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2011
73,73,"Retief Goosen",16,6.81,439,6450,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2011
73,73,"Charley Hoffman",27,6.81,746,10950,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2011
75,75,"Davis Love III",22,6.71,557,8300,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2011
76,76,"Jerry Kelly",26,6.64,651,9800,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2011
77,77,"Brendon de Jonge",30,6.43,784,12200,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2011
78,78,"Stewart Cink",22,6.42,556,8650,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2011
79,79,"Steve Pate",1,6.4,16,250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
80,80,"Jim Furyk",26,6.32,661,10450,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2011
81,81,"Carl Pettersson",27,6.31,691,10950,NA,4,"ofPotentialPtswonFedExCupRegularSeason",2011
82,82,"Ben Crane",23,6.3,526,8350,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2011
83,83,"Jeff Overton",26,6.14,611,9950,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2011
84,84,"Kevin Streelman",26,6.09,600,9850,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2011
85,85,"Johnson Wagner",25,6.03,585,9700,1,1,"ofPotentialPtswonFedExCupRegularSeason",2011
86,86,"Ian Poulter",16,6,387,6450,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2011
87,87,"Brett Wetterich",8,5.95,208,3500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
88,88,"Ricky Barnes",23,5.93,552,9300,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2011
89,89,"Chez Reavie",27,5.88,588,10000,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2011
90,90,"Jimmy Walker",24,5.8,615,10600,NA,4,"ofPotentialPtswonFedExCupRegularSeason",2011
90,90,"Charlie Wi",25,5.8,591,10200,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2011
92,92,"Brian Davis",30,5.73,685,11950,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2011
93,93,"John Merrick",21,5.72,415,7250,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2011
94,94,"Chad Campbell",29,5.71,591,10350,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2011
95,95,"Tom Pernice Jr",12,5.6,210,3750,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2011
96,96,"John Rollins",27,5.56,608,10950,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2011
97,97,"Kris Blanks",29,5.53,641,11600,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2011
98,98,"Kirk Triplett",8,5.51,110,2000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
99,99,"Rod Pampling",21,5.49,385,7000,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2011
100,100,"Tom Gillis",19,5.32,431,8100,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2011
101,101,"Trevor Immelman",25,5.31,468,8800,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
102,102,"Kevin Chappell",26,5.24,503,9600,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2011
103,103,"JJ Henry",28,5.23,599,11450,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2011
104,104,"Cameron Tringale",32,5.22,644,12350,NA,4,"ofPotentialPtswonFedExCupRegularSeason",2011
105,105,"Marc Leishman",27,5.04,522,10350,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2011
106,106,"Paul Goydos",25,4.82,474,9850,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2011
107,107,"Blake Adams",34,4.79,616,12850,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2011
108,108,"Troy Matteson",28,4.78,542,11350,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2011
109,109,"Paul Casey",15,4.71,280,5950,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
110,110,"Tom Byrum",1,4.7,12,250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
111,111,"Ryuji Imada",29,4.62,529,11450,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2011
112,112,"Michael Thompson",25,4.58,413,9000,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2011
113,113,"Michael Bradley",24,4.56,454,9950,1,1,"ofPotentialPtswonFedExCupRegularSeason",2011
114,114,"Padraig Harrington",18,4.54,338,7450,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2011
115,115,"Louis Oosthuizen",15,4.49,267,5950,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2011
116,116,"Ernie Els",21,4.48,357,7950,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
117,117,"Bryce Molder",27,4.4,493,11200,NA,4,"ofPotentialPtswonFedExCupRegularSeason",2011
118,118,"Matt Every",5,4.37,98,2250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
119,119,"Tom Watson",3,4.36,48,1100,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
120,120,"Greg Chalmers",28,4.25,450,10600,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2011
120,120,"Anthony Kim",26,4.25,485,11400,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2011
122,122,"Hunter Haas",30,4.21,499,11850,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2011
123,123,"Aron Price",18,4.18,272,6500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
124,124,"Nick OHern",29,4.17,463,11100,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2011
125,125,"James Driscoll",24,4.15,353,8500,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2011
125,125,"Tim Herron",28,4.15,456,11000,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2011
127,127,"Chris DiMarco",31,4.07,499,12250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
128,128,"Joe Ogilvie",24,4.04,364,9000,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2011
129,129,"Briny Baird",19,3.97,258,6500,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2011
130,130,"Steve Lowery",2,3.95,20,500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
131,131,"Bill Lunde",28,3.91,428,10950,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
132,132,"Chris Stroud",28,3.9,413,10600,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2011
133,133,"Kevin Stadler",27,3.82,414,10850,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2011
134,134,"David Hearn",26,3.81,362,9500,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2011
135,135,"Camilo Villegas",25,3.8,395,10400,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2011
136,136,"Cameron Percy",12,3.78,161,4250,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2011
137,137,"Matt McQuillan",21,3.74,280,7500,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2011
138,138,"Matt Bettencourt",30,3.73,461,12350,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2011
139,139,"Vaughn Taylor",27,3.65,397,10850,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
140,140,"Angel Cabrera",17,3.62,237,6550,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2011
141,141,"Todd Hamilton",11,3.61,117,3250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
142,142,"Stephen Ames",22,3.57,298,8350,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2011
143,143,"Roland Thatcher",22,3.46,302,8750,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2011
144,144,"Ben Curtis",23,3.43,304,8850,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
145,145,"Woody Austin",18,3.39,221,6500,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2011
146,146,"Kevin Sutherland",11,3.38,190,5600,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
147,147,"Steve Flesch",27,3.35,352,10500,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2011
147,147,"David Mathis",25,3.35,326,9750,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2011
149,149,"Heath Slocum",29,3.33,388,11650,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
150,150,"Stuart Appleby",24,3.29,387,11750,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2011
151,151,"Steven Bowditch",28,3.23,347,10750,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2011
152,152,"DJ Trahan",30,3.21,392,12200,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2011
153,153,"Jason Bohn",22,3.18,284,8950,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
154,154,"Matt Jones",25,3.17,328,10350,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2011
155,155,"Billy Mayfair",29,3.14,353,11250,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2011
156,156,"Cameron Beckman",25,3.13,324,10350,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
157,157,"Alex Cejka",21,3.12,303,9700,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
157,157,"Josh Teater",31,3.12,393,12600,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2011
159,159,"Michael Putnam",21,3.08,300,9750,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
160,160,"Kent Jones",25,3.05,297,9750,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
161,161,"Justin Leonard",26,3.02,328,10850,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
162,162,"Nick Price",1,3,15,500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
163,163,"Shane Bertsch",20,2.96,207,7000,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2011
163,163,"Chris Riley",25,2.96,292,9850,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2011
165,165,"Dean Wilson",22,2.93,318,10850,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
166,166,"Guy Boros",1,2.9,7,250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
167,167,"Henrik Stenson",15,2.89,159,5500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
168,168,"Tim Petrovic",29,2.88,326,11350,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
169,169,"Sung Kang",21,2.83,219,7750,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2011
170,170,"Garrett Willis",24,2.81,270,9600,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2011
171,171,"Daniel Chopra",2,2.8,21,750,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
172,172,"Arjun Atwal",29,2.75,339,12350,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2011
173,173,"William McGirt",32,2.72,334,12250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
174,174,"Scott McCarron",22,2.68,221,8250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
175,175,"Joe Durant",25,2.64,260,9850,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
176,176,"Craig Barlow",5,2.62,39,1500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
177,177,"Tag Ridings",28,2.6,286,11000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
178,178,"Michael Letzig",13,2.54,114,4500,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2011
179,179,"Andre Stolz",2,2.53,19,750,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
180,180,"Boo Weekley",23,2.52,223,8850,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
181,181,"Ben Martin",25,2.48,242,9750,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2011
182,182,"Jonathan Kaye",2,2.4,12,500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
183,183,"Zack Miller",30,2.37,290,12250,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2011
184,184,"Peter Tomasulo",12,2.31,121,5250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
185,185,"Paul Stankowski",24,2.3,207,9000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
186,186,"John Mallinger",15,2.28,137,6000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
187,187,"Frank Lickliter II",12,2.27,102,4500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
188,188,"Lee Janzen",19,2.24,168,7500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
189,189,"Bobby Gates",29,2.23,256,11500,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2011
190,190,"Michael Connell",26,2.2,233,10600,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
191,191,"Colt Knost",27,2.16,227,10500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
192,192,"Dicky Pride",8,2.12,64,3000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
193,193,"Will Ma Kenzie",14,2.1,105,5000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
194,194,"Nathan Green",26,2.09,209,10000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
195,195,"Fabian Gomez",26,2.08,208,10000,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2011
196,196,"Billy Horschel",25,2.07,197,9500,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2011
197,197,"Marc Turnesa",20,2.06,175,8500,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2011
198,198,"David Duval",24,2.05,191,9350,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2011
199,199,"Robert Damron",3,2.02,25,1250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
200,200,"Jim Herman",22,2,160,8000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
201,201,"Jeff Quinney",14,1.98,89,4500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
202,202,"Charles Warren",10,1.97,89,4500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
203,203,"Bio Kim",25,1.88,179,9500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
204,204,"JP Hayes",19,1.87,147,7850,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
204,204,"Jim Renner",22,1.87,149,8000,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2011
206,206,"Jarrod Lyle",29,1.85,217,11750,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2011
207,207,"Justin Hicks",23,1.82,145,8000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
208,208,"Daniel Summerhays",29,1.79,210,11750,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
209,209,"Alex Prugh",29,1.77,209,11850,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
210,210,"Corey Pavin",4,1.76,37,2100,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
211,211,"Kenny Perry",13,1.73,110,6350,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
212,212,"Mark Calcavecchia",6,1.7,34,2000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
212,212,"Alexandre Rocha",22,1.7,127,7500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
214,214,"Richard Johnson",23,1.69,144,8500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
215,215,"Jason Gore",6,1.67,42,2500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
216,216,"DJ Brigman",23,1.65,140,8500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
217,217,"Steve Elkington",17,1.63,107,6600,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2011
218,218,"Chad Collins",16,1.54,121,7850,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
219,219,"Scott Gutschewski",23,1.47,125,8500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
220,220,"Mark Hensby",6,1.46,29,2000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
220,220,"Shaun Micheel",27,1.46,160,10950,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
222,222,"Troy Merritt",23,1.44,131,9100,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
223,223,"Martin Piller",23,1.42,120,8500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
224,224,"John Daly",18,1.4,110,7850,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2011
225,225,"Andres Gonzales",21,1.33,93,7000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
226,226,"Jeff Maggert",18,1.32,89,6750,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
227,227,"Kevin Kisner",24,1.29,116,9000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
228,228,"Will Strickler",19,1.28,84,6500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
229,229,"Omar Uresti",5,1.27,19,1500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
230,230,"Jay Williamson",6,1.26,25,2000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
231,231,"Garth Mulroy",4,1.23,25,2000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
231,231,"Nate Smith",24,1.23,110,9000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
233,233,"Greg Kraft",1,1.2,3,250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
234,234,"Derek Lamely",26,1.19,123,10350,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
235,235,"Brett Quigley",10,1.17,47,4000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
236,236,"Joseph Bramlett",25,1.16,110,9500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
237,237,"Craig Bowden",4,1.05,21,2000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
238,238,"Chris Tidland",12,1.02,44,4250,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2011
239,239,"Michael Allen",5,0.99,17,1750,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
240,240,"Robert Gamez",9,0.91,32,3500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
241,241,"Rocco Mediate",23,0.89,85,9450,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2011
