"ApproachPuttPerformance_RANKTHISWEEK_2010","ApproachPuttPerformance_RANKLASTWEEK_2010","ApproachPuttPerformance_PLAYERNAME_2010","ApproachPuttPerformance_ROUNDS_2010","ApproachPuttPerformance_VALUE_2010","ApproachPuttPerformance_ATTEMPTS_2010","ApproachPuttPerformance_TOTALDISTANCEFEET_2010","stat_name","year"
40,40,"Marc Leishman",87,NA,766,1719.667,"ApproachPuttPerformance",2010
40,40,"Davis Love III",79,NA,765,1738.333,"ApproachPuttPerformance",2010
40,40,"Steve Lowery",67,NA,648,1483.25,"ApproachPuttPerformance",2010
40,40,"Scott McCarron",90,NA,890,2003.083,"ApproachPuttPerformance",2010
40,40,"Andrew McLardy",52,NA,495,1124.917,"ApproachPuttPerformance",2010
40,40,"Bryce Molder",84,NA,765,1749.833,"ApproachPuttPerformance",2010
40,40,"Ryan Moore",80,NA,655,1470.583,"ApproachPuttPerformance",2010
40,40,"Garth Mulroy",53,NA,486,1112,"ApproachPuttPerformance",2010
40,40,"Greg Owen",69,NA,720,1632.167,"ApproachPuttPerformance",2010
40,40,"Rod Pampling",77,NA,780,1765.25,"ApproachPuttPerformance",2010
40,40,"Cameron Percy",73,NA,682,1551.167,"ApproachPuttPerformance",2010
40,40,"John Senden",103,NA,1008,2292,"ApproachPuttPerformance",2010
40,40,"Michael Sim",64,NA,543,1203.167,"ApproachPuttPerformance",2010
40,40,"Webb Simpson",98,NA,973,2154.583,"ApproachPuttPerformance",2010
40,40,"Brandt Snedeker",89,NA,740,1674.5,"ApproachPuttPerformance",2010
40,40,"Paul Stankowski",62,NA,588,1312.667,"ApproachPuttPerformance",2010
40,40,"Kevin Streelman",90,NA,863,1907.75,"ApproachPuttPerformance",2010
40,40,"Brian Stuard",81,NA,778,1773.167,"ApproachPuttPerformance",2010
40,40,"Vaughn Taylor",87,NA,875,1943.167,"ApproachPuttPerformance",2010
40,40,"David Toms",86,NA,732,1641.417,"ApproachPuttPerformance",2010
40,40,"DJ Trahan",92,NA,933,2100.583,"ApproachPuttPerformance",2010
40,40,"Omar Uresti",74,NA,704,1561.583,"ApproachPuttPerformance",2010
40,40,"Vance Veazey",58,NA,527,1181.833,"ApproachPuttPerformance",2010
40,40,"Jimmy Walker",82,NA,755,1695.5,"ApproachPuttPerformance",2010
40,40,"Jay Williamson",76,NA,687,1568.833,"ApproachPuttPerformance",2010
40,40,"Mark Wilson",87,NA,895,2029.917,"ApproachPuttPerformance",2010
40,40,"YE Yang",72,NA,616,1403.25,"ApproachPuttPerformance",2010
85,85,"Stephen Ames",75,NA,745,1734.667,"ApproachPuttPerformance",2010
85,85,"Aaron Baddeley",94,NA,915,2163.583,"ApproachPuttPerformance",2010
85,85,"Briny Baird",87,NA,890,2048.833,"ApproachPuttPerformance",2010
85,85,"Rich Barcelo",70,NA,629,1493.5,"ApproachPuttPerformance",2010
85,85,"Henrik Bjornstad",72,NA,696,1640.333,"ApproachPuttPerformance",2010
85,85,"Justin Bolli",55,NA,481,1140.5,"ApproachPuttPerformance",2010
85,85,"Angel Cabrera",64,NA,558,1281.917,"ApproachPuttPerformance",2010
85,85,"Alex Cejka",81,NA,766,1803.583,"ApproachPuttPerformance",2010
85,85,"KJ Choi",82,NA,651,1512.75,"ApproachPuttPerformance",2010
85,85,"Tim Clark",88,NA,711,1657.167,"ApproachPuttPerformance",2010
85,85,"Brent Delahoussaye",57,NA,533,1237.5,"ApproachPuttPerformance",2010
85,85,"Jason Dufner",87,NA,772,1798.083,"ApproachPuttPerformance",2010
85,85,"David Duval",71,NA,610,1448.25,"ApproachPuttPerformance",2010
85,85,"Brad Faxon",58,NA,513,1214.917,"ApproachPuttPerformance",2010
85,85,"Tom Gillis",97,NA,932,2206.167,"ApproachPuttPerformance",2010
85,85,"Lucas Glover",75,NA,649,1540.083,"ApproachPuttPerformance",2010
85,85,"Charley Hoffman",85,NA,806,1875.417,"ApproachPuttPerformance",2010
85,85,"Freddie Jacobson",83,NA,814,1928.583,"ApproachPuttPerformance",2010
85,85,"Kevin Johnson",62,NA,550,1267,"ApproachPuttPerformance",2010
85,85,"Skip Kendall",58,NA,524,1208.833,"ApproachPuttPerformance",2010
85,85,"Matt Kuchar",97,NA,775,1807.25,"ApproachPuttPerformance",2010
85,85,"David Lutterus",69,NA,633,1463.5,"ApproachPuttPerformance",2010
85,85,"Hunter Mahan",85,NA,730,1684.667,"ApproachPuttPerformance",2010
85,85,"John Mallinger",78,NA,707,1646.333,"ApproachPuttPerformance",2010
85,85,"Steve Marino",81,NA,676,1581.25,"ApproachPuttPerformance",2010
85,85,"Troy Matteson",84,NA,937,2178.333,"ApproachPuttPerformance",2010
85,85,"Kevin Na",94,NA,777,1795,"ApproachPuttPerformance",2010
85,85,"Ryan Palmer",84,NA,738,1743,"ApproachPuttPerformance",2010
85,85,"Pat Perez",90,NA,866,2015.333,"ApproachPuttPerformance",2010
85,85,"Tom Pernice Jr",74,NA,642,1472.833,"ApproachPuttPerformance",2010
85,85,"Alex Prugh",88,NA,893,2076.5,"ApproachPuttPerformance",2010
85,85,"Brett Quigley",96,NA,1009,2343.083,"ApproachPuttPerformance",2010
85,85,"John Rollins",81,NA,836,1959.583,"ApproachPuttPerformance",2010
85,85,"Heath Slocum",97,NA,788,1833.417,"ApproachPuttPerformance",2010
85,85,"Chris Stroud",90,NA,811,1884.333,"ApproachPuttPerformance",2010
85,85,"Cameron Tringale",55,NA,528,1243.25,"ApproachPuttPerformance",2010
85,85,"Jerod Turner",54,NA,424,998.917,"ApproachPuttPerformance",2010
85,85,"Scott Verplank",74,NA,573,1322.917,"ApproachPuttPerformance",2010
85,85,"Johnson Wagner",85,NA,824,1889.083,"ApproachPuttPerformance",2010
85,85,"Charles Warren",64,NA,628,1484,"ApproachPuttPerformance",2010
85,85,"Bubba Watson",77,NA,744,1710.667,"ApproachPuttPerformance",2010
85,85,"Boo Weekley",88,NA,848,1987.583,"ApproachPuttPerformance",2010
85,85,"Brett Wetterich",54,NA,605,1403.167,"ApproachPuttPerformance",2010
85,85,"Charlie Wi",95,NA,905,2098.25,"ApproachPuttPerformance",2010
85,85,"Dean Wilson",54,NA,497,1170.167,"ApproachPuttPerformance",2010
130,130,"Kris Blanks",91,NA,877,2121.833,"ApproachPuttPerformance",2010
130,130,"Daniel Chopra",74,NA,712,1734,"ApproachPuttPerformance",2010
130,130,"Michael Connell",89,NA,816,1959.417,"ApproachPuttPerformance",2010
130,130,"Chris Couch",66,NA,624,1484.5,"ApproachPuttPerformance",2010
130,130,"John Daly",63,NA,520,1277.5,"ApproachPuttPerformance",2010
130,130,"Brian Davis",101,NA,928,2261.917,"ApproachPuttPerformance",2010
130,130,"Steve Flesch",78,NA,693,1654.75,"ApproachPuttPerformance",2010
130,130,"Martin Flores",75,NA,694,1663.917,"ApproachPuttPerformance",2010
130,130,"Mathew Goggin",85,NA,904,2216.583,"ApproachPuttPerformance",2010
130,130,"Paul Goydos",78,NA,699,1698.833,"ApproachPuttPerformance",2010
130,130,"Tim Herron",79,NA,746,1781.667,"ApproachPuttPerformance",2010
130,130,"JB Holmes",100,NA,916,2249,"ApproachPuttPerformance",2010
130,130,"Cliff Kresge",50,NA,516,1267.167,"ApproachPuttPerformance",2010
130,130,"Derek Lamely",81,NA,690,1673.833,"ApproachPuttPerformance",2010
130,130,"Michael Letzig",84,NA,872,2073.5,"ApproachPuttPerformance",2010
130,130,"Will Ma Kenzie",72,NA,759,1803.917,"ApproachPuttPerformance",2010
130,130,"Jeff Maggert",76,NA,697,1690.083,"ApproachPuttPerformance",2010
130,130,"Billy Mayfair",78,NA,770,1845.417,"ApproachPuttPerformance",2010
130,130,"Rory McIlroy",54,NA,428,1026,"ApproachPuttPerformance",2010
130,130,"Shaun Micheel",70,NA,559,1347.667,"ApproachPuttPerformance",2010
130,130,"Phil Mickelson",76,NA,604,1451.25,"ApproachPuttPerformance",2010
130,130,"Joe Ogilvie",99,NA,930,2278.5,"ApproachPuttPerformance",2010
130,130,"Brenden Pappas",66,NA,614,1483.5,"ApproachPuttPerformance",2010
130,130,"Kenny Perry",69,NA,641,1550.167,"ApproachPuttPerformance",2010
130,130,"Scott Piercy",88,NA,877,2147.417,"ApproachPuttPerformance",2010
130,130,"Aron Price",70,NA,695,1694.667,"ApproachPuttPerformance",2010
130,130,"Ted Purdy",86,NA,839,2014.417,"ApproachPuttPerformance",2010
130,130,"Jeff Quinney",91,NA,830,2009.25,"ApproachPuttPerformance",2010
130,130,"Josh Teater",101,NA,1039,2502.417,"ApproachPuttPerformance",2010
130,130,"Nicholas Thompson",88,NA,890,2115.333,"ApproachPuttPerformance",2010
130,130,"Chris Tidland",77,NA,739,1788.917,"ApproachPuttPerformance",2010
130,130,"Bo Van Pelt",104,NA,935,2229.25,"ApproachPuttPerformance",2010
130,130,"Garrett Willis",82,NA,799,1939.167,"ApproachPuttPerformance",2010
163,163,"Blake Adams",84,NA,823,2038,"ApproachPuttPerformance",2010
163,163,"Cameron Beckman",68,NA,659,1628.5,"ApproachPuttPerformance",2010
163,163,"Matt Bettencourt",91,NA,705,1753.083,"ApproachPuttPerformance",2010
163,163,"Ben Crane",85,NA,695,1728.083,"ApproachPuttPerformance",2010
163,163,"Jason Day",82,NA,756,1872.5,"ApproachPuttPerformance",2010
163,163,"James Driscoll",78,NA,812,2008.667,"ApproachPuttPerformance",2010
163,163,"Nathan Green",86,NA,850,2130,"ApproachPuttPerformance",2010
163,163,"Mathias Gronberg",61,NA,546,1382.917,"ApproachPuttPerformance",2010
163,163,"Greg Kraft",52,NA,431,1070.583,"ApproachPuttPerformance",2010
163,163,"George McNeill",79,NA,750,1898.5,"ApproachPuttPerformance",2010
163,163,"James Nitties",92,NA,869,2207.5,"ApproachPuttPerformance",2010
163,163,"Jeff Overton",89,NA,738,1865.75,"ApproachPuttPerformance",2010
163,163,"Ian Poulter",55,NA,347,860.583,"ApproachPuttPerformance",2010
163,163,"Justin Rose",78,NA,722,1784.167,"ApproachPuttPerformance",2010
163,163,"Rory Sabbatini",79,NA,706,1750.333,"ApproachPuttPerformance",2010
163,163,"Roland Thatcher",72,NA,763,1895.417,"ApproachPuttPerformance",2010
163,163,"Nick Watney",91,NA,743,1849.833,"ApproachPuttPerformance",2010
163,163,"Chris Wilson",65,NA,578,1444.5,"ApproachPuttPerformance",2010
181,181,"Woody Austin",93,NA,908,2382.25,"ApproachPuttPerformance",2010
181,181,"Graham DeLaet",88,NA,856,2230.417,"ApproachPuttPerformance",2010
181,181,"Robert Garrigus",71,NA,686,1792.167,"ApproachPuttPerformance",2010
181,181,"Martin Laird",91,NA,875,2233.25,"ApproachPuttPerformance",2010
181,181,"Sean OHair",84,NA,731,1867.917,"ApproachPuttPerformance",2010
181,181,"Geoff Ogilvy",62,NA,531,1354.833,"ApproachPuttPerformance",2010
181,181,"DA Points",90,NA,892,2284.917,"ApproachPuttPerformance",2010
181,181,"Steve Wheatcroft",74,NA,633,1625,"ApproachPuttPerformance",2010
189,189,"Bill Lunde",79,NA,750,1975.5,"ApproachPuttPerformance",2010
189,189,"Troy Merritt",86,NA,810,2168.417,"ApproachPuttPerformance",2010
191,191,"Mark Calcavecchia",50,NA,370,1003.667,"ApproachPuttPerformance",2010
191,191,"Andres Romero",73,NA,766,2083.583,"ApproachPuttPerformance",2010
