"BounceBack_RANKTHISWEEK_2005","BounceBack_RANKLASTWEEK_2005","BounceBack_PLAYERNAME_2005","BounceBack_ROUNDS_2005","BounceBack_Pct_2005","stat_name","year"
100,100,"Doug Barron",70,19.46,"BounceBack",2005
101,101,"Mike Weir",71,19.42,"BounceBack",2005
102,102,"Justin Rose",99,19.41,"BounceBack",2005
103,103,"Charlie Wi",67,19.4,"BounceBack",2005
104,104,"Tim Petrovic",97,19.39,"BounceBack",2005
105,105,"Pat Perez",89,19.35,"BounceBack",2005
106,106,"Daniel Chopra",108,19.31,"BounceBack",2005
106,106,"Glen Day",80,19.31,"BounceBack",2005
108,108,"Tom Pernice Jr",111,19.18,"BounceBack",2005
109,109,"Joey Sindelar",104,19.17,"BounceBack",2005
110,110,"Brett Quigley",96,19.11,"BounceBack",2005
111,111,"Jeff Sluman",94,19.03,"BounceBack",2005
112,112,"Justin Leonard",78,19.02,"BounceBack",2005
113,113,"Scott Gutschewski",86,18.97,"BounceBack",2005
114,114,"Paul Claxton",79,18.95,"BounceBack",2005
115,115,"Stephen Leaney",89,18.91,"BounceBack",2005
116,116,"Richard Johnson",50,18.85,"BounceBack",2005
117,117,"Jeff Hart",63,18.82,"BounceBack",2005
118,118,"Ryuji Imada",78,18.81,"BounceBack",2005
119,119,"James Driscoll",73,18.78,"BounceBack",2005
119,119,"Phillip Price",77,18.78,"BounceBack",2005
121,121,"Brett Wetterich",76,18.72,"BounceBack",2005
122,122,"Hideto Tanihara",50,18.71,"BounceBack",2005
123,123,"Brian Gay",101,18.7,"BounceBack",2005
124,124,"Greg Owen",84,18.67,"BounceBack",2005
125,125,"Mark Calcavecchia",92,18.63,"BounceBack",2005
126,126,"Jay Williamson",53,18.57,"BounceBack",2005
127,127,"Todd Hamilton",94,18.56,"BounceBack",2005
128,128,"Matt Gogel",78,18.42,"BounceBack",2005
129,129,"Stuart Appleby",84,18.39,"BounceBack",2005
130,130,"Bob Tway",87,18.36,"BounceBack",2005
131,131,"Stewart Cink",98,18.34,"BounceBack",2005
132,132,"JL Lewis",98,18.31,"BounceBack",2005
133,133,"Hank Kuehne",84,18.28,"BounceBack",2005
134,134,"Brandt Jobe",96,18.25,"BounceBack",2005
135,135,"John Rollins",97,18.24,"BounceBack",2005
136,136,"Mathias Gronberg",60,18.18,"BounceBack",2005
136,136,"Steve Lowery",100,18.18,"BounceBack",2005
138,138,"Robert Damron",89,18.11,"BounceBack",2005
139,139,"Tommy Armour III",103,18.09,"BounceBack",2005
140,140,"Bob Estes",92,17.99,"BounceBack",2005
141,141,"Billy Andrade",83,17.96,"BounceBack",2005
141,141,"Gavin Coles",70,17.96,"BounceBack",2005
143,143,"Joe Durant",81,17.94,"BounceBack",2005
144,144,"Charles Warren",89,17.92,"BounceBack",2005
145,145,"Sean OHair",103,17.88,"BounceBack",2005
146,146,"Mark Wilson",74,17.8,"BounceBack",2005
147,147,"Steve Allan",102,17.74,"BounceBack",2005
148,148,"Craig Barlow",81,17.67,"BounceBack",2005
149,149,"Will Ma Kenzie",75,17.62,"BounceBack",2005
150,150,"Roland Thatcher",75,17.59,"BounceBack",2005
151,151,"Duffy Waldorf",86,17.53,"BounceBack",2005
152,152,"Andrew Magee",82,17.49,"BounceBack",2005
153,153,"Tom Byrum",83,17.34,"BounceBack",2005
154,154,"Jason Bohn",91,17.23,"BounceBack",2005
155,155,"Hidemichi Tanaka",106,17.22,"BounceBack",2005
156,156,"Kenny Perry",82,17.21,"BounceBack",2005
157,157,"Dean Wilson",86,17.17,"BounceBack",2005
158,158,"JJ Henry",102,17.1,"BounceBack",2005
159,159,"Kevin Na",88,17,"BounceBack",2005
160,160,"Rich Beem",66,16.97,"BounceBack",2005
160,160,"Dennis Paulson",63,16.97,"BounceBack",2005
162,162,"Steve Elkington",67,16.87,"BounceBack",2005
162,162,"Tjaart van der Walt",56,16.87,"BounceBack",2005
164,164,"Brent Geiberger",61,16.76,"BounceBack",2005
165,165,"Arjun Atwal",65,16.67,"BounceBack",2005
165,165,"Fred Funk",102,16.67,"BounceBack",2005
167,167,"Rory Sabbatini",81,16.54,"BounceBack",2005
168,168,"Omar Uresti",84,16.53,"BounceBack",2005
169,169,"Rob Rashell",65,16.52,"BounceBack",2005
170,170,"Mark OMeara",66,16.49,"BounceBack",2005
171,171,"Stephen Ames",82,16.46,"BounceBack",2005
172,172,"Luke Donald",67,16.44,"BounceBack",2005
173,173,"Skip Kendall",80,16.33,"BounceBack",2005
174,174,"Len Mattiace",86,16.28,"BounceBack",2005
175,175,"Paul Gow",78,16.24,"BounceBack",2005
176,176,"Jason Allred",75,16.12,"BounceBack",2005
177,177,"Kevin Sutherland",89,16.04,"BounceBack",2005
178,178,"Peter Lonard",85,15.95,"BounceBack",2005
179,179,"Brendan Jones",81,15.86,"BounceBack",2005
180,180,"John Elliott",58,15.81,"BounceBack",2005
181,181,"Lee Westwood",50,15.76,"BounceBack",2005
182,182,"Michael Allen",90,15.7,"BounceBack",2005
183,183,"Billy Mayfair",114,15.63,"BounceBack",2005
184,184,"Chad Campbell",95,15.23,"BounceBack",2005
185,185,"Franklin Langham",91,15.07,"BounceBack",2005
186,186,"Craig Perks",67,15.02,"BounceBack",2005
187,187,"Rocco Mediate",73,14.95,"BounceBack",2005
188,188,"Mark Brooks",72,14.85,"BounceBack",2005
189,189,"Danny Briggs",70,14.81,"BounceBack",2005
190,190,"Bill Glasson",54,14.72,"BounceBack",2005
191,191,"Thomas Levet",54,14.69,"BounceBack",2005
192,192,"Bradley Hughes",52,14.37,"BounceBack",2005
193,193,"Jose Maria Olazabal",55,14.29,"BounceBack",2005
194,194,"Shaun Micheel",81,13.93,"BounceBack",2005
195,195,"Tom Lehman",69,13.85,"BounceBack",2005
196,196,"Chris Riley",67,13.3,"BounceBack",2005
197,197,"Kirk Triplett",55,13.01,"BounceBack",2005
198,198,"Jose Coceres",56,12.88,"BounceBack",2005
199,199,"Ben Curtis",65,12.33,"BounceBack",2005
200,200,"Matt Kuchar",60,11.98,"BounceBack",2005
201,201,"Steve Jones",56,11.48,"BounceBack",2005
202,202,"Jim Carter",62,10.66,"BounceBack",2005
