"TenthTeeLateScoringAverage_RANKTHISWEEK_2006","TenthTeeLateScoringAverage_RANKLASTWEEK_2006","TenthTeeLateScoringAverage_PLAYERNAME_2006","TenthTeeLateScoringAverage_ROUNDS_2006","TenthTeeLateScoringAverage_AVG_2006","TenthTeeLateScoringAverage_TOTALSTROKES_2006","TenthTeeLateScoringAverage_TOTAL10THTEELATERNDS_2006","stat_name","year"
30,30,"Justin Leonard",83,70.29,984,14,"TenthTeeLateScoringAverage",2006
30,30,"Bob May",65,70.29,984,14,"TenthTeeLateScoringAverage",2006
30,30,"Shaun Micheel",96,70.29,984,14,"TenthTeeLateScoringAverage",2006
33,33,"Kris Cox",83,70.31,1125,16,"TenthTeeLateScoringAverage",2006
34,34,"Charley Hoffman",100,70.35,1407,20,"TenthTeeLateScoringAverage",2006
35,35,"Danny Ellis",68,70.36,774,11,"TenthTeeLateScoringAverage",2006
35,35,"Zach Johnson",98,70.36,774,11,"TenthTeeLateScoringAverage",2006
35,35,"Bo Van Pelt",102,70.36,985,14,"TenthTeeLateScoringAverage",2006
38,38,"Jim Furyk",89,70.38,563,8,"TenthTeeLateScoringAverage",2006
39,39,"Brandt Jobe",91,70.4,704,10,"TenthTeeLateScoringAverage",2006
39,39,"Rory Sabbatini",84,70.4,704,10,"TenthTeeLateScoringAverage",2006
41,41,"Joe Durant",101,70.41,1549,22,"TenthTeeLateScoringAverage",2006
42,42,"Freddie Jacobson",56,70.45,775,11,"TenthTeeLateScoringAverage",2006
42,42,"Kent Jones",103,70.45,1550,22,"TenthTeeLateScoringAverage",2006
44,44,"Chris DiMarco",83,70.5,564,8,"TenthTeeLateScoringAverage",2006
44,44,"Paul Goydos",72,70.5,987,14,"TenthTeeLateScoringAverage",2006
44,44,"Stephen Leaney",84,70.5,1128,16,"TenthTeeLateScoringAverage",2006
47,47,"Steve Lowery",99,70.52,1481,21,"TenthTeeLateScoringAverage",2006
48,48,"Charles Warren",93,70.53,1340,19,"TenthTeeLateScoringAverage",2006
49,49,"Bart Bryant",87,70.55,776,11,"TenthTeeLateScoringAverage",2006
49,49,"Mathias Gronberg",92,70.55,1411,20,"TenthTeeLateScoringAverage",2006
51,51,"Eric Axley",91,70.56,1270,18,"TenthTeeLateScoringAverage",2006
51,51,"John Senden",96,70.56,1270,18,"TenthTeeLateScoringAverage",2006
53,53,"Retief Goosen",68,70.6,353,5,"TenthTeeLateScoringAverage",2006
53,53,"Frank Lickliter II",99,70.6,1059,15,"TenthTeeLateScoringAverage",2006
55,55,"Will Ma Kenzie",91,70.61,1271,18,"TenthTeeLateScoringAverage",2006
55,55,"Joe Ogilvie",95,70.61,1271,18,"TenthTeeLateScoringAverage",2006
57,57,"Robert Gamez",94,70.63,1130,16,"TenthTeeLateScoringAverage",2006
57,57,"Scott Gutschewski",53,70.63,565,8,"TenthTeeLateScoringAverage",2006
59,59,"David Duval",71,70.65,1413,20,"TenthTeeLateScoringAverage",2006
59,59,"Brett Wetterich",82,70.65,1201,17,"TenthTeeLateScoringAverage",2006
61,61,"Harrison Frazar",95,70.71,990,14,"TenthTeeLateScoringAverage",2006
61,61,"Shigeki Maruyama",94,70.71,990,14,"TenthTeeLateScoringAverage",2006
61,61,"Kenny Perry",73,70.71,495,7,"TenthTeeLateScoringAverage",2006
64,64,"Billy Andrade",78,70.73,1061,15,"TenthTeeLateScoringAverage",2006
64,64,"Tim Herron",82,70.73,1061,15,"TenthTeeLateScoringAverage",2006
66,66,"John Daly",51,70.75,566,8,"TenthTeeLateScoringAverage",2006
66,66,"Corey Pavin",74,70.75,849,12,"TenthTeeLateScoringAverage",2006
68,68,"Alex Cejka",93,70.76,1203,17,"TenthTeeLateScoringAverage",2006
69,69,"Bob Estes",85,70.77,920,13,"TenthTeeLateScoringAverage",2006
70,70,"Trevor Immelman",86,70.78,637,9,"TenthTeeLateScoringAverage",2006
70,70,"Thomas Levet",53,70.78,637,9,"TenthTeeLateScoringAverage",2006
72,72,"Brian Davis",92,70.8,1062,15,"TenthTeeLateScoringAverage",2006
73,73,"Michael Allen",84,70.81,1487,21,"TenthTeeLateScoringAverage",2006
74,74,"JB Holmes",81,70.82,779,11,"TenthTeeLateScoringAverage",2006
74,74,"Duffy Waldorf",96,70.82,1204,17,"TenthTeeLateScoringAverage",2006
76,76,"Briny Baird",81,70.83,1275,18,"TenthTeeLateScoringAverage",2006
76,76,"Fred Couples",52,70.83,425,6,"TenthTeeLateScoringAverage",2006
78,78,"John Huston",74,70.86,496,7,"TenthTeeLateScoringAverage",2006
78,78,"Jesper Parnevik",84,70.86,992,14,"TenthTeeLateScoringAverage",2006
80,80,"Jason Schultz",77,70.88,1205,17,"TenthTeeLateScoringAverage",2006
80,80,"Heath Slocum",96,70.88,1205,17,"TenthTeeLateScoringAverage",2006
82,82,"Hunter Mahan",98,70.89,1347,19,"TenthTeeLateScoringAverage",2006
82,82,"Troy Matteson",101,70.89,1347,19,"TenthTeeLateScoringAverage",2006
84,84,"John Cook",67,70.9,709,10,"TenthTeeLateScoringAverage",2006
85,85,"Marco Dawson",87,70.92,851,12,"TenthTeeLateScoringAverage",2006
85,85,"Camilo Villegas",95,70.92,851,12,"TenthTeeLateScoringAverage",2006
87,87,"Jason Bohn",104,70.94,1206,17,"TenthTeeLateScoringAverage",2006
87,87,"Mark Calcavecchia",94,70.94,1135,16,"TenthTeeLateScoringAverage",2006
89,89,"Olin Browne",108,70.95,1348,19,"TenthTeeLateScoringAverage",2006
90,90,"Tommy Armour III",65,71,852,12,"TenthTeeLateScoringAverage",2006
90,90,"Sergio Garcia",59,71,355,5,"TenthTeeLateScoringAverage",2006
90,90,"Padraig Harrington",54,71,355,5,"TenthTeeLateScoringAverage",2006
90,90,"DA Points",82,71,1136,16,"TenthTeeLateScoringAverage",2006
90,90,"Jerry Smith",94,71,994,14,"TenthTeeLateScoringAverage",2006
90,90,"Scott Verplank",88,71,710,10,"TenthTeeLateScoringAverage",2006
96,96,"Paul Azinger",87,71.06,1279,18,"TenthTeeLateScoringAverage",2006
96,96,"Skip Kendall",72,71.06,1137,16,"TenthTeeLateScoringAverage",2006
96,96,"Vance Veazey",59,71.06,1208,17,"TenthTeeLateScoringAverage",2006
99,99,"Patrick Sheehan",104,71.08,1777,25,"TenthTeeLateScoringAverage",2006
99,99,"Nick Watney",97,71.08,853,12,"TenthTeeLateScoringAverage",2006
101,101,"Greg Owen",79,71.13,569,8,"TenthTeeLateScoringAverage",2006
102,102,"Rod Pampling",89,71.14,996,14,"TenthTeeLateScoringAverage",2006
103,103,"Steve Elkington",52,71.15,925,13,"TenthTeeLateScoringAverage",2006
103,103,"Joey Sindelar",90,71.15,1423,20,"TenthTeeLateScoringAverage",2006
105,105,"Ryan Palmer",101,71.18,1566,22,"TenthTeeLateScoringAverage",2006
106,106,"Ben Crane",85,71.2,712,10,"TenthTeeLateScoringAverage",2006
107,107,"Woody Austin",107,71.22,1638,23,"TenthTeeLateScoringAverage",2006
108,108,"Robert Damron",91,71.23,926,13,"TenthTeeLateScoringAverage",2006
108,108,"Chris Riley",86,71.23,1567,22,"TenthTeeLateScoringAverage",2006
110,110,"Nathan Green",108,71.24,1211,17,"TenthTeeLateScoringAverage",2006
111,111,"Mark Wilson",79,71.25,855,12,"TenthTeeLateScoringAverage",2006
112,112,"Brian Bateman",69,71.27,784,11,"TenthTeeLateScoringAverage",2006
112,112,"Jeff Brehaut",100,71.27,1568,22,"TenthTeeLateScoringAverage",2006
112,112,"Sean OHair",100,71.27,1069,15,"TenthTeeLateScoringAverage",2006
115,115,"Lee Janzen",79,71.29,998,14,"TenthTeeLateScoringAverage",2006
115,115,"Vaughn Taylor",88,71.29,1212,17,"TenthTeeLateScoringAverage",2006
117,117,"Bill Haas",99,71.3,1640,23,"TenthTeeLateScoringAverage",2006
117,117,"Peter Lonard",77,71.3,713,10,"TenthTeeLateScoringAverage",2006
119,119,"Steve Flesch",119,71.31,1141,16,"TenthTeeLateScoringAverage",2006
120,120,"Daniel Chopra",110,71.32,1355,19,"TenthTeeLateScoringAverage",2006
121,121,"Vijay Singh",103,71.33,214,3,"TenthTeeLateScoringAverage",2006
122,122,"Henrik Bjornstad",97,71.35,1427,20,"TenthTeeLateScoringAverage",2006
122,122,"Carl Pettersson",95,71.35,1213,17,"TenthTeeLateScoringAverage",2006
124,124,"Kirk Triplett",58,71.36,785,11,"TenthTeeLateScoringAverage",2006
125,125,"Robert Garrigus",85,71.42,1357,19,"TenthTeeLateScoringAverage",2006
126,126,"Tom Pernice Jr",108,71.43,1000,14,"TenthTeeLateScoringAverage",2006
126,126,"Kevin Sutherland",100,71.43,1500,21,"TenthTeeLateScoringAverage",2006
128,128,"Ryuji Imada",105,71.44,1286,18,"TenthTeeLateScoringAverage",2006
128,128,"Omar Uresti",61,71.44,1143,16,"TenthTeeLateScoringAverage",2006
130,130,"David Branshaw",98,71.48,1501,21,"TenthTeeLateScoringAverage",2006
131,131,"Jose Maria Olazabal",62,71.5,429,6,"TenthTeeLateScoringAverage",2006
132,132,"Greg Kraft",79,71.57,1002,14,"TenthTeeLateScoringAverage",2006
132,132,"Tim Petrovic",95,71.57,1002,14,"TenthTeeLateScoringAverage",2006
134,134,"Jonathan Byrd",66,71.58,859,12,"TenthTeeLateScoringAverage",2006
135,135,"Justin Rose",98,71.62,931,13,"TenthTeeLateScoringAverage",2006
136,136,"Todd Fischer",101,71.63,1719,24,"TenthTeeLateScoringAverage",2006
136,136,"Jimmy Walker",60,71.63,1146,16,"TenthTeeLateScoringAverage",2006
138,138,"Dudley Hart",83,71.67,860,12,"TenthTeeLateScoringAverage",2006
138,138,"John Rollins",93,71.67,1290,18,"TenthTeeLateScoringAverage",2006
140,140,"Arjun Atwal",97,71.72,1793,25,"TenthTeeLateScoringAverage",2006
141,141,"Shane Bertsch",104,71.76,1507,21,"TenthTeeLateScoringAverage",2006
141,141,"David McKenzie",82,71.76,1507,21,"TenthTeeLateScoringAverage",2006
143,143,"Mathew Goggin",72,71.77,933,13,"TenthTeeLateScoringAverage",2006
143,143,"Tjaart van der Walt",60,71.77,933,13,"TenthTeeLateScoringAverage",2006
145,145,"Ryan Moore",68,71.78,646,9,"TenthTeeLateScoringAverage",2006
146,146,"Greg Chalmers",71,71.81,1149,16,"TenthTeeLateScoringAverage",2006
147,147,"David Toms",76,71.83,431,6,"TenthTeeLateScoringAverage",2006
148,148,"Brad Faxon",78,71.88,1222,17,"TenthTeeLateScoringAverage",2006
149,149,"Daisuke Maruyama",83,71.89,1366,19,"TenthTeeLateScoringAverage",2006
150,150,"JP Hayes",55,71.9,719,10,"TenthTeeLateScoringAverage",2006
151,151,"Tag Ridings",103,71.91,1582,22,"TenthTeeLateScoringAverage",2006
152,152,"Jonathan Kaye",95,71.93,1079,15,"TenthTeeLateScoringAverage",2006
152,152,"Ted Purdy",103,71.93,1079,15,"TenthTeeLateScoringAverage",2006
154,154,"Steve Jones",83,71.94,1151,16,"TenthTeeLateScoringAverage",2006
154,154,"Brett Quigley",109,71.94,1295,18,"TenthTeeLateScoringAverage",2006
156,156,"Tom Lehman",70,72,360,5,"TenthTeeLateScoringAverage",2006
156,156,"Mark OMeara",52,72,576,8,"TenthTeeLateScoringAverage",2006
156,156,"Wes Short Jr",96,72,1800,25,"TenthTeeLateScoringAverage",2006
156,156,"Chris Smith",67,72,1008,14,"TenthTeeLateScoringAverage",2006
160,160,"Brent Geiberger",99,72.04,1945,27,"TenthTeeLateScoringAverage",2006
161,161,"Bob Tway",81,72.06,1225,17,"TenthTeeLateScoringAverage",2006
162,162,"Jeff Maggert",81,72.08,865,12,"TenthTeeLateScoringAverage",2006
163,163,"Jon Mills",68,72.11,1298,18,"TenthTeeLateScoringAverage",2006
164,164,"Charles Howell III",96,72.14,1010,14,"TenthTeeLateScoringAverage",2006
165,165,"Mark Brooks",90,72.17,1732,24,"TenthTeeLateScoringAverage",2006
166,166,"Larry Mize",53,72.25,867,12,"TenthTeeLateScoringAverage",2006
167,167,"John Engler Jr",69,72.26,1373,19,"TenthTeeLateScoringAverage",2006
168,168,"Jason Gore",86,72.29,1012,14,"TenthTeeLateScoringAverage",2006
169,169,"Richard Johnson",94,72.38,941,13,"TenthTeeLateScoringAverage",2006
170,170,"Len Mattiace",59,72.4,1086,15,"TenthTeeLateScoringAverage",2006
171,171,"Doug Barron",74,72.44,1159,16,"TenthTeeLateScoringAverage",2006
172,172,"Ben Curtis",86,72.5,1160,16,"TenthTeeLateScoringAverage",2006
173,173,"Ron Whittaker",81,72.52,1958,27,"TenthTeeLateScoringAverage",2006
174,174,"Mike Sposa",68,72.55,798,11,"TenthTeeLateScoringAverage",2006
175,175,"Davis Love III",85,72.56,653,9,"TenthTeeLateScoringAverage",2006
176,176,"Carlos Franco",86,72.59,1234,17,"TenthTeeLateScoringAverage",2006
177,177,"Roger Tambellini",64,72.69,945,13,"TenthTeeLateScoringAverage",2006
178,178,"Pat Perez",50,72.7,727,10,"TenthTeeLateScoringAverage",2006
179,179,"Ian Leggatt",80,72.76,1237,17,"TenthTeeLateScoringAverage",2006
180,180,"JL Lewis",57,72.83,874,12,"TenthTeeLateScoringAverage",2006
181,181,"DJ Trahan",92,72.91,1604,22,"TenthTeeLateScoringAverage",2006
182,182,"Aaron Baddeley",78,72.93,1021,14,"TenthTeeLateScoringAverage",2006
183,183,"Alex Aragon",63,73,949,13,"TenthTeeLateScoringAverage",2006
183,183,"Bubba Dickerson",98,73,1314,18,"TenthTeeLateScoringAverage",2006
183,183,"Matt Hansen",68,73,1022,14,"TenthTeeLateScoringAverage",2006
186,186,"Chris Couch",75,73.18,805,11,"TenthTeeLateScoringAverage",2006
186,186,"Ryan Hietala",61,73.18,1244,17,"TenthTeeLateScoringAverage",2006
188,188,"Paul Stankowski",70,73.25,586,8,"TenthTeeLateScoringAverage",2006
189,189,"Nicholas Thompson",96,73.26,1685,23,"TenthTeeLateScoringAverage",2006
190,190,"Craig Barlow",77,73.27,806,11,"TenthTeeLateScoringAverage",2006
191,191,"Todd Hamilton",72,73.3,1466,20,"TenthTeeLateScoringAverage",2006
192,192,"James Driscoll",80,73.46,955,13,"TenthTeeLateScoringAverage",2006
193,193,"Adam Scott",70,74,148,2,"TenthTeeLateScoringAverage",2006
193,193,"Tiger Woods",55,74,74,1,"TenthTeeLateScoringAverage",2006
195,195,"Michael Connell",51,74.1,741,10,"TenthTeeLateScoringAverage",2006
196,196,"Hidemichi Tanaka",74,74.2,1484,20,"TenthTeeLateScoringAverage",2006
