"SpinRate_RANKTHISWEEK_2012","SpinRate_RANKLASTWEEK_2012","SpinRate_PLAYERNAME_2012","SpinRate_ROUNDS_2012","SpinRate_AVG_2012","SpinRate_TOTALSPINSPEED_2012","SpinRate_TOTALATTEMPTS_2012","SpinRate_HIGHESTSPINRATE_2012","SpinRate_LOWESTSPINRATE_2012","stat_name","year"
93,93,"Tommy Biershenk",74,2711.7,122025,45,4174,1623,"SpinRate",2012
94,94,"Michael Thompson",80,2708.2,146245,54,4484,2068,"SpinRate",2012
95,95,"Brandt Snedeker",81,2708.1,157071,58,4343,1785,"SpinRate",2012
96,96,"Davis Love III",64,2702.9,97305,36,3987,1914,"SpinRate",2012
97,97,"Chris Kirk",93,2699.4,207850,77,6814,1965,"SpinRate",2012
98,98,"Charlie Wi",86,2699.2,167353,62,4577,1877,"SpinRate",2012
99,99,"Bryce Molder",83,2690,174851,65,3579,1931,"SpinRate",2012
100,100,"Ryo Ishikawa",54,2687.3,77932,29,3207,2185,"SpinRate",2012
101,101,"Gavin Coles",72,2682.3,107292,40,5995,1729,"SpinRate",2012
102,102,"John Rollins",81,2680.4,155462,58,4348,1802,"SpinRate",2012
103,103,"Kevin Streelman",89,2672.3,173697,65,4244,1789,"SpinRate",2012
104,104,"Robert Allenby",76,2666.3,141316,53,4462,1748,"SpinRate",2012
105,105,"Mathew Goggin",65,2662.8,127816,48,3789,1854,"SpinRate",2012
106,106,"Ian Poulter",57,2661.9,101152,38,3809,2055,"SpinRate",2012
107,107,"Jonas Blixt",72,2661.5,133074,50,3456,2013,"SpinRate",2012
108,108,"Greg Owen",90,2660,148958,56,3789,1867,"SpinRate",2012
109,109,"Jeff Overton",101,2659.2,218052,82,6522,1593,"SpinRate",2012
110,110,"Ted Potter Jr",77,2653.6,132679,50,4573,1892,"SpinRate",2012
111,111,"Garth Mulroy",59,2646.2,92617,35,6290,1851,"SpinRate",2012
112,112,"Daniel Summerhays",81,2643.7,140118,53,5164,1882,"SpinRate",2012
113,113,"Jason Dufner",83,2643.5,158610,60,3502,1848,"SpinRate",2012
114,114,"Gary Christian",91,2630.3,134146,51,4709,1788,"SpinRate",2012
115,115,"Russell Knox",72,2630.1,120985,46,5551,1681,"SpinRate",2012
116,116,"Chad Campbell",84,2621,175606,67,4692,2011,"SpinRate",2012
117,117,"Erik Compton",81,2619.7,107409,41,3896,1728,"SpinRate",2012
118,118,"Matt Bettencourt",80,2611.5,117517,45,5356,1751,"SpinRate",2012
119,119,"Padraig Harrington",67,2601.9,91068,35,3479,1869,"SpinRate",2012
120,120,"Tim Herron",88,2599.8,166385,64,4650,1514,"SpinRate",2012
121,121,"DA Points",88,2596.7,168787,65,5061,1517,"SpinRate",2012
122,122,"Troy Matteson",100,2596.6,171378,66,3958,1511,"SpinRate",2012
123,123,"Webb Simpson",77,2594.9,153099,59,4106,1929,"SpinRate",2012
124,124,"Rocco Mediate",70,2594.4,124531,48,4208,1677,"SpinRate",2012
125,125,"Danny Lee",74,2587.9,119043,46,4340,1731,"SpinRate",2012
126,126,"Graeme McDowell",55,2577.6,100527,39,3981,2003,"SpinRate",2012
127,127,"Matt Kuchar",86,2573.3,162118,63,4553,1759,"SpinRate",2012
128,128,"Scott Stallings",78,2570.2,149074,58,8325,1563,"SpinRate",2012
129,129,"Cameron Beckman",81,2563.7,164076,64,3768,1698,"SpinRate",2012
130,130,"Kyle Thompson",51,2557.6,76727,30,4435,2058,"SpinRate",2012
131,131,"Daniel Chopra",55,2553.8,94492,37,3557,1530,"SpinRate",2012
132,132,"David Hearn",95,2549.4,191206,75,4315,1603,"SpinRate",2012
133,133,"Nick OHern",78,2545.4,150181,59,3858,1555,"SpinRate",2012
134,134,"Spencer Levin",81,2544.3,134848,53,4667,1671,"SpinRate",2012
135,135,"Will Claxton",99,2542.8,185628,73,3384,1569,"SpinRate",2012
136,136,"Jerry Kelly",84,2537.9,157352,62,5395,1706,"SpinRate",2012
137,137,"Dustin Johnson",70,2530.2,103738,41,3189,1770,"SpinRate",2012
138,138,"Rory Sabbatini",84,2517.7,173718,69,3492,1600,"SpinRate",2012
139,139,"John Merrick",83,2515.2,145884,58,3960,1867,"SpinRate",2012
140,140,"Troy Kelly",68,2513.8,105581,42,4493,1723,"SpinRate",2012
141,141,"Brandt Jobe",57,2513.3,87965,35,3468,1681,"SpinRate",2012
141,141,"Sung Kang",75,2513.3,110583,44,6139,1660,"SpinRate",2012
143,143,"Heath Slocum",93,2506.6,167943,67,5667,1771,"SpinRate",2012
144,144,"Charl Schwartzel",56,2500.9,92535,37,3968,1666,"SpinRate",2012
145,145,"Alexandre Rocha",62,2500.2,115008,46,3068,1956,"SpinRate",2012
146,146,"John Huh",99,2499.9,182492,73,4222,1764,"SpinRate",2012
147,147,"Arjun Atwal",79,2498,127396,51,3936,1842,"SpinRate",2012
148,148,"Ryan Palmer",81,2497.7,152357,61,4137,1722,"SpinRate",2012
149,149,"Kyle Stanley",86,2497.2,107380,43,3838,1952,"SpinRate",2012
150,150,"Johnson Wagner",88,2496.1,174729,70,3737,1665,"SpinRate",2012
151,151,"Kevin Kisner",69,2493.4,122175,49,3214,1981,"SpinRate",2012
152,152,"Sean OHair",84,2492,164475,66,4056,1517,"SpinRate",2012
153,153,"Harrison Frazar",56,2491.7,92193,37,3250,1683,"SpinRate",2012
154,154,"Hunter Mahan",88,2486.6,139248,56,4455,1612,"SpinRate",2012
155,155,"Gary Woodland",70,2485.3,89470,36,4693,1537,"SpinRate",2012
156,156,"Justin Rose",69,2481.3,124065,50,3312,1937,"SpinRate",2012
157,157,"Billy Horschel",63,2475.9,103986,42,4025,1754,"SpinRate",2012
158,158,"Bud Cauley",99,2475.2,183165,74,3782,1607,"SpinRate",2012
159,159,"Patrick Sheehan",58,2474.6,91559,37,5316,1713,"SpinRate",2012
160,160,"John Mallinger",74,2473.5,123674,50,4777,1675,"SpinRate",2012
161,161,"Marco Dawson",60,2462.9,100979,41,4033,1743,"SpinRate",2012
162,162,"Ernie Els",80,2458.1,127822,52,4580,1742,"SpinRate",2012
163,163,"JJ Henry",93,2456.9,108104,44,3919,1774,"SpinRate",2012
164,164,"Chez Reavie",83,2455.4,147326,60,3180,1788,"SpinRate",2012
165,165,"Kyle Reifers",86,2455.3,152230,62,3923,1645,"SpinRate",2012
166,166,"DJ Trahan",73,2450.6,98022,40,4615,1772,"SpinRate",2012
167,167,"Ben Crane",73,2448.4,137110,56,4228,1737,"SpinRate",2012
168,168,"Steve Stricker",73,2445,117362,48,3132,1636,"SpinRate",2012
169,169,"Jason Kokrak",79,2431,119118,49,5279,1770,"SpinRate",2012
170,170,"Stewart Cink",71,2429.6,87467,36,3298,1651,"SpinRate",2012
171,171,"Robert Garrigus",89,2426.8,148036,61,4032,1512,"SpinRate",2012
172,172,"KJ Choi",71,2415.7,118367,49,3969,1723,"SpinRate",2012
173,173,"Scott Piercy",95,2412.5,132688,55,4640,1707,"SpinRate",2012
174,174,"Keegan Bradley",90,2403.1,112948,47,3758,1754,"SpinRate",2012
175,175,"Tiger Woods",69,2391.5,86095,36,4726,1673,"SpinRate",2012
176,176,"Brian Davis",91,2374.9,187619,79,4886,1713,"SpinRate",2012
177,177,"John Daly",50,2374.4,64110,27,4001,1644,"SpinRate",2012
178,178,"Carl Pettersson",92,2373.2,144766,61,4032,1680,"SpinRate",2012
179,179,"Jason Day",57,2371.8,90129,38,3977,1655,"SpinRate",2012
180,180,"Tommy Gainey",98,2371.5,166006,70,4612,1609,"SpinRate",2012
180,180,"Justin Leonard",79,2371.5,120949,51,3582,1712,"SpinRate",2012
182,182,"Billy Mayfair",90,2369.5,146912,62,3115,1737,"SpinRate",2012
183,183,"Stephen Ames",54,2365.4,66230,28,3246,1625,"SpinRate",2012
184,184,"Brian Harman",101,2313.4,196636,85,3778,1587,"SpinRate",2012
185,185,"Scott Brown",65,2295.6,89530,39,3799,1647,"SpinRate",2012
186,186,"Tim Clark",60,2292.5,121505,53,3294,1736,"SpinRate",2012
187,187,"Camilo Villegas",79,2257.6,153518,68,3314,1712,"SpinRate",2012
188,188,"David Toms",60,2253.8,83390,37,3241,1546,"SpinRate",2012
189,189,"Vaughn Taylor",81,2251.3,117069,52,4249,1541,"SpinRate",2012
190,190,"Brian Gay",91,2199,142933,65,3941,1619,"SpinRate",2012
191,191,"Jeff Maggert",83,2184.5,139808,64,3965,1543,"SpinRate",2012
