"TotalDriving_RANKTHISWEEK_2009","TotalDriving_RANKLASTWEEK_2009","TotalDriving_PLAYERNAME_2009","TotalDriving_EVENTS_2009","TotalDriving_TOTAL_2009","TotalDriving_DISTANCERANK_2009","TotalDriving_ACCURACYRANK_2009","stat_name","year"
91,91,"Adam Scott",19,185,37,148,"TotalDriving",2009
91,91,"Vaughn Taylor",28,185,129,56,"TotalDriving",2009
94,94,"Briny Baird",28,186,138,48,"TotalDriving",2009
95,95,"Bob Heintz",20,187,123,64,"TotalDriving",2009
95,95,"Rod Pampling",23,187,90,97,"TotalDriving",2009
97,97,"Stewart Cink",22,188,39,149,"TotalDriving",2009
97,97,"Tim Petrovic",31,188,133,55,"TotalDriving",2009
99,99,"Angel Cabrera",17,189,8,181,"TotalDriving",2009
99,99,"Brian Gay",27,189,183,6,"TotalDriving",2009
101,101,"Fred Couples",16,190,24,166,"TotalDriving",2009
101,101,"Brandt Snedeker",26,190,169,21,"TotalDriving",2009
103,103,"JB Holmes",25,191,7,184,"TotalDriving",2009
103,103,"Anthony Kim",22,191,16,175,"TotalDriving",2009
103,103,"Brian Vranesh",20,191,89,102,"TotalDriving",2009
103,103,"Casey Wittenberg",25,191,109,82,"TotalDriving",2009
107,107,"Matt Jones",17,192,23,169,"TotalDriving",2009
107,107,"Phil Mickelson",18,192,13,179,"TotalDriving",2009
107,107,"Kevin Stadler",20,192,75,117,"TotalDriving",2009
107,107,"Kevin Sutherland",27,192,80,112,"TotalDriving",2009
111,111,"KJ Choi",22,193,150,43,"TotalDriving",2009
111,111,"Jerry Kelly",26,193,114,79,"TotalDriving",2009
113,113,"Matt Kuchar",24,194,128,66,"TotalDriving",2009
113,113,"Bryce Molder",21,194,129,65,"TotalDriving",2009
115,115,"Glen Day",26,195,174,21,"TotalDriving",2009
115,115,"John Mallinger",27,195,164,31,"TotalDriving",2009
117,117,"Brendon de Jonge",29,196,75,121,"TotalDriving",2009
117,117,"Todd Hamilton",29,196,113,83,"TotalDriving",2009
117,117,"Tom Lehman",16,196,179,17,"TotalDriving",2009
117,117,"George McNeill",26,196,61,135,"TotalDriving",2009
117,117,"Pat Perez",22,196,87,109,"TotalDriving",2009
122,122,"Woody Austin",24,197,99,98,"TotalDriving",2009
122,122,"Mark Brooks",17,197,182,15,"TotalDriving",2009
122,122,"Retief Goosen",20,197,58,139,"TotalDriving",2009
125,125,"Leif Olson",21,198,30,168,"TotalDriving",2009
125,125,"Corey Pavin",23,198,184,14,"TotalDriving",2009
125,125,"Andres Romero",20,198,18,180,"TotalDriving",2009
128,128,"Charles Howell III",29,199,53,146,"TotalDriving",2009
128,128,"Nick OHern",27,199,170,29,"TotalDriving",2009
130,130,"YE Yang",23,200,67,133,"TotalDriving",2009
131,131,"Matt Bettencourt",31,201,52,149,"TotalDriving",2009
131,131,"Rory Sabbatini",25,201,47,154,"TotalDriving",2009
133,133,"Paul Goydos",25,202,172,30,"TotalDriving",2009
134,134,"Rich Beem",26,203,114,89,"TotalDriving",2009
134,134,"Scott Sterling",16,203,109,94,"TotalDriving",2009
136,136,"Ricky Barnes",23,207,55,152,"TotalDriving",2009
137,137,"Ian Poulter",17,208,133,75,"TotalDriving",2009
138,138,"Richard Johnson",26,209,176,33,"TotalDriving",2009
139,139,"Rick Price",21,210,166,44,"TotalDriving",2009
140,140,"Chris DiMarco",29,211,157,54,"TotalDriving",2009
141,141,"Tim Herron",27,212,59,153,"TotalDriving",2009
142,142,"Geoff Ogilvy",20,214,63,151,"TotalDriving",2009
143,143,"Cameron Beckman",26,215,97,118,"TotalDriving",2009
143,143,"Peter Lonard",30,215,157,58,"TotalDriving",2009
143,143,"Jeff Overton",28,215,41,174,"TotalDriving",2009
146,146,"Rocco Mediate",22,217,129,88,"TotalDriving",2009
147,147,"Greg Chalmers",26,218,119,99,"TotalDriving",2009
147,147,"Marc Turnesa",30,218,157,61,"TotalDriving",2009
149,149,"Stuart Appleby",25,219,77,142,"TotalDriving",2009
149,149,"Jarrod Lyle",21,219,95,124,"TotalDriving",2009
149,149,"Jeff Quinney",26,219,177,42,"TotalDriving",2009
152,152,"Cliff Kresge",28,221,149,72,"TotalDriving",2009
153,153,"Joe Ogilvie",29,223,65,158,"TotalDriving",2009
154,154,"Steve Flesch",27,225,117,108,"TotalDriving",2009
155,155,"Tom Pernice Jr",26,226,140,86,"TotalDriving",2009
156,156,"Mark Calcavecchia",23,234,104,130,"TotalDriving",2009
157,157,"David Duval",22,236,53,183,"TotalDriving",2009
158,158,"Brett Quigley",28,237,93,144,"TotalDriving",2009
159,159,"Ben Curtis",18,238,157,81,"TotalDriving",2009
160,160,"Kevin Na",26,240,136,104,"TotalDriving",2009
161,161,"Brad Adamonis",25,242,82,160,"TotalDriving",2009
161,161,"Ken Duke",29,242,129,113,"TotalDriving",2009
161,161,"Webb Simpson",30,242,102,140,"TotalDriving",2009
164,164,"Carl Pettersson",29,243,86,157,"TotalDriving",2009
165,165,"Jimmy Walker",24,246,70,176,"TotalDriving",2009
166,166,"Brian Bateman",25,248,84,164,"TotalDriving",2009
167,167,"Aron Price",27,250,154,96,"TotalDriving",2009
168,168,"Lee Janzen",23,254,139,115,"TotalDriving",2009
169,169,"Aaron Baddeley",23,255,92,163,"TotalDriving",2009
169,169,"Nathan Green",30,255,123,132,"TotalDriving",2009
171,171,"Derek Fathauer",25,262,100,162,"TotalDriving",2009
172,172,"David Mathis",27,264,148,116,"TotalDriving",2009
173,173,"Dean Wilson",29,266,181,85,"TotalDriving",2009
174,174,"Freddie Jacobson",25,269,122,147,"TotalDriving",2009
174,174,"Mike Weir",24,269,163,106,"TotalDriving",2009
176,176,"Padraig Harrington",20,277,106,171,"TotalDriving",2009
177,177,"Greg Kraft",21,279,178,101,"TotalDriving",2009
178,178,"Spencer Levin",25,284,165,119,"TotalDriving",2009
179,179,"Luke Donald",21,287,173,114,"TotalDriving",2009
180,180,"Ryuji Imada",25,290,168,122,"TotalDriving",2009
181,181,"Brendon Todd",21,291,171,120,"TotalDriving",2009
182,182,"Eric Axley",30,315,133,182,"TotalDriving",2009
183,183,"Brad Faxon",23,324,180,144,"TotalDriving",2009
184,184,"Parker McLachlin",25,330,157,173,"TotalDriving",2009
