"CurrentStreakwithouta3Putt_RANKTHISWEEK_2012","CurrentStreakwithouta3Putt_RANKLASTWEEK_2012","CurrentStreakwithouta3Putt_PLAYERNAME_2012","CurrentStreakwithouta3Putt_EVENTS_2012","CurrentStreakwithouta3Putt_VALUE_2012","stat_name","year"
43,43,"Jonathan Byrd",21,44,"CurrentStreakwithouta3Putt",2012
43,43,"Ted Potter Jr",25,44,"CurrentStreakwithouta3Putt",2012
45,45,"Jeff Overton",29,43,"CurrentStreakwithouta3Putt",2012
46,46,"Tiger Woods",19,42,"CurrentStreakwithouta3Putt",2012
47,47,"Aaron Baddeley",22,41,"CurrentStreakwithouta3Putt",2012
47,47,"James Driscoll",27,41,"CurrentStreakwithouta3Putt",2012
47,47,"Edward Loar",23,41,"CurrentStreakwithouta3Putt",2012
47,47,"Graeme McDowell",16,41,"CurrentStreakwithouta3Putt",2012
51,51,"Ben Crane",23,40,"CurrentStreakwithouta3Putt",2012
51,51,"Danny Lee",26,40,"CurrentStreakwithouta3Putt",2012
53,53,"Keegan Bradley",25,39,"CurrentStreakwithouta3Putt",2012
53,53,"Greg Chalmers",25,39,"CurrentStreakwithouta3Putt",2012
53,53,"Tim Herron",27,39,"CurrentStreakwithouta3Putt",2012
53,53,"Adam Scott",16,39,"CurrentStreakwithouta3Putt",2012
53,53,"Kevin Stadler",25,39,"CurrentStreakwithouta3Putt",2012
53,53,"Johnson Wagner",27,39,"CurrentStreakwithouta3Putt",2012
59,59,"JJ Killeen",33,38,"CurrentStreakwithouta3Putt",2012
60,60,"Kevin Streelman",26,37,"CurrentStreakwithouta3Putt",2012
61,61,"Charlie Beljan",22,35,"CurrentStreakwithouta3Putt",2012
61,61,"Phil Mickelson",22,35,"CurrentStreakwithouta3Putt",2012
61,61,"Garth Mulroy",20,35,"CurrentStreakwithouta3Putt",2012
64,64,"Matt Every",25,34,"CurrentStreakwithouta3Putt",2012
65,65,"Ben Curtis",19,33,"CurrentStreakwithouta3Putt",2012
65,65,"Kevin Kisner",24,33,"CurrentStreakwithouta3Putt",2012
67,67,"Kevin Chappell",29,32,"CurrentStreakwithouta3Putt",2012
67,67,"Carl Pettersson",26,32,"CurrentStreakwithouta3Putt",2012
69,69,"Brendan Steele",24,31,"CurrentStreakwithouta3Putt",2012
70,70,"Robert Garrigus",26,30,"CurrentStreakwithouta3Putt",2012
70,70,"Matt Kuchar",22,30,"CurrentStreakwithouta3Putt",2012
70,70,"Scott Piercy",28,30,"CurrentStreakwithouta3Putt",2012
73,73,"Freddie Jacobson",17,28,"CurrentStreakwithouta3Putt",2012
74,74,"Miguel Angel Carballo",25,27,"CurrentStreakwithouta3Putt",2012
74,74,"Roberto Castro",27,27,"CurrentStreakwithouta3Putt",2012
74,74,"Stewart Cink",22,27,"CurrentStreakwithouta3Putt",2012
74,74,"Charlie Wi",25,27,"CurrentStreakwithouta3Putt",2012
78,78,"David Hearn",28,26,"CurrentStreakwithouta3Putt",2012
78,78,"John Huh",28,26,"CurrentStreakwithouta3Putt",2012
78,78,"Nick OHern",26,26,"CurrentStreakwithouta3Putt",2012
78,78,"YE Yang",20,26,"CurrentStreakwithouta3Putt",2012
82,82,"Brian Davis",29,25,"CurrentStreakwithouta3Putt",2012
83,83,"Padraig Harrington",18,24,"CurrentStreakwithouta3Putt",2012
83,83,"David Toms",19,24,"CurrentStreakwithouta3Putt",2012
85,85,"Tom Gillis",23,23,"CurrentStreakwithouta3Putt",2012
85,85,"Bill Lunde",25,23,"CurrentStreakwithouta3Putt",2012
85,85,"Mark Wilson",25,23,"CurrentStreakwithouta3Putt",2012
88,88,"Ernie Els",22,21,"CurrentStreakwithouta3Putt",2012
88,88,"Martin Laird",22,21,"CurrentStreakwithouta3Putt",2012
88,88,"DA Points",29,21,"CurrentStreakwithouta3Putt",2012
88,88,"Justin Rose",19,21,"CurrentStreakwithouta3Putt",2012
88,88,"Steve Stricker",19,21,"CurrentStreakwithouta3Putt",2012
93,93,"Arjun Atwal",27,20,"CurrentStreakwithouta3Putt",2012
93,93,"Derek Lamely",25,20,"CurrentStreakwithouta3Putt",2012
93,93,"Davis Love III",20,20,"CurrentStreakwithouta3Putt",2012
96,96,"Spencer Levin",26,19,"CurrentStreakwithouta3Putt",2012
97,97,"Robert Allenby",27,18,"CurrentStreakwithouta3Putt",2012
97,97,"Scott Brown",24,18,"CurrentStreakwithouta3Putt",2012
97,97,"Charles Howell III",29,18,"CurrentStreakwithouta3Putt",2012
97,97,"Hunter Mahan",23,18,"CurrentStreakwithouta3Putt",2012
97,97,"John Mallinger",25,18,"CurrentStreakwithouta3Putt",2012
97,97,"Andres Romero",22,18,"CurrentStreakwithouta3Putt",2012
97,97,"John Senden",22,18,"CurrentStreakwithouta3Putt",2012
104,104,"Stephen Ames",20,17,"CurrentStreakwithouta3Putt",2012
104,104,"Cameron Beckman",26,17,"CurrentStreakwithouta3Putt",2012
104,104,"Rocco Mediate",23,17,"CurrentStreakwithouta3Putt",2012
104,104,"Greg Owen",27,17,"CurrentStreakwithouta3Putt",2012
108,108,"Bo Van Pelt",24,16,"CurrentStreakwithouta3Putt",2012
109,109,"Kris Blanks",23,15,"CurrentStreakwithouta3Putt",2012
109,109,"Troy Matteson",32,15,"CurrentStreakwithouta3Putt",2012
109,109,"John Rollins",26,15,"CurrentStreakwithouta3Putt",2012
112,112,"Ken Duke",30,14,"CurrentStreakwithouta3Putt",2012
112,112,"Scott Dunlap",20,14,"CurrentStreakwithouta3Putt",2012
112,112,"Troy Kelly",23,14,"CurrentStreakwithouta3Putt",2012
115,115,"Charley Hoffman",27,13,"CurrentStreakwithouta3Putt",2012
116,116,"Mark Anderson",25,12,"CurrentStreakwithouta3Putt",2012
116,116,"Richard Lee",24,12,"CurrentStreakwithouta3Putt",2012
116,116,"David Mathis",29,12,"CurrentStreakwithouta3Putt",2012
116,116,"Ian Poulter",15,12,"CurrentStreakwithouta3Putt",2012
120,120,"KJ Choi",21,11,"CurrentStreakwithouta3Putt",2012
120,120,"Brian Gay",28,11,"CurrentStreakwithouta3Putt",2012
120,120,"Henrik Stenson",15,11,"CurrentStreakwithouta3Putt",2012
120,120,"Roland Thatcher",21,11,"CurrentStreakwithouta3Putt",2012
124,124,"Blake Adams",32,10,"CurrentStreakwithouta3Putt",2012
124,124,"Gavin Coles",23,10,"CurrentStreakwithouta3Putt",2012
124,124,"Chris Couch",21,10,"CurrentStreakwithouta3Putt",2012
124,124,"JJ Henry",28,10,"CurrentStreakwithouta3Putt",2012
124,124,"Jeff Maggert",27,10,"CurrentStreakwithouta3Putt",2012
129,129,"Sung Kang",30,9,"CurrentStreakwithouta3Putt",2012
129,129,"Robert Karlsson",17,9,"CurrentStreakwithouta3Putt",2012
129,129,"Justin Leonard",26,9,"CurrentStreakwithouta3Putt",2012
129,129,"Rod Pampling",26,9,"CurrentStreakwithouta3Putt",2012
129,129,"Alexandre Rocha",21,9,"CurrentStreakwithouta3Putt",2012
129,129,"DJ Trahan",27,9,"CurrentStreakwithouta3Putt",2012
135,135,"Gary Christian",28,8,"CurrentStreakwithouta3Putt",2012
136,136,"Chez Reavie",26,7,"CurrentStreakwithouta3Putt",2012
137,137,"Chad Campbell",27,6,"CurrentStreakwithouta3Putt",2012
137,137,"Bob Estes",23,6,"CurrentStreakwithouta3Putt",2012
137,137,"Billy Hurley III",27,6,"CurrentStreakwithouta3Putt",2012
137,137,"Dicky Pride",19,6,"CurrentStreakwithouta3Putt",2012
137,137,"Vijay Singh",27,6,"CurrentStreakwithouta3Putt",2012
137,137,"Scott Stallings",27,6,"CurrentStreakwithouta3Putt",2012
137,137,"Camilo Villegas",25,6,"CurrentStreakwithouta3Putt",2012
144,144,"John Daly",15,5,"CurrentStreakwithouta3Putt",2012
144,144,"Rickie Fowler",23,5,"CurrentStreakwithouta3Putt",2012
144,144,"Hunter Haas",24,5,"CurrentStreakwithouta3Putt",2012
144,144,"Cameron Tringale",26,5,"CurrentStreakwithouta3Putt",2012
148,148,"Jonas Blixt",21,4,"CurrentStreakwithouta3Putt",2012
148,148,"Angel Cabrera",20,4,"CurrentStreakwithouta3Putt",2012
148,148,"Brendon de Jonge",31,4,"CurrentStreakwithouta3Putt",2012
148,148,"Bobby Gates",29,4,"CurrentStreakwithouta3Putt",2012
148,148,"Brian Harman",30,4,"CurrentStreakwithouta3Putt",2012
148,148,"Kevin Na",25,4,"CurrentStreakwithouta3Putt",2012
148,148,"Michael Thompson",25,4,"CurrentStreakwithouta3Putt",2012
155,155,"Tim Clark",20,3,"CurrentStreakwithouta3Putt",2012
155,155,"Will Claxton",28,3,"CurrentStreakwithouta3Putt",2012
155,155,"Marco Dawson",22,3,"CurrentStreakwithouta3Putt",2012
155,155,"Stephen Gangluff",23,3,"CurrentStreakwithouta3Putt",2012
155,155,"Ryo Ishikawa",18,3,"CurrentStreakwithouta3Putt",2012
155,155,"Matt Jones",19,3,"CurrentStreakwithouta3Putt",2012
155,155,"Chris Kirk",27,3,"CurrentStreakwithouta3Putt",2012
155,155,"Pat Perez",23,3,"CurrentStreakwithouta3Putt",2012
155,155,"Heath Slocum",29,3,"CurrentStreakwithouta3Putt",2012
164,164,"Sangmoon Bae",25,2,"CurrentStreakwithouta3Putt",2012
164,164,"Jason Day",17,2,"CurrentStreakwithouta3Putt",2012
164,164,"Graham DeLaet",23,2,"CurrentStreakwithouta3Putt",2012
164,164,"Chris DiMarco",29,2,"CurrentStreakwithouta3Putt",2012
164,164,"Jason Dufner",22,2,"CurrentStreakwithouta3Putt",2012
164,164,"Tommy Gainey",32,2,"CurrentStreakwithouta3Putt",2012
164,164,"Sergio Garcia",16,2,"CurrentStreakwithouta3Putt",2012
164,164,"Mathew Goggin",23,2,"CurrentStreakwithouta3Putt",2012
164,164,"Nathan Green",22,2,"CurrentStreakwithouta3Putt",2012
164,164,"Louis Oosthuizen",19,2,"CurrentStreakwithouta3Putt",2012
164,164,"Kyle Thompson",22,2,"CurrentStreakwithouta3Putt",2012
164,164,"Lee Westwood",15,2,"CurrentStreakwithouta3Putt",2012
164,164,"Steve Wheatcroft",22,2,"CurrentStreakwithouta3Putt",2012
164,164,"Gary Woodland",22,2,"CurrentStreakwithouta3Putt",2012
178,178,"Ricky Barnes",28,1,"CurrentStreakwithouta3Putt",2012
178,178,"Bud Cauley",28,1,"CurrentStreakwithouta3Putt",2012
178,178,"Marc Leishman",23,1,"CurrentStreakwithouta3Putt",2012
178,178,"Josh Teater",30,1,"CurrentStreakwithouta3Putt",2012
178,178,"Jimmy Walker",28,1,"CurrentStreakwithouta3Putt",2012
