"3PuttAvoidance_RANKTHISWEEK_2014","3PuttAvoidance_RANKLASTWEEK_2014","3PuttAvoidance_PLAYERNAME_2014","3PuttAvoidance_ROUNDS_2014","3PuttAvoidance_Pct_2014","3PuttAvoidance_TOTAL3PUTTS_2014","3PuttAvoidance_TOTALHOLESOVERALL_2014","stat_name","year"
60,60,"Mike Weir",69,2.65,31,1170,"3PuttAvoidance",2014
64,64,"Kevin Chappell",100,2.66,46,1728,"3PuttAvoidance",2014
64,64,"Russell Henley",92,2.66,44,1656,"3PuttAvoidance",2014
64,64,"Jordan Spieth",102,2.66,47,1764,"3PuttAvoidance",2014
67,67,"Chris Kirk",105,2.67,50,1872,"3PuttAvoidance",2014
68,68,"Morgan Hoffmann",103,2.69,48,1782,"3PuttAvoidance",2014
68,68,"Charl Schwartzel",64,2.69,30,1116,"3PuttAvoidance",2014
70,70,"Roberto Castro",76,2.7,36,1332,"3PuttAvoidance",2014
70,70,"Adam Scott",68,2.7,33,1224,"3PuttAvoidance",2014
72,72,"JB Holmes",86,2.71,42,1548,"3PuttAvoidance",2014
73,73,"Tim Clark",75,2.74,37,1350,"3PuttAvoidance",2014
73,73,"James Driscoll",71,2.74,35,1278,"3PuttAvoidance",2014
75,75,"Bill Haas",107,2.75,52,1890,"3PuttAvoidance",2014
76,76,"Ricky Barnes",92,2.78,44,1584,"3PuttAvoidance",2014
76,76,"Jim Furyk",84,2.78,40,1440,"3PuttAvoidance",2014
76,76,"Brice Garnett",92,2.78,44,1584,"3PuttAvoidance",2014
76,76,"Billy Hurley III",86,2.78,43,1548,"3PuttAvoidance",2014
76,76,"Martin Kaymer",65,2.78,32,1152,"3PuttAvoidance",2014
76,76,"Brooks Koepka",56,2.78,28,1008,"3PuttAvoidance",2014
76,76,"Will Ma Kenzie",82,2.78,41,1476,"3PuttAvoidance",2014
76,76,"John Rollins",84,2.78,40,1440,"3PuttAvoidance",2014
76,76,"Josh Teater",90,2.78,44,1584,"3PuttAvoidance",2014
76,76,"YE Yang",79,2.78,39,1404,"3PuttAvoidance",2014
86,86,"Pat Perez",84,2.84,43,1512,"3PuttAvoidance",2014
87,87,"David Lingmerth",80,2.85,39,1368,"3PuttAvoidance",2014
88,88,"Martin Laird",66,2.87,32,1116,"3PuttAvoidance",2014
89,89,"Charles Howell III",106,2.88,55,1908,"3PuttAvoidance",2014
90,90,"Scott Brown",100,2.89,52,1800,"3PuttAvoidance",2014
90,90,"Brad Fritsch",50,2.89,25,864,"3PuttAvoidance",2014
92,92,"Carl Pettersson",91,2.93,48,1638,"3PuttAvoidance",2014
92,92,"Kevin Stadler",90,2.93,47,1602,"3PuttAvoidance",2014
94,94,"Ted Potter Jr",68,2.94,36,1224,"3PuttAvoidance",2014
95,95,"Brian Gay",81,2.95,42,1422,"3PuttAvoidance",2014
96,96,"Patrick Reed",92,2.96,48,1620,"3PuttAvoidance",2014
96,96,"Shawn Stefani",60,2.96,32,1080,"3PuttAvoidance",2014
98,98,"Phil Mickelson",71,2.97,38,1278,"3PuttAvoidance",2014
99,99,"Henrik Stenson",56,2.98,29,972,"3PuttAvoidance",2014
100,100,"Woody Austin",63,3.01,32,1062,"3PuttAvoidance",2014
100,100,"Charlie Beljan",76,3.01,39,1296,"3PuttAvoidance",2014
100,100,"Luke Guthrie",85,3.01,46,1530,"3PuttAvoidance",2014
100,100,"John Huh",87,3.01,45,1494,"3PuttAvoidance",2014
104,104,"Ernie Els",85,3.02,43,1422,"3PuttAvoidance",2014
104,104,"Harris English",95,3.02,50,1656,"3PuttAvoidance",2014
104,104,"Charlie Wi",72,3.02,38,1260,"3PuttAvoidance",2014
107,107,"Webb Simpson",87,3.04,46,1512,"3PuttAvoidance",2014
108,108,"Charley Hoffman",93,3.05,51,1674,"3PuttAvoidance",2014
109,109,"JJ Henry",91,3.07,48,1566,"3PuttAvoidance",2014
109,109,"Ryan Palmer",85,3.07,47,1530,"3PuttAvoidance",2014
111,111,"Bud Cauley",56,3.08,31,1008,"3PuttAvoidance",2014
111,111,"John Merrick",87,3.08,46,1494,"3PuttAvoidance",2014
113,113,"Andrew Svoboda",77,3.1,43,1386,"3PuttAvoidance",2014
114,114,"Brian Davis",93,3.11,52,1674,"3PuttAvoidance",2014
114,114,"DH Lee",54,3.11,28,900,"3PuttAvoidance",2014
116,116,"Danny Lee",84,3.13,45,1440,"3PuttAvoidance",2014
116,116,"Robert Streb",75,3.13,40,1278,"3PuttAvoidance",2014
118,118,"Jeff Overton",80,3.14,43,1368,"3PuttAvoidance",2014
119,119,"George McNeill",79,3.16,45,1422,"3PuttAvoidance",2014
120,120,"Chesson Hadley",84,3.17,48,1512,"3PuttAvoidance",2014
120,120,"Ian Poulter",57,3.17,32,1008,"3PuttAvoidance",2014
120,120,"Lee Westwood",57,3.17,32,1008,"3PuttAvoidance",2014
123,123,"Justin Hicks",103,3.2,57,1782,"3PuttAvoidance",2014
124,124,"Billy Horschel",92,3.21,52,1620,"3PuttAvoidance",2014
124,124,"Bo Van Pelt",83,3.21,48,1494,"3PuttAvoidance",2014
126,126,"Camilo Villegas",95,3.22,55,1710,"3PuttAvoidance",2014
127,127,"Stewart Cink",91,3.24,53,1638,"3PuttAvoidance",2014
128,128,"Gonzalo Fdez Castano",83,3.25,48,1476,"3PuttAvoidance",2014
129,129,"Trevor Immelman",84,3.26,47,1440,"3PuttAvoidance",2014
130,130,"Scott Stallings",77,3.29,45,1368,"3PuttAvoidance",2014
131,131,"Tommy Gainey",73,3.3,41,1242,"3PuttAvoidance",2014
132,132,"Matt Every",85,3.33,51,1530,"3PuttAvoidance",2014
132,132,"James Hahn",82,3.33,48,1440,"3PuttAvoidance",2014
132,132,"Brendan Steele",89,3.33,51,1530,"3PuttAvoidance",2014
135,135,"DA Points",75,3.35,44,1314,"3PuttAvoidance",2014
135,135,"Kevin Streelman",79,3.35,47,1404,"3PuttAvoidance",2014
137,137,"Sangmoon Bae",76,3.36,46,1368,"3PuttAvoidance",2014
138,138,"Michael Thompson",74,3.38,45,1332,"3PuttAvoidance",2014
139,139,"Mark Wilson",69,3.42,40,1170,"3PuttAvoidance",2014
140,140,"Bronson La Cassie",51,3.43,29,846,"3PuttAvoidance",2014
141,141,"Seung Yul Noh",92,3.44,57,1656,"3PuttAvoidance",2014
142,142,"Troy Matteson",62,3.45,36,1044,"3PuttAvoidance",2014
143,143,"Chad Campbell",57,3.46,33,954,"3PuttAvoidance",2014
143,143,"Andres Romero",81,3.46,48,1386,"3PuttAvoidance",2014
145,145,"Graham DeLaet",80,3.52,50,1422,"3PuttAvoidance",2014
145,145,"Jamie Lovemark",64,3.52,38,1080,"3PuttAvoidance",2014
145,145,"John Peterson",62,3.52,38,1080,"3PuttAvoidance",2014
145,145,"Hudson Swafford",75,3.52,45,1278,"3PuttAvoidance",2014
149,149,"Jim Herman",62,3.54,37,1044,"3PuttAvoidance",2014
150,150,"Martin Flores",85,3.59,55,1530,"3PuttAvoidance",2014
151,151,"Vijay Singh",83,3.61,54,1494,"3PuttAvoidance",2014
152,152,"Davis Love III",74,3.63,47,1296,"3PuttAvoidance",2014
153,153,"Jason Dufner",57,3.7,36,972,"3PuttAvoidance",2014
154,154,"Ken Duke",80,3.77,53,1404,"3PuttAvoidance",2014
155,155,"Angel Cabrera",69,3.78,47,1242,"3PuttAvoidance",2014
156,156,"Kevin Tway",64,3.8,41,1080,"3PuttAvoidance",2014
157,157,"Michael Putnam",106,3.81,70,1836,"3PuttAvoidance",2014
158,158,"Robert Garrigus",80,3.82,55,1440,"3PuttAvoidance",2014
158,158,"Geoff Ogilvy",84,3.82,55,1440,"3PuttAvoidance",2014
160,160,"Andrew Loupe",65,3.83,42,1098,"3PuttAvoidance",2014
161,161,"Nick Watney",80,3.85,52,1350,"3PuttAvoidance",2014
162,162,"Heath Slocum",71,3.86,48,1242,"3PuttAvoidance",2014
163,163,"Briny Baird",50,3.89,35,900,"3PuttAvoidance",2014
164,164,"Jhonattan Vegas",77,4,54,1350,"3PuttAvoidance",2014
165,165,"Jeff Maggert",54,4.01,39,972,"3PuttAvoidance",2014
165,165,"Boo Weekley",73,4.01,52,1296,"3PuttAvoidance",2014
167,167,"Jim Renner",61,4.05,43,1062,"3PuttAvoidance",2014
168,168,"Steven Bowditch",93,4.12,69,1674,"3PuttAvoidance",2014
169,169,"Derek Ernst",80,4.17,57,1368,"3PuttAvoidance",2014
169,169,"Hideki Matsuyama",82,4.17,60,1440,"3PuttAvoidance",2014
171,171,"Wes Roach",67,4.41,50,1134,"3PuttAvoidance",2014
172,172,"Robert Allenby",83,4.46,65,1458,"3PuttAvoidance",2014
173,173,"Rory Sabbatini",82,4.49,63,1404,"3PuttAvoidance",2014
174,174,"Nicholas Thompson",85,4.53,66,1458,"3PuttAvoidance",2014
175,175,"Louis Oosthuizen",50,4.59,38,828,"3PuttAvoidance",2014
176,176,"Kyle Stanley",87,5.42,81,1494,"3PuttAvoidance",2014
177,177,"Lucas Glover",68,5.47,65,1188,"3PuttAvoidance",2014
