"SandSavePercentage_RANKTHISWEEK_2009","SandSavePercentage_RANKLASTWEEK_2009","SandSavePercentage_PLAYERNAME_2009","SandSavePercentage_ROUNDS_2009","SandSavePercentage_Pct_2009","SandSavePercentage_SAVES_2009","SandSavePercentage_BUNKERS_2009","SandSavePercentage_TOTALOUPAR_2009","stat_name","year"
54,54,"Anthony Kim",76,53.38,71,133,45,"SandSavePercentage",2009
55,55,"YE Yang",83,53.28,73,137,38,"SandSavePercentage",2009
56,56,"Alex Cejka",82,53.27,57,107,38,"SandSavePercentage",2009
57,57,"Tim Petrovic",97,53.18,92,173,49,"SandSavePercentage",2009
58,58,"KJ Choi",65,53.13,51,96,34,"SandSavePercentage",2009
59,59,"Mark Brooks",55,53.09,43,81,35,"SandSavePercentage",2009
60,60,"Corey Pavin",73,53.06,52,98,42,"SandSavePercentage",2009
61,61,"Justin Leonard",95,53.02,79,149,50,"SandSavePercentage",2009
62,62,"Lee Janzen",74,52.94,63,119,52,"SandSavePercentage",2009
62,62,"Parker McLachlin",71,52.94,72,136,50,"SandSavePercentage",2009
64,64,"Woody Austin",84,52.9,73,138,44,"SandSavePercentage",2009
65,65,"Dustin Johnson",85,52.89,64,121,31,"SandSavePercentage",2009
66,66,"Sergio Garcia",59,52.88,55,104,31,"SandSavePercentage",2009
67,67,"Kenny Perry",92,52.76,67,127,34,"SandSavePercentage",2009
68,68,"Scott McCarron",91,52.53,83,158,67,"SandSavePercentage",2009
69,69,"John Rollins",92,52.38,88,168,46,"SandSavePercentage",2009
69,69,"Vaughn Taylor",88,52.38,77,147,46,"SandSavePercentage",2009
71,71,"Matt Jones",56,52.31,34,65,11,"SandSavePercentage",2009
72,72,"Tim Herron",87,52.29,80,153,47,"SandSavePercentage",2009
73,73,"Davis Love III",89,52.21,71,136,44,"SandSavePercentage",2009
74,74,"Jeff Quinney",78,52.1,62,119,49,"SandSavePercentage",2009
75,75,"Chad Campbell",90,52.07,63,121,37,"SandSavePercentage",2009
76,76,"Angel Cabrera",55,51.92,54,104,44,"SandSavePercentage",2009
77,77,"David Duval",56,51.85,42,81,41,"SandSavePercentage",2009
77,77,"Derek Fathauer",63,51.85,56,108,37,"SandSavePercentage",2009
77,77,"Jay Williamson",69,51.85,42,81,30,"SandSavePercentage",2009
80,80,"Sean OHair",80,51.75,59,114,36,"SandSavePercentage",2009
81,81,"Scott Verplank",88,51.7,76,147,57,"SandSavePercentage",2009
82,82,"JJ Henry",97,51.64,63,122,28,"SandSavePercentage",2009
83,83,"Brian Davis",103,51.55,83,161,64,"SandSavePercentage",2009
84,84,"Glen Day",79,51.46,53,103,35,"SandSavePercentage",2009
85,85,"Stephen Ames",77,51.33,58,113,29,"SandSavePercentage",2009
86,86,"Carl Pettersson",86,51.05,73,143,46,"SandSavePercentage",2009
87,87,"Jarrod Lyle",65,51.02,50,98,33,"SandSavePercentage",2009
88,88,"Mark Calcavecchia",72,50.96,53,104,38,"SandSavePercentage",2009
89,89,"Richard Johnson",85,50.72,70,138,58,"SandSavePercentage",2009
89,89,"Brandt Snedeker",81,50.72,70,138,55,"SandSavePercentage",2009
91,91,"Kevin Stadler",65,50.67,38,75,25,"SandSavePercentage",2009
92,92,"Peter Tomasulo",61,50.59,43,85,34,"SandSavePercentage",2009
93,93,"Jeff Maggert",79,50.41,62,123,45,"SandSavePercentage",2009
94,94,"Chez Reavie",81,50.39,65,129,52,"SandSavePercentage",2009
94,94,"David Toms",98,50.39,64,127,40,"SandSavePercentage",2009
96,96,"Aaron Baddeley",66,50.36,70,139,66,"SandSavePercentage",2009
97,97,"Brendon de Jonge",90,50,72,144,42,"SandSavePercentage",2009
97,97,"Rory Sabbatini",81,50,69,138,46,"SandSavePercentage",2009
97,97,"Nicholas Thompson",96,50,83,166,47,"SandSavePercentage",2009
100,100,"Nick Watney",86,49.67,76,153,51,"SandSavePercentage",2009
101,101,"Ryan Palmer",78,49.63,67,135,39,"SandSavePercentage",2009
102,102,"Jeff Klauk",97,49.38,80,162,63,"SandSavePercentage",2009
103,103,"Daniel Chopra",89,49.08,80,163,60,"SandSavePercentage",2009
104,104,"Bo Van Pelt",100,49.02,75,153,45,"SandSavePercentage",2009
105,105,"Camilo Villegas",76,48.84,63,129,42,"SandSavePercentage",2009
106,106,"Bill Lunde",83,48.8,61,125,45,"SandSavePercentage",2009
107,107,"Marc Leishman",91,48.59,69,142,46,"SandSavePercentage",2009
108,108,"Charles Howell III",99,48.32,72,149,55,"SandSavePercentage",2009
109,109,"Brad Faxon",59,48.28,70,145,67,"SandSavePercentage",2009
110,110,"Ernie Els",70,48,60,125,47,"SandSavePercentage",2009
110,110,"Jason Gore",74,48,48,100,30,"SandSavePercentage",2009
112,112,"Spencer Levin",75,47.87,45,94,29,"SandSavePercentage",2009
113,113,"Greg Chalmers",85,47.83,55,115,37,"SandSavePercentage",2009
114,114,"Rocco Mediate",79,47.37,54,114,42,"SandSavePercentage",2009
114,114,"Charles Warren",63,47.37,45,95,24,"SandSavePercentage",2009
116,116,"Rich Beem",77,47.31,44,93,34,"SandSavePercentage",2009
117,117,"Ryan Moore",89,47.26,69,146,64,"SandSavePercentage",2009
118,118,"Eric Axley",71,47.2,59,125,69,"SandSavePercentage",2009
119,119,"Michael Allen",73,47.17,50,106,33,"SandSavePercentage",2009
120,120,"Stuart Appleby",79,47.06,72,153,59,"SandSavePercentage",2009
120,120,"Patrick Sheehan",51,47.06,24,51,23,"SandSavePercentage",2009
122,122,"James Nitties",86,46.81,66,141,52,"SandSavePercentage",2009
123,123,"Adam Scott",53,46.74,43,92,33,"SandSavePercentage",2009
124,124,"Stewart Cink",79,46.72,57,122,58,"SandSavePercentage",2009
124,124,"Todd Hamilton",83,46.72,64,137,70,"SandSavePercentage",2009
126,126,"Phil Mickelson",66,46.61,55,118,45,"SandSavePercentage",2009
127,127,"Brian Vranesh",51,46.58,34,73,31,"SandSavePercentage",2009
128,128,"Harrison Frazar",93,46.56,61,131,39,"SandSavePercentage",2009
129,129,"Bob Estes",78,46.51,60,129,59,"SandSavePercentage",2009
130,130,"Charley Hoffman",97,46.47,79,170,56,"SandSavePercentage",2009
131,131,"Chris Stroud",88,46.4,58,125,52,"SandSavePercentage",2009
132,132,"Scott Piercy",85,46.38,64,138,51,"SandSavePercentage",2009
133,133,"Mathew Goggin",76,46.34,57,123,41,"SandSavePercentage",2009
134,134,"Steve Elkington",70,46.3,50,108,43,"SandSavePercentage",2009
135,135,"Jonathan Byrd",89,46.25,74,160,52,"SandSavePercentage",2009
136,136,"Kevin Streelman",97,46.15,66,143,61,"SandSavePercentage",2009
137,137,"Greg Owen",97,45.86,61,133,43,"SandSavePercentage",2009
137,137,"Bubba Watson",73,45.86,61,133,54,"SandSavePercentage",2009
139,139,"Matt Bettencourt",98,45.73,75,164,72,"SandSavePercentage",2009
140,140,"Rick Price",54,45.71,32,70,29,"SandSavePercentage",2009
141,141,"Jeff Overton",92,45.68,74,162,58,"SandSavePercentage",2009
142,142,"Brett Quigley",92,45.6,57,125,67,"SandSavePercentage",2009
143,143,"Casey Wittenberg",71,45.45,45,99,45,"SandSavePercentage",2009
144,144,"DA Points",99,45.22,71,157,52,"SandSavePercentage",2009
145,145,"Pat Perez",74,45.16,56,124,47,"SandSavePercentage",2009
145,145,"Scott Sterling",51,45.16,28,62,25,"SandSavePercentage",2009
147,147,"Steve Marino",98,45.06,73,162,55,"SandSavePercentage",2009
148,148,"Vijay Singh",71,44.92,53,118,40,"SandSavePercentage",2009
149,149,"Ted Purdy",101,44.76,64,143,57,"SandSavePercentage",2009
150,150,"Peter Lonard",86,44.63,54,121,54,"SandSavePercentage",2009
151,151,"Steve Lowery",83,44.44,76,171,71,"SandSavePercentage",2009
152,152,"Johnson Wagner",81,43.94,58,132,47,"SandSavePercentage",2009
153,153,"Paul Goydos",79,43.8,60,137,74,"SandSavePercentage",2009
154,154,"Tag Ridings",50,43.75,28,64,22,"SandSavePercentage",2009
155,155,"Brendon Todd",53,43.42,33,76,39,"SandSavePercentage",2009
156,156,"Heath Slocum",95,43.17,60,139,61,"SandSavePercentage",2009
157,157,"JB Holmes",74,42.86,60,140,73,"SandSavePercentage",2009
158,158,"Ricky Barnes",67,42.7,38,89,29,"SandSavePercentage",2009
159,159,"John Mallinger",90,42.54,57,134,68,"SandSavePercentage",2009
159,159,"Billy Mayfair",83,42.54,57,134,64,"SandSavePercentage",2009
161,161,"Andres Romero",58,42.42,42,99,44,"SandSavePercentage",2009
162,162,"Boo Weekley",79,42,42,100,37,"SandSavePercentage",2009
163,163,"DJ Trahan",96,41.91,57,136,50,"SandSavePercentage",2009
164,164,"Robert Garrigus",83,41.59,47,113,35,"SandSavePercentage",2009
165,165,"Jason Dufner",90,41.09,53,129,57,"SandSavePercentage",2009
166,166,"Brian Bateman",55,40.74,33,81,35,"SandSavePercentage",2009
166,166,"Tom Lehman",55,40.74,33,81,42,"SandSavePercentage",2009
168,168,"Bart Bryant",58,40.63,39,96,53,"SandSavePercentage",2009
169,169,"Kent Jones",73,39.64,44,111,56,"SandSavePercentage",2009
170,170,"John Merrick",91,39.53,51,129,58,"SandSavePercentage",2009
171,171,"Colt Knost",71,39.51,32,81,45,"SandSavePercentage",2009
172,172,"Kirk Triplett",60,39.19,29,74,44,"SandSavePercentage",2009
173,173,"Kris Blanks",60,38.89,28,72,35,"SandSavePercentage",2009
173,173,"Martin Laird",72,38.89,49,126,49,"SandSavePercentage",2009
175,175,"Joe Durant",62,38.46,25,65,38,"SandSavePercentage",2009
176,176,"Marc Turnesa",77,38.41,53,138,78,"SandSavePercentage",2009
177,177,"Tommy Armour III",58,38.03,27,71,40,"SandSavePercentage",2009
178,178,"Will Ma Kenzie",69,37.5,42,112,45,"SandSavePercentage",2009
179,179,"Troy Matteson",95,37.4,49,131,61,"SandSavePercentage",2009
180,180,"Leif Olson",51,36.71,29,79,51,"SandSavePercentage",2009
181,181,"Greg Kraft",51,36.14,30,83,64,"SandSavePercentage",2009
182,182,"Jason Bohn",88,34.82,39,112,56,"SandSavePercentage",2009
183,183,"Fred Couples",54,33.33,28,84,44,"SandSavePercentage",2009
184,184,"Gary Woodland",53,31.67,19,60,31,"SandSavePercentage",2009
