"PresidentsCupUnitedes_RANKTHISWEEK_2006","PresidentsCupUnitedes_RANKLASTWEEK_2006","PresidentsCupUnitedes_PLAYERNAME_2006","PresidentsCupUnitedes__2006","PresidentsCupUnitedes_POINTS_2006","stat_name","year"
71,71,"Brian Gay",NA,1144123,"PresidentsCupUnitedes",2006
72,72,"Charley Hoffman",NA,1115193,"PresidentsCupUnitedes",2006
73,73,"Fred Couples",NA,1113044,"PresidentsCupUnitedes",2006
74,74,"Briny Baird",NA,1091386,"PresidentsCupUnitedes",2006
75,75,"Will Ma Kenzie",NA,1081242,"PresidentsCupUnitedes",2006
76,76,"Tag Ridings",NA,1072916,"PresidentsCupUnitedes",2006
77,77,"John Daly",NA,1059668,"PresidentsCupUnitedes",2006
78,78,"Jeff Brehaut",NA,1020234,"PresidentsCupUnitedes",2006
79,79,"Bubba Watson",NA,1019264,"PresidentsCupUnitedes",2006
80,80,"Dudley Hart",NA,945172,"PresidentsCupUnitedes",2006
81,81,"Jonathan Kaye",NA,927190,"PresidentsCupUnitedes",2006
82,82,"Mark Wilson",NA,917713,"PresidentsCupUnitedes",2006
83,83,"Paul Goydos",NA,910986,"PresidentsCupUnitedes",2006
84,84,"Rich Beem",NA,904689,"PresidentsCupUnitedes",2006
85,85,"Bill Haas",NA,887024,"PresidentsCupUnitedes",2006
86,86,"Kevin Sutherland",NA,877776,"PresidentsCupUnitedes",2006
87,87,"John Huston",NA,858839,"PresidentsCupUnitedes",2006
88,88,"Pat Perez",NA,855365,"PresidentsCupUnitedes",2006
89,89,"Marco Dawson",NA,851846,"PresidentsCupUnitedes",2006
90,90,"JP Hayes",NA,843757,"PresidentsCupUnitedes",2006
91,91,"Jeff Gove",NA,793477,"PresidentsCupUnitedes",2006
92,92,"Kirk Triplett",NA,784781,"PresidentsCupUnitedes",2006
93,93,"Tim Petrovic",NA,776802,"PresidentsCupUnitedes",2006
94,94,"Paul Azinger",NA,761820,"PresidentsCupUnitedes",2006
95,95,"Duffy Waldorf",NA,755813,"PresidentsCupUnitedes",2006
96,96,"John Cook",NA,749649,"PresidentsCupUnitedes",2006
97,97,"Brian Bateman",NA,740847,"PresidentsCupUnitedes",2006
98,98,"David Branshaw",NA,706346,"PresidentsCupUnitedes",2006
99,99,"Shane Bertsch",NA,697059,"PresidentsCupUnitedes",2006
100,100,"Scott Gutschewski",NA,693966,"PresidentsCupUnitedes",2006
101,101,"Todd Fischer",NA,682248,"PresidentsCupUnitedes",2006
102,102,"Brent Geiberger",NA,671677,"PresidentsCupUnitedes",2006
103,103,"JL Lewis",NA,666978,"PresidentsCupUnitedes",2006
104,104,"Omar Uresti",NA,654822,"PresidentsCupUnitedes",2006
105,105,"Bubba Dickerson",NA,650314,"PresidentsCupUnitedes",2006
106,106,"Lee Janzen",NA,587676,"PresidentsCupUnitedes",2006
107,107,"Cameron Beckman",NA,583847,"PresidentsCupUnitedes",2006
108,108,"Jeff Overton",NA,577132,"PresidentsCupUnitedes",2006
109,109,"Jerry Smith",NA,568213,"PresidentsCupUnitedes",2006
110,110,"Michael Allen",NA,566646,"PresidentsCupUnitedes",2006
111,111,"Tommy Armour III",NA,555551,"PresidentsCupUnitedes",2006
112,112,"Chris Riley",NA,550948,"PresidentsCupUnitedes",2006
113,113,"Bob May",NA,548712,"PresidentsCupUnitedes",2006
114,114,"Robert Damron",NA,541679,"PresidentsCupUnitedes",2006
115,115,"Robert Garrigus",NA,537595,"PresidentsCupUnitedes",2006
116,116,"DA Points",NA,532306,"PresidentsCupUnitedes",2006
117,117,"Patrick Sheehan",NA,528752,"PresidentsCupUnitedes",2006
118,118,"Kris Cox",NA,517836,"PresidentsCupUnitedes",2006
119,119,"Darron Stiles",NA,493806,"PresidentsCupUnitedes",2006
120,120,"Doug Barron",NA,490878,"PresidentsCupUnitedes",2006
121,121,"Bob Tway",NA,452391,"PresidentsCupUnitedes",2006
122,122,"Skip Kendall",NA,448690,"PresidentsCupUnitedes",2006
123,123,"Rocco Mediate",NA,423877,"PresidentsCupUnitedes",2006
124,124,"Loren Roberts",NA,416572,"PresidentsCupUnitedes",2006
125,125,"Danny Ellis",NA,407521,"PresidentsCupUnitedes",2006
126,126,"Jay Delsing",NA,405067,"PresidentsCupUnitedes",2006
127,127,"Chris Smith",NA,356773,"PresidentsCupUnitedes",2006
128,128,"David Duval",NA,325906,"PresidentsCupUnitedes",2006
129,129,"Paul Stankowski",NA,319597,"PresidentsCupUnitedes",2006
130,130,"Steve Jones",NA,308360,"PresidentsCupUnitedes",2006
131,131,"Glen Day",NA,304271,"PresidentsCupUnitedes",2006
132,132,"Ron Whittaker",NA,300033,"PresidentsCupUnitedes",2006
133,133,"Greg Kraft",NA,273734,"PresidentsCupUnitedes",2006
134,134,"Nicholas Thompson",NA,264717,"PresidentsCupUnitedes",2006
135,135,"Kevin Na",NA,262906,"PresidentsCupUnitedes",2006
136,136,"Joey Snyder III",NA,261400,"PresidentsCupUnitedes",2006
137,137,"BJ Staten",NA,253088,"PresidentsCupUnitedes",2006
138,138,"Larry Mize",NA,250671,"PresidentsCupUnitedes",2006
139,139,"James Driscoll",NA,244073,"PresidentsCupUnitedes",2006
140,140,"Jay Haas",NA,240399,"PresidentsCupUnitedes",2006
141,141,"Mark OMeara",NA,237598,"PresidentsCupUnitedes",2006
142,142,"John Riegger",NA,230765,"PresidentsCupUnitedes",2006
143,143,"Dan Forsman",NA,227887,"PresidentsCupUnitedes",2006
144,144,"Mark Brooks",NA,224417,"PresidentsCupUnitedes",2006
145,145,"Scott McCarron",NA,207256,"PresidentsCupUnitedes",2006
146,146,"Vance Veazey",NA,207077,"PresidentsCupUnitedes",2006
147,147,"Tom Byrum",NA,187449,"PresidentsCupUnitedes",2006
148,148,"Matt Hansen",NA,187252,"PresidentsCupUnitedes",2006
149,149,"Bill Glasson",NA,184157,"PresidentsCupUnitedes",2006
150,150,"Matt Kuchar",NA,183293,"PresidentsCupUnitedes",2006
151,151,"Todd Hamilton",NA,182091,"PresidentsCupUnitedes",2006
152,152,"Dicky Pride",NA,174674,"PresidentsCupUnitedes",2006
153,153,"Jimmy Walker",NA,153950,"PresidentsCupUnitedes",2006
154,154,"Neal Lancaster",NA,148148,"PresidentsCupUnitedes",2006
155,155,"Jason Schultz",NA,147424,"PresidentsCupUnitedes",2006
156,156,"Notah Begay III",NA,144279,"PresidentsCupUnitedes",2006
157,157,"Matt Gogel",NA,138334,"PresidentsCupUnitedes",2006
158,158,"Mike Sposa",NA,132131,"PresidentsCupUnitedes",2006
159,159,"Spike McRoy",NA,121724,"PresidentsCupUnitedes",2006
160,160,"Roger Tambellini",NA,116685,"PresidentsCupUnitedes",2006
161,161,"Brian Henninger",NA,103689,"PresidentsCupUnitedes",2006
162,162,"Michael Connell",NA,97771,"PresidentsCupUnitedes",2006
163,163,"Len Mattiace",NA,96690,"PresidentsCupUnitedes",2006
164,164,"Alex Aragon",NA,94504,"PresidentsCupUnitedes",2006
165,165,"Ryan Hietala",NA,87772,"PresidentsCupUnitedes",2006
166,166,"Jay Williamson",NA,86150,"PresidentsCupUnitedes",2006
167,167,"David Peoples",NA,80638,"PresidentsCupUnitedes",2006
168,168,"Donnie Hammond",NA,72843,"PresidentsCupUnitedes",2006
169,169,"John Engler Jr",NA,72694,"PresidentsCupUnitedes",2006
170,170,"Hank Kuehne",NA,72403,"PresidentsCupUnitedes",2006
171,171,"Andrew Magee",NA,72399,"PresidentsCupUnitedes",2006
172,172,"Scott Gump",NA,72248,"PresidentsCupUnitedes",2006
173,173,"Garrett Willis",NA,67486,"PresidentsCupUnitedes",2006
174,174,"Bob Burns",NA,64806,"PresidentsCupUnitedes",2006
175,175,"Jim Carter",NA,48850,"PresidentsCupUnitedes",2006
176,176,"Peter Jacobsen",NA,46256,"PresidentsCupUnitedes",2006
177,177,"Gary Hallberg",NA,42853,"PresidentsCupUnitedes",2006
178,178,"Michael Bradley",NA,41790,"PresidentsCupUnitedes",2006
179,179,"Blaine McCallister",NA,38460,"PresidentsCupUnitedes",2006
180,180,"Ben Crenshaw",NA,32060,"PresidentsCupUnitedes",2006
181,181,"Craig Stadler",NA,28979,"PresidentsCupUnitedes",2006
182,182,"Dennis Paulson",NA,28688,"PresidentsCupUnitedes",2006
183,183,"Willie Wood",NA,27774,"PresidentsCupUnitedes",2006
184,184,"Jim McGovern",NA,26070,"PresidentsCupUnitedes",2006
185,185,"Tom Watson",NA,21578,"PresidentsCupUnitedes",2006
186,186,"Guy Boros",NA,21235,"PresidentsCupUnitedes",2006
187,187,"Boyd Summerhays",NA,20794,"PresidentsCupUnitedes",2006
188,188,"David Edwards",NA,16364,"PresidentsCupUnitedes",2006
189,189,"Joel Edwards",NA,11760,"PresidentsCupUnitedes",2006
190,190,"Mike Standly",NA,8904,"PresidentsCupUnitedes",2006
191,191,"David Gossett",NA,7480,"PresidentsCupUnitedes",2006
192,192,"Hal Sutton",NA,6720,"PresidentsCupUnitedes",2006
193,193,"Mike Hulbert",NA,6540,"PresidentsCupUnitedes",2006
194,194,"Michael Clark II",NA,6390,"PresidentsCupUnitedes",2006
194,194,"Jim Gallagher Jr",NA,6390,"PresidentsCupUnitedes",2006
194,194,"Wayne Levi",NA,6390,"PresidentsCupUnitedes",2006
197,197,"Chip Beck",NA,6180,"PresidentsCupUnitedes",2006
198,198,"David Berganio Jr",NA,6060,"PresidentsCupUnitedes",2006
