"ProximitytoHolefromSand_RANKTHISWEEK_2006","ProximitytoHolefromSand_RANKLASTWEEK_2006","ProximitytoHolefromSand_PLAYERNAME_2006","ProximitytoHolefromSand_ROUNDS_2006","ProximitytoHolefromSand_AVGDTP_2006","ProximitytoHolefromSand_TOTALDISTANCEFEET_2006","ProximitytoHolefromSand_OFSHOTS_2006","ProximitytoHolefromSand_SCRAMBLINGRANK_2006","stat_name","year"
110,110,"Brian Bateman",69,NA,779.75,78,94,"ProximitytoHolefromSand",2006
110,110,"KJ Choi",93,NA,1072.167,107,67,"ProximitytoHolefromSand",2006
110,110,"Michael Connell",51,NA,590.25,59,192,"ProximitytoHolefromSand",2006
110,110,"Brent Geiberger",99,NA,1282.75,128,34,"ProximitytoHolefromSand",2006
110,110,"Phil Mickelson",74,NA,669.5,67,138,"ProximitytoHolefromSand",2006
110,110,"Jon Mills",68,NA,759.583,76,140,"ProximitytoHolefromSand",2006
110,110,"Jason Schultz",77,NA,958.917,96,119,"ProximitytoHolefromSand",2006
110,110,"Camilo Villegas",95,NA,1114.167,111,123,"ProximitytoHolefromSand",2006
110,110,"Charles Warren",93,NA,841.083,84,64,"ProximitytoHolefromSand",2006
110,110,"Ron Whittaker",81,NA,956.25,96,167,"ProximitytoHolefromSand",2006
120,120,"Olin Browne",108,NA,1047.583,104,152,"ProximitytoHolefromSand",2006
120,120,"Brad Faxon",78,NA,1244.833,123,110,"ProximitytoHolefromSand",2006
120,120,"Scott Verplank",88,NA,819.917,81,12,"ProximitytoHolefromSand",2006
123,123,"Bob Estes",85,NA,976.833,96,40,"ProximitytoHolefromSand",2006
123,123,"Jeff Gove",91,NA,973.417,96,78,"ProximitytoHolefromSand",2006
123,123,"Tom Lehman",70,NA,682.333,67,155,"ProximitytoHolefromSand",2006
123,123,"Nick Watney",97,NA,1236.667,122,15,"ProximitytoHolefromSand",2006
127,127,"Chris DiMarco",83,NA,924,90,62,"ProximitytoHolefromSand",2006
127,127,"Sergio Garcia",59,NA,635.917,62,183,"ProximitytoHolefromSand",2006
127,127,"Brett Quigley",109,NA,1370.083,134,14,"ProximitytoHolefromSand",2006
127,127,"Hidemichi Tanaka",74,NA,891.667,87,169,"ProximitytoHolefromSand",2006
131,131,"Arjun Atwal",97,NA,1348.917,131,113,"ProximitytoHolefromSand",2006
131,131,"JP Hayes",55,NA,570.417,55,75,"ProximitytoHolefromSand",2006
131,131,"Charles Howell III",96,NA,1076.5,104,115,"ProximitytoHolefromSand",2006
134,134,"Eric Axley",91,NA,1105.333,106,121,"ProximitytoHolefromSand",2006
134,134,"Todd Hamilton",72,NA,980.667,94,191,"ProximitytoHolefromSand",2006
134,134,"Jimmy Walker",60,NA,959.917,92,175,"ProximitytoHolefromSand",2006
137,137,"Robert Allenby",79,NA,956.917,91,131,"ProximitytoHolefromSand",2006
137,137,"Ben Crane",85,NA,894.333,85,120,"ProximitytoHolefromSand",2006
137,137,"Danny Ellis",68,NA,652,62,90,"ProximitytoHolefromSand",2006
137,137,"Mathias Gronberg",92,NA,1168.833,111,125,"ProximitytoHolefromSand",2006
137,137,"Will Ma Kenzie",91,NA,916.417,87,165,"ProximitytoHolefromSand",2006
137,137,"Tim Petrovic",95,NA,1331.167,127,31,"ProximitytoHolefromSand",2006
137,137,"John Rollins",93,NA,1077.333,103,182,"ProximitytoHolefromSand",2006
144,144,"Bubba Dickerson",98,NA,1392.833,132,181,"ProximitytoHolefromSand",2006
144,144,"Vance Veazey",59,NA,708.167,67,189,"ProximitytoHolefromSand",2006
146,146,"Todd Fischer",101,NA,1298.75,122,117,"ProximitytoHolefromSand",2006
146,146,"JL Lewis",57,NA,919.25,86,76,"ProximitytoHolefromSand",2006
146,146,"Ted Purdy",103,NA,1099,103,168,"ProximitytoHolefromSand",2006
149,149,"Ryan Moore",68,NA,946.083,88,46,"ProximitytoHolefromSand",2006
149,149,"Jeff Overton",95,NA,1181.583,110,55,"ProximitytoHolefromSand",2006
149,149,"Greg Owen",79,NA,804,75,11,"ProximitytoHolefromSand",2006
152,152,"Rich Beem",85,NA,1146.083,106,174,"ProximitytoHolefromSand",2006
152,152,"Jason Gore",86,NA,1093.083,101,170,"ProximitytoHolefromSand",2006
152,152,"Steve Jones",83,NA,1112,103,92,"ProximitytoHolefromSand",2006
152,152,"Jesper Parnevik",84,NA,1226.167,113,28,"ProximitytoHolefromSand",2006
152,152,"Joey Sindelar",90,NA,891.083,82,177,"ProximitytoHolefromSand",2006
157,157,"Briny Baird",81,NA,816.667,75,124,"ProximitytoHolefromSand",2006
157,157,"Scott Gutschewski",53,NA,686.083,63,190,"ProximitytoHolefromSand",2006
157,157,"Jonathan Kaye",95,NA,1156.583,106,102,"ProximitytoHolefromSand",2006
157,157,"Bernhard Langer",77,NA,786.25,72,57,"ProximitytoHolefromSand",2006
157,157,"Ian Leggatt",80,NA,1082.917,99,164,"ProximitytoHolefromSand",2006
157,157,"Kenny Perry",73,NA,642.167,59,162,"ProximitytoHolefromSand",2006
163,163,"Tommy Armour III",65,NA,914.917,83,172,"ProximitytoHolefromSand",2006
163,163,"Ryan Hietala",61,NA,756.417,69,180,"ProximitytoHolefromSand",2006
163,163,"Thomas Levet",53,NA,899.917,82,81,"ProximitytoHolefromSand",2006
163,163,"Bob Tway",81,NA,1135.75,103,147,"ProximitytoHolefromSand",2006
167,167,"Fred Couples",52,NA,711.25,64,150,"ProximitytoHolefromSand",2006
167,167,"Nicholas Thompson",96,NA,1325.583,120,171,"ProximitytoHolefromSand",2006
169,169,"Stephen Ames",63,NA,760.5,68,58,"ProximitytoHolefromSand",2006
169,169,"Jeff Brehaut",100,NA,1315,118,153,"ProximitytoHolefromSand",2006
169,169,"David Howell",52,NA,547.917,49,173,"ProximitytoHolefromSand",2006
169,169,"Pat Perez",50,NA,758.25,68,166,"ProximitytoHolefromSand",2006
169,169,"Bubba Watson",83,NA,1138.25,102,83,"ProximitytoHolefromSand",2006
174,174,"Brandt Jobe",91,NA,1078.167,96,154,"ProximitytoHolefromSand",2006
174,174,"Greg Kraft",79,NA,981.917,87,88,"ProximitytoHolefromSand",2006
174,174,"Frank Lickliter II",99,NA,1193.75,106,16,"ProximitytoHolefromSand",2006
174,174,"Hunter Mahan",98,NA,1215.083,108,150,"ProximitytoHolefromSand",2006
174,174,"Roger Tambellini",64,NA,811.5,72,195,"ProximitytoHolefromSand",2006
174,174,"Tjaart van der Walt",60,NA,643.5,57,9,"ProximitytoHolefromSand",2006
180,180,"Shane Bertsch",104,NA,1617,143,105,"ProximitytoHolefromSand",2006
180,180,"Charley Hoffman",100,NA,1404.333,124,137,"ProximitytoHolefromSand",2006
182,182,"Richard Johnson",94,NA,1300.25,114,44,"ProximitytoHolefromSand",2006
182,182,"Daisuke Maruyama",83,NA,1059.5,93,104,"ProximitytoHolefromSand",2006
182,182,"Shaun Micheel",96,NA,1062.75,93,127,"ProximitytoHolefromSand",2006
185,185,"Joe Durant",101,NA,1359.083,118,133,"ProximitytoHolefromSand",2006
186,186,"Henrik Bjornstad",97,NA,1387.75,120,109,"ProximitytoHolefromSand",2006
187,187,"Patrick Sheehan",104,NA,1321.833,113,60,"ProximitytoHolefromSand",2006
188,188,"Matt Hansen",68,NA,774.833,66,89,"ProximitytoHolefromSand",2006
189,189,"Alex Aragon",63,NA,778.583,66,193,"ProximitytoHolefromSand",2006
189,189,"Mathew Goggin",72,NA,978.917,83,146,"ProximitytoHolefromSand",2006
191,191,"Steve Elkington",52,NA,684.917,57,6,"ProximitytoHolefromSand",2006
192,192,"Chris Couch",75,NA,1122.417,93,196,"ProximitytoHolefromSand",2006
193,193,"John Cook",67,NA,837.167,69,28,"ProximitytoHolefromSand",2006
194,194,"JJ Henry",96,NA,1127.083,91,157,"ProximitytoHolefromSand",2006
194,194,"Troy Matteson",101,NA,1563.083,126,97,"ProximitytoHolefromSand",2006
196,196,"Chris Smith",67,NA,1013.833,76,185,"ProximitytoHolefromSand",2006
