"ScoringAverageActual_RANKTHISWEEK_2006","ScoringAverageActual_RANKLASTWEEK_2006","ScoringAverageActual_PLAYERNAME_2006","ScoringAverageActual_ROUNDS_2006","ScoringAverageActual_AVG_2006","ScoringAverageActual_TOTALSTROKES_2006","ScoringAverageActual_TOTALROUNDS_2006","stat_name","year"
149,149,"Ben Curtis",86,71.59,6157,86,"ScoringAverageActual",2006
149,149,"Danny Ellis",68,71.59,4582,64,"ScoringAverageActual",2006
149,149,"Ron Whittaker",81,71.59,5656,79,"ScoringAverageActual",2006
152,152,"Greg Kraft",79,71.6,5370,75,"ScoringAverageActual",2006
152,152,"Tom Lehman",70,71.6,4296,60,"ScoringAverageActual",2006
152,152,"Joey Sindelar",90,71.6,6444,90,"ScoringAverageActual",2006
155,155,"Sean OHair",100,71.62,7019,98,"ScoringAverageActual",2006
155,155,"Pat Perez",50,71.62,3581,50,"ScoringAverageActual",2006
155,155,"Jimmy Walker",60,71.62,4154,58,"ScoringAverageActual",2006
158,158,"Jeff Maggert",81,71.65,5804,81,"ScoringAverageActual",2006
159,159,"David Howell",52,71.67,3225,45,"ScoringAverageActual",2006
160,160,"Tim Petrovic",95,71.68,6523,91,"ScoringAverageActual",2006
161,161,"Tim Herron",82,71.7,5808,81,"ScoringAverageActual",2006
162,162,"Fred Couples",52,71.72,3586,50,"ScoringAverageActual",2006
162,162,"Jason Schultz",77,71.72,5379,75,"ScoringAverageActual",2006
164,164,"Matt Hansen",68,71.77,4737,66,"ScoringAverageActual",2006
164,164,"Tag Ridings",103,71.77,7177,100,"ScoringAverageActual",2006
166,166,"Steve Jones",83,71.79,5887,82,"ScoringAverageActual",2006
166,166,"Peter Lonard",77,71.79,5456,76,"ScoringAverageActual",2006
168,168,"Larry Mize",53,71.8,3662,51,"ScoringAverageActual",2006
169,169,"Mike Sposa",68,71.82,4668,65,"ScoringAverageActual",2006
170,170,"Carlos Franco",86,71.87,6181,86,"ScoringAverageActual",2006
171,171,"Doug Barron",74,71.89,5248,73,"ScoringAverageActual",2006
171,171,"Ian Leggatt",80,71.89,5464,76,"ScoringAverageActual",2006
173,173,"Lee Janzen",79,71.95,5684,79,"ScoringAverageActual",2006
174,174,"Nicholas Thompson",96,71.97,6693,93,"ScoringAverageActual",2006
175,175,"JL Lewis",57,72,4104,57,"ScoringAverageActual",2006
176,176,"Mark Brooks",90,72.02,6410,89,"ScoringAverageActual",2006
176,176,"Vance Veazey",59,72.02,4249,59,"ScoringAverageActual",2006
178,178,"Mark Calcavecchia",94,72.04,6700,93,"ScoringAverageActual",2006
178,178,"Thomas Levet",53,72.04,3674,51,"ScoringAverageActual",2006
180,180,"Jon Mills",68,72.09,4758,66,"ScoringAverageActual",2006
181,181,"David Duval",71,72.1,4975,69,"ScoringAverageActual",2006
182,182,"Jason Gore",86,72.2,6065,84,"ScoringAverageActual",2006
183,183,"Brad Faxon",78,72.23,5634,78,"ScoringAverageActual",2006
184,184,"Greg Chalmers",71,72.24,4840,67,"ScoringAverageActual",2006
185,185,"Wes Short Jr",96,72.28,6794,94,"ScoringAverageActual",2006
186,186,"James Driscoll",80,72.31,5785,80,"ScoringAverageActual",2006
187,187,"Mark OMeara",52,72.38,3619,50,"ScoringAverageActual",2006
187,187,"Roger Tambellini",64,72.38,4415,61,"ScoringAverageActual",2006
189,189,"Len Mattiace",59,72.44,4274,59,"ScoringAverageActual",2006
190,190,"Michael Connell",51,72.52,3481,48,"ScoringAverageActual",2006
191,191,"Ryan Hietala",61,72.56,4281,59,"ScoringAverageActual",2006
192,192,"John Engler Jr",69,72.79,4877,67,"ScoringAverageActual",2006
193,193,"John Daly",51,72.82,3568,49,"ScoringAverageActual",2006
194,194,"Alex Aragon",63,72.87,4445,61,"ScoringAverageActual",2006
195,195,"Todd Hamilton",72,73.21,5271,72,"ScoringAverageActual",2006
196,196,"Hidemichi Tanaka",74,73.27,5349,73,"ScoringAverageActual",2006
