"ApexHeight_RANKTHISWEEK_2016","ApexHeight_RANKLASTWEEK_2016","ApexHeight_PLAYERNAME_2016","ApexHeight_ROUNDS_2016","ApexHeight_AVG_2016","ApexHeight_TOTALAPEXHEIGHT_2016","ApexHeight_TOTALATTEMPTS_2016","ApexHeight_HIGHESTAPEXPOINT_2016","ApexHeight_LOWESTAPEXPOINT_2016","stat_name","year"
64,64,"Martin Piller",37,NA,NA,27,NA,NA,"ApexHeight",2016
64,66,"Charl Schwartzel",29,NA,NA,23,NA,NA,"ApexHeight",2016
66,58,"Webb Simpson",34,NA,NA,31,NA,NA,"ApexHeight",2016
67,80,"Angel Cabrera",42,NA,NA,34,NA,NA,"ApexHeight",2016
68,66,"Blayne Barber",44,NA,NA,43,NA,NA,"ApexHeight",2016
69,69,"Andres Romero",22,NA,NA,15,NA,NA,"ApexHeight",2016
70,70,"Will Ma Kenzie",54,NA,NA,47,NA,NA,"ApexHeight",2016
71,68,"Geoff Ogilvy",37,NA,NA,36,NA,NA,"ApexHeight",2016
72,71,"Chris Stroud",52,NA,NA,45,NA,NA,"ApexHeight",2016
73,72,"Byeong Hun An",23,NA,NA,17,NA,NA,"ApexHeight",2016
74,74,"Jon Curran",55,NA,NA,50,NA,NA,"ApexHeight",2016
74,77,"Shane Lowry",35,NA,NA,27,NA,NA,"ApexHeight",2016
74,73,"Scott Stallings",46,NA,NA,44,NA,NA,"ApexHeight",2016
77,75,"Michael Kim",62,NA,NA,60,NA,NA,"ApexHeight",2016
77,82,"Vaughn Taylor",30,NA,NA,35,NA,NA,"ApexHeight",2016
79,76,"Jonas Blixt",46,NA,NA,44,NA,NA,"ApexHeight",2016
80,79,"Luke Guthrie",31,NA,NA,22,NA,NA,"ApexHeight",2016
81,80,"Wes Roach",33,NA,NA,22,NA,NA,"ApexHeight",2016
82,83,"David Lingmerth",54,NA,NA,48,NA,NA,"ApexHeight",2016
83,78,"Emiliano Grillo",47,NA,NA,37,NA,NA,"ApexHeight",2016
84,84,"Matt Kuchar",46,NA,NA,41,NA,NA,"ApexHeight",2016
85,85,"Andrew Landry",24,NA,NA,9,NA,NA,"ApexHeight",2016
85,85,"Harold Varner III",58,NA,NA,53,NA,NA,"ApexHeight",2016
87,88,"Jimmy Walker",43,NA,NA,36,NA,NA,"ApexHeight",2016
88,89,"Troy Merritt",41,NA,NA,32,NA,NA,"ApexHeight",2016
89,87,"Ernie Els",34,NA,NA,37,NA,NA,"ApexHeight",2016
90,93,"Aaron Baddeley",51,NA,NA,36,NA,NA,"ApexHeight",2016
90,97,"Patton Kizzire",57,NA,NA,50,NA,NA,"ApexHeight",2016
90,93,"Sam Saunders",40,NA,NA,29,NA,NA,"ApexHeight",2016
93,95,"KJ Choi",47,NA,NA,48,NA,NA,"ApexHeight",2016
94,91,"Harris English",51,NA,NA,38,NA,NA,"ApexHeight",2016
94,96,"Marc Leishman",41,NA,NA,33,NA,NA,"ApexHeight",2016
96,97,"Andy Sullivan",25,NA,NA,22,NA,NA,"ApexHeight",2016
97,89,"Matt Every",34,NA,NA,36,NA,NA,"ApexHeight",2016
97,99,"Russell Henley",42,NA,NA,43,NA,NA,"ApexHeight",2016
99,115,"Cameron Tringale",47,NA,NA,45,NA,NA,"ApexHeight",2016
100,99,"Derek Fathauer",58,NA,NA,53,NA,NA,"ApexHeight",2016
101,101,"Anirban Lahiri",44,NA,NA,32,NA,NA,"ApexHeight",2016
102,105,"Jason Gore",51,NA,NA,44,NA,NA,"ApexHeight",2016
103,106,"Tyler Aldridge",53,NA,NA,41,NA,NA,"ApexHeight",2016
103,110,"Sung Kang",51,NA,NA,46,NA,NA,"ApexHeight",2016
105,103,"Chris Kirk",51,NA,NA,48,NA,NA,"ApexHeight",2016
105,103,"Bernd Wiesberger",23,NA,NA,19,NA,NA,"ApexHeight",2016
107,107,"Jeff Overton",51,NA,NA,57,NA,NA,"ApexHeight",2016
108,102,"Henrik Stenson",30,NA,NA,11,NA,NA,"ApexHeight",2016
109,107,"JJ Henry",44,NA,NA,42,NA,NA,"ApexHeight",2016
110,111,"Louis Oosthuizen",25,NA,NA,18,NA,NA,"ApexHeight",2016
110,107,"Camilo Villegas",50,NA,NA,48,NA,NA,"ApexHeight",2016
112,112,"Scott Brown",59,NA,NA,52,NA,NA,"ApexHeight",2016
113,91,"Brian Harman",60,NA,NA,47,NA,NA,"ApexHeight",2016
114,113,"Adam Scott",39,NA,NA,27,NA,NA,"ApexHeight",2016
115,113,"David Toms",38,NA,NA,43,NA,NA,"ApexHeight",2016
115,115,"Tyrone Van Aswegen",67,NA,NA,52,NA,NA,"ApexHeight",2016
117,118,"William McGirt",54,NA,NA,47,NA,NA,"ApexHeight",2016
118,117,"Mark Wilson",42,NA,NA,38,NA,NA,"ApexHeight",2016
119,119,"Alex Cejka",47,NA,NA,32,NA,NA,"ApexHeight",2016
119,120,"Lucas Lee",22,NA,NA,18,NA,NA,"ApexHeight",2016
119,120,"Darron Stiles",28,NA,NA,18,NA,NA,"ApexHeight",2016
122,123,"Brice Garnett",29,NA,NA,16,NA,NA,"ApexHeight",2016
122,123,"Graeme McDowell",33,NA,NA,32,NA,NA,"ApexHeight",2016
124,125,"John Huh",51,NA,NA,48,NA,NA,"ApexHeight",2016
125,125,"Tom Hoge",47,NA,NA,35,NA,NA,"ApexHeight",2016
126,128,"Billy Hurley III",22,NA,NA,17,NA,NA,"ApexHeight",2016
126,131,"Kevin Streelman",46,NA,NA,33,NA,NA,"ApexHeight",2016
128,127,"Jamie Donaldson",28,NA,NA,28,NA,NA,"ApexHeight",2016
128,120,"Cameron Smith",45,NA,NA,28,NA,NA,"ApexHeight",2016
130,128,"Zac Blair",56,NA,NA,50,NA,NA,"ApexHeight",2016
131,130,"Chez Reavie",56,NA,NA,50,NA,NA,"ApexHeight",2016
132,133,"Matthew Fitzpatrick",23,NA,NA,18,NA,NA,"ApexHeight",2016
133,136,"DJ Trahan",23,NA,NA,11,NA,NA,"ApexHeight",2016
134,139,"Fabian Gomez",49,NA,NA,50,NA,NA,"ApexHeight",2016
135,131,"Johnson Wagner",44,NA,NA,37,NA,NA,"ApexHeight",2016
136,147,"John Senden",48,NA,NA,20,NA,NA,"ApexHeight",2016
137,140,"Brian Gay",22,NA,NA,17,NA,NA,"ApexHeight",2016
138,141,"Si Woo Kim",63,NA,NA,55,NA,NA,"ApexHeight",2016
139,134,"Brendon Todd",43,NA,NA,41,NA,NA,"ApexHeight",2016
140,141,"Charlie Beljan",26,NA,NA,13,NA,NA,"ApexHeight",2016
141,136,"DH Lee",35,NA,NA,22,NA,NA,"ApexHeight",2016
142,145,"Nick Taylor",57,NA,NA,44,NA,NA,"ApexHeight",2016
143,141,"Dawie van der Walt",48,NA,NA,35,NA,NA,"ApexHeight",2016
144,148,"Sergio Garcia",28,NA,NA,14,NA,NA,"ApexHeight",2016
144,146,"Francesco Molinari",36,NA,NA,39,NA,NA,"ApexHeight",2016
146,150,"Stuart Appleby",39,NA,NA,44,NA,NA,"ApexHeight",2016
147,151,"Kevin Kisner",49,NA,NA,39,NA,NA,"ApexHeight",2016
148,148,"Ben Martin",48,NA,NA,45,NA,NA,"ApexHeight",2016
149,144,"Steve Wheatcroft",53,NA,NA,47,NA,NA,"ApexHeight",2016
150,165,"Tim Wilkinson",40,NA,NA,21,NA,NA,"ApexHeight",2016
151,153,"Peter Malnati",53,NA,NA,32,NA,NA,"ApexHeight",2016
152,138,"Steven Bowditch",40,NA,NA,29,NA,NA,"ApexHeight",2016
152,154,"Andres Gonzales",46,NA,NA,38,NA,NA,"ApexHeight",2016
154,152,"Roberto Castro",55,NA,NA,50,NA,NA,"ApexHeight",2016
155,155,"Greg Owen",56,NA,NA,48,NA,NA,"ApexHeight",2016
156,158,"Ben Crane",48,NA,NA,45,NA,NA,"ApexHeight",2016
156,159,"Whee Kim",54,NA,NA,43,NA,NA,"ApexHeight",2016
156,156,"Pat Perez",28,NA,NA,17,NA,NA,"ApexHeight",2016
159,156,"Charles Howell III",63,NA,NA,58,NA,NA,"ApexHeight",2016
160,161,"Ryan Moore",40,NA,NA,31,NA,NA,"ApexHeight",2016
161,164,"Erik Compton",45,NA,NA,36,NA,NA,"ApexHeight",2016
161,159,"Kyle Reifers",63,NA,NA,57,NA,NA,"ApexHeight",2016
163,161,"Steve Stricker",25,NA,NA,26,NA,NA,"ApexHeight",2016
164,169,"Vijay Singh",42,NA,NA,49,NA,NA,"ApexHeight",2016
165,163,"DA Points",32,NA,NA,20,NA,NA,"ApexHeight",2016
166,166,"Derek Ernst",36,NA,NA,22,NA,NA,"ApexHeight",2016
166,166,"Matt Jones",45,NA,NA,22,NA,NA,"ApexHeight",2016
166,169,"Jhonattan Vegas",49,NA,NA,35,NA,NA,"ApexHeight",2016
169,168,"Stewart Cink",45,NA,NA,32,NA,NA,"ApexHeight",2016
170,171,"Robert Allenby",35,NA,NA,25,NA,NA,"ApexHeight",2016
170,172,"Freddie Jacobson",54,NA,NA,45,NA,NA,"ApexHeight",2016
172,173,"Carl Pettersson",31,NA,NA,30,NA,NA,"ApexHeight",2016
173,176,"Will Wilcox",47,NA,NA,40,NA,NA,"ApexHeight",2016
174,177,"Brendon de Jonge",55,NA,NA,45,NA,NA,"ApexHeight",2016
174,174,"Justin Hicks",26,NA,NA,31,NA,NA,"ApexHeight",2016
176,175,"Scott Langley",41,NA,NA,31,NA,NA,"ApexHeight",2016
177,179,"Jason Bohn",37,NA,NA,18,NA,NA,"ApexHeight",2016
178,178,"Chad Collins",45,NA,NA,39,NA,NA,"ApexHeight",2016
179,180,"Russell Knox",48,NA,NA,40,NA,NA,"ApexHeight",2016
180,182,"Jerry Kelly",44,NA,NA,33,NA,NA,"ApexHeight",2016
181,183,"Ken Duke",26,NA,NA,31,NA,NA,"ApexHeight",2016
182,185,"Paul Casey",39,NA,NA,29,NA,NA,"ApexHeight",2016
183,184,"Ollie Schniederjans",23,NA,NA,16,NA,NA,"ApexHeight",2016
184,186,"Kevin Na",52,NA,NA,37,NA,NA,"ApexHeight",2016
185,181,"Brian Stuard",24,NA,NA,18,NA,NA,"ApexHeight",2016
186,188,"Dicky Pride",33,NA,NA,26,NA,NA,"ApexHeight",2016
187,187,"Daniel Summerhays",55,NA,NA,51,NA,NA,"ApexHeight",2016
188,189,"Ian Poulter",37,NA,NA,29,NA,NA,"ApexHeight",2016
189,195,"Lucas Glover",53,NA,NA,56,NA,NA,"ApexHeight",2016
190,190,"Abraham Ancer",26,NA,NA,15,NA,NA,"ApexHeight",2016
191,192,"Kyle Stanley",57,NA,NA,58,NA,NA,"ApexHeight",2016
192,194,"Colt Knost",56,NA,NA,54,NA,NA,"ApexHeight",2016
193,193,"Jim Herman",55,NA,NA,43,NA,NA,"ApexHeight",2016
194,191,"Chad Campbell",54,NA,NA,50,NA,NA,"ApexHeight",2016
195,196,"Henrik Norlander",41,NA,NA,30,NA,NA,"ApexHeight",2016
196,197,"Bryce Molder",50,NA,NA,49,NA,NA,"ApexHeight",2016
197,201,"Robert Streb",51,NA,NA,45,NA,NA,"ApexHeight",2016
198,198,"Jason Dufner",53,NA,NA,46,NA,NA,"ApexHeight",2016
199,199,"Miguel Angel Carballo",24,NA,NA,11,NA,NA,"ApexHeight",2016
200,204,"Rob Oppenheim",37,NA,NA,31,NA,NA,"ApexHeight",2016
201,203,"George McNeill",33,NA,NA,32,NA,NA,"ApexHeight",2016
202,202,"Spencer Levin",62,NA,NA,56,NA,NA,"ApexHeight",2016
203,200,"Ricky Barnes",57,NA,NA,41,NA,NA,"ApexHeight",2016
204,205,"Justin Leonard",28,NA,NA,28,NA,NA,"ApexHeight",2016
205,206,"Boo Weekley",53,NA,NA,49,NA,NA,"ApexHeight",2016
206,207,"Shane Bertsch",30,NA,NA,17,NA,NA,"ApexHeight",2016
207,208,"Branden Grace",31,NA,NA,23,NA,NA,"ApexHeight",2016
