"Par5GoingfortheGreen_RANKTHISWEEK_2015","Par5GoingfortheGreen_RANKLASTWEEK_2015","Par5GoingfortheGreen_PLAYERNAME_2015","Par5GoingfortheGreen_ROUNDS_2015","Par5GoingfortheGreen_Pct_2015","Par5GoingfortheGreen_ATTEMPTS_2015","Par5GoingfortheGreen_NONATTEMPTS_2015","stat_name","year"
23,23,"Gonzalo Fdez Castano",81,60.2,118,78,"Par5GoingfortheGreen",2015
24,24,"Harris English",105,60.07,161,107,"Par5GoingfortheGreen",2015
25,25,"Adam Scott",51,60,60,40,"Par5GoingfortheGreen",2015
26,26,"Robert Garrigus",70,59.77,104,70,"Par5GoingfortheGreen",2015
26,26,"Dustin Johnson",75,59.77,104,70,"Par5GoingfortheGreen",2015
28,28,"Henrik Stenson",63,59.72,86,58,"Par5GoingfortheGreen",2015
29,29,"Gary Woodland",81,59.3,102,70,"Par5GoingfortheGreen",2015
30,30,"Marc Leishman",74,59.26,96,66,"Par5GoingfortheGreen",2015
31,31,"Derek Ernst",75,59.04,111,77,"Par5GoingfortheGreen",2015
32,32,"Keegan Bradley",87,58.65,122,86,"Par5GoingfortheGreen",2015
33,33,"Daniel Berger",97,58.56,154,109,"Par5GoingfortheGreen",2015
34,34,"Roger Sloan",56,58.54,72,51,"Par5GoingfortheGreen",2015
35,35,"Geoff Ogilvy",50,58.47,69,49,"Par5GoingfortheGreen",2015
35,35,"Will Wilcox",58,58.47,69,49,"Par5GoingfortheGreen",2015
37,37,"Andres Romero",69,58.43,104,74,"Par5GoingfortheGreen",2015
38,38,"Justin Rose",69,58.23,92,66,"Par5GoingfortheGreen",2015
39,39,"Hideki Matsuyama",95,57.52,130,96,"Par5GoingfortheGreen",2015
40,40,"Max Homa",78,57.44,112,83,"Par5GoingfortheGreen",2015
41,41,"Charley Hoffman",97,57.32,141,105,"Par5GoingfortheGreen",2015
42,42,"Jimmy Walker",89,57.14,112,84,"Par5GoingfortheGreen",2015
43,43,"Billy Horschel",99,56.67,136,104,"Par5GoingfortheGreen",2015
43,43,"Phil Mickelson",70,56.67,102,78,"Par5GoingfortheGreen",2015
45,45,"Vijay Singh",78,56.54,121,93,"Par5GoingfortheGreen",2015
46,46,"Graham DeLaet",65,56.47,96,74,"Par5GoingfortheGreen",2015
47,47,"John Senden",80,56.4,97,75,"Par5GoingfortheGreen",2015
48,48,"Webb Simpson",81,56.25,108,84,"Par5GoingfortheGreen",2015
49,49,"Shawn Stefani",94,56.07,157,123,"Par5GoingfortheGreen",2015
50,50,"Brian Harman",90,56.03,130,102,"Par5GoingfortheGreen",2015
51,51,"Louis Oosthuizen",68,56,84,66,"Par5GoingfortheGreen",2015
52,52,"Martin Laird",77,55.98,131,103,"Par5GoingfortheGreen",2015
53,53,"Aaron Baddeley",76,55.94,113,89,"Par5GoingfortheGreen",2015
54,54,"Scott Piercy",90,55.91,142,112,"Par5GoingfortheGreen",2015
55,55,"Kevin Streelman",95,55.88,133,105,"Par5GoingfortheGreen",2015
56,56,"Boo Weekley",79,55.77,116,92,"Par5GoingfortheGreen",2015
57,57,"Hudson Swafford",97,55.64,143,114,"Par5GoingfortheGreen",2015
58,58,"John Peterson",84,55.47,137,110,"Par5GoingfortheGreen",2015
59,59,"Rickie Fowler",76,55.43,102,82,"Par5GoingfortheGreen",2015
60,60,"Sean OHair",86,55.3,146,118,"Par5GoingfortheGreen",2015
61,61,"Scott Stallings",60,55.23,95,77,"Par5GoingfortheGreen",2015
62,62,"Retief Goosen",81,54.72,116,96,"Par5GoingfortheGreen",2015
63,63,"Byron Smith",59,54.4,68,57,"Par5GoingfortheGreen",2015
64,64,"Lucas Glover",79,54.39,124,104,"Par5GoingfortheGreen",2015
65,65,"Russell Henley",87,53.96,109,93,"Par5GoingfortheGreen",2015
66,66,"Bill Lunde",50,53.92,55,47,"Par5GoingfortheGreen",2015
67,67,"Robert Streb",110,53.74,158,136,"Par5GoingfortheGreen",2015
68,68,"Camilo Villegas",83,53.36,119,104,"Par5GoingfortheGreen",2015
69,69,"Hunter Mahan",88,53.21,116,102,"Par5GoingfortheGreen",2015
70,70,"Nick Taylor",91,53.14,144,127,"Par5GoingfortheGreen",2015
71,71,"Lee Westwood",56,52.88,55,49,"Par5GoingfortheGreen",2015
72,72,"Oscar Fraustro",58,52.85,65,58,"Par5GoingfortheGreen",2015
73,73,"Jordan Spieth",91,52.83,112,100,"Par5GoingfortheGreen",2015
74,74,"Cameron Percy",72,52.81,94,84,"Par5GoingfortheGreen",2015
75,75,"Ryo Ishikawa",90,52.79,123,110,"Par5GoingfortheGreen",2015
76,76,"Paul Casey",87,52.63,90,81,"Par5GoingfortheGreen",2015
77,77,"Rory Sabbatini",81,51.98,105,97,"Par5GoingfortheGreen",2015
78,78,"Kevin Kisner",104,51.89,151,140,"Par5GoingfortheGreen",2015
79,79,"Tom Hoge",83,51.79,101,94,"Par5GoingfortheGreen",2015
80,80,"Jason Gore",76,51.45,89,84,"Par5GoingfortheGreen",2015
81,81,"Alex Prugh",84,51.33,116,110,"Par5GoingfortheGreen",2015
82,82,"Sangmoon Bae",98,51.09,141,135,"Par5GoingfortheGreen",2015
83,83,"Roberto Castro",54,50.98,52,50,"Par5GoingfortheGreen",2015
84,84,"Erik Compton",86,50.87,117,113,"Par5GoingfortheGreen",2015
85,85,"Chesson Hadley",101,50.83,154,149,"Par5GoingfortheGreen",2015
85,85,"Patrick Reed",103,50.83,122,118,"Par5GoingfortheGreen",2015
87,87,"Ryan Palmer",80,50.63,81,79,"Par5GoingfortheGreen",2015
88,88,"Andres Gonzales",90,50.62,123,120,"Par5GoingfortheGreen",2015
89,89,"Carl Pettersson",106,50.5,152,149,"Par5GoingfortheGreen",2015
90,90,"Bill Haas",89,50.45,111,109,"Par5GoingfortheGreen",2015
91,91,"Matt Kuchar",97,50.4,127,125,"Par5GoingfortheGreen",2015
92,92,"Jonathan Randolph",72,50.29,88,87,"Par5GoingfortheGreen",2015
93,93,"Kevin Chappell",86,50,119,119,"Par5GoingfortheGreen",2015
93,93,"Seung Yul Noh",65,50,83,83,"Par5GoingfortheGreen",2015
93,93,"Jeff Overton",94,50,113,113,"Par5GoingfortheGreen",2015
96,96,"Michael Putnam",87,49.55,111,113,"Par5GoingfortheGreen",2015
97,97,"Matt Every",73,49.44,88,90,"Par5GoingfortheGreen",2015
98,98,"Ricky Barnes",82,49.25,98,101,"Par5GoingfortheGreen",2015
99,99,"Adam Hadwin",95,49.22,127,131,"Par5GoingfortheGreen",2015
100,100,"Nick Watney",91,48.84,126,132,"Par5GoingfortheGreen",2015
101,101,"Brendon de Jonge",106,48.63,142,150,"Par5GoingfortheGreen",2015
102,102,"Derek Fathauer",81,48.34,102,109,"Par5GoingfortheGreen",2015
103,103,"John Huh",102,48.24,137,147,"Par5GoingfortheGreen",2015
104,104,"Scott Pinckney",88,48.23,109,117,"Par5GoingfortheGreen",2015
105,105,"John Merrick",78,48.11,89,96,"Par5GoingfortheGreen",2015
106,106,"Jonathan Byrd",69,48.1,76,82,"Par5GoingfortheGreen",2015
107,107,"Jamie Donaldson",50,48.08,50,54,"Par5GoingfortheGreen",2015
108,108,"Steve Wheatcroft",87,47.84,111,121,"Par5GoingfortheGreen",2015
109,109,"George McNeill",93,47.79,130,142,"Par5GoingfortheGreen",2015
110,110,"Kyle Reifers",96,47.77,118,129,"Par5GoingfortheGreen",2015
111,111,"Jim Herman",88,47.7,114,125,"Par5GoingfortheGreen",2015
112,112,"Blayne Barber",76,47.57,98,108,"Par5GoingfortheGreen",2015
113,113,"Chris Stroud",84,47.44,102,113,"Par5GoingfortheGreen",2015
114,114,"Mark Hubbard",79,47.34,89,99,"Par5GoingfortheGreen",2015
115,115,"Chez Reavie",56,47.06,72,81,"Par5GoingfortheGreen",2015
116,116,"Daniel Summerhays",101,46.52,127,146,"Par5GoingfortheGreen",2015
117,117,"Andrew Svoboda",80,46.36,102,118,"Par5GoingfortheGreen",2015
118,118,"Jason Dufner",76,46.31,69,80,"Par5GoingfortheGreen",2015
119,119,"Spencer Levin",99,46.25,117,136,"Par5GoingfortheGreen",2015
120,120,"Scott Brown",97,46.18,115,134,"Par5GoingfortheGreen",2015
121,121,"Michael Thompson",83,46.15,108,126,"Par5GoingfortheGreen",2015
122,122,"Davis Love III",51,45.9,56,66,"Par5GoingfortheGreen",2015
123,123,"David Lingmerth",90,45.13,102,124,"Par5GoingfortheGreen",2015
124,124,"Chris Kirk",76,45.05,82,100,"Par5GoingfortheGreen",2015
125,125,"Jim Renner",68,44.97,76,93,"Par5GoingfortheGreen",2015
126,126,"Brice Garnett",81,44.9,88,108,"Par5GoingfortheGreen",2015
127,127,"Eric Axley",57,44.88,57,70,"Par5GoingfortheGreen",2015
128,128,"Ben Martin",93,44.78,103,127,"Par5GoingfortheGreen",2015
129,129,"Padraig Harrington",60,44.52,69,86,"Par5GoingfortheGreen",2015
130,130,"Luke Guthrie",84,44.13,94,119,"Par5GoingfortheGreen",2015
131,131,"Johnson Wagner",68,43.45,73,95,"Par5GoingfortheGreen",2015
132,132,"Alex Cejka",94,43.31,110,144,"Par5GoingfortheGreen",2015
133,133,"James Hahn",94,43.03,105,139,"Par5GoingfortheGreen",2015
134,134,"Robert Allenby",63,42.76,65,87,"Par5GoingfortheGreen",2015
135,135,"Pat Perez",96,42.65,116,156,"Par5GoingfortheGreen",2015
136,136,"Greg Owen",58,42.64,55,74,"Par5GoingfortheGreen",2015
137,137,"Danny Lee",120,42.63,133,179,"Par5GoingfortheGreen",2015
138,138,"Cameron Tringale",96,42.58,109,147,"Par5GoingfortheGreen",2015
139,139,"Scott Langley",94,42.39,103,140,"Par5GoingfortheGreen",2015
140,140,"Andrew Putnam",68,41.9,75,104,"Par5GoingfortheGreen",2015
141,141,"Kevin Na",98,41.74,91,127,"Par5GoingfortheGreen",2015
142,142,"Whee Kim",71,41.52,71,100,"Par5GoingfortheGreen",2015
143,143,"Zach Johnson",90,41.46,85,120,"Par5GoingfortheGreen",2015
143,143,"Ryan Moore",81,41.46,85,120,"Par5GoingfortheGreen",2015
145,145,"Brandt Snedeker",98,41.13,95,136,"Par5GoingfortheGreen",2015
146,146,"JJ Henry",94,41.1,97,139,"Par5GoingfortheGreen",2015
147,147,"Chad Campbell",97,40.79,113,164,"Par5GoingfortheGreen",2015
148,148,"Fabian Gomez",83,40.69,83,121,"Par5GoingfortheGreen",2015
149,149,"Steven Alker",62,40.67,61,89,"Par5GoingfortheGreen",2015
150,150,"Ken Duke",93,40.59,97,142,"Par5GoingfortheGreen",2015
151,151,"SJ Park",79,40,78,117,"Par5GoingfortheGreen",2015
152,152,"DA Points",72,39.9,77,116,"Par5GoingfortheGreen",2015
153,153,"Jerry Kelly",79,39.7,79,120,"Par5GoingfortheGreen",2015
154,154,"Chad Collins",79,39.69,77,117,"Par5GoingfortheGreen",2015
155,155,"Tyrone Van Aswegen",58,39.53,51,78,"Par5GoingfortheGreen",2015
156,156,"Ian Poulter",68,39.47,60,92,"Par5GoingfortheGreen",2015
157,157,"Bo Van Pelt",81,39.44,84,129,"Par5GoingfortheGreen",2015
158,158,"Stewart Cink",77,39.3,79,122,"Par5GoingfortheGreen",2015
159,159,"Russell Knox",96,39.27,108,167,"Par5GoingfortheGreen",2015
160,160,"Jonas Blixt",78,38.04,62,101,"Par5GoingfortheGreen",2015
161,161,"Troy Merritt",91,37.97,101,165,"Par5GoingfortheGreen",2015
162,162,"Luke Donald",71,37.74,60,99,"Par5GoingfortheGreen",2015
163,163,"Brendon Todd",96,37.44,85,142,"Par5GoingfortheGreen",2015
164,164,"Heath Slocum",57,36.89,45,77,"Par5GoingfortheGreen",2015
165,165,"Greg Chalmers",58,36.44,43,75,"Par5GoingfortheGreen",2015
166,166,"Francesco Molinari",56,36.43,51,89,"Par5GoingfortheGreen",2015
167,167,"Jason Bohn",95,36.23,100,176,"Par5GoingfortheGreen",2015
168,168,"Brian Davis",86,35.62,78,141,"Par5GoingfortheGreen",2015
169,169,"Nicholas Thompson",90,35.32,77,141,"Par5GoingfortheGreen",2015
170,170,"Zac Blair",108,33.83,90,176,"Par5GoingfortheGreen",2015
171,171,"KJ Choi",66,33.67,66,130,"Par5GoingfortheGreen",2015
172,172,"Jim Furyk",71,33.33,60,120,"Par5GoingfortheGreen",2015
173,173,"William McGirt",103,32.78,98,201,"Par5GoingfortheGreen",2015
174,174,"Mark Wilson",89,32.66,81,167,"Par5GoingfortheGreen",2015
175,175,"Colt Knost",90,32.61,75,155,"Par5GoingfortheGreen",2015
176,176,"David Hearn",97,32.13,89,188,"Par5GoingfortheGreen",2015
176,176,"Brian Stuard",97,32.13,80,169,"Par5GoingfortheGreen",2015
178,178,"Tim Wilkinson",73,31.49,57,124,"Par5GoingfortheGreen",2015
179,179,"Billy Hurley III",83,30.81,61,137,"Par5GoingfortheGreen",2015
180,180,"Bryce Molder",91,27.47,64,169,"Par5GoingfortheGreen",2015
181,181,"Ben Crane",62,26.67,44,121,"Par5GoingfortheGreen",2015
182,182,"Jon Curran",83,23.08,45,150,"Par5GoingfortheGreen",2015
183,183,"David Toms",62,22.73,40,136,"Par5GoingfortheGreen",2015
184,184,"Justin Leonard",61,20.25,33,130,"Par5GoingfortheGreen",2015
