"StrokesGainedPutting_RANKTHISWEEK_2006","StrokesGainedPutting_RANKLASTWEEK_2006","StrokesGainedPutting_PLAYERNAME_2006","StrokesGainedPutting_ROUNDS_2006","StrokesGainedPutting_AVERAGE_2006","StrokesGainedPutting_TOTALPUTTSGAINED_2006","StrokesGainedPutting_MEASUREDROUNDS_2006","stat_name","year"
151,151,"Fred Couples",52,-0.189,-6.036,32,"StrokesGainedPutting",2006
153,153,"Daisuke Maruyama",83,-0.202,-14.165,70,"StrokesGainedPutting",2006
154,154,"Lee Janzen",79,-0.205,-13.94,68,"StrokesGainedPutting",2006
154,154,"DJ Trahan",92,-0.205,-15.601,76,"StrokesGainedPutting",2006
156,156,"Paul Goydos",72,-0.211,-13.492,64,"StrokesGainedPutting",2006
157,157,"Craig Barlow",77,-0.219,-12.691,58,"StrokesGainedPutting",2006
158,158,"Scott Gutschewski",53,-0.222,-10,45,"StrokesGainedPutting",2006
159,159,"Patrick Sheehan",104,-0.231,-20.084,87,"StrokesGainedPutting",2006
160,160,"Robert Damron",91,-0.233,-19.108,82,"StrokesGainedPutting",2006
161,161,"Jeff Gove",91,-0.236,-19.129,81,"StrokesGainedPutting",2006
162,162,"Bubba Dickerson",98,-0.253,-21.756,86,"StrokesGainedPutting",2006
163,163,"Carlos Franco",86,-0.262,-20.187,77,"StrokesGainedPutting",2006
164,164,"Mark Calcavecchia",94,-0.267,-21.126,79,"StrokesGainedPutting",2006
164,164,"Mathew Goggin",72,-0.267,-15.508,58,"StrokesGainedPutting",2006
166,166,"Steve Elkington",52,-0.271,-12.484,46,"StrokesGainedPutting",2006
167,167,"Bill Haas",99,-0.273,-24.035,88,"StrokesGainedPutting",2006
168,168,"Bubba Watson",83,-0.274,-19.757,72,"StrokesGainedPutting",2006
169,169,"Camilo Villegas",95,-0.276,-22.604,82,"StrokesGainedPutting",2006
170,170,"Bob May",65,-0.277,-14.969,54,"StrokesGainedPutting",2006
171,171,"Jon Mills",68,-0.292,-15.759,54,"StrokesGainedPutting",2006
172,172,"Heath Slocum",96,-0.296,-24.892,84,"StrokesGainedPutting",2006
173,173,"Roger Tambellini",64,-0.297,-15.74,53,"StrokesGainedPutting",2006
174,174,"Charles Warren",93,-0.298,-24.167,81,"StrokesGainedPutting",2006
175,175,"JB Holmes",81,-0.337,-21.255,63,"StrokesGainedPutting",2006
176,176,"Kenny Perry",73,-0.347,-20.818,60,"StrokesGainedPutting",2006
177,177,"Greg Owen",79,-0.348,-21.555,62,"StrokesGainedPutting",2006
178,178,"Robert Garrigus",85,-0.35,-25.931,74,"StrokesGainedPutting",2006
179,179,"Brian Davis",92,-0.371,-30.024,81,"StrokesGainedPutting",2006
180,180,"Joey Sindelar",90,-0.377,-28.671,76,"StrokesGainedPutting",2006
181,181,"Chris Couch",75,-0.401,-26.841,67,"StrokesGainedPutting",2006
182,182,"Joe Durant",101,-0.41,-39.392,96,"StrokesGainedPutting",2006
183,183,"Wes Short Jr",96,-0.44,-37.442,85,"StrokesGainedPutting",2006
184,184,"Peter Lonard",77,-0.447,-29.507,66,"StrokesGainedPutting",2006
185,185,"Michael Connell",51,-0.452,-18.997,42,"StrokesGainedPutting",2006
186,186,"Mark Brooks",90,-0.498,-36.82,74,"StrokesGainedPutting",2006
187,187,"Will Ma Kenzie",91,-0.501,-37.568,75,"StrokesGainedPutting",2006
188,188,"Jonathan Kaye",95,-0.531,-45.653,86,"StrokesGainedPutting",2006
189,189,"John Daly",51,-0.558,-22.882,41,"StrokesGainedPutting",2006
190,190,"Pat Perez",50,-0.574,-24.124,42,"StrokesGainedPutting",2006
191,191,"Tim Herron",82,-0.591,-36.653,62,"StrokesGainedPutting",2006
192,192,"Omar Uresti",61,-0.681,-34.741,51,"StrokesGainedPutting",2006
193,193,"Matt Hansen",68,-0.72,-41.775,58,"StrokesGainedPutting",2006
194,194,"Alex Cejka",93,-0.729,-58.282,80,"StrokesGainedPutting",2006
195,195,"Thomas Levet",53,-0.755,-36.233,48,"StrokesGainedPutting",2006
196,196,"Nicholas Thompson",96,-0.904,-70.492,78,"StrokesGainedPutting",2006
