"TotalDrivingEfficiency_RANKTHISWEEK_2007","TotalDrivingEfficiency_RANKLASTWEEK_2007","TotalDrivingEfficiency_PLAYERNAME_2007","TotalDrivingEfficiency_ROUNDS_2007","TotalDrivingEfficiency_COMBINEDRANK_2007","TotalDrivingEfficiency_CARRYEFFICIENCYRANK_2007","TotalDrivingEfficiency_TOTALDISTEFFICRANK_2007","stat_name","year"
49,NA,"Robert Gamez",88,110,67,43,"TotalDrivingEfficiency",2007
50,NA,"KJ Choi",87,112,79,33,"TotalDrivingEfficiency",2007
51,NA,"Jay Williamson",50,113,94,19,"TotalDrivingEfficiency",2007
52,NA,"Chris DiMarco",79,115,73,42,"TotalDrivingEfficiency",2007
52,NA,"Todd Hamilton",76,115,11,104,"TotalDrivingEfficiency",2007
54,NA,"Mike Weir",82,116,106,10,"TotalDrivingEfficiency",2007
55,NA,"Tommy Armour III",81,118,61,57,"TotalDrivingEfficiency",2007
56,NA,"Charles Warren",101,119,20,99,"TotalDrivingEfficiency",2007
57,NA,"Brian Davis",101,121,54,67,"TotalDrivingEfficiency",2007
58,NA,"Billy Andrade",88,122,37,85,"TotalDrivingEfficiency",2007
59,NA,"Troy Matteson",87,123,94,29,"TotalDrivingEfficiency",2007
60,NA,"Cameron Beckman",96,126,59,67,"TotalDrivingEfficiency",2007
61,NA,"DJ Trahan",99,127,48,79,"TotalDrivingEfficiency",2007
62,NA,"DJ Brigman",67,130,45,85,"TotalDrivingEfficiency",2007
62,NA,"Bryce Molder",56,130,25,105,"TotalDrivingEfficiency",2007
62,NA,"Adam Scott",69,130,108,22,"TotalDrivingEfficiency",2007
65,NA,"Jason Schultz",63,131,59,72,"TotalDrivingEfficiency",2007
66,NA,"Kenny Perry",83,132,86,46,"TotalDrivingEfficiency",2007
67,NA,"Sean OHair",98,136,89,47,"TotalDrivingEfficiency",2007
68,NA,"Daisuke Maruyama",86,137,118,19,"TotalDrivingEfficiency",2007
69,NA,"Carl Pettersson",111,142,86,56,"TotalDrivingEfficiency",2007
70,NA,"Ben Curtis",80,149,112,37,"TotalDrivingEfficiency",2007
71,NA,"Bob Heintz",85,151,54,97,"TotalDrivingEfficiency",2007
71,NA,"Jesper Parnevik",88,151,112,39,"TotalDrivingEfficiency",2007
73,NA,"Robert Garrigus",95,153,30,123,"TotalDrivingEfficiency",2007
73,NA,"John Merrick",92,153,90,63,"TotalDrivingEfficiency",2007
73,NA,"Ryan Palmer",91,153,30,123,"TotalDrivingEfficiency",2007
76,NA,"Bo Van Pelt",104,161,71,90,"TotalDrivingEfficiency",2007
77,NA,"Stewart Cink",91,163,51,112,"TotalDrivingEfficiency",2007
77,NA,"Camilo Villegas",82,163,58,105,"TotalDrivingEfficiency",2007
79,NA,"John Rollins",102,164,79,85,"TotalDrivingEfficiency",2007
80,NA,"Bill Haas",93,165,51,114,"TotalDrivingEfficiency",2007
81,NA,"Andrew Buckle",77,166,28,138,"TotalDrivingEfficiency",2007
81,NA,"Jeff Overton",60,166,99,67,"TotalDrivingEfficiency",2007
83,NA,"Retief Goosen",50,171,79,92,"TotalDrivingEfficiency",2007
84,NA,"Harrison Frazar",88,172,41,131,"TotalDrivingEfficiency",2007
85,NA,"Steve Allan",63,176,111,65,"TotalDrivingEfficiency",2007
86,NA,"Chris Stroud",66,178,78,100,"TotalDrivingEfficiency",2007
87,NA,"Charley Hoffman",97,179,50,129,"TotalDrivingEfficiency",2007
87,NA,"Corey Pavin",81,179,127,52,"TotalDrivingEfficiency",2007
89,NA,"Kent Jones",97,180,61,119,"TotalDrivingEfficiency",2007
90,NA,"Anthony Kim",93,181,63,118,"TotalDrivingEfficiency",2007
90,NA,"Ian Poulter",63,181,102,79,"TotalDrivingEfficiency",2007
92,NA,"Ernie Els",59,184,30,154,"TotalDrivingEfficiency",2007
93,NA,"Jason Bohn",57,187,71,116,"TotalDrivingEfficiency",2007
93,NA,"Jarrod Lyle",77,187,115,72,"TotalDrivingEfficiency",2007
95,NA,"Craig Kanada",109,189,132,57,"TotalDrivingEfficiency",2007
96,NA,"Chris Riley",59,191,130,61,"TotalDrivingEfficiency",2007
97,NA,"Zach Johnson",76,192,114,78,"TotalDrivingEfficiency",2007
97,NA,"Steve Lowery",74,192,140,52,"TotalDrivingEfficiency",2007
99,NA,"Glen Day",85,195,99,96,"TotalDrivingEfficiency",2007
99,NA,"Ryuji Imada",104,195,79,116,"TotalDrivingEfficiency",2007
101,NA,"Ryan Armour",107,198,96,102,"TotalDrivingEfficiency",2007
101,NA,"Tom Johnson",74,198,96,102,"TotalDrivingEfficiency",2007
103,NA,"Stephen Ames",81,202,119,83,"TotalDrivingEfficiency",2007
104,NA,"Anders Hansen",55,206,121,85,"TotalDrivingEfficiency",2007
105,NA,"Scott Verplank",82,207,132,75,"TotalDrivingEfficiency",2007
106,NA,"Brett Quigley",79,208,66,142,"TotalDrivingEfficiency",2007
107,NA,"Tom Pernice Jr",104,209,117,92,"TotalDrivingEfficiency",2007
108,NA,"Dicky Pride",71,213,108,105,"TotalDrivingEfficiency",2007
109,NA,"Jeff Quinney",95,214,122,92,"TotalDrivingEfficiency",2007
110,NA,"Craig Lile",77,216,102,114,"TotalDrivingEfficiency",2007
111,NA,"Jason Gore",86,219,63,156,"TotalDrivingEfficiency",2007
111,NA,"JJ Henry",86,219,140,79,"TotalDrivingEfficiency",2007
111,NA,"Kevin Stadler",95,219,90,129,"TotalDrivingEfficiency",2007
114,NA,"Paul Stankowski",52,220,75,145,"TotalDrivingEfficiency",2007
115,NA,"Rocco Mediate",72,221,77,144,"TotalDrivingEfficiency",2007
115,NA,"Ted Purdy",102,221,86,135,"TotalDrivingEfficiency",2007
117,NA,"Gavin Coles",87,223,144,79,"TotalDrivingEfficiency",2007
118,NA,"Michael Boyd",61,224,149,75,"TotalDrivingEfficiency",2007
118,NA,"Trevor Immelman",74,224,175,49,"TotalDrivingEfficiency",2007
120,NA,"Scott Gutschewski",67,227,74,153,"TotalDrivingEfficiency",2007
120,NA,"Justin Leonard",95,227,137,90,"TotalDrivingEfficiency",2007
122,NA,"Nick Watney",87,230,90,140,"TotalDrivingEfficiency",2007
123,NA,"Kevin Na",84,236,164,72,"TotalDrivingEfficiency",2007
124,NA,"Duffy Waldorf",69,237,105,132,"TotalDrivingEfficiency",2007
125,NA,"Bubba Watson",80,239,43,196,"TotalDrivingEfficiency",2007
126,NA,"Tripp Isenhour",86,241,132,109,"TotalDrivingEfficiency",2007
127,NA,"Nick OHern",72,244,79,165,"TotalDrivingEfficiency",2007
128,NA,"Brendon de Jonge",76,245,98,147,"TotalDrivingEfficiency",2007
129,NA,"Chris Couch",76,249,76,173,"TotalDrivingEfficiency",2007
130,NA,"Brian Bateman",55,253,119,134,"TotalDrivingEfficiency",2007
131,NA,"Jim Furyk",84,254,144,110,"TotalDrivingEfficiency",2007
131,NA,"Brian Gay",107,254,131,123,"TotalDrivingEfficiency",2007
133,NA,"Jeff Sluman",60,255,172,83,"TotalDrivingEfficiency",2007
134,NA,"Rory Sabbatini",81,256,159,97,"TotalDrivingEfficiency",2007
134,NA,"Heath Slocum",101,256,108,148,"TotalDrivingEfficiency",2007
136,NA,"Richard Johnson",93,258,153,105,"TotalDrivingEfficiency",2007
136,NA,"Frank Lickliter II",95,258,102,156,"TotalDrivingEfficiency",2007
138,NA,"Chad Campbell",96,259,132,127,"TotalDrivingEfficiency",2007
139,NA,"Matt Kuchar",85,261,139,122,"TotalDrivingEfficiency",2007
140,NA,"Rod Pampling",92,262,152,110,"TotalDrivingEfficiency",2007
141,NA,"Dean Wilson",92,263,123,140,"TotalDrivingEfficiency",2007
142,NA,"Will Ma Kenzie",100,264,106,158,"TotalDrivingEfficiency",2007
142,NA,"Chris Tidland",59,264,128,136,"TotalDrivingEfficiency",2007
144,NA,"Woody Austin",95,267,144,123,"TotalDrivingEfficiency",2007
145,NA,"Steve Flesch",100,268,168,100,"TotalDrivingEfficiency",2007
145,NA,"Fred Funk",65,268,173,95,"TotalDrivingEfficiency",2007
147,NA,"Tom Byrum",50,270,185,85,"TotalDrivingEfficiency",2007
148,NA,"Ryan Moore",92,271,128,143,"TotalDrivingEfficiency",2007
149,NA,"Joe Durant",88,273,137,136,"TotalDrivingEfficiency",2007
150,NA,"Justin Rose",63,275,125,150,"TotalDrivingEfficiency",2007
151,NA,"Mark Calcavecchia",93,276,115,161,"TotalDrivingEfficiency",2007
152,NA,"Jason Dufner",100,281,154,127,"TotalDrivingEfficiency",2007
153,NA,"David Branshaw",83,288,149,139,"TotalDrivingEfficiency",2007
154,NA,"Jeff Brehaut",59,289,157,132,"TotalDrivingEfficiency",2007
155,NA,"Nathan Green",103,294,175,119,"TotalDrivingEfficiency",2007
156,NA,"Steve Elkington",87,299,187,112,"TotalDrivingEfficiency",2007
156,NA,"Lee Janzen",66,299,123,176,"TotalDrivingEfficiency",2007
158,NA,"John Senden",97,303,149,154,"TotalDrivingEfficiency",2007
159,NA,"Charles Howell III",89,305,157,148,"TotalDrivingEfficiency",2007
160,NA,"Freddie Jacobson",70,306,144,162,"TotalDrivingEfficiency",2007
160,NA,"Pat Perez",84,306,125,181,"TotalDrivingEfficiency",2007
162,NA,"Daniel Chopra",106,307,136,171,"TotalDrivingEfficiency",2007
162,NA,"Brett Wetterich",88,307,162,145,"TotalDrivingEfficiency",2007
164,NA,"Boo Weekley",101,309,190,119,"TotalDrivingEfficiency",2007
165,NA,"Paul Goydos",60,314,164,150,"TotalDrivingEfficiency",2007
166,NA,"Lucas Glover",98,316,140,176,"TotalDrivingEfficiency",2007
166,NA,"Tiger Woods",63,316,144,172,"TotalDrivingEfficiency",2007
168,NA,"Rich Barcelo",80,317,155,162,"TotalDrivingEfficiency",2007
169,NA,"Tom Lehman",62,320,170,150,"TotalDrivingEfficiency",2007
170,NA,"Bob Tway",103,322,163,159,"TotalDrivingEfficiency",2007
171,NA,"Tag Ridings",52,327,140,187,"TotalDrivingEfficiency",2007
172,NA,"Marco Dawson",73,333,159,174,"TotalDrivingEfficiency",2007
173,NA,"Greg Owen",81,335,170,165,"TotalDrivingEfficiency",2007
174,NA,"Aaron Baddeley",83,340,180,160,"TotalDrivingEfficiency",2007
174,NA,"Shaun Micheel",91,340,156,184,"TotalDrivingEfficiency",2007
176,NA,"Parker McLachlin",83,343,164,179,"TotalDrivingEfficiency",2007
177,NA,"Paul Gow",70,349,181,168,"TotalDrivingEfficiency",2007
177,NA,"Michael Putnam",96,349,159,190,"TotalDrivingEfficiency",2007
179,NA,"Charlie Wi",90,354,184,170,"TotalDrivingEfficiency",2007
180,NA,"Bart Bryant",87,355,193,162,"TotalDrivingEfficiency",2007
181,NA,"Michael Allen",74,356,188,168,"TotalDrivingEfficiency",2007
181,NA,"Henrik Stenson",52,356,164,192,"TotalDrivingEfficiency",2007
181,NA,"Johnson Wagner",97,356,168,188,"TotalDrivingEfficiency",2007
184,NA,"Doug LaBelle II",104,357,179,178,"TotalDrivingEfficiency",2007
185,NA,"Jose Coceres",50,362,195,167,"TotalDrivingEfficiency",2007
186,NA,"George McNeill",95,364,182,182,"TotalDrivingEfficiency",2007
187,NA,"Tim Petrovic",106,365,186,179,"TotalDrivingEfficiency",2007
188,NA,"Jonathan Byrd",73,367,178,189,"TotalDrivingEfficiency",2007
188,NA,"Jim Rutledge",59,367,173,194,"TotalDrivingEfficiency",2007
188,NA,"Steve Wheatcroft",73,367,192,175,"TotalDrivingEfficiency",2007
191,NA,"Ken Duke",112,370,188,182,"TotalDrivingEfficiency",2007
191,NA,"Michael Sim",52,370,175,195,"TotalDrivingEfficiency",2007
193,NA,"Jose Maria Olazabal",52,374,183,191,"TotalDrivingEfficiency",2007
194,NA,"Bob Estes",88,376,191,185,"TotalDrivingEfficiency",2007
195,NA,"Phil Mickelson",73,382,196,186,"TotalDrivingEfficiency",2007
196,NA,"Sergio Garcia",68,387,194,193,"TotalDrivingEfficiency",2007
