"ProximitytoHolefromFringe_RANKTHISWEEK_2009","ProximitytoHolefromFringe_RANKLASTWEEK_2009","ProximitytoHolefromFringe_PLAYERNAME_2009","ProximitytoHolefromFringe_ROUNDS_2009","ProximitytoHolefromFringe_AVGDTP_2009","ProximitytoHolefromFringe_TOTALDISTANCEFEET_2009","ProximitytoHolefromFringe_OFSHOTS_2009","ProximitytoHolefromFringe_SCRAMBLINGRANK_2009","stat_name","year"
140,140,"Richard Johnson",85,NA,271.667,76,87,"ProximitytoHolefromFringe",2009
140,140,"Rory Sabbatini",81,NA,259.583,72,129,"ProximitytoHolefromFringe",2009
140,140,"Adam Scott",53,NA,186.5,52,171,"ProximitytoHolefromFringe",2009
140,140,"Boo Weekley",79,NA,253.75,71,154,"ProximitytoHolefromFringe",2009
146,146,"Woody Austin",84,NA,262.25,71,39,"ProximitytoHolefromFringe",2009
146,146,"Cliff Kresge",78,NA,257.083,70,72,"ProximitytoHolefromFringe",2009
146,146,"Marc Leishman",91,NA,338.167,92,116,"ProximitytoHolefromFringe",2009
146,146,"DA Points",99,NA,361.583,98,111,"ProximitytoHolefromFringe",2009
146,146,"Brett Quigley",92,NA,306.333,84,76,"ProximitytoHolefromFringe",2009
146,146,"John Rollins",92,NA,329,90,93,"ProximitytoHolefromFringe",2009
146,146,"Jimmy Walker",74,NA,228.917,62,27,"ProximitytoHolefromFringe",2009
146,146,"Gary Woodland",53,NA,153.917,42,184,"ProximitytoHolefromFringe",2009
154,154,"Matt Bettencourt",98,NA,378.25,101,125,"ProximitytoHolefromFringe",2009
154,154,"Ben Curtis",63,NA,192.833,52,85,"ProximitytoHolefromFringe",2009
154,154,"Brad Faxon",59,NA,249.833,67,120,"ProximitytoHolefromFringe",2009
154,154,"Jeff Klauk",97,NA,343.25,91,34,"ProximitytoHolefromFringe",2009
154,154,"Jarrod Lyle",65,NA,188.167,50,65,"ProximitytoHolefromFringe",2009
154,154,"Ryan Palmer",78,NA,325.417,87,138,"ProximitytoHolefromFringe",2009
154,154,"Jeff Quinney",78,NA,350.25,94,58,"ProximitytoHolefromFringe",2009
154,154,"Vijay Singh",71,NA,220.667,59,147,"ProximitytoHolefromFringe",2009
154,154,"Kirk Triplett",60,NA,298.167,80,24,"ProximitytoHolefromFringe",2009
154,154,"Johnson Wagner",81,NA,310.667,83,115,"ProximitytoHolefromFringe",2009
164,164,"KJ Choi",65,NA,187.667,49,141,"ProximitytoHolefromFringe",2009
164,164,"Joe Durant",62,NA,189.5,49,176,"ProximitytoHolefromFringe",2009
164,164,"Peter Lonard",86,NA,346.167,90,144,"ProximitytoHolefromFringe",2009
167,167,"Leif Olson",51,NA,212,54,173,"ProximitytoHolefromFringe",2009
167,167,"Scott Piercy",85,NA,366.583,93,107,"ProximitytoHolefromFringe",2009
169,169,"Kevin Sutherland",96,NA,278.25,70,81,"ProximitytoHolefromFringe",2009
169,169,"David Toms",98,NA,379.25,94,47,"ProximitytoHolefromFringe",2009
171,171,"Brian Bateman",55,NA,211.667,52,158,"ProximitytoHolefromFringe",2009
171,171,"Chad Campbell",90,NA,362.167,88,67,"ProximitytoHolefromFringe",2009
171,171,"Tim Clark",81,NA,255.833,63,19,"ProximitytoHolefromFringe",2009
171,171,"David Duval",56,NA,207.25,51,183,"ProximitytoHolefromFringe",2009
171,171,"Steve Lowery",83,NA,379.167,93,82,"ProximitytoHolefromFringe",2009
171,171,"Sean OHair",80,NA,297.75,73,113,"ProximitytoHolefromFringe",2009
171,171,"Andres Romero",58,NA,163.833,40,181,"ProximitytoHolefromFringe",2009
178,178,"Aron Price",89,NA,338.417,82,93,"ProximitytoHolefromFringe",2009
179,179,"Parker McLachlin",71,NA,349.083,80,98,"ProximitytoHolefromFringe",2009
180,180,"Glen Day",79,NA,264.167,60,43,"ProximitytoHolefromFringe",2009
180,180,"Martin Laird",72,NA,292.917,66,179,"ProximitytoHolefromFringe",2009
182,182,"JB Holmes",74,NA,292.417,64,174,"ProximitytoHolefromFringe",2009
182,182,"Peter Tomasulo",61,NA,165.333,36,172,"ProximitytoHolefromFringe",2009
184,184,"Rocco Mediate",79,NA,340.833,68,145,"ProximitytoHolefromFringe",2009
