"Top10Finishes_RANKTHISWEEK_2015","Top10Finishes_RANKLASTWEEK_2015","Top10Finishes_PLAYERNAME_2015","Top10Finishes_EVENTS_2015","Top10Finishes_TOP10_2015","Top10Finishes_1ST_2015","Top10Finishes_2ND_2015","Top10Finishes_3RD_2015","stat_name","year"
86,86,"Billy Horschel",28,2,NA,NA,1,"Top10Finishes",2015
86,86,"Ryo Ishikawa",28,2,NA,NA,NA,"Top10Finishes",2015
86,86,"Whee Kim",23,2,NA,NA,1,"Top10Finishes",2015
86,86,"Jason Kokrak",28,2,NA,NA,NA,"Top10Finishes",2015
86,86,"Davis Love III",18,2,1,NA,NA,"Top10Finishes",2015
86,86,"Bryce Molder",26,2,NA,NA,1,"Top10Finishes",2015
86,86,"Francesco Molinari",16,2,NA,NA,1,"Top10Finishes",2015
86,86,"Greg Owen",19,2,NA,1,NA,"Top10Finishes",2015
86,86,"Pat Perez",26,2,NA,NA,NA,"Top10Finishes",2015
86,86,"Alex Prugh",27,2,NA,NA,NA,"Top10Finishes",2015
86,86,"Kyle Reifers",31,2,NA,1,NA,"Top10Finishes",2015
86,86,"Patrick Rodgers",17,2,NA,1,1,"Top10Finishes",2015
86,86,"Andres Romero",24,2,NA,NA,NA,"Top10Finishes",2015
86,86,"Cameron Smith",13,2,NA,NA,NA,"Top10Finishes",2015
86,86,"Kevin Streelman",27,2,NA,1,NA,"Top10Finishes",2015
86,86,"Chris Stroud",28,2,NA,NA,NA,"Top10Finishes",2015
86,86,"Vaughn Taylor",12,2,NA,NA,NA,"Top10Finishes",2015
86,86,"David Toms",21,2,NA,NA,NA,"Top10Finishes",2015
86,86,"Bo Van Pelt",28,2,NA,NA,NA,"Top10Finishes",2015
86,86,"Steve Wheatcroft",28,2,NA,1,NA,"Top10Finishes",2015
86,86,"Danny Willett",10,2,NA,NA,1,"Top10Finishes",2015
123,123,"Robert Allenby",25,1,NA,NA,NA,"Top10Finishes",2015
123,123,"Kiradech Aphibarnrat",4,1,NA,NA,NA,"Top10Finishes",2015
123,123,"Aaron Baddeley",25,1,NA,NA,NA,"Top10Finishes",2015
123,123,"Ricky Barnes",27,1,NA,NA,1,"Top10Finishes",2015
123,123,"Charlie Beljan",27,1,NA,NA,1,"Top10Finishes",2015
123,123,"Jonas Blixt",26,1,NA,NA,NA,"Top10Finishes",2015
123,123,"Rafa Cabrera Bello",4,1,NA,NA,NA,"Top10Finishes",2015
123,123,"Alex Cejka",30,1,1,NA,NA,"Top10Finishes",2015
123,123,"Stewart Cink",23,1,NA,NA,NA,"Top10Finishes",2015
123,123,"Tim Clark",13,1,NA,1,NA,"Top10Finishes",2015
123,123,"George Coetzee",7,1,NA,NA,NA,"Top10Finishes",2015
123,123,"Chad Collins",24,1,NA,NA,NA,"Top10Finishes",2015
123,123,"Erik Compton",28,1,NA,NA,NA,"Top10Finishes",2015
123,123,"John Daly",10,1,NA,NA,NA,"Top10Finishes",2015
123,123,"Matt Every",26,1,1,NA,NA,"Top10Finishes",2015
123,123,"Derek Fathauer",27,1,NA,NA,NA,"Top10Finishes",2015
123,123,"Tommy Fleetwood",7,1,NA,NA,NA,"Top10Finishes",2015
123,123,"Steve Flesch",7,1,NA,NA,NA,"Top10Finishes",2015
123,123,"Oscar Fraustro",21,1,NA,NA,NA,"Top10Finishes",2015
123,123,"Fred Funk",2,1,NA,NA,NA,"Top10Finishes",2015
123,123,"Brice Garnett",29,1,NA,NA,NA,"Top10Finishes",2015
123,123,"Tom Gillis",16,1,NA,1,NA,"Top10Finishes",2015
123,123,"Luke Guthrie",27,1,NA,NA,NA,"Top10Finishes",2015
123,123,"Padraig Harrington",21,1,1,NA,NA,"Top10Finishes",2015
123,123,"JJ Henry",30,1,1,NA,NA,"Top10Finishes",2015
123,123,"Mark Hensby",2,1,NA,NA,NA,"Top10Finishes",2015
123,123,"Max Homa",27,1,NA,NA,NA,"Top10Finishes",2015
123,123,"Billy Hurley III",28,1,NA,NA,NA,"Top10Finishes",2015
123,123,"Hiroshi Iwata",4,1,NA,NA,1,"Top10Finishes",2015
123,123,"Freddie Jacobson",14,1,NA,NA,NA,"Top10Finishes",2015
123,123,"Martin Kaymer",13,1,NA,NA,NA,"Top10Finishes",2015
123,123,"Anirban Lahiri",12,1,NA,NA,NA,"Top10Finishes",2015
123,123,"Spencer Levin",31,1,NA,NA,NA,"Top10Finishes",2015
123,123,"Andrew Loupe",15,1,NA,NA,NA,"Top10Finishes",2015
123,123,"Graeme McDowell",15,1,NA,NA,1,"Top10Finishes",2015
123,123,"William McGirt",30,1,NA,NA,NA,"Top10Finishes",2015
123,123,"George McNeill",27,1,NA,NA,NA,"Top10Finishes",2015
123,123,"Prom Meesawat",1,1,NA,NA,NA,"Top10Finishes",2015
123,123,"Jordan Niebrugge",1,1,NA,NA,NA,"Top10Finishes",2015
123,123,"Seung Yul Noh",21,1,NA,NA,1,"Top10Finishes",2015
123,123,"Geoff Ogilvy",15,1,NA,NA,NA,"Top10Finishes",2015
123,123,"Thorbjorn Olesen",1,1,NA,NA,NA,"Top10Finishes",2015
123,123,"Carlos Ortiz",30,1,NA,NA,NA,"Top10Finishes",2015
123,123,"Garrett Osborn",4,1,NA,NA,NA,"Top10Finishes",2015
123,123,"Jeff Overton",30,1,NA,NA,NA,"Top10Finishes",2015
123,123,"Rod Pampling",10,1,NA,NA,NA,"Top10Finishes",2015
123,123,"SJ Park",27,1,NA,1,NA,"Top10Finishes",2015
123,123,"Cameron Percy",23,1,NA,NA,NA,"Top10Finishes",2015
123,123,"Tim Petrovic",11,1,NA,1,NA,"Top10Finishes",2015
123,123,"Angelo Que",1,1,NA,NA,NA,"Top10Finishes",2015
123,123,"Jon Rahm",3,1,NA,NA,NA,"Top10Finishes",2015
123,123,"John Rollins",14,1,NA,NA,NA,"Top10Finishes",2015
123,123,"Carlos Sainz Jr",20,1,NA,NA,NA,"Top10Finishes",2015
123,123,"Sam Saunders",28,1,NA,1,NA,"Top10Finishes",2015
123,123,"Robby Shelton",1,1,NA,NA,1,"Top10Finishes",2015
123,123,"Vijay Singh",23,1,NA,NA,NA,"Top10Finishes",2015
123,123,"Chris Smith",9,1,NA,NA,NA,"Top10Finishes",2015
123,123,"Scott Stallings",19,1,NA,1,NA,"Top10Finishes",2015
123,123,"Brian Stuard",31,1,NA,NA,NA,"Top10Finishes",2015
123,123,"Andrew Svoboda",30,1,NA,NA,NA,"Top10Finishes",2015
123,123,"Hudson Swafford",30,1,NA,NA,NA,"Top10Finishes",2015
123,123,"Nick Taylor",28,1,1,NA,NA,"Top10Finishes",2015
123,123,"Nicholas Thompson",31,1,NA,NA,NA,"Top10Finishes",2015
123,123,"Michael Thompson",27,1,NA,NA,1,"Top10Finishes",2015
123,123,"Peter Uihlein",4,1,NA,NA,NA,"Top10Finishes",2015
123,123,"Lee Westwood",15,1,NA,NA,NA,"Top10Finishes",2015
123,123,"Tiger Woods",11,1,NA,NA,NA,"Top10Finishes",2015
